COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,ALLOC_QTY,SALE_PRICE,SALE_PRICE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,INVOICE_AMT,NET_PAYABLE_AMT,TCS_TDS,TCS_AMT,TCS_FACTOR,TDS_GROSS_PERCENT,TDS_GROSS_AMT,TDS_TAX_PERCENT,TDS_TAX_AMT,TRANSPORTATION_CHARGE,TRANSPORTATION_AMOUNT,MARKET_MARGIN,MARKET_MARGIN_AMT,OTHER_CHARGES,OTHER_CHARGES_AMT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT
HCG&D046/23-24,2023-2024,06,S0438/23-24,31952.09,10.159,2,324601.28,SBI FIRST RATE TT BUY SELL,30/03/2024,1,null,27167831.91,635942.55,CST 2%,32433069.95,32433069.95,null,null,null,.1,null,null,null,null,null,null,null,null,null,113,03/04/2024,null,null
HCG&D002/24-25,2024-2025,06,S0438/23-24,31952.09,10.159,2,324601.28,SBI FIRST RATE TT BUY SELL,30/03/2024,83.4,null,27071746.94,634020.85,CST 2%,32335063.28,32335063.28,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,04/04/2024,null,null
HCG&C004/24-25,2024-2025,SN08 T1,S0160/24-25,16900,10.0674,2,170139.06,SBI FIRST RATE TT SELL,14/08/2024,83.84,null,14441403.41,334864.48,CST 2%,17078088.45,17078088.45,null,null,null,null,null,null,null,null,null,null,null,null,null,46,21/08/2024,null,null
HCG&C008/24-25,2024-2025,SN08 T1,S0201/24-25,15000,10.0674,2,151011,SBI FIRST RATE TT SELL,27/09/2024,83.98,null,12718146.42,295223.65,CST 2%,15056406.07,15056406.07,null,null,null,null,null,null,null,null,null,null,null,null,null,46,07/10/2024,null,null
HCG&C040/23-24,2023-2024,06,S0403/23-24,30000,10.159,2,304770,SBI FIRST RATE TT BUY SELL,15/03/2024,82.97,null,25289814.6,592725.74,CST 2%,30229012.34,30229012.34,null,null,null,null,null,null,null,null,null,null,null,null,null,46,20/03/2024,null,null
HCG&D022/24-25,2024-2025,07,S0179/24-25,71296.68,9.24,2,658781.32,SBI FIRST RATE TT BUY SELL,31/08/2024,83.925,null,55296123.55,1233813.89,CST 2%,62924508.15,62924508.15,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,03/09/2024,null,null
HCG&D007/24-25,2024-2025,07,S0065/24-25,69184.74,9.24,2,639267,SBI FIRST RATE TT BUY SELL,31/05/2024,83.275,null,53339598.23,1189221.28,CST 2%,60650285.31,60650285.31,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,04/06/2024,null,null
HCG&D014/23-24,2023-2024,06,S0190/23-24,16874.78,10.159,2,171430.89,SBI FIRST RATE TT BUY SELL,15/11/2023,83.095,null,14396415.81,336825.49,CST 2%,17178099.92,17178099.92,null,null,null,.1,null,null,null,null,null,null,null,null,null,113,17/11/2023,null,null
HCG&D008/23-24,2023-2024,06,S0166/23-24,22000,10.159,1,223498,SBI FIRST RATE TT BUY SELL,13/10/2023,83.265,null,18641631.97,436580.9,CST 2%,22265625.67,22265625.67,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,17/10/2023,null,null
HCG&C028/23-24,2023-2024,06,S0228/23-24,22350,10.159,2,227053.65,SBI FIRST RATE TT BUY SELL,15/12/2023,83.16,null,18965791.39,444078.26,CST 2%,22647991.29,22647991.29,null,null,null,null,null,null,null,null,null,null,null,null,null,201,20/12/2023,null,null
HCG&D032/23-24,2023-2024,06,S0350/23-24,22500,10.159,2,228577.5,SBI FIRST RATE TT BUY SELL,31/01/2024,83.145,null,0,445298.6,CST 2%,0,0,null,null,null,.1,null,null,null,null,null,null,null,null,null,113,02/02/2024,null,null
HCG&D039/23-24,2023-2024,06,S0370/23-24,22500,10.159,2,228577.5,SBI FIRST RATE TT BUY SELL,15/02/2024,83.05,null,18983361.38,444864.31,CST 2%,22688079.69,22688079.69,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,21/02/2024,null,null
HCG&D001/23-24,2023-2024,05,S0061/23-24,50637.4,12.1,2,612712.54,SBI RATE BUY SELL,15/06/2023,82.175,null,50349727.97,1006994.56,CST 2%,51356722.53,51356722.53,null,null,null,null,null,null,null,null,null,null,null,null,null,23,20/06/2023,null,null
HCG&D010/23-24,2023-2024,06,S0175/23-24,24500,10.159,1,248895.5,SBI FIRST RATE TT BUY SELL,31/10/2023,83.285,null,20771793.72,486428.25,CST 2%,24807840.77,24807840.77,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,03/11/2023,null,null
GGL&D004/22-23,2022-2023,07,S0022/22-23,8916.24,20,2,178324.8,SBI FIRST RATE TT BUY SELL,15/06/2022,78.025,null,13915834.52,863362.78,VAT 6%,15252742.37,15252742.37,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,17/06/2022,null,null
GGL&C005/23-24,2023-2024,04,S0004/23-24,7501.86,12.4924,1,93716.24,SBI FIRST RATE TT BUY SELL,14/04/2023,81.825,null,7705817.5,505658.43,VAT 6%,8933298.9,8933298.9,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
GGL&DMH025/24-25,2024-2025,08,SMH0065/24-25,13500.35,10.363,2,139904.13,SBI FIRST RATE TT BUY SELL,15/10/2024,84.09,null,11764538.04,396473.48,CST 3%,13612255.95,13612255.95,null,null,null,null,null,null,null,null,null,null,null,null,null,46,21/10/2024,null,null
GGL&DMH029/24-25,2024-2025,08,SMH0070/24-25,14402.96,10.363,2,149257.87,SBI FIRST RATE TT BUY SELL,31/10/2024,84.29,null,12580946.24,423876.55,CST 3%,14553094.91,14553094.91,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,07/11/2024,null,null
GGL&CMH001/24-25,2024-2025,08,SMH0192/23-24,9000,9.96,2,89640,SBI FIRST RATE TT BUY SELL,15/03/2024,83.465,null,7438336.2,254321.27,CST 3%,8731696.67,8731696.67,null,null,null,null,null,null,null,null,null,null,null,null,null,113,24/04/2024,null,null
GGL&DMH016/24-25,2024-2025,08,SMH0044/24-25,14400,10.067,2,144964.8,SBI FIRST RATE TT BUY SELL,31/07/2024,83.81,null,12149499.89,410923.61,CST 3%,14108377.42,14108377.42,null,null,null,null,null,null,null,null,null,null,null,null,null,201,06/08/2024,null,null
GGL&CMH014/24-25,2024-2025,08,SMH0058/24-25,13500,10.067,2,135904.5,SBI FIRST RATE TT BUY SELL,13/09/2024,83.73,null,11437722.72,386667.88,CST 3%,13275597.4,13275597.4,null,null,null,null,null,null,null,null,null,null,null,null,null,201,20/09/2024,null,null
GGL&CMH006/24-25,2024-2025,08,SMH0017/24-25,13410,10.067,2,134998.47,SBI RATE BUY SELL,15/05/2024,83.34,null,11298021.95,385385.71,CST 3%,13231576.07,13231576.07,null,null,null,null,null,null,null,null,null,null,null,null,null,201,22/05/2024,null,null
GGL&DMH007/24-25,2024-2025,08,SMH0032/24-25,13740,10.067,2,138320.58,SBI FIRST RATE TT BUY SELL,29/06/2024,83.49,null,11548385.23,394039.56,CST 3%,13528691.3,13528691.3,null,null,null,null,null,null,null,null,null,null,null,null,null,219,05/07/2024,null,null
GGL&DMH012/24-25,2024-2025,08,SMH0037/24-25,13400,10.067,2,134897.8,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,11285549.95,381780.21,CST 3%,13107787.28,13107787.28,null,null,null,null,null,null,null,null,null,null,null,null,null,219,22/07/2024,null,null
GGL&CMH010/24-25,2024-2025,08,SMH0050/24-25,13500,10.067,2,135904.5,SBI FIRST RATE TT BUY SELL,14/08/2024,83.84,null,11420055.14,386137.86,CST 3%,13257399.8,13257399.8,null,null,null,null,null,null,null,null,null,null,null,null,null,201,21/08/2024,null,null
GGL&DMH022/24-25,2024-2025,08,SMH0061/24-25,13500,10.067,2,135904.5,SBI FIRST RATE TT BUY SELL,30/09/2024,83.98,null,11413259.91,385934,CST 3%,13250400.71,13250400.71,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,07/10/2024,null,null
GGL&DMH020/24-25,2024-2025,08,SMH0055/24-25,14255,10.067,2,143505.09,SBI FIRST RATE TT BUY SELL,31/08/2024,83.98,null,12051557.04,407517.71,CST 3%,13991441.63,13991441.63,null,null,null,null,null,null,null,null,null,null,null,null,null,46,05/09/2024,null,null
GGL&DMH002/24-25,2024-2025,08,SMH0203/23-24,9600,10.1592,2,97528.32,SBI RATE BUY SELL,30/03/2024,83.4,null,8133861.89,277265.11,CST 3%,9519435.48,9519435.48,null,null,null,null,null,null,null,null,null,null,null,null,null,46,22/04/2024,null,null
GGL&DMH003/24-25,2024-2025,08,SMH0005/24-25,13500,9.456,2,127656,SBI FIRST RATE TT BUY SELL,15/04/2024,83.6,null,10672041.6,366918.02,CST 3%,12597518.42,12597518.42,null,null,null,null,null,null,null,null,null,null,null,null,null,46,22/04/2024,null,null
GGL&CMH002/24-25,2024-2025,08,SMH0010/24-25,13500,9.456,2,127656,SBI FIRST RATE TT BUY SELL,30/04/2024,83.42,null,10668211.92,366803.13,CST 3%,12593573.85,12593573.85,null,null,null,null,null,null,null,null,null,null,null,null,null,201,06/05/2024,null,null
GGL&DMH006/24-25,2024-2025,08,SMH0020/24-25,13810,10.067,2,139025.27,SBI FIRST RATE TT BUY SELL,31/05/2024,83.48,null,11605829.54,396005.33,CST 3%,13596182.8,13596182.8,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,07/06/2024,null,null
GGL&DMH037/23-24,2023-2024,08,SMH0192/23-24,9000,10.1592,2,89640,SBI FIRST RATE TT BUY SELL,15/03/2024,82.975,null,7586636.58,258770.28,CST 3%,8884446.06,8884446.06,null,null,null,null,null,null,null,null,null,null,null,null,null,23,19/03/2024,null,null
GGL&CMH007/24-25,2024-2025,08,SMH0024/24-25,13800,10.067,2,138924.6,SBI FIRST RATE TT BUY SELL,15/06/2024,83.41,null,11633546,396802.19,CST 3%,13623541.63,13623541.63,null,null,null,null,null,null,null,null,null,null,null,null,null,219,20/06/2024,null,null
GGL&D008/21-22,2021-2022,01,S0367/20-21,32000,6.03,1,192960,SBI RATE BUY SELL,31/03/2021,73.275,null,14142890.87,848348.64,VAT 6%,15002480.13,15002480.13,null,null,null,null,null,null,null,null,null,null,null,null,null,48,07/04/2021,null,null
GGL&C005/21-22,2021-2022,04,S0146/21-22,7593.46,6.3826,1,48466.02,SBI FIRST RATE TT BUY SELL,14/10/2021,75.305,null,0,259882.99,VAT 6%,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,23,23/10/2021,null,null
GGL&D013/22-23,2022-2023,07,S0079/22-23,11155,20,2,223100,SBI FIRST RATE TT BUY SELL,31/08/2022,79.575,null,17929806.98,1111335.21,VAT 6%,19633588.7,19633588.7,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,05/09/2022,null,null
GGL&D028/22-23,2022-2023,04,S0268/22-23,7505.51,12.8392,1,96364.74,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,8608909.46,516534.57,VAT 6%,9125444.03,9125444.03,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/03/2023,null,null
GGL&D007/23-24,2023-2024,04,S0127/23-24,8139.07,11.3755,1,92585.99,SBI FIRST RATE TT BUY SELL,15/09/2023,83.065,null,8280365.43,545084.4,VAT 6%,9629824.35,9629824.35,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,10/10/2023,null,null
GGL&D011/19-20,2019-2020,01,0100/19-20,33600,6.03,1,202608,SBI RATE BUY SELL,30/01/2020,71.485,null,14483432.4,869005.58,VAT 6%,15352437.98,15352437.98,null,null,null,null,null,null,null,null,null,null,null,null,null,6,04/02/2020,null,null
GGL&2DRMH0003/25-26,2025-2026,SN10,SMH0113/24-25,14880,10.36,2,154156.8,SBI FIRST RATE TT BUY SELL,29/03/2025,85.73,null,13215862.46,445221.32,CST 3%,15285932.16,15285932.16,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,09/04/2025,null,null
GGL&CMH024/24-25,2024-2025,SN10,SMH0109/24-25,13950,10.36,2,144522,SBI FIRST RATE TT BUY SELL,15/03/2025,86.68,null,12612434.94,424071.91,CST 3%,14559802.21,14559802.21,null,null,null,null,null,null,null,null,null,null,null,null,null,46,20/03/2025,null,null
GGL&C011/24-25,2024-2025,X-39-1-0,S0316/24-25,3150,1018.5555,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,3211250.17,192675.01,VAT 6%,3403925.18,3403925.18,null,null,null,null,null,null,null,null,null,null,null,null,null,219,13/03/2025,null,null
IFFCO&C008/23-24,2023-2024,L-22-1-0,S0009/23-24,550000,13.23,2,7276500,SBI FIRST RATE TT SELL,13/04/2023,82.25,null,601402725,99441168.75,CST 15%,762382293.75,762382293.75,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
HGL-RLNG&D020/21-22,2021-2022,2-0,S0137/21-22,5528.27,9.3,1,51412.72,SBI FIRST RATE TT BUY SELL,30/09/2021,74.275,null,3879498.15,250386.41,VAT 6%,4423493.19,4423493.19,null,null,null,.1,null,.1,3.65,null,null,null,null,null,null,49,05/10/2021,null,null
HGL-RLNG&D024/21-22,2021-2022,2-0,S0159/21-22,5482.59,9.3,1,50988.09,SBI FIRST RATE TT BUY SELL,15/11/2021,74.405,null,3848080.61,248355.79,VAT 6%,4387618.95,4387618.95,null,null,null,null,null,null,null,null,null,null,null,null,null,49,17/11/2021,null,null
HGL-RLNG&D032/21-22,2021-2022,2-0,S0209/21-22,6263.34,9.3,1,58248.97,SBI FIRST RATE TT BUY SELL,15/02/2022,75.625,null,4430307.28,285777.35,VAT 6%,5048733.12,5048733.12,null,null,null,null,null,null,null,null,null,null,null,null,null,23,17/02/2022,null,null
HGL-RLNG&D016/21-22,2021-2022,2-0,S0115/21-22,6069.88,9.3,1,56449.7,SBI FIRST RATE TT BUY SELL,13/08/2021,74.295,null,4356690.31,280743.84,VAT 6%,4959807.9,4959807.9,null,null,null,null,null,null,null,null,null,null,null,null,null,23,17/08/2021,null,null
HGL-RLNG&D019/21-22,2021-2022,2-0,S0131/21-22,5742.35,9.3,1,53403.58,SBI FIRST RATE TT BUY SELL,15/09/2021,73.725,null,3986265.64,257474.65,VAT 6%,4548718.8,4548718.8,null,null,null,.1,null,.1,2.95,null,null,null,null,null,null,49,20/09/2021,null,null
HGL-RLNG&D010/21-22,2021-2022,01,S0008/21-22,10300.34,4.76,1,49029.62,SBI FIRST RATE TT BUY SELL,15/04/2021,75.275,null,3728326.53,312041.24,VAT 6%,5512536.01,5512536.01,null,null,null,null,null,null,null,null,null,null,null,null,null,48,19/04/2021,null,null
HGL-RLNG&D011/21-22,2021-2022,01,S0022/21-22,1930.72,4.73,1,9132.35,SBI FIRST RATE TT BUY SELL,05/05/2021,73.875,null,710271.57,59205.54,VAT 6%,1046342.83,1046342.83,null,null,null,null,null,null,null,null,null,null,null,null,null,23,17/05/2021,null,null
HGL-RLNG&D021/21-22,2021-2022,2-0,S0143/21-22,5520.08,9.3,1,51336.74,SBI FIRST RATE TT BUY SELL,14/10/2021,75.305,null,3888561.51,250904.11,VAT 6%,4432639.28,4432639.28,null,null,null,.1,null,.1,1.36,null,null,null,null,null,null,23,18/10/2021,null,null
HGL-RLNG&D023/21-22,2021-2022,2-0,S0151/21-22,6450.25,9.3,1,59987.42,SBI FIRST RATE TT BUY SELL,29/10/2021,74.825,null,4522915.55,291929.45,VAT 6%,5157420.36,5157420.36,null,null,null,null,null,null,null,null,null,null,null,null,null,23,02/11/2021,null,null
HGL-RLNG&D025/21-22,2021-2022,2-0,S0168/21-22,5938.73,9.3,1,55230.28,SBI FIRST RATE TT BUY SELL,30/11/2021,74.965,null,4183305.09,269922.81,VAT 6%,4768636.23,4768636.23,null,null,null,null,null,null,null,null,null,null,null,null,null,49,02/12/2021,null,null
HGL-RLNG&D026/21-22,2021-2022,2-0,S0180/21-22,6232.45,9.3,1,57961.69,SBI FIRST RATE TT BUY SELL,15/12/2021,76.075,null,4481055.72,288723.82,VAT 6%,5100787.45,5100787.45,null,null,null,null,null,null,null,null,null,null,null,null,null,23,17/12/2021,null,null
HGL-RLNG&D028/21-22,2021-2022,2-0,S0195/21-22,6177.85,9.3,1,57453.91,SBI FIRST RATE TT BUY SELL,14/01/2022,74.025,null,4261774.84,275392.98,VAT 6%,4865275.9,4865275.9,null,null,null,null,null,null,null,null,null,null,null,null,null,23,17/01/2022,null,null
HGL-RLNG&D030/21-22,2021-2022,2-0,S0199/21-22,6633.59,9.3,1,61692.48,SBI FIRST RATE TT BUY SELL,31/01/2022,74.975,null,4635144.69,299247.44,VAT 6%,5286704.75,5286704.75,null,null,null,null,null,null,null,null,null,null,null,null,null,23,02/02/2022,null,null
HGL-RLNG&D017/21-22,2021-2022,2-0,S0124/21-22,5568.97,9.3,1,51791.42,SBI FIRST RATE TT BUY SELL,31/08/2021,73.275,null,3815029.37,246647.98,VAT 6%,4357447.57,4357447.57,null,null,null,.1,null,.1,1.2,null,null,null,null,null,null,23,02/09/2021,null,null
HGL-RLNG&D027/21-22,2021-2022,2-0,S0188/21-22,6506.14,9.3,1,60507.1,SBI FIRST RATE TT BUY SELL,31/12/2021,74.475,null,4545772.42,293478.97,VAT 6%,5184795.09,5184795.09,null,null,null,null,null,null,null,null,null,null,null,null,null,23,04/01/2022,null,null
HGL-RLNG&D033/21-22,2021-2022,2-0,S0215/21-22,5426.4,9.3,1,50465.52,SBI FIRST RATE TT BUY SELL,28/02/2022,75.775,null,3831942.78,247208.46,VAT 6%,4367349.51,4367349.51,null,null,null,null,null,null,null,null,null,null,null,null,null,23,02/03/2022,null,null
HGL-RLNG&D034/21-22,2021-2022,2-0,S0222/21-22,2367.24,9.3,1,22015.33,SBI FIRST RATE TT BUY SELL,15/03/2022,76.425,null,1685884.75,108696.59,VAT 6%,1920306.4,1920306.4,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,17/03/2022,null,null
HGL-RLNG&D012/21-22,2021-2022,2-0,S0091/21-22,4903.05,9.3,1,45598.27,SBI FIRST RATE TT BUY SELL,15/07/2021,74.525,null,3416468.22,220612.27,VAT 6%,3897483.44,3897483.44,null,null,null,null,null,null,null,null,null,null,null,null,null,49,19/07/2021,null,null
HGL-RLNG&D014/21-22,2021-2022,2-0,S0102/21-22,5267.27,9.3,1,48985.7,SBI FIRST RATE TT BUY SELL,30/07/2021,74.355,null,0,247420.55,VAT 6%,4371096.39,4371096.39,null,null,null,null,null,null,null,null,null,null,null,null,null,49,04/08/2021,null,null
HSIL&DMH015/23-24,2023-2024,08,SMH0050/23-24,44019.05,12,2,528228.6,SBI FIRST RATE TT BUY SELL,30/06/2023,82.055,null,43352530.77,1300575.92,CST 3%,44653106.69,44653106.69,null,null,null,null,null,null,null,null,null,null,null,null,null,113,05/07/2023,null,null
HSIL&DMH039/24-25,2024-2025,09(RLNG),SMH0084/24-25,9629.78,1448.13,1,0,SBI FIRST RATE TT BUY SELL,15/01/2025,0,null,13974249.31,445138.21,CST 3%,15283078.64,15283078.64,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,20/01/2025,null,null
HSIL&DAP004/24-25,2024-2025,09(Domgas),SAP0018/24-25,9809.76,897.62,1,0,SBI FIRST RATE TT BUY SELL,15/01/2025,0,null,8841891.77,486086.26,CST 5%,10207811.48,10207811.48,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,20/01/2025,null,null
HSIL&D046/20-21,2020-2021,03,S0243/20-21,26386.5,5.17,1,136418.2,SBI RATE BUY SELL,15/10/2020,73.375,null,10011520.79,247380.48,CST 2%,12625795.36,12625795.36,null,null,null,null,null,null,null,null,null,null,null,null,null,6,19/10/2020,null,null
HSIL&D047/20-21,2020-2021,03,S0262/20-21,42014.13,5.17,1,217213.05,SBI FIRST RATE TT BUY SELL,30/10/2020,74.225,null,16130363.79,397686.05,CST 2%,20296898.41,20296898.41,null,null,null,null,null,null,null,null,null,null,null,null,null,48,03/11/2020,null,null
HSIL&DMH028/22-23,2022-2023,07,SMH0185/22-23,10989.44,15.53,2,170666,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,14054242.03,451081.95,CST 3%,15487146.92,15487146.92,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/03/2023,null,null
HSIL&DMH012/23-24,2023-2024,08,SMH0038/23-24,38945.01,12,2,467340.12,SBI FIRST RATE TT BUY SELL,15/06/2023,82.175,null,38404965.36,1152148.96,CST 3%,39557114.32,39557114.32,null,null,null,null,null,null,null,null,null,null,null,null,null,113,20/06/2023,null,null
HSIL&DAP008/24-25,2024-2025,09(Domgas),SAP0030/24-25,14061.18,897.62,1,0,SBI FIRST RATE TT BUY SELL,31/03/2025,0,null,12623280.39,694221.1,CST 5%,14578643.1,14578643.1,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,02/04/2025,null,null
HSIL&DMH043/24-25,2024-2025,09(RLNG),SMH0107/24-25,3636.03,2803.19,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,10193859.94,315599.22,CST 3%,10835573.24,10835573.24,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,04/03/2025,null,null
HSIL&DMH040/24-25,2024-2025,09(RLNG),SMH0087/24-25,10494.32,1440.4,1,0,SBI FIRST RATE TT BUY SELL,31/01/2025,0,null,15139405.53,482419.11,CST 3%,16563056,16563056,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,04/02/2025,null,null
HSIL&DAP005/24-25,2024-2025,09(Domgas),SAP0020/24-25,10382.35,897.62,1,0,SBI FIRST RATE TT BUY SELL,31/01/2025,0,null,9372388.01,515178.84,CST 5%,10818755.67,10818755.67,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,04/02/2025,null,null
HSIL&DAP006/24-25,2024-2025,09(Domgas),SAP0024/24-25,11639.06,897.62,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,10452217.04,574805.98,CST 5%,12070925.66,12070925.66,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,04/03/2025,null,null
HSIL&DMH044/24-25,2024-2025,09(RLNG),SMH0111/24-25,4483.54,1950.54,1,0,SBI FIRST RATE TT BUY SELL,15/03/2025,0,null,8745373.11,274425,CST 3%,9421925.02,9421925.02,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,18/03/2025,null,null
HSIL&DAP007/24-25,2024-2025,09(Domgas),SAP0026/24-25,13125.52,897.62,1,0,SBI FIRST RATE TT BUY SELL,15/03/2025,0,null,11785022.26,648112.24,CST 5%,13610357.14,13610357.14,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,18/03/2025,null,null
HSIL&DMH042/24-25,2024-2025,09(RLNG),SMH0095/24-25,3992.97,2071.06,1,0,SBI FIRST RATE TT BUY SELL,15/02/2025,0,null,8277097.45,259056.76,CST 3%,8894282.09,8894282.09,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,18/02/2025,null,null
HSIL&CMH022/24-25,2024-2025,09(RLNG),SMH0107/24-25,3636.03,2022.54,1,0,SBI FIRST RATE TT BUY SELL,28/02/2025,0,null,13030949.76,400711.91,CST 3%,13757775.75,13757775.75,null,null,null,null,null,null,null,null,null,null,null,null,null,46,06/03/2025,null,null
KFL&C001/23-24,2023-2024,L-6-1-0,S0001/23-24,168000,13.23,2,2222640,SBI FIRST RATE TT SELL,14/04/2023,82.25,null,183701196,29671132.68,CST 15%,227478683.88,227478683.88,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
KFL&D049/20-21,2020-2021,L-2-1-0,S0313/20-21,4200,5.9,1,24780,SBI FIRST RATE TT BUY SELL,31/12/2020,73.215,null,1895995,42590.04,CST 2%,2172091.6,2172091.6,null,null,null,null,null,null,null,null,null,null,null,null,null,48,04/01/2021,null,null
MINDA&DMH039/23-24,2023-2024,05,SMH0199/23-24,3907.61,11.4,2,44546.64,SBI FIRST RATE TT BUY SELL,30/03/2024,1,null,3714762.11,126478.57,CST 3%,4342430.74,4342430.74,null,null,null,null,null,null,null,null,null,null,null,null,null,201,03/04/2024,null,null
MINDA&DMH012/22-23,2022-2023,3-0,SMH0144/22-23,4430.62,37,2,163932.94,SBI FIRST RATE TT BUY SELL,15/01/2023,81.315,null,13331154.02,414425.41,CST 3%,14228605.62,14228605.62,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/01/2023,null,null
MINDA&DMH014/22-23,2022-2023,3-0,SMH0154/22-23,5458.59,37,2,201967.83,SBI FIRST RATE TT BUY SELL,31/01/2023,81.625,null,16487712.12,512484.23,CST 3%,17595291.83,17595291.83,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,02/02/2023,null,null
MINDA&DMH005/22-23,2022-2023,3-0,SMH0097/22-23,4017.14,37,2,148634.18,SBI FIRST RATE TT BUY SELL,15/11/2022,81.225,null,12074854.27,375384.09,CST 3%,12888186.96,12888186.96,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/11/2022,null,null
MINDA&DMH003/22-23,2022-2023,3-0,SMH0091/22-23,3614.35,37,2,133730.95,SBI FIRST RATE TT BUY SELL,31/10/2022,82.405,null,11188038.36,347462.24,CST 3%,11929537.04,11929537.04,null,null,null,.1,null,null,null,null,null,null,null,null,null,130,03/11/2022,null,null
MINDA&DMH010/22-23,2022-2023,3-0,SMH0140/22-23,3039.18,37,2,112449.66,SBI FIRST RATE TT BUY SELL,30/12/2022,82.785,null,9341814.7,290194.38,CST 3%,9963340.48,9963340.48,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/01/2023,null,null
MINDA&DMH023/22-23,2022-2023,3-0,SMH0172/22-23,3363.14,37,2,124435.81,SBI FIRST RATE TT BUY SELL,28/02/2023,82.725,null,10294323.66,319829.2,CST 3%,10980802.38,10980802.38,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/03/2023,null,null
MINDA&CMH009/23-24,2023-2024,3-0,SMH0024/23-24,2850,13.9826,2,105450,SBI FIRST RATE TT BUY SELL,15/05/2023,82.245,null,14067973.53,431605.8,CST 3%,14818465.83,14818465.83,null,null,null,null,null,null,null,null,null,null,null,null,null,49,18/05/2023,null,null
MINDA&DMH001/23-24,2023-2024,3-0,SMH0001/23-24,181.53,37,2,6716.24,SBI FIRST RATE TT BUY SELL,14/04/2023,82.025,null,552983.59,17198.85,CST 3%,590493.83,590493.83,null,null,null,2,null,null,null,null,null,null,null,null,null,130,19/04/2023,null,null
MINDA&DMH024/22-23,2022-2023,3-0,SMH0187/22-23,3154.99,37,2,116734.63,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,9615612.11,298787.07,CST 3%,10258356.19,10258356.19,null,null,null,null,null,null,null,null,null,null,null,null,null,49,17/03/2023,null,null
MINDA&DMH029/22-23,2022-2023,3-0,SMH0197/22-23,655.6,37,2,24256.83,SBI FIRST RATE TT BUY SELL,31/03/2023,82.145,null,2177383.25,67465.7,CST 3%,2316322.46,2316322.46,null,null,null,2,null,null,null,null,null,null,null,null,null,49,03/04/2023,null,null
HCGD-B&D029/24-25,2024-2025,06,S0228/24-25,25311.16,10.2,2,258173.83,SBI FIRST RATE TT BUY SELL,15/11/2024,84.425,null,21799043.77,496516.26,CST 2%,25322329.29,25322329.29,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,19/11/2024,null,null
HCGD-B&D012/24-25,2024-2025,06,S0129/24-25,27220,10.2,2,277644,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,23227697.04,529654.6,CST 2%,27012384.57,27012384.57,null,null,null,.1,null,null,null,null,null,null,null,null,null,219,22/07/2024,null,null
