COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,ALLOC_QTY,SALE_PRICE,SALE_PRICE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,INVOICE_AMT,NET_PAYABLE_AMT,TCS_TDS,TCS_AMT,TCS_FACTOR,TDS_GROSS_PERCENT,TDS_GROSS_AMT,TDS_TAX_PERCENT,TDS_TAX_AMT,TRANSPORTATION_CHARGE,TRANSPORTATION_AMOUNT,MARKET_MARGIN,MARKET_MARGIN_AMT,OTHER_CHARGES,OTHER_CHARGES_AMT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT
CPL&DMH038/24-25,2024-2025,06,SMH0080/24-25,9595.32,10.363,2,99436.3,SBI FIRST RATE TT BUY SELL,31/12/2024,85.81,null,8532629.01,285017.22,CST 3%,9785591.41,9785591.41,null,null,null,.1,null,.1,.55,null,null,null,null,null,null,201,06/01/2025,null,null
CPL&CMH017/24-25,2024-2025,06,SMH0083/24-25,9870,10.363,2,102282.81,SBI FIRST RATE TT BUY SELL,15/01/2025,86.53,null,8853600.03,295477.62,CST 3%,10144731.67,10144731.67,null,null,null,null,null,null,null,null,null,null,null,null,null,46,21/01/2025,null,null
CPL&CMH020/24-25,2024-2025,06,SMH0091/24-25,9862.95,10.363,2,102209.75,SBI FIRST RATE TT BUY SELL,15/02/2025,86.53,null,8884071.54,296370.43,CST 3%,10175384.8,10175384.8,null,null,null,null,null,null,null,null,null,null,null,null,null,46,24/02/2025,null,null
INPEROX&D025/23-24,2023-2024,03,S0257/23-24,6397.84,10.159,2,64995.66,SBI FIRST RATE TT BUY SELL,30/12/2023,83.335,null,5416413.04,380600.85,VAT 6%,6723948.3,6723948.3,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,04/01/2024,null,null
INPEROX&C038/23-24,2023-2024,03,S0392/23-24,5611,10.159,2,57002.15,SBI FIRST RATE TT BUY SELL,29/02/2024,82.89,null,4727758.23,332441.6,VAT 6%,5873134.98,5873134.98,null,null,null,null,null,null,null,null,null,null,null,null,null,201,05/03/2024,null,null
INPEROX&D004/23-24,2023-2024,03,S0152/23-24,5995.19,12.194,1,73105.35,SBI FIRST RATE TT BUY SELL,30/09/2023,83.25,null,6086020.13,417277.06,VAT 6%,7371894.71,7371894.71,null,null,null,null,null,null,null,null,null,null,null,null,null,23,09/10/2023,null,null
INPEROX&D028/23-24,2023-2024,03,S0325/23-24,5998.68,10.159,2,60940.59,SBI FIRST RATE TT BUY SELL,15/01/2024,83.18,null,5069038.28,356288.48,VAT 6%,6294429.91,6294429.91,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,19/01/2024,null,null
INPEROX&D001/24-25,2024-2025,03,S0434/23-24,3200,10.159,2,32508.8,SBI FIRST RATE TT BUY SELL,30/03/2024,83.4,null,2711233.92,190491.45,VAT 6%,3365349.05,3365349.05,null,null,null,null,null,null,null,null,null,null,null,null,null,201,04/04/2024,null,null
INPEROX&C041/23-24,2023-2024,03,S0409/23-24,3002.26,10.159,2,30499.96,SBI FIRST RATE TT BUY SELL,15/03/2024,82.97,null,2530886.63,177951.68,VAT 6%,3143812.94,3143812.94,null,null,null,null,null,null,null,null,null,null,null,null,null,46,20/03/2024,null,null
INPEROX&D017/23-24,2023-2024,03,S0193/23-24,5997.97,10.159,2,60933.38,SBI FIRST RATE TT BUY SELL,15/11/2023,83.3,null,5075750.32,356685.04,VAT 6%,6301435.65,6301435.65,null,null,null,null,null,null,null,null,null,null,null,null,null,113,21/11/2023,null,null
INPEROX&C029/23-24,2023-2024,03,S0232/23-24,6027.93,10.159,2,61237.74,SBI FIRST RATE TT BUY SELL,15/12/2023,83.16,null,5115188.49,359311.77,VAT 6%,6347841.23,6347841.23,null,null,null,null,null,null,null,null,null,null,null,null,null,201,20/12/2023,null,null
INPEROX&C034/23-24,2023-2024,03,S0355/23-24,6396.58,10.159,2,64982.86,SBI FIRST RATE TT BUY SELL,31/01/2024,83.07,null,5407873.29,380077.51,VAT 6%,6714702.66,6714702.66,null,null,null,null,null,null,null,null,null,null,null,null,null,201,07/02/2024,null,null
INPEROX&D003/23-24,2023-2024,03,S0140/23-24,6097.52,12.194,1,74353.16,SBI FIRST RATE TT BUY SELL,15/09/2023,83.065,null,6189156.94,424354.82,VAT 6%,7496935.09,7496935.09,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,21/09/2023,null,null
INPEROX&C019/23-24,2023-2024,03,S0162/23-24,6000,10.159,1,60954,SBI FIRST RATE TT BUY SELL,13/10/2023,83.21,null,5078687.28,356878.9,VAT 6%,6304860.58,6304860.58,null,null,null,null,null,null,null,null,null,null,null,null,null,113,07/11/2023,null,null
INPEROX&C020/23-24,2023-2024,03,S0172/23-24,6400,10.159,1,65017.6,SBI FIRST RATE TT BUY SELL,31/10/2023,83.26,null,5416616.26,380631.82,VAT 6%,6724495.44,6724495.44,null,null,null,null,null,null,null,null,null,null,null,null,null,113,07/11/2023,null,null
INPEROX&C027/23-24,2023-2024,03,S0217/23-24,5994.08,10.159,2,60893.86,SBI FIRST RATE TT BUY SELL,30/11/2023,83.3,null,5077938.88,356782.53,VAT 6%,6303158.11,6303158.11,null,null,null,null,null,null,null,null,null,null,null,null,null,201,05/12/2023,null,null
INPEROX&D038/23-24,2023-2024,03,S0366/23-24,5999.7,10.159,2,60950.95,SBI FIRST RATE TT BUY SELL,15/02/2024,83.05,null,5061976.58,355873.65,VAT 6%,6287101.16,6287101.16,null,null,null,null,null,null,null,null,null,null,null,null,null,46,21/02/2024,null,null
HINDURV&C004/23-24,2023-2024,L-3-1-0,S0003/23-24,63000,13.23,2,833490,SBI FIRST RATE TT SELL,14/04/2023,82.25,null,68887948.5,11390533.88,CST 15%,87327426.38,87327426.38,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
GOAGLSF&CMH002/23-24,2023-2024,2-0,SMH0006/23-24,1980,17.5,2,34650,SBI FIRST RATE TT BUY SELL,14/04/2023,81.825,null,2849096.25,90460.71,CST 3%,3105817.56,3105817.56,null,null,null,null,null,null,null,null,null,null,null,null,null,130,21/04/2023,null,null
GOAGLSF&DMH031/24-25,2024-2025,4,SMH0073/24-25,7277.27,13.45,2,97879.28,SBI FIRST RATE TT SELL,15/11/2024,84.85,null,8306702.04,268781.92,CST 3%,9228179.4,9228179.4,null,null,null,null,null,null,null,null,null,null,null,null,null,201,19/11/2024,null,null
GOAGLSF&DMH033/24-25,2024-2025,4,SMH0074/24-25,7438.72,13.45,2,100050.65,SBI FIRST RATE TT SELL,30/11/2024,85,null,8505959.21,275194.05,CST 3%,9448329.08,9448329.08,null,null,null,null,null,null,null,null,null,null,null,null,null,201,02/12/2024,null,null
GOAGLSF&DMH035/24-25,2024-2025,4,SMH0077/24-25,7476.54,13.45,2,100559.46,SBI FIRST RATE TT SELL,13/12/2024,85.31,null,8579061.79,277488.89,CST 3%,9527118.56,9527118.56,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,18/12/2024,null,null
GOAGLSF&DMH037/24-25,2024-2025,4,SMH0081/24-25,7783.56,13.45,2,104688.75,SBI FIRST RATE TT SELL,31/12/2024,86.05,null,9008831.72,291208.08,CST 3%,9998144.18,9998144.18,null,null,null,null,null,null,null,null,null,null,null,null,null,46,03/01/2025,null,null
GOAGLSF&2DRMH0009/25-26,2025-2026,,2SMH0035/25-26,6832.95,12.67,2,86573.73,SBI FIRST RATE TT SELL,30/06/2025,85.95,null,7500659.08,243405.11,CST 3%,8356908.74,8356908.74,null,null,null,null,null,null,null,null,null,null,null,null,null,219,04/07/2025,null,null
GOAGLSF&2DRMH0008/25-26,2025-2026,,2SMH0031/25-26,7575.74,12.67,2,95984.75,SBI FIRST RATE TT SELL,13/06/2025,86.6,null,8329073.57,270256.16,CST 3%,9278794.82,9278794.82,null,null,null,null,null,null,null,null,null,null,null,null,null,46,18/06/2025,null,null
GOAGLSF&DMH024/24-25,2024-2025,3-0,SMH0064/24-25,7717.69,13.75,2,106118.1,SBI FIRST RATE TT SELL,15/10/2024,84.51,null,8971154.63,289900.53,CST 3%,9953251.69,9953251.69,null,null,null,null,null,null,null,null,null,null,null,null,null,201,18/10/2024,null,null
GOAGLSF&DMH027/24-25,2024-2025,3-0,SMH0068/24-25,8181.98,13.75,2,112502.36,SBI FIRST RATE TT SELL,31/10/2024,84.53,null,9510064.7,307317.1,CST 3%,10551220.31,10551220.31,null,null,null,null,null,null,null,null,null,null,null,null,null,46,05/11/2024,null,null
GOAGLSF&DMH007/22-23,2022-2023,1-0,SMH0130/22-23,1204.47,16.3,2,19632.53,SBI FIRST RATE TT BUY SELL,15/12/2022,82.645,null,1655592.86,52701.6,CST 3%,1809421.76,1809421.76,null,null,null,null,null,null,null,null,null,null,null,null,null,23,19/12/2022,null,null
GOAGLSF&DMH013/22-23,2022-2023,1-0,SMH0145/22-23,2630.01,16.3,2,42869.16,SBI FIRST RATE TT BUY SELL,13/01/2023,81.315,null,3501750.99,111677,CST 3%,3834243.63,3834243.63,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/01/2023,null,null
GOAGLSF&DMH015/22-23,2022-2023,1-0,SMH0155/22-23,2846.05,16.3,2,46390.78,SBI FIRST RATE TT BUY SELL,31/01/2023,81.625,null,3791336.25,120908.72,CST 3%,4151199.33,4151199.33,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,02/02/2023,null,null
GOAGLSF&DMH009/22-23,2022-2023,1-0,SMH0131/22-23,5172.65,16.3,2,84314.03,SBI FIRST RATE TT BUY SELL,30/12/2022,82.785,null,7081288.14,225467.51,CST 3%,7741051.34,7741051.34,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/01/2023,null,null
GOAGLSF&DMH022/22-23,2022-2023,2-0,SMH0170/22-23,2257.11,17.5,2,39499.42,SBI FIRST RATE TT BUY SELL,28/02/2023,82.725,null,3274635.93,103924.29,CST 3%,3568067.18,3568067.18,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/03/2023,null,null
GOAGLSF&DMH019/22-23,2022-2023,2-0,SMH0165/22-23,2433.68,17.5,2,42589.58,SBI FIRST RATE TT BUY SELL,15/02/2023,82.925,null,3537203.51,112246.06,CST 3%,3853781.34,3853781.34,null,null,null,.1,null,null,null,null,null,null,null,null,null,130,17/02/2023,null,null
GOAGLSF&DMH026/22-23,2022-2023,2-0,SMH0188/22-23,2814.68,17.5,2,49257.08,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,4064868.84,129035.68,CST 3%,4430225.05,4430225.05,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/03/2023,null,null
GOAGLSF&DMH030/22-23,2022-2023,2-0,SMH0199/22-23,2112,17.5,2,36960,SBI FIRST RATE TT BUY SELL,31/03/2023,82.145,null,3036499.2,96414.68,CST 3%,3310237.4,3310237.4,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,03/04/2023,null,null
GOAGLSF&2DRMH0006/25-26,2025-2026,,2SMH0018/25-26,6897.26,12.67,2,87388.28,SBI FIRST RATE TT SELL,15/05/2025,85.95,null,7511634.03,243907.4,CST 3%,8374153.92,8374153.92,null,null,null,null,null,null,null,null,null,null,null,null,null,201,19/05/2025,null,null
GOAGLSF&2DRMH0010/25-26,2025-2026,,2SMH0041/25-26,10562.31,12.67,2,133824.72,SBI FIRST RATE TT SELL,15/07/2025,86.4,null,11655770.9,378093.01,CST 3%,12981193.27,12981193.27,null,null,null,null,null,null,null,null,null,null,null,null,null,46,18/07/2025,null,null
GOAGLSF&2DRMH0005/25-26,2025-2026,,2SMH0009/25-26,7014.41,14.05,2,98552.6,SBI FIRST RATE TT SELL,30/04/2025,85.6,null,8438425.65,272026.36,CST 3%,9339571.64,9339571.64,null,null,null,null,null,null,null,null,null,null,null,null,null,46,02/05/2025,null,null
GOAGLSF&2DRMH0004/25-26,2025-2026,,2SMH0003/25-26,5970.33,14.05,2,83883.28,SBI FIRST RATE TT SELL,15/04/2025,86.2,null,7231454.48,233007.93,CST 3%,7999938.92,7999938.92,null,null,null,null,null,null,null,null,null,null,null,null,null,201,22/04/2025,null,null
GOAGLSF&2DRMH0007/25-26,2025-2026,,2SMH0022/25-26,7975.98,12.67,2,101055.67,SBI FIRST RATE TT SELL,31/05/2025,85.95,null,8688451.54,282114.42,CST 3%,9685928.42,9685928.42,null,null,null,null,null,null,null,null,null,null,null,null,null,46,03/06/2025,null,null
GOAGLSF&2DRMH0011/25-26,2025-2026,,2SMH0048/25-26,11534.05,12.67,2,146136.29,SBI FIRST RATE TT SELL,31/07/2025,88.15,null,12905967.68,418213.56,CST 3%,14358665.57,14358665.57,null,null,null,null,null,null,null,null,null,null,null,null,null,46,04/08/2025,null,null
PEFORCV&CMH003/23-24,2023-2024,1,SMH0009/23-24,83528.63,16.82,2,1404951.56,SBI FIRST RATE TT BUY SELL,13/04/2023,81.825,null,115522141.74,3465664.25,VAT 3%,118987805.99,118987805.99,null,null,null,null,null,null,null,null,null,null,null,null,null,130,21/04/2023,null,null
DCMSHRI&C002/23-24,2023-2024,L-1-1-0,S0002/23-24,99584.9,13.23,2,1317508.49,SBI FIRST RATE TT SELL,14/04/2023,82.25,null,108892076.78,17588079.35,CST 15%,134841941.68,134841941.68,null,null,null,null,null,null,null,null,null,null,null,null,null,130,20/04/2023,null,null
HINAGIL&CMH005/24-25,2024-2025,1-0,SMH0011/24-25,27045.83,9.456,2,255745.37,SBI FIRST RATE TT BUY SELL,30/04/2024,83.42,null,21372640.44,758733.16,CST 3%,26049838.36,26049838.36,null,null,null,null,null,null,null,null,null,null,null,null,null,201,06/05/2024,null,null
NEL&D002/23-24,2023-2024,1-0,S0089/23-24,134108.36,10.76,2,1436300.54,SBI FIRST RATE TT BUY SELL,15/07/2023,82.145,null,118535724.06,17780358.6,VAT 15%,136316082.66,136316082.66,null,null,null,null,null,null,null,null,null,null,null,null,null,113,17/07/2023,null,null
TASTELI&DMH032/22-23,2022-2023,1,SMH0201/22-23,23476.18,17.15,2,402616.49,SBI FIRST RATE TT BUY SELL,31/03/2023,82.145,null,33076162.32,1015593.9,VAT 3%,34868723.87,34868723.87,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,03/04/2023,null,null
TASTELI&CMH009/24-25,2024-2025,01,SMH0027/24-25,3000,10.0674,2,30202.2,SBI FIRST RATE TT BUY SELL,15/06/2024,83.41,null,2529132.22,85332.97,VAT 3%,2929765.19,2929765.19,null,null,null,null,null,null,null,null,null,null,null,null,null,219,20/06/2024,null,null
TASTELI&DMH009/24-25,2024-2025,01,SMH0033/24-25,3000,10.0674,2,30202.2,SBI FIRST RATE TT BUY SELL,29/06/2024,83.49,null,2521581.67,85106.45,VAT 3%,2921988.12,2921988.12,null,null,null,null,null,null,null,null,null,null,null,null,null,219,05/07/2024,null,null
TASTELI&DMH013/24-25,2024-2025,01,SMH0041/24-25,3000,10.0674,2,30202.2,SBI FIRST RATE TT BUY SELL,15/07/2024,83.66,null,2526716.05,85369.35,VAT 3%,2931014.2,2931014.2,null,null,null,.1,null,null,null,null,null,null,null,null,null,219,22/07/2024,null,null
TASTELI&DMH018/24-25,2024-2025,01,SMH0048/24-25,3200,10.0674,2,32215.68,SBI FIRST RATE TT BUY SELL,31/07/2024,83.81,null,2699996.14,91205.61,VAT 3%,3131392.47,3131392.47,null,null,null,null,null,null,null,null,null,null,null,null,null,46,06/08/2024,null,null
TASTELI&DMH020/22-23,2022-2023,1,SMH0177/22-23,22173.06,17.15,2,380267.98,SBI FIRST RATE TT BUY SELL,28/02/2023,82.725,null,31465917.56,965992.71,VAT 3%,33165749.86,33165749.86,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,03/03/2023,null,null
TASTELI&DMH009/23-24,2023-2024,2,SMH0032/23-24,27023.43,12.57,2,339684.26,SBI FIRST RATE TT BUY SELL,31/05/2023,82.745,null,28107879.4,911308.19,VAT 3%,31288247.72,31288247.72,null,null,null,.1,null,null,null,null,null,null,null,null,null,113,02/06/2023,null,null
TASTELI&DMH027/22-23,2022-2023,1,SMH0181/22-23,23219.13,17.15,2,398208.25,SBI FIRST RATE TT BUY SELL,15/03/2023,82.345,null,32808813.43,1007318.21,VAT 3%,34584591.97,34584591.97,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/03/2023,null,null
TASTELI&DMH002/23-24,2023-2024,1,SMH0002/23-24,22473.31,17.15,2,385417.27,SBI FIRST RATE TT BUY SELL,14/04/2023,82.025,null,31615194.28,978244.65,VAT 3%,33586399.66,33586399.66,null,null,null,null,null,null,null,null,null,null,null,null,null,130,19/04/2023,null,null
TASTELI&DMH007/23-24,2023-2024,1,SMH0022/23-24,6483.21,17.15,2,111187.05,SBI FIRST RATE TT BUY SELL,15/05/2023,82.245,null,9154293.05,283222.42,VAT 3%,9723969.62,9723969.62,null,null,null,.1,null,null,null,null,null,null,null,null,null,49,17/05/2023,null,null
TASTELI&DMH010/23-24,2023-2024,2,SMH0036/23-24,7742.04,12.57,2,97317.57,SBI FIRST RATE TT BUY SELL,07/06/2023,82.585,null,8040775.39,260725.4,VAT 3%,8951572.02,8951572.02,null,null,null,.1,null,null,null,null,null,null,null,null,null,113,20/06/2023,null,null
TASTELI&DMH017/22-23,2022-2023,1,SMH0168/22-23,16333.92,17.15,2,280126.73,SBI FIRST RATE TT BUY SELL,15/02/2023,82.925,null,23231178.92,713152.99,VAT 3%,24484919.33,24484919.33,null,null,null,.1,null,null,null,null,null,null,null,null,null,153,17/02/2023,null,null
TASTELI&DMH004/23-24,2023-2024,1,SMH0013/23-24,17678.18,17.15,2,303180.62,SBI FIRST RATE TT BUY SELL,29/04/2023,81.775,null,24793418.83,767235.35,VAT 3%,26341746.89,26341746.89,null,null,null,.1,null,null,null,null,null,null,null,null,null,130,03/05/2023,null,null
HMEL&D028/24-25,2024-2025,L-18-1-0,S0229/24-25,457745.03,13.48,2,6170403,SBI FIRST RATE TT BUY SELL,15/11/2024,84.2843,null,535676331.82,10713526.63,CST 2%,546389858.45,546389858.45,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,18/11/2024,null,null
HMEL&DMH038/23-24,2023-2024,L-9-1-0,SMH0194/23-24,167177.92,8.87,2,1482868.15,SBI FIRST RATE TT BUY SELL,15/03/2024,82.865,null,139376357.14,2787527.14,CST 2%,142163884.28,142163884.28,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,19/03/2024,null,null
HMEL&CMH019/23-24,2023-2024,L-9-1-0,SMH0197/23-24,249514.16,8.87,2,2213190.6,SBI FIRST RATE TT BUY SELL,31/03/2024,1,null,185276242.24,4198704.55,CST 2%,214133932.19,214133932.19,null,null,null,null,null,null,null,null,null,null,null,null,null,113,02/04/2024,null,null
HMEL&D031/24-25,2024-2025,L-21-1-0,S0241/24-25,38975.44,14.12,2,550333.21,SBI FIRST RATE TT BUY SELL,30/11/2024,84.4298,null,49844038.28,996880.76,CST 2%,50840919.04,50840919.04,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,02/12/2024,null,null
HMEL&D036/24-25,2024-2025,L-25-1-0,S0270/24-25,15240,19.28,2,293827.2,SBI FIRST RATE TT BUY SELL,15/01/2025,85.7446,null,25237459.69,504749.2,CST 2%,25742208.89,25742208.89,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,17/01/2025,null,null
HMEL&2DRMH0001/25-26,2025-2026,L-26-1-0,SMH0117/24-25,20.9,10.16,2,212.34,SBI FIRST RATE TT BUY SELL,31/03/2025,85.5266,null,18320.43,618.08,CST 3%,21220.73,21220.73,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,09/04/2025,null,null
HMEL&C010/24-25,2024-2025,L-25-1-0,S0297/24-25,54495.14,19.28,2,1050666.3,SBI FIRST RATE TT BUY SELL,31/01/2025,1,null,92748845.69,1949480.96,CST 2%,99423529.4,99423529.4,null,null,null,null,null,null,null,null,null,null,null,null,null,46,03/02/2025,null,null
HMEL&2CRAP0001/25-26,2025-2026,L-29-1-0,2SAP0002/25-26,124092.1,10.04,2,1245884.68,SBI FIRST RATE TT BUY SELL,15/04/2025,1,null,107785024.37,2495794.74,CST 2%,127285531.85,127285531.85,null,null,null,null,null,null,null,null,null,null,null,null,null,219,22/04/2025,null,null
HMEL&2CRMH0001/25-26,2025-2026,L-26-1-0,SMH0117/24-25,20.9,10.16,2,212.34,SBI FIRST RATE TT BUY SELL,31/03/2025,1,null,18210.11,614.77,CST 3%,21107.1,21107.1,null,null,null,null,null,null,null,null,null,null,null,null,null,219,22/04/2025,null,null
HMEL&2CRGJ0001/25-26,2025-2026,L-29-1-0,2SGJ0007/25-26,30000,10.04,2,301200,SBI FIRST RATE TT BUY SELL,15/04/2025,1,null,26127990,604779.6,CST 2%,30843759.6,30843759.6,null,null,null,null,null,null,null,null,null,null,null,null,null,219,22/04/2025,null,null
HMEL&CMH018/24-25,2024-2025,L-25-1-0,SMH0089/24-25,34724.7,19.28,2,669492.22,SBI FIRST RATE TT BUY SELL,31/01/2025,1,null,58094344.31,1833158.34,CST 3%,62938436.24,62938436.24,null,null,null,null,null,null,null,null,null,null,null,null,null,23,21/02/2025,null,null
HMEL&CMH019/24-25,2024-2025,L-25-1-0,SMH0096/24-25,473.8,19.28,2,9134.86,SBI FIRST RATE TT BUY SELL,15/02/2025,1,null,797349.4,25152.96,CST 3%,863584.94,863584.94,null,null,null,null,null,null,null,null,null,null,null,null,null,23,21/02/2025,null,null
HMEL&D037/24-25,2024-2025,L-25-1-0,S0270/24-25,15240,19.28,2,293827.2,SBI FIRST RATE TT BUY SELL,15/01/2025,1,null,25801066.24,516021.33,CST 2%,26317087.57,26317087.57,null,null,null,null,null,null,null,null,null,null,null,null,null,46,20/01/2025,null,null
HMEL&2CRAP0002/25-26,2025-2026,L-29-1-0,2SAP0003/25-26,127715,10.04,2,1282258.6,SBI FIRST RATE TT BUY SELL,30/04/2025,1,null,110171758.44,2553458.57,CST 2%,130226386.61,130226386.61,null,null,null,null,null,null,null,null,null,null,null,null,null,219,05/05/2025,null,null
HMEL&2DRGJ0002/25-26,2025-2026,L-28-1-0,2SGJ0011/25-26,136050,14.08,2,1915584,SBI FIRST RATE TT BUY SELL,30/04/2025,85.2895,null,163379193.19,3503518.24,CST 2%,178679430.06,178679430.06,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,05/05/2025,null,null
HMEL&2DRGJ0002/25-26,2025-2026,L-28-1-0,2SMH0011/25-26,136050,14.08,2,1915584,SBI FIRST RATE TT BUY SELL,30/04/2025,85.2895,null,163379193.19,3503518.24,CST 2%,178679430.06,178679430.06,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,05/05/2025,null,null
HMEL&2CRMH0002/25-26,2025-2026,L-28-1-0,2SGJ0011/25-26,136050,14.08,2,1915584,SBI FIRST RATE TT BUY SELL,30/04/2025,1,null,163266055.2,3501284.94,CST 3%,178564058.77,178564058.77,null,null,null,null,null,null,null,null,null,null,null,null,null,219,05/05/2025,null,null
HMEL&2CRMH0002/25-26,2025-2026,L-28-1-0,2SMH0011/25-26,136050,14.08,2,1915584,SBI FIRST RATE TT BUY SELL,30/04/2025,1,null,163266055.2,3501284.94,CST 3%,178564058.77,178564058.77,null,null,null,null,null,null,null,null,null,null,null,null,null,219,05/05/2025,null,null
HMEL&2DRGJ0001/25-26,2025-2026,L-29-1-0,2SGJ0010/25-26,65385,10.04,2,656465.4,SBI FIRST RATE TT BUY,30/04/2025,85.313,null,56005013.17,1299298.32,CST 2%,66264214.2,66264214.2,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,05/05/2025,null,null
HMEL&2CRAP0002/25-26,2025-2026,L-29-1-0,2SAP0002/25-26,127715,0,2,0,SBI FIRST RATE TT BUY SELL,15/04/2025,0,null,0,14010.34,null,714527.12,714527.12,null,null,null,null,null,null,null,null,null,null,null,null,null,6,05/05/2025,null,null
BOROREN&D035/23-24,2023-2024,1-0,S0354/23-24,29798.68,10.159,2,302724.69,SBI FIRST RATE TT BUY SELL,31/01/2024,83.145,null,25227717.23,1772697,VAT 6%,31317646.99,31317646.99,null,null,null,null,null,null,null,null,null,null,null,null,null,113,05/02/2024,null,null
BOROREN&D027/23-24,2023-2024,1-0,S0323/23-24,28175.31,10.159,2,286232.97,SBI FIRST RATE TT BUY SELL,15/01/2024,82.855,null,23721416.08,1668207.3,VAT 6%,29471662.29,29471662.29,null,null,null,null,null,null,null,null,null,null,null,null,null,113,18/01/2024,null,null
SUMGLAS&D011/23-24,2023-2024,01,S0177/23-24,7504.24,10.159,2,76235.57,SBI FIRST RATE TT BUY SELL,31/10/2023,83.285,null,6351960.79,450601.99,VAT 6%,7960635.1,7960635.1,null,null,null,null,null,null,null,null,null,null,null,null,null,201,03/11/2023,null,null
SVTPLIN&C037/23-24,2023-2024,2-0,S0391/23-24,10920.92,10.159,2,110945.63,SBI FIRST RATE TT BUY SELL,29/02/2024,82.89,null,9201830.24,647043.19,VAT 6%,11431096.32,11431096.32,null,null,null,null,null,null,null,null,null,null,null,null,null,201,05/03/2024,null,null
SVTPLIN&C002/24-25,2024-2025,04,S0031/24-25,56.19,9.56,2,537.18,SBI FIRST RATE TT BUY SELL,01/05/2024,83.42,null,44924.06,3127.86,VAT 6%,55258.85,55258.85,null,null,null,null,null,null,null,null,null,null,null,null,null,23,22/05/2024,null,null
SVTPLIN&D048/23-24,2023-2024,03,S0435/23-24,12854.63,9.96,2,128032.11,SBI FIRST RATE TT BUY SELL,30/03/2024,83.4,null,10677878.37,739596.79,VAT 6%,13066210,13066210,null,null,null,null,null,null,null,null,null,null,null,null,null,113,04/04/2024,null,null
SVTPLIN&D044/23-24,2023-2024,03,S0410/23-24,12202.95,9.96,2,121541.38,SBI FIRST RATE TT BUY SELL,15/03/2024,82.975,null,10095673.22,699649.41,VAT 6%,12360473,12360473,null,null,null,.1,null,null,null,null,null,null,null,null,null,23,19/03/2024,null,null
SVTPLIN&D005/24-25,2024-2025,04,S0014/24-25,12393.65,9.56,2,118483.29,SBI FIRST RATE TT BUY SELL,15/04/2024,83.6,null,9905203.37,689688.77,VAT 6%,12184501.69,12184501.69,null,null,null,.1,null,null,null,null,null,null,null,null,null,113,24/04/2024,null,null
SVTPLIN&D045/23-24,2023-2024,03,S0435/23-24,12854.63,9.96,2,128032.11,SBI FIRST RATE TT BUY SELL,30/03/2024,83.375,null,10681178,739794.77,VAT 6%,13069707.61,13069707.61,null,null,null,.1,null,null,null,null,null,null,null,null,null,201,02/04/2024,null,null
SVTPLIN&C001/24-25,2024-2025,04,S0030/24-25,11774.25,9.56,2,112561.83,SBI FIRST RATE TT BUY SELL,30/04/2024,83.42,null,9406792.14,655017.45,VAT 6%,11571974.89,11571974.89,null,null,null,null,null,null,null,null,null,null,null,null,null,201,06/05/2024,null,null
SVTPLIN&D041/23-24,2023-2024,2-0,S0369/23-24,11552.98,10.159,2,117366.72,SBI FIRST RATE TT BUY SELL,15/02/2024,83.05,null,9747306.42,685266.13,VAT 6%,12106368.29,12106368.29,null,null,null,.1,null,null,null,null,null,null,null,null,null,46,21/02/2024,null,null
SVTPLIN&D033/23-24,2023-2024,2-0,S0358/23-24,11443.5,10.159,2,116254.52,SBI FIRST RATE TT BUY SELL,31/01/2024,83.145,null,9722615.88,682833.01,VAT 6%,12063383.17,12063383.17,null,null,null,null,null,null,null,null,null,null,null,null,null,113,02/02/2024,null,null
