COMPANY_CD,COUNTERPARTY_CD,FINANCIAL_YEAR,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,BU_CONTACT_PERSON_CD,PLANT_SEQ,CONTACT_PERSON_CD,INVOICE_SEQ,INVOICE_NO,INVOICE_DT,INVOICE_REF_NO,INV_TYPE,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,ALLOC_QTY,SALE_PRICE,SALE_PRICE_UNIT,SALE_AMT,BUY_PRICE,BUY_PRICE_UNIT,BUY_AMT,INVOICE_RAISED_IN,INVOICE_AMT,NET_PAYABLE_AMT,INV_STATUS,REMARK_1,REMARK_2,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,INVOICE_ID_SEQ,PAY_RECV_AMT,PAY_RECV_DT,PAY_INSERT_BY,PAY_INSERT_DT,PAY_UPDATE_BY,PAY_UPDATE_DT,PAY_REMARK,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,PRINT_BY_TRI,PRINT_DT_TRI,PRINT_BY_DUP,PRINT_DT_DUP,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,INSTRUMENT_NO
SIETCO,30-49 (IT4B58240223),2024-2025,1,0,49,0,V,1,null,null,1,null,15,DV015/24-25,03/01/2025 00:00:00,null,I,12,23/02/2024 00:00:00,23/02/2024 00:00:00,14/01/2025 00:00:00,7000,77.37,2,541590,73.943,2,-517601,2,23989,23989,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,03/01/2025 00:00:00,null,null,null,Y,6,03/01/2025 00:00:00,23,03/01/2025 00:00:00,null,null,15,23989,14/01/2025 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,46,03/01/2025 00:00:00,null,null,null,null,Y,164,16/01/2025 00:00:00,1
SIETCO,30-50 (IT4B58240223),2024-2025,1,0,50,0,V,1,null,null,1,null,15,RDV015/24-25,05/02/2025 00:00:00,null,R,12,23/02/2024 00:00:00,23/02/2024 00:00:00,14/02/2025 00:00:00,7000,76.81,2,537670,79.234,2,-554638,2,16968,16968,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,10/02/2025 00:00:00,null,null,null,Y,6,10/02/2025 00:00:00,23,10/02/2025 00:00:00,null,null,15,null,null,null,null,null,null,null,O,46,10/02/2025 00:00:00,null,null,null,null,Y,164,11/02/2025 00:00:00,1
SIETCO,30-51 (IT4B58240223),2024-2025,1,0,51,0,V,1,null,null,1,null,20,DV020/24-25,28/02/2025 00:00:00,null,I,12,23/02/2024 00:00:00,23/02/2024 00:00:00,14/03/2025 00:00:00,7000,76.44,2,535080,75.155,2,-526085,2,8995,8995,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,04/03/2025 00:00:00,null,null,null,Y,6,04/03/2025 00:00:00,23,04/03/2025 00:00:00,null,null,20,8995,14/03/2025 00:00:00,201,27/03/2025 00:00:00,null,null,null,O,46,04/03/2025 00:00:00,null,null,null,null,Y,46,26/03/2025 00:00:00,1
SIETCO,30-2 (ITWFC6231003),2023-2024,1,0,2,0,V,1,null,null,1,null,2,DV002/23-24,02/11/2023 00:00:00,null,I,12,03/10/2023 00:00:00,03/10/2023 00:00:00,14/11/2023 00:00:00,36000,92.15,2,3317400,91.047,2,-3277692,2,39708,39708,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,113,18/12/2023 00:00:00,null,null,null,null,null,null,113,13/12/2023 00:00:00,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
SIETCO,30-7 (ITWFDP231003),2023-2024,1,0,7,0,V,1,null,null,1,null,3,DV003/23-24,01/12/2023 00:00:00,null,I,12,04/10/2023 00:00:00,04/10/2023 00:00:00,15/12/2023 00:00:00,21000,90.42,2,1898820,83.178,2,-1746738,2,152082,152082,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,113,18/12/2023 00:00:00,null,null,null,null,null,null,113,13/12/2023 00:00:00,null,null,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
SIETCO,30-8 (ITWFDV231003),2023-2024,1,0,8,0,V,1,null,null,1,null,4,DV004/23-24,02/01/2024 00:00:00,null,I,12,04/10/2023 00:00:00,04/10/2023 00:00:00,15/01/2024 00:00:00,4000,89.02,2,356080,77.911,2,-311644,2,44436,44436,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,03/01/2024 00:00:00,null,null,null,Y,6,03/01/2024 00:00:00,23,02/01/2024 00:00:00,null,null,4,44436,15/01/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,0,03/01/2024 00:00:00,null,null,null,null,null,null,null,1
SIETCO,30-9(,2023-2024,1,0,9,0,V,1,null,null,1,null,5,DV005/23-24,01/02/2024 00:00:00,null,I,12,04/10/2023 00:00:00,04/10/2023 00:00:00,15/02/2024 00:00:00,4000,87.6,2,350400,80.318,2,-321272,2,29128,29128,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,01/02/2024 00:00:00,null,null,null,Y,6,01/02/2024 00:00:00,113,01/02/2024 00:00:00,null,null,5,29128,15/02/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,0,01/02/2024 00:00:00,null,null,null,null,null,null,null,1
SIETCO,30-10(,2023-2024,1,0,10,0,V,1,null,null,1,null,6,DV006/23-24,01/03/2024 00:00:00,null,I,12,04/10/2023 00:00:00,04/10/2023 00:00:00,14/03/2024 00:00:00,4000,86.62,2,346480,83.927,2,-335708,2,10772,10772,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,113,01/03/2024 00:00:00,null,null,null,Y,6,01/03/2024 00:00:00,113,01/03/2024 00:00:00,null,null,6,10772,14/03/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,0,01/03/2024 00:00:00,null,null,null,null,Y,164,07/03/2024 00:00:00,1
SIETCO,30-11 (IT0DYK231222),2023-2024,1,0,11,0,V,1,null,null,1,null,1,RDV001/23-24,04/01/2024 00:00:00,null,R,12,22/12/2023 00:00:00,22/12/2023 00:00:00,16/01/2024 00:00:00,4877,78.2,2,381381,79.581,2,-388117,2,6736,6736,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,6,05/01/2024 00:00:00,null,null,null,Y,6,05/01/2024 00:00:00,113,05/01/2024 00:00:00,null,null,1,null,null,null,null,null,null,null,O,0,05/01/2024 00:00:00,null,null,null,null,null,null,null,1
SIETCO,30-12 (IT0DYK231222),2023-2024,1,0,12,0,V,1,null,null,1,null,2,RDV002/23-24,02/02/2024 00:00:00,null,R,12,01/01/2024 00:00:00,31/01/2024 00:00:00,14/02/2024 00:00:00,16780,78.2,2,1312196,80.318,2,-1347736,2,35540,35540,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,6,12/02/2024 00:00:00,null,null,null,Y,6,12/02/2024 00:00:00,113,02/02/2024 00:00:00,null,null,2,null,null,null,null,null,null,null,O,0,28/02/2024 00:00:00,null,null,null,null,null,null,null,1
SIETCO,30-13 (IT0DYK231222),2023-2024,1,0,13,0,V,1,null,null,1,null,3,RDV003/23-24,05/03/2024 00:00:00,null,R,12,22/12/2023 00:00:00,22/12/2023 00:00:00,14/03/2024 00:00:00,17061,78.2,2,1334170,83.927,2,-1431879,2,97709,97709,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,113,05/03/2024 00:00:00,null,null,null,Y,153,05/03/2024 00:00:00,113,05/03/2024 00:00:00,null,null,3,null,null,null,null,null,null,null,O,0,05/03/2024 00:00:00,null,null,null,null,null,null,null,1
SIETCO,30-14 (IT0DYK231222),2024-2025,1,0,14,0,V,1,null,null,1,null,4,RDV004/23-24,04/04/2024 00:00:00,null,R,12,22/12/2023 00:00:00,22/02/2024 00:00:00,15/04/2024 00:00:00,16786,78.2,2,1312665.2,85.485,2,-1434951.21,2,143391.01,143391.01,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,null,null,null,null,null,null,null,null,null,113,05/04/2024 00:00:00,null,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
SIETCO,30-15 (IT0DYK231222),2024-2025,1,0,15,0,V,1,null,null,1,null,6,RDV006/24-25,07/05/2024 00:00:00,null,R,12,22/12/2023 00:00:00,22/02/2024 00:00:00,14/05/2024 00:00:00,16927,78.2,2,1323691.4,90.15,2,-1525969.05,2,259607.65,259607.65,null,null,null,Y,6,08/05/2024 00:00:00,null,null,null,null,null,null,113,08/05/2024 00:00:00,null,null,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
SIETCO,30-16 (T0DYK231222),2024-2025,1,0,16,0,V,1,null,null,1,null,8,RDV008/24-25,06/06/2024 00:00:00,null,R,12,22/12/2023 00:00:00,22/02/2024 00:00:00,14/06/2024 00:00:00,16881,78.2,2,1320094.2,82.048,2,-1385052.29,2,70544.09,70544.09,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,6,07/06/2024 00:00:00,null,null,null,null,null,null,23,07/06/2024 00:00:00,null,null,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
SIETCO,30-17 (IT0DYK231222),2024-2025,1,0,17,0,V,1,null,null,1,null,10,RDV010/24-25,03/07/2024 00:00:00,null,X,12,22/12/2023 00:00:00,22/02/2024 00:00:00,15/07/2024 00:00:00,17095,78.2,2,1336829,82.608,2,-1412183.76,2,89480.76,89480.76,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,6,04/07/2024 00:00:00,null,null,null,Y,4,14/07/2025 08:59:59,113,03/07/2024 00:00:00,null,null,10,null,null,null,null,null,null,null,O,4,14/07/2025 09:12:10,null,null,null,null,null,null,null,1
SIETCO,30-18 (IT0DYK2312220),2024-2025,1,0,18,0,V,1,null,null,1,null,12,RDV012/24-25,02/08/2024 00:00:00,null,R,12,22/12/2023 00:00:00,23/02/2024 00:00:00,14/08/2024 00:00:00,16926,78.2,2,1323613.2,85.306,2,-1443889.36,2,158048.16,158048.16,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,6,05/08/2024 00:00:00,null,null,null,Y,113,05/09/2024 00:00:00,23,05/08/2024 00:00:00,null,null,12,null,null,null,null,null,null,null,O,113,05/09/2024 00:00:00,null,null,null,null,null,null,null,1
SIETCO,30-19 (IT0DYK231222),2024-2025,1,0,19,0,V,1,null,null,1,null,14,RDV014/24-25,03/09/2024 00:00:00,null,R,12,22/12/2023 00:00:00,23/02/2024 00:00:00,16/09/2024 00:00:00,16576,78.2,2,1296243.2,80.906,2,-1341097.86,2,55676.66,55676.66,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,6,04/09/2024 00:00:00,null,null,null,Y,6,23/09/2024 00:00:00,23,04/09/2024 00:00:00,null,null,14,null,null,null,null,null,null,null,O,113,26/09/2024 00:00:00,null,null,null,null,Y,164,29/10/2024 00:00:00,1
SIETCO,30-20 (IT0DYK231222),2024-2025,1,0,20,0,V,1,null,null,1,null,8,DV008/24-25,03/10/2024 00:00:00,null,I,12,22/12/2023 00:00:00,23/02/2024 00:00:00,17/10/2024 00:00:00,16592,78.2,2,1297494.4,74.33,2,-1233283.36,2,95991.04,95991.04,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,03/10/2024 00:00:00,null,null,null,Y,6,03/10/2024 00:00:00,23,03/10/2024 00:00:00,null,null,8,95991.04,17/10/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,46,03/10/2024 00:00:00,null,null,null,null,Y,164,09/10/2024 00:00:00,1
SIETCO,30-21 (IT0DYK231222),2024-2025,1,0,21,0,V,1,null,null,1,null,10,DV010/24-25,31/10/2024 00:00:00,null,I,12,22/12/2023 00:00:00,23/02/2024 00:00:00,14/11/2024 00:00:00,11001,78.2,2,860278.2,75.659,2,-832324.66,2,46300.54,46300.54,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,04/11/2024 00:00:00,null,null,null,Y,153,04/11/2024 00:00:00,23,04/11/2024 00:00:00,null,null,10,46300.54,14/11/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,201,04/11/2024 00:00:00,null,null,null,null,Y,164,05/11/2024 00:00:00,1
SIETCO,30-22 (IT0DYK231222),2024-2025,1,0,22,0,V,1,null,null,1,null,12,DV012/24-25,30/11/2024 00:00:00,null,I,12,22/12/2023 00:00:00,23/02/2024 00:00:00,13/12/2024 00:00:00,5591,78.2,2,437216.2,74.472,2,-416372.95,2,44279.25,44279.25,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,113,03/12/2024 00:00:00,null,null,null,Y,6,03/12/2024 00:00:00,113,03/12/2024 00:00:00,null,null,12,44279.25,13/12/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,113,03/12/2024 00:00:00,null,null,null,null,Y,164,03/12/2024 00:00:00,1
SIETCO,30-409 (ITVC7K250120),2024-2025,1,0,409,0,V,1,null,null,1,null,22,DV022/24-25,31/03/2025 00:00:00,null,I,12,20/01/2025 00:00:00,20/01/2025 00:00:00,14/04/2025 00:00:00,7000,79.03,2,553210,72.601,2,-508207,2,45003,45003,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,23,04/04/2025 00:00:00,null,null,null,Y,6,04/04/2025 00:00:00,23,02/04/2025 00:00:00,null,null,22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
SILS,27-41 (7260070),2024-2025,1,0,41,0,V,1,null,null,1,null,5,RDV005/23-24,04/04/2024 00:00:00,null,R,12,15/02/2024 00:00:00,15/02/2024 00:00:00,08/04/2024 00:00:00,150000,8.521,2,1278150,8.61,2,-1291500,2,24750,24750,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,null,null,null,null,null,null,null,null,null,113,05/04/2024 00:00:00,null,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
SILS,27-23 (7260996),2024-2025,1,0,23,0,V,1,null,null,1,null,1,DV001/24-25,29/04/2024 00:00:00,null,I,12,16/02/2024 00:00:00,27/02/2024 00:00:00,06/05/2024 00:00:00,10000,9.687,2,96870,8.54,2,-85400,2,490200,490200,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,113,29/04/2024 00:00:00,null,null,null,Y,6,29/04/2024 00:00:00,113,29/04/2024 00:00:00,null,null,1,490200,07/05/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,113,29/04/2024 00:00:00,null,null,null,null,Y,164,30/04/2024 00:00:00,1
SILS,27-28 (7261006),2023-2024,1,0,28,0,V,1,null,null,1,null,8,DV008/23-24,31/03/2024 00:00:00,null,I,12,16/02/2024 00:00:00,27/02/2024 00:00:00,05/04/2024 00:00:00,10000,8.521,2,85210,8.51,2,-85100,2,198060,198060,null,Please pay the invoiced amount by wire transfer at Bank Name: ICICI Bank Limited  SWIFT Code: ICICINBBXXX  Beneficiary Name : Shell Energy India Private Limited  A/C No: 195605001819,null,Y,113,02/04/2024 00:00:00,null,null,null,Y,6,02/04/2024 00:00:00,113,01/04/2024 00:00:00,null,null,8,198060,23/04/2024 00:00:00,164,27/01/2025 00:00:00,null,null,null,O,113,02/04/2024 00:00:00,null,null,null,null,Y,164,03/04/2024 00:00:00,1
SILS,27-61 (7291675),2024-2025,1,0,61,0,V,1,null,null,1,null,7,RDV007/24-25,20/05/2024 00:00:00,null,R,12,27/03/2024 00:00:00,17/04/2024 00:00:00,05/06/2024 00:00:00,100000,9.44,2,944000,10.469,2,-1046900,2,2316500,2316500,null,null,null,Y,6,21/05/2024 00:00:00,null,null,null,null,null,null,113,21/05/2024 00:00:00,null,null,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
