COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,BU_CONTACT_PERSON_CD,ADDR_FLAG,CONTACT_PERSON_CD,INVOICE_TYPE,INVOICE_SEQ,INVOICE_NO,LINE_NO,LINE_DESC,UNIT,QTY,RATE,AMOUNT,ENT_BY,ENT_DT,CARGO_NO
RIL,2020-2021,L-3-1-0,3,0,1,0,L,1,0,D035/20-21,dr,null,DR,201,D035/20-21,1,TCS,USD,72420,3.67,265781.4,23,05/10/2020 00:00:00,null
GSPCL,2020-2021,119,1,3,107,0,S,1,0,D022/20-21,dr,null,DR,219,D022/20-21,1,TCS,USD,792910,3.5461,2811738.151,23,05/10/2020 00:00:00,null
Gail,2020-2021,A-4-5-10519-0,5,0,10519,0,Q,1,0,L00139/20-21 ,null,null,SI,139,L00139/20-21 ,1,null,USD,1187579.68,0.76,902560.5568,23,16/06/2020 00:00:00,null
DFPCL,2023-2024,06,2,0,6,0,S,1,27,SMH0018/23-24,null,null,OR,18,SMH0018/23-24,1,null,USD,79400.09,16.82,1335509.5138,153,02/05/2023 00:00:00,null
DFPCL,2023-2024,06,2,0,6,0,S,1,27,CMH010/23-24,cr,null,CR,18,CMH010/23-24,2,DIFF-TAX,USD,79400.09,16.82,1335509.5138,49,19/05/2023 00:00:00,null
HPCL,2021-2022,9-0,2,0,9,0,S,1,0,I0011/21-22,null,null,LP,11,I0011/21-22,1,Delayed Payment Invoice Generated Against Invoice No. S0052/21-22 dated 03-JUN-21,INR,56750,6.78,384765,49,17/06/2021 12:16:29,0
GSFC,2020-2021,05,1,2,5,2,S,1,0,D023/20-21,dr,null,DR,211,D023/20-21,1,TCS,USD,116060.4,3.8849,450883.04796,23,05/10/2020 00:00:00,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00003/23-24,null,null,DI,3,L00003/23-24,1,Deficiency Payment for Berthing Slot No. 04 dated 14-15 April 2023,USD,3200000,0.76,2432000,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00009/23-24,null,null,DI,9,L00009/23-24,1,Deficiency Payment for Berthing Slot No. 05 dated 04-05 May 2023,USD,156900,0.76,119244,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00022/23-24,null,null,DI,22,L00022/23-24,1,Deficiency Payment for Berthing Slot No. 07 dated 20-21 June 2023,USD,3200000,0.76,2432000,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00041/23-24,null,null,DI,41,L00041/23-24,1,Deficiency Payment for Berthing Slot no.09 dated 27-28 July 2023,USD,3200000,0.76,2432000,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00061/23-24,null,null,DI,61,L00061/23-24,1,Deficiency Payment for Berthing Slot No. 11 dated 26-Sep-23,USD,1640000,0.76,1246400,null,null,null
AMNS,2023-2024,A-33-19-11921-0,19,0,11921,0,Q,1,24,L00066/23-24,null,null,SI,66,L00066/23-24,1,Service Charges,USD,300000,0.76,228000,null,null,null
