COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,SEQ_NO,PAY_RECV_DT,PAY_RECV_AMT,PAY_REMARK,ENT_BY,ENT_DT
S,DMH025/23-24,null,null,1,21/11/2023 00:00:00,30215812.29,null,201,21/11/2023 00:00:00
S,DMH021/23-24,null,null,1,21/11/2023 00:00:00,60223122.69,null,201,21/11/2023 00:00:00
S,D011/23-24,null,null,2,21/11/2023 00:00:00,42849353.38,null,201,21/11/2023 00:00:00
S,D013/23-24,null,null,1,21/11/2023 00:00:00,7973976.68,null,201,21/11/2023 00:00:00
S,DMH020/23-24,null,null,1,21/11/2023 00:00:00,23538569.93,null,201,21/11/2023 00:00:00
S,D014/23-24,null,null,1,21/11/2023 00:00:00,154241.95,null,201,21/11/2023 00:00:00
S,S0190/23-24,null,null,1,21/11/2023 00:00:00,17007016.69,null,201,21/11/2023 00:00:00
S,SMH0124/23-24,null,null,1,20/11/2023 00:00:00,1812610.51,null,128,20/11/2023 00:00:00
S,S0187/23-24,null,null,1,20/11/2023 00:00:00,6742315.08,null,128,20/11/2023 00:00:00
S,S0188/23-24,null,null,1,20/11/2023 00:00:00,20308424.81,null,128,20/11/2023 00:00:00
E,L00075/23-24,null,null,1,20/11/2023 00:00:00,198426636.8,null,128,20/11/2023 00:00:00
S,SMH0125/23-24,null,null,1,20/11/2023 00:00:00,2313073.54,null,128,20/11/2023 00:00:00
S,S0189/23-24,null,null,1,20/11/2023 00:00:00,19392933.91,null,128,20/11/2023 00:00:00
K,S0184/23-24,null,null,1,17/11/2023 00:00:00,8970578.5,null,128,17/11/2023 00:00:00
K,S0182/23-24,null,null,1,17/11/2023 00:00:00,16783663,null,128,17/11/2023 00:00:00
S,S0181/23-24,null,null,1,17/11/2023 00:00:00,13840681.48,null,128,17/11/2023 00:00:00
K,S0185/23-24,null,null,1,17/11/2023 00:00:00,13745241.25,null,128,17/11/2023 00:00:00
K,S0183/23-24,null,null,1,17/11/2023 00:00:00,19388024.5,null,128,17/11/2023 00:00:00
C,L00072/23-24,null,null,1,11/11/2023 00:00:00,53856107.06,null,128,11/11/2023 00:00:00
S,S0180/23-24,null,null,1,11/11/2023 00:00:00,59533771.23,null,128,11/11/2023 00:00:00
S,SMH0122/23-24,null,null,1,11/11/2023 00:00:00,91820764.72,null,128,11/11/2023 00:00:00
S,SMH0121/23-24,null,null,1,11/11/2023 00:00:00,351797894.09,null,128,11/11/2023 00:00:00
S,S0179/23-24,null,null,1,11/11/2023 00:00:00,92836649.31,null,128,11/11/2023 00:00:00
S,S0178/23-24,null,null,1,09/11/2023 00:00:00,46548466.76,null,128,09/11/2023 00:00:00
S,S0172/23-24,null,null,1,09/11/2023 00:00:00,6716129.41,null,128,09/11/2023 00:00:00
C,L00073/23-24,null,null,1,09/11/2023 00:00:00,29028439.6,null,201,09/11/2023 00:00:00
S,S0174/23-24,null,null,1,09/11/2023 00:00:00,11596866.52,null,128,09/11/2023 00:00:00
S,D012/23-24,null,null,1,09/11/2023 00:00:00,139829.3,null,201,09/11/2023 00:00:00
S,D011/23-24,null,null,1,09/11/2023 00:00:00,2841.86,null,128,09/11/2023 00:00:00
S,SMH0118/23-24,null,null,1,08/11/2023 00:00:00,31182135.25,null,128,08/11/2023 00:00:00
S,S0170/23-24,null,null,1,07/11/2023 00:00:00,47441711.24,null,128,07/11/2023 00:00:00
S,S0169/23-24,null,null,1,07/11/2023 00:00:00,252048947.43,null,128,07/11/2023 00:00:00
S,SMH0117/23-24,null,null,1,07/11/2023 00:00:00,211359156.67,null,128,07/11/2023 00:00:00
S,S0176/23-24,null,null,1,07/11/2023 00:00:00,143291866.44,null,128,07/11/2023 00:00:00
S,S0175/23-24,null,null,1,06/11/2023 00:00:00,24740179.25,null,128,06/11/2023 00:00:00
S,S0171/23-24,null,null,1,06/11/2023 00:00:00,24226543.06,null,128,06/11/2023 00:00:00
S,S0173/23-24,null,null,1,06/11/2023 00:00:00,21454559.75,null,128,06/11/2023 00:00:00
S,S0177/23-24,null,null,1,03/11/2023 00:00:00,7957793.24,null,128,03/11/2023 00:00:00
S,SMH0119/23-24,null,null,1,03/11/2023 00:00:00,2642311.48,null,128,03/11/2023 00:00:00
B,L00071/23-24,null,null,1,03/11/2023 00:00:00,24512631.42,null,128,03/11/2023 00:00:00
S,SMH0120/23-24,null,null,1,03/11/2023 00:00:00,3371246.18,null,128,03/11/2023 00:00:00
C,L00070/23-24,null,null,1,27/10/2023 00:00:00,32623272.58,null,128,27/10/2023 00:00:00
L,S0168/23-24,null,null,1,27/10/2023 00:00:00,5696240.58,null,128,27/10/2023 00:00:00
C,L00069/23-24,null,null,1,27/10/2023 00:00:00,2834884,null,128,27/10/2023 00:00:00
S,D009/23-24,null,null,1,26/10/2023 00:00:00,517596.84,null,128,26/10/2023 00:00:00
C,L00068/23-24,null,null,1,26/10/2023 00:00:00,89189344.96,null,128,26/10/2023 00:00:00
S,SMH0112/23-24,null,null,1,22/10/2023 00:00:00,28109187.27,null,128,22/10/2023 00:00:00
S,SMH0109/23-24,null,null,1,21/10/2023 00:00:00,172380596.79,null,128,21/10/2023 00:00:00
S,S0162/23-24,null,null,1,21/10/2023 00:00:00,6295462.05,null,128,21/10/2023 00:00:00
S,D004/23-24,null,null,1,21/10/2023 00:00:00,5811.87,null,128,21/10/2023 00:00:00
S,S0158/23-24,null,null,1,21/10/2023 00:00:00,236225381.59,null,128,21/10/2023 00:00:00
S,S0166/23-24,null,null,1,20/10/2023 00:00:00,22211481.92,null,128,20/10/2023 00:00:00
S,S0161/23-24,null,null,1,20/10/2023 00:00:00,70430742.81,null,128,20/10/2023 00:00:00
S,D008/23-24,null,null,1,20/10/2023 00:00:00,32680.35,null,128,20/10/2023 00:00:00
L,S0159/23-24,null,null,1,20/10/2023 00:00:00,27648265.3,null,128,20/10/2023 00:00:00
S,D007/23-24,null,null,1,20/10/2023 00:00:00,624503.01,null,128,20/10/2023 00:00:00
S,SMH0114/23-24,null,null,1,20/10/2023 00:00:00,104121725.18,null,128,20/10/2023 00:00:00
S,SMH0111/23-24,null,null,1,20/10/2023 00:00:00,155893500,null,128,20/10/2023 00:00:00
S,SMH0110/23-24,null,null,1,20/10/2023 00:00:00,442057951.14,null,128,20/10/2023 00:00:00
S,S0167/23-24,null,null,1,20/10/2023 00:00:00,38654071.83,null,128,20/10/2023 00:00:00
S,S0165/23-24,null,null,1,20/10/2023 00:00:00,20920938.54,null,128,20/10/2023 00:00:00
S,S0164/23-24,null,null,1,20/10/2023 00:00:00,23236735.19,null,128,20/10/2023 00:00:00
S,S0163/23-24,null,null,1,20/10/2023 00:00:00,10835103.14,null,128,20/10/2023 00:00:00
C,L00067/23-24,null,null,1,20/10/2023 00:00:00,64163366.34,null,128,20/10/2023 00:00:00
L,S0160/23-24,null,null,1,20/10/2023 00:00:00,58412776.12,null,128,20/10/2023 00:00:00
S,SMH0115/23-24,null,null,1,18/10/2023 00:00:00,2738558.03,null,128,18/10/2023 00:00:00
S,SMH0113/23-24,null,null,1,18/10/2023 00:00:00,2476595.91,null,128,18/10/2023 00:00:00
C,L00064/23-24,null,null,1,11/10/2023 00:00:00,113308156.64,null,128,11/10/2023 00:00:00
C,L00065/23-24,null,null,1,11/10/2023 00:00:00,26596367.68,null,128,11/10/2023 00:00:00
E,L00066/23-24,null,null,1,11/10/2023 00:00:00,22016636.8,null,128,11/10/2023 00:00:00
L,S0145/23-24,null,null,1,11/10/2023 00:00:00,197140635.63,null,128,11/10/2023 00:00:00
C,L00059/23-24,null,null,1,10/10/2023 00:00:00,2869792,null,128,10/10/2023 00:00:00
L,SMH0108/23-24,null,null,1,10/10/2023 00:00:00,91456309.38,null,128,10/10/2023 00:00:00
S,S0152/23-24,null,null,1,10/10/2023 00:00:00,7359233.35,null,128,10/10/2023 00:00:00
S,SMH0104/23-24,null,null,1,10/10/2023 00:00:00,27369159.37,null,128,10/10/2023 00:00:00
L,S0157/23-24,null,null,1,09/10/2023 00:00:00,35626674.47,null,128,09/10/2023 00:00:00
L,SMH0107/23-24,null,null,1,09/10/2023 00:00:00,31428030.2,null,128,09/10/2023 00:00:00
C,L00063/23-24,null,null,1,09/10/2023 00:00:00,102123190.72,null,128,09/10/2023 00:00:00
L,S0150/23-24,null,null,1,09/10/2023 00:00:00,231610938.9,null,128,09/10/2023 00:00:00
L,S0156/23-24,null,null,1,09/10/2023 00:00:00,67486860.62,null,128,09/10/2023 00:00:00
S,S0142/23-24,null,null,1,09/10/2023 00:00:00,23280741.18,null,128,09/10/2023 00:00:00
S,S0143/23-24,null,null,1,09/10/2023 00:00:00,21236278.2,null,128,09/10/2023 00:00:00
S,S0141/23-24,null,null,1,09/10/2023 00:00:00,201475373.33,null,128,09/10/2023 00:00:00
S,S0155/23-24,null,null,1,09/10/2023 00:00:00,7769309.61,null,128,09/10/2023 00:00:00
S,SMH0106/23-24,null,null,1,09/10/2023 00:00:00,355631810.48,null,128,09/10/2023 00:00:00
S,SMH0103/23-24,null,null,1,09/10/2023 00:00:00,121585222.07,null,128,09/10/2023 00:00:00
S,S0153/23-24,null,null,1,09/10/2023 00:00:00,9629462.79,null,128,09/10/2023 00:00:00
S,S0144/23-24,null,null,1,09/10/2023 00:00:00,27136345.5,null,128,09/10/2023 00:00:00
L,S0147/23-24,null,null,1,09/10/2023 00:00:00,105768023.76,null,128,09/10/2023 00:00:00
L,SMH0105/23-24,null,null,1,09/10/2023 00:00:00,8661792.08,null,128,09/10/2023 00:00:00
L,S0154/23-24,null,null,1,09/10/2023 00:00:00,203981188.68,null,128,09/10/2023 00:00:00
L,S0148/23-24,null,null,1,09/10/2023 00:00:00,135103540.63,null,128,09/10/2023 00:00:00
L,S0149/23-24,null,null,1,09/10/2023 00:00:00,36268644.6,null,128,09/10/2023 00:00:00
L,S0151/23-24,null,null,1,09/10/2023 00:00:00,317052242.65,null,128,09/10/2023 00:00:00
L,S0146/23-24,null,null,1,09/10/2023 00:00:00,107200928.65,null,128,09/10/2023 00:00:00
C,L00062/23-24,null,null,1,06/10/2023 00:00:00,1155336,null,128,06/10/2023 00:00:00
E,L00061/23-24,null,null,1,06/10/2023 00:00:00,101583718.88,null,128,06/10/2023 00:00:00
S,SMH0102/23-24,null,null,1,05/10/2023 00:00:00,3156865.75,null,128,05/10/2023 00:00:00
S,SMH0101/23-24,null,null,1,05/10/2023 00:00:00,2474025.99,null,128,05/10/2023 00:00:00
C,L00057/23-24,null,null,1,29/09/2023 00:00:00,111950890.72,null,128,29/09/2023 00:00:00
L,SMH0098/23-24,null,null,1,29/09/2023 00:00:00,524407576.21,null,128,29/09/2023 00:00:00
L,S0139/23-24,null,null,1,29/09/2023 00:00:00,67408091.08,null,128,29/09/2023 00:00:00
S,S0123/23-24,null,null,1,29/09/2023 00:00:00,444682037.97,null,128,29/09/2023 00:00:00
L,S0135/23-24,null,null,1,29/09/2023 00:00:00,35561270.95,null,128,29/09/2023 00:00:00
S,S0140/23-24,null,null,1,27/09/2023 00:00:00,7476083.01,null,128,27/09/2023 00:00:00
S,D003/23-24,null,null,1,27/09/2023 00:00:00,13779.5,null,128,27/09/2023 00:00:00
S,SMH0099/23-24,null,null,1,27/09/2023 00:00:00,28897027.29,null,128,27/09/2023 00:00:00
L,S0133/23-24,null,null,1,25/09/2023 00:00:00,196000098.89,null,128,25/09/2023 00:00:00
L,S0129/23-24,null,null,1,25/09/2023 00:00:00,188320726.19,null,128,25/09/2023 00:00:00
L,S0134/23-24,null,null,1,25/09/2023 00:00:00,49504704.64,null,128,25/09/2023 00:00:00
L,SMH0100/23-24,null,null,1,25/09/2023 00:00:00,8650560.8,null,128,25/09/2023 00:00:00
L,S0136/23-24,null,null,1,25/09/2023 00:00:00,234598924.89,null,128,25/09/2023 00:00:00
L,S0137/23-24,null,null,1,25/09/2023 00:00:00,279946243.27,null,128,25/09/2023 00:00:00
L,S0131/23-24,null,null,1,25/09/2023 00:00:00,112795950.41,null,128,25/09/2023 00:00:00
L,S0132/23-24,null,null,1,25/09/2023 00:00:00,135033189.72,null,128,25/09/2023 00:00:00
L,S0130/23-24,null,null,1,25/09/2023 00:00:00,110649192.82,null,128,25/09/2023 00:00:00
C,L00058/23-24,null,null,1,25/09/2023 00:00:00,81794759.54,null,128,25/09/2023 00:00:00
S,S0126/23-24,null,null,1,25/09/2023 00:00:00,22351290.04,null,128,25/09/2023 00:00:00
S,S0125/23-24,null,null,1,25/09/2023 00:00:00,24014145.69,null,128,25/09/2023 00:00:00
S,SMH0097/23-24,null,null,1,25/09/2023 00:00:00,105845245.79,null,128,25/09/2023 00:00:00
S,S0128/23-24,null,null,1,25/09/2023 00:00:00,26866519.71,null,128,25/09/2023 00:00:00
S,S0138/23-24,null,null,1,25/09/2023 00:00:00,145490765.51,null,128,25/09/2023 00:00:00
S,S0127/23-24,null,null,1,25/09/2023 00:00:00,8996236.6,null,128,25/09/2023 00:00:00
S,S0124/23-24,null,null,1,25/09/2023 00:00:00,201208832.63,null,128,25/09/2023 00:00:00
S,SMH0095/23-24,null,null,1,21/09/2023 00:00:00,2470884.96,null,128,21/09/2023 00:00:00
S,S0122/23-24,null,null,1,21/09/2023 00:00:00,557199262.62,null,128,21/09/2023 00:00:00
S,SMH0096/23-24,null,null,1,21/09/2023 00:00:00,3153188.22,null,128,21/09/2023 00:00:00
B,L00036/23-24,null,null,1,21/09/2023 00:00:00,18379799.9,null,128,21/09/2023 00:00:00
C,L00053/23-24,null,null,1,18/09/2023 00:00:00,42226384.8,null,128,18/09/2023 00:00:00
C,L00055/23-24,null,null,1,18/09/2023 00:00:00,105685813.6,null,128,18/09/2023 00:00:00
C,L00054/23-24,null,null,1,18/09/2023 00:00:00,234179681.44,null,128,18/09/2023 00:00:00
C,L00052/23-24,null,null,1,18/09/2023 00:00:00,2603700,null,128,18/09/2023 00:00:00
C,L00056/23-24,null,null,1,15/09/2023 00:00:00,1385000,null,128,15/09/2023 00:00:00
L,S0121/23-24,null,null,1,14/09/2023 00:00:00,192486993.85,null,128,14/09/2023 00:00:00
S,SMH0089/23-24,null,null,1,11/09/2023 00:00:00,31820184.69,null,128,11/09/2023 00:00:00
L,SMH0094/23-24,null,null,1,08/09/2023 00:00:00,9184790.2,null,128,08/09/2023 00:00:00
L,SMH0093/23-24,null,null,1,08/09/2023 00:00:00,367446822.6,null,128,08/09/2023 00:00:00
L,S0120/23-24,null,null,1,08/09/2023 00:00:00,72733078.92,null,128,08/09/2023 00:00:00
L,S0119/23-24,null,null,1,08/09/2023 00:00:00,106341007.08,null,128,08/09/2023 00:00:00
L,S0118/23-24,null,null,1,08/09/2023 00:00:00,106317422.71,null,128,08/09/2023 00:00:00
S,S0114/23-24,null,null,1,06/09/2023 00:00:00,22385699.33,null,128,06/09/2023 00:00:00
S,S0116/23-24,null,null,1,06/09/2023 00:00:00,27337195.44,null,128,06/09/2023 00:00:00
S,S0113/23-24,null,null,1,06/09/2023 00:00:00,10670824.81,null,128,06/09/2023 00:00:00
S,SMH0092/23-24,null,null,1,06/09/2023 00:00:00,172008646.36,null,128,06/09/2023 00:00:00
S,S0112/23-24,null,null,1,06/09/2023 00:00:00,206929178.11,null,128,06/09/2023 00:00:00
S,S0115/23-24,null,null,1,06/09/2023 00:00:00,16017353.83,null,128,06/09/2023 00:00:00
S,SMH0091/23-24,null,null,1,05/09/2023 00:00:00,4610539.11,null,128,05/09/2023 00:00:00
S,SMH0090/23-24,null,null,1,05/09/2023 00:00:00,2623731.85,null,128,05/09/2023 00:00:00
S,S0117/23-24,null,null,1,05/09/2023 00:00:00,30678605.83,null,128,05/09/2023 00:00:00
B,L00051/23-24,null,null,1,31/08/2023 00:00:00,178083.6,null,128,31/08/2023 00:00:00
C,L00050/23-24,null,null,1,31/08/2023 00:00:00,23555658.3,null,128,31/08/2023 00:00:00
S,SMH0085/23-24,null,null,1,28/08/2023 00:00:00,3471678.6,null,128,28/08/2023 00:00:00
B,L00049/23-24,null,null,1,28/08/2023 00:00:00,59597247.24,null,128,28/08/2023 00:00:00
C,L00048/23-24,null,null,1,25/08/2023 00:00:00,192621430.96,null,128,25/08/2023 00:00:00
C,L00045/23-24,null,null,1,25/08/2023 00:00:00,2798352,null,128,25/08/2023 00:00:00
C,L00047/23-24,null,null,1,25/08/2023 00:00:00,131195579.44,null,128,25/08/2023 00:00:00
S,SMH0083/23-24,null,null,1,23/08/2023 00:00:00,30623029.27,null,128,23/08/2023 00:00:00
L,SMH0088/23-24,null,null,1,22/08/2023 00:00:00,8648518.74,null,128,22/08/2023 00:00:00
S,SMH0086/23-24,null,null,1,21/08/2023 00:00:00,295406424.89,null,128,21/08/2023 00:00:00
B,L00044/23-24,null,null,1,21/08/2023 00:00:00,13765269.76,null,128,21/08/2023 00:00:00
C,L00046/23-24,null,null,1,21/08/2023 00:00:00,48203112.78,null,128,21/08/2023 00:00:00
S,S0107/23-24,null,null,1,21/08/2023 00:00:00,193855875.77,null,128,21/08/2023 00:00:00
S,S0108/23-24,null,null,1,21/08/2023 00:00:00,22136718.74,null,128,21/08/2023 00:00:00
S,SMH0087/23-24,null,null,1,21/08/2023 00:00:00,161891193.32,null,128,21/08/2023 00:00:00
C,L00042/23-24,null,null,1,21/08/2023 00:00:00,1387100,null,128,21/08/2023 00:00:00
S,S0111/23-24,null,null,1,21/08/2023 00:00:00,25740292.27,null,128,21/08/2023 00:00:00
S,S0110/23-24,null,null,1,21/08/2023 00:00:00,10061491.34,null,128,21/08/2023 00:00:00
S,S0109/23-24,null,null,1,21/08/2023 00:00:00,14790114.14,null,128,21/08/2023 00:00:00
S,SMH0084/23-24,null,null,1,21/08/2023 00:00:00,1976251.09,null,128,21/08/2023 00:00:00
E,L00041/23-24,null,null,1,11/08/2023 00:00:00,197211123.2,null,128,11/08/2023 00:00:00
B,L00040/23-24,null,null,1,11/08/2023 00:00:00,17281836.3,null,128,11/08/2023 00:00:00
C,L00039/23-24,null,null,1,10/08/2023 00:00:00,90056999.6,null,128,10/08/2023 00:00:00
C,L00038/23-24,null,null,1,10/08/2023 00:00:00,230632255.6,null,128,10/08/2023 00:00:00
S,S0100/23-24,null,null,1,09/08/2023 00:00:00,7919984.09,null,128,09/08/2023 00:00:00
C,L00035/23-24,null,null,1,09/08/2023 00:00:00,1791436,null,128,09/08/2023 00:00:00
S,SMH0073/23-24,null,null,1,08/08/2023 00:00:00,33188664.93,null,128,08/08/2023 00:00:00
S,SMH0071/23-24,null,null,1,07/08/2023 00:00:00,28435715.28,null,128,07/08/2023 00:00:00
S,SMH0075/23-24,null,null,1,07/08/2023 00:00:00,762200,null,128,07/08/2023 00:00:00
S,SMH0074/23-24,null,null,1,07/08/2023 00:00:00,762200,null,128,07/08/2023 00:00:00
S,S0098/23-24,null,null,1,07/08/2023 00:00:00,19994123.84,null,128,07/08/2023 00:00:00
S,S0097/23-24,null,null,1,07/08/2023 00:00:00,27198762.96,null,128,07/08/2023 00:00:00
S,S0096/23-24,null,null,1,07/08/2023 00:00:00,5327778.91,null,128,07/08/2023 00:00:00
S,SMH0072/23-24,null,null,1,07/08/2023 00:00:00,9952500.35,null,128,07/08/2023 00:00:00
S,SMH0081/23-24,null,null,1,07/08/2023 00:00:00,114263996.45,null,128,07/08/2023 00:00:00
S,SMH0076/23-24,null,null,1,07/08/2023 00:00:00,1524400,null,128,07/08/2023 00:00:00
C,L00037/23-24,null,null,1,07/08/2023 00:00:00,102507831.24,null,128,07/08/2023 00:00:00
L,SMH0079/23-24,null,null,1,07/08/2023 00:00:00,9137959.17,null,128,07/08/2023 00:00:00
L,SMH0077/23-24,null,null,1,07/08/2023 00:00:00,291774317.89,null,128,07/08/2023 00:00:00
S,S0099/23-24,null,null,1,07/08/2023 00:00:00,14127863.02,null,128,07/08/2023 00:00:00
S,SMH0070/23-24,null,null,1,07/08/2023 00:00:00,28181824.96,null,128,07/08/2023 00:00:00
S,S0093/23-24,null,null,1,07/08/2023 00:00:00,220916558.01,null,128,07/08/2023 00:00:00
S,S0094/23-24,null,null,1,07/08/2023 00:00:00,5023631.98,null,128,07/08/2023 00:00:00
S,SMH0080/23-24,null,null,1,07/08/2023 00:00:00,156241759.63,null,128,07/08/2023 00:00:00
S,S0095/23-24,null,null,1,07/08/2023 00:00:00,121165233.07,null,128,07/08/2023 00:00:00
L,S0103/23-24,null,null,1,07/08/2023 00:00:00,50838698.12,null,128,07/08/2023 00:00:00
L,S0102/23-24,null,null,1,04/08/2023 00:00:00,79429949.45,null,128,04/08/2023 00:00:00
S,DMH018/23-24,null,null,1,04/08/2023 00:00:00,17471.89,null,128,04/08/2023 00:00:00
S,SMH0082/23-24,null,null,1,04/08/2023 00:00:00,97436576.6,null,128,04/08/2023 00:00:00
S,D002/23-24,null,null,1,04/08/2023 00:00:00,633439.04,null,128,04/08/2023 00:00:00
L,S0104/23-24,null,null,1,04/08/2023 00:00:00,7261965.58,null,128,04/08/2023 00:00:00
S,SMH0078/23-24,null,null,1,04/08/2023 00:00:00,9117376.92,null,128,04/08/2023 00:00:00
L,S0106/23-24,null,null,1,04/08/2023 00:00:00,48854157.14,null,128,04/08/2023 00:00:00
L,S0101/23-24,null,null,1,04/08/2023 00:00:00,55284309.21,null,128,04/08/2023 00:00:00
L,S0105/23-24,null,null,1,04/08/2023 00:00:00,12021368.47,null,128,04/08/2023 00:00:00
S,DMH015/23-24,null,null,1,01/08/2023 00:00:00,8994.99,null,128,01/08/2023 00:00:00
S,S0090/23-24,null,null,1,28/07/2023 00:00:00,36583337.56,null,128,28/07/2023 00:00:00
L,S0092/23-24,null,null,1,27/07/2023 00:00:00,76493848.95,null,128,27/07/2023 00:00:00
C,L00034/23-24,null,null,1,27/07/2023 00:00:00,1720538,null,128,27/07/2023 00:00:00
L,S0091/23-24,null,null,1,27/07/2023 00:00:00,61708245.39,null,128,27/07/2023 00:00:00
C,L00032/23-24,null,null,1,26/07/2023 00:00:00,108591066.64,null,128,26/07/2023 00:00:00
C,L00033/23-24,null,null,1,26/07/2023 00:00:00,4597264,null,128,26/07/2023 00:00:00
S,SMH0066/23-24,null,null,1,25/07/2023 00:00:00,28589341.8,null,128,25/07/2023 00:00:00
S,SMH0067/23-24,null,null,1,25/07/2023 00:00:00,151689141.01,null,128,25/07/2023 00:00:00
S,S0082/23-24,null,null,1,25/07/2023 00:00:00,48676125.9,null,128,25/07/2023 00:00:00
S,S0087/23-24,null,null,1,24/07/2023 00:00:00,212406135.4,null,128,24/07/2023 00:00:00
S,S0089/23-24,null,null,1,24/07/2023 00:00:00,135564658.71,null,128,24/07/2023 00:00:00
S,S0088/23-24,null,null,1,24/07/2023 00:00:00,5094579.7,null,128,24/07/2023 00:00:00
S,S0086/23-24,null,null,1,24/07/2023 00:00:00,25468658.77,null,128,24/07/2023 00:00:00
S,S0085/23-24,null,null,1,24/07/2023 00:00:00,4989439.99,null,128,24/07/2023 00:00:00
L,SMH0065/23-24,null,null,1,24/07/2023 00:00:00,84767451.54,null,128,24/07/2023 00:00:00
L,SMH0064/23-24,null,null,1,24/07/2023 00:00:00,8556626.47,null,128,24/07/2023 00:00:00
C,L00031/23-24,null,null,1,21/07/2023 00:00:00,85878854.28,null,128,21/07/2023 00:00:00
S,SMH0069/23-24,null,null,1,21/07/2023 00:00:00,44512084.23,null,128,21/07/2023 00:00:00
S,SMH0058/23-24,null,null,1,21/07/2023 00:00:00,42601711.32,null,128,21/07/2023 00:00:00
S,SMH0068/23-24,null,null,1,21/07/2023 00:00:00,152333688.54,null,128,21/07/2023 00:00:00
S,SMH0057/23-24,null,null,1,21/07/2023 00:00:00,42221338.89,null,128,21/07/2023 00:00:00
S,SMH0059/23-24,null,null,1,21/07/2023 00:00:00,34085269.49,null,128,21/07/2023 00:00:00
S,S0083/23-24,null,null,1,20/07/2023 00:00:00,4647916.01,null,128,20/07/2023 00:00:00
S,S0084/23-24,null,null,1,20/07/2023 00:00:00,12828248.19,null,128,20/07/2023 00:00:00
S,SMH0062/23-24,null,null,1,20/07/2023 00:00:00,1429125,null,128,20/07/2023 00:00:00
S,SMH0061/23-24,null,null,1,20/07/2023 00:00:00,714562.5,null,128,20/07/2023 00:00:00
S,SMH0060/23-24,null,null,1,20/07/2023 00:00:00,714562.5,null,128,20/07/2023 00:00:00
S,DMH017/23-24,null,null,1,20/07/2023 00:00:00,18551.33,null,128,20/07/2023 00:00:00
S,SMH0063/23-24,null,null,1,20/07/2023 00:00:00,5435708.58,null,128,20/07/2023 00:00:00
S,DMH013/23-24,null,null,1,17/07/2023 00:00:00,344.43,null,128,17/07/2023 00:00:00
L,S0081/23-24,null,null,1,17/07/2023 00:00:00,14017263.99,null,128,17/07/2023 00:00:00
C,L00030/23-24,null,null,1,14/07/2023 00:00:00,1570128,null,128,14/07/2023 00:00:00
L,S0080/23-24,null,null,1,14/07/2023 00:00:00,15072114.93,null,128,14/07/2023 00:00:00
L,S0079/23-24,null,null,1,14/07/2023 00:00:00,14569335.51,null,128,14/07/2023 00:00:00
S,DMH016/23-24,null,null,1,13/07/2023 00:00:00,61067.98,null,128,13/07/2023 00:00:00
S,DMH014/23-24,null,null,1,12/07/2023 00:00:00,31837.3,null,128,12/07/2023 00:00:00
B,L00029/23-24,null,null,1,12/07/2023 00:00:00,1508828.25,null,128,12/07/2023 00:00:00
C,L00028/23-24,null,null,1,12/07/2023 00:00:00,19543615.75,null,128,12/07/2023 00:00:00
S,S0073/23-24,null,null,1,12/07/2023 00:00:00,595223302.14,null,128,12/07/2023 00:00:00
S,S0070/23-24,null,null,1,12/07/2023 00:00:00,45304154.9,null,128,12/07/2023 00:00:00
L,S0071/23-24,null,null,1,11/07/2023 00:00:00,124601069.51,null,128,11/07/2023 00:00:00
S,DMH010/23-24,null,null,1,11/07/2023 00:00:00,3914.32,null,164,11/07/2023 00:00:00
S,SMH0055/23-24,null,null,1,11/07/2023 00:00:00,165741559.82,null,164,11/07/2023 00:00:00
S,S0072/23-24,null,null,1,11/07/2023 00:00:00,95974032.23,null,164,11/07/2023 00:00:00
S,SMH0054/23-24,null,null,1,11/07/2023 00:00:00,28787046.55,null,164,11/07/2023 00:00:00
S,SMH0056/23-24,null,null,1,11/07/2023 00:00:00,166819002.47,null,164,11/07/2023 00:00:00
S,S0065/23-24,null,null,1,11/07/2023 00:00:00,244688119.89,null,164,11/07/2023 00:00:00
C,L00024/23-24,null,null,1,11/07/2023 00:00:00,219248357.44,null,164,11/07/2023 00:00:00
C,L00025/23-24,null,null,1,11/07/2023 00:00:00,135452833.36,null,164,11/07/2023 00:00:00
L,SMH0052/23-24,null,null,1,11/07/2023 00:00:00,145353347.63,null,128,11/07/2023 00:00:00
L,SMH0049/23-24,null,null,1,10/07/2023 00:00:00,8545107.81,null,164,10/07/2023 00:00:00
L,S0076/23-24,null,null,1,10/07/2023 00:00:00,51752447.68,null,164,10/07/2023 00:00:00
L,S0075/23-24,null,null,1,10/07/2023 00:00:00,76322660.38,null,164,10/07/2023 00:00:00
S,S0068/23-24,null,null,1,07/07/2023 00:00:00,4926868.45,null,128,07/07/2023 00:00:00
S,SMH0051/23-24,null,null,1,07/07/2023 00:00:00,35114237.2,null,128,07/07/2023 00:00:00
L,S0074/23-24,null,null,1,06/07/2023 00:00:00,54685472.91,null,128,06/07/2023 00:00:00
L,S0078/23-24,null,null,1,06/07/2023 00:00:00,79029546.64,null,128,06/07/2023 00:00:00
B,L00027/23-24,null,null,1,06/07/2023 00:00:00,34581845.28,null,128,06/07/2023 00:00:00
C,L00026/23-24,null,null,1,06/07/2023 00:00:00,102617073.04,null,128,06/07/2023 00:00:00
C,L00023/23-24,null,null,1,06/07/2023 00:00:00,1563154,null,128,06/07/2023 00:00:00
