COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_CONTACT_PERSON_CD,TRANS_BU_UNIT,INVOICE_TYPE,INVOICE_SEQ,INVOICE_NO,INVOICE_DT,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,ALLOC_QTY,NEG_IMB_QTY,POS_IMB_QTY,UNAUTH_OVERRUN_QTY,RATE_UNIT,TRANSPORT_RATE,POSITIVE_IMB_RATE,NEGETIVE_IMB_RATE,UNAUTH_OVERRUN_RATE,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,ADJUST_SIGN,ADJUST_AMT,NET_PAYABLE_AMT,INV_STATUS,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,FINANCIAL_YEAR,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,NEG_IMB_AMT,POS_IMB_AMT,UNAUTH_OVERRUN_AMT,DEFICIENCY_QTY,SIP_PAY_RATE,DEFICIENCY_AMT,TRANSMISSION_AMT,SIP_PAY_FREQ,TDS_AMT,TDS_FACTOR,TDS_STRUCT_CD,TDS_EFF_DT,TCS_TDS,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,SYS_INV_NO,INV_COMPONENT,PARKING_QTY,PARKING_RATE,PARKING_AMT
PipeInfra,18-1-9-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000200968,31/05/202300:00:00,2,16/05/2023 00:00:00,31/05/2023 00:00:00,06/06/202300:00:00,,null,null,null,1,null,null,null,null,12485964,null,null,null,1,12485964,null,null,null,null,null,null,null,null,Y,6,08/06/202300:00:00,Y,6,08/06/202300:00:00,Y,6,09/06/202300:00:00,130,06/06/202300:00:00,2023-2024,O,130,06/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-15-18-1803-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,24114000200123,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,19/06/202300:00:00,,null,null,null,1,null,null,null,null,685700,null,null,null,1,685700,null,null,null,null,null,null,null,null,N,null,null,N,null,null,N,null,null,23,21/06/202300:00:00,2023-2024,O,23,21/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-15-18-1803-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,24114000200123,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,19/06/202300:00:00,,null,null,null,1,null,null,null,null,685700,null,null,null,1,685700,null,null,null,null,null,null,null,null,N,null,null,N,null,null,N,null,null,23,21/06/202300:00:00,2023-2024,O,23,21/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-8-18-1805-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201291,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,430,null,null,null,1,430,null,null,null,null,null,null,null,null,Y,6,26/06/202300:00:00,Y,6,26/06/202300:00:00,Y,6,27/06/202300:00:00,23,21/06/202300:00:00,2023-2024,O,23,21/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-16-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201307,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,45,null,null,null,1,45,null,null,null,null,null,null,null,null,Y,6,26/06/202300:00:00,Y,6,26/06/202300:00:00,Y,6,27/06/202300:00:00,23,22/06/202300:00:00,2023-2024,O,23,22/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-9-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201177,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,439,null,null,null,1,439,null,null,null,null,null,null,null,null,Y,6,26/06/202300:00:00,Y,6,26/06/202300:00:00,Y,6,27/06/202300:00:00,23,22/06/202300:00:00,2023-2024,O,23,22/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-12-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201175,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,228,null,null,null,1,228,null,null,null,null,null,null,null,null,Y,6,26/06/202300:00:00,Y,6,26/06/202300:00:00,Y,6,27/06/202300:00:00,23,22/06/202300:00:00,2023-2024,O,23,22/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-11-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201455,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,5048706,null,null,null,1,5048706,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-9-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201459,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,26370145,null,null,null,1,26370145,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-17-18-1802-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201412,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,628,null,null,null,1,628,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-18-18-1805-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201408,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,7563,null,null,null,1,7563,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-3-18-1805-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201407,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,250211,null,null,null,1,250211,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-9-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201460,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,139318,null,null,null,1,139318,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-11-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201456,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,13433,null,null,null,1,13433,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-9-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201176,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,15660626,null,null,null,1,15660626,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-13-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201372,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,1761565,null,null,null,1,1761565,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,03/07/202300:00:00,2023-2024,O,49,03/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-12-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201457,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,17448689,null,null,null,1,17448689,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-16-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201453,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,1016335,null,null,null,1,1016335,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-2-18-1804-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201509,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,7768770,null,null,null,1,7768770,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-8-18-1805-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201346,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,8531,null,null,null,1,8531,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-2-18-1804-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201244,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,19/06/202300:00:00,,null,null,null,1,null,null,null,null,8844575,null,null,null,1,8844575,null,null,null,null,null,null,null,null,N,null,null,N,null,null,N,null,null,23,21/06/202300:00:00,2023-2024,O,23,21/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-8-18-1805-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201290,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,19/06/202300:00:00,,null,null,null,1,null,null,null,null,1475872,null,null,null,1,1475872,null,null,null,null,null,null,null,null,Y,6,26/06/202300:00:00,Y,6,26/06/202300:00:00,Y,6,27/06/202300:00:00,23,21/06/202300:00:00,2023-2024,O,23,21/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-8-18-1805-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201345,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,1760625,null,null,null,1,1760625,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,03/07/202300:00:00,2023-2024,O,49,03/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-16-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201454,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,442,null,null,null,1,442,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-12-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201458,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,4602,null,null,null,1,4602,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-15-18-1803-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,24114000200136,30/06/202300:00:00,2,16/06/2023 00:00:00,30/06/2023 00:00:00,06/07/202300:00:00,,null,null,null,1,null,null,null,null,202,null,null,null,1,202,null,null,null,null,null,null,null,null,Y,153,04/07/202300:00:00,Y,153,04/07/202300:00:00,Y,153,05/07/202300:00:00,49,04/07/202300:00:00,2023-2024,O,49,04/07/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-2-18-1804-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201244,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,8844575,null,null,null,1,8844575,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-2-18-1804-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201245,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,5986,null,null,null,1,5986,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-15-18-1803-451,R,null,null,null,R,null,null,1,PC/PC,2023-2024,24114000200123,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,685700,null,null,null,1,685700,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-16-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201306,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,1826021,null,null,null,1,1826021,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-11-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201172,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,2133802,null,null,null,1,2133802,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-11-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201173,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,2079,null,null,null,1,2079,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-12-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000201174,15/06/202300:00:00,1,01/06/2023 00:00:00,15/06/2023 00:00:00,21/06/202300:00:00,,null,null,null,1,null,null,null,null,22141511,null,null,null,1,22141511,null,null,null,null,null,null,null,null,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,Y,6,20/06/202300:00:00,113,18/06/202300:00:00,2023-2024,O,113,18/06/202300:00:00,null,null,null,null,null,null,null,null,null,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-1-18-1804-10000183,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202705,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,,null,null,null,1,null,null,null,null,626272,null,null,null,1,626272,null,null,null,null,null,null,null,null,Y,6,04/10/202300:00:00,Y,6,04/10/202300:00:00,Y,6,09/10/202300:00:00,130,03/10/202300:00:00,2023-2024,O,130,03/10/202300:00:00,null,null,null,null,null,null,null,null,279.59,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-11-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202638,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,,null,null,null,1,null,null,null,null,1951517,null,null,null,1,1951517,null,null,null,null,null,null,null,null,Y,6,04/10/202300:00:00,Y,6,04/10/202300:00:00,Y,6,09/10/202300:00:00,130,03/10/202300:00:00,2023-2024,O,130,03/10/202300:00:00,null,null,null,null,null,null,null,null,871.21,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-12-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202639,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,,null,null,null,1,null,null,null,null,28366314,null,null,null,1,28366314,null,null,null,null,null,null,null,null,Y,6,04/10/202300:00:00,Y,6,04/10/202300:00:00,Y,6,09/10/202300:00:00,130,03/10/202300:00:00,2023-2024,O,130,03/10/202300:00:00,null,null,null,null,null,null,null,null,12663.53,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-2-18-1804-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202274,31/08/202300:00:00,2,16/08/2023 00:00:00,31/08/2023 00:00:00,06/09/202300:00:00,,null,null,null,1,null,null,null,null,4482628,null,null,null,1,4482628,null,null,null,null,null,null,null,null,Y,6,03/09/202300:00:00,Y,6,03/09/202300:00:00,Y,6,04/09/202300:00:00,23,03/09/202300:00:00,2023-2024,O,23,03/09/202300:00:00,null,null,null,null,null,null,null,null,2001.17,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-9-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202324,31/08/202300:00:00,2,16/08/2023 00:00:00,31/08/2023 00:00:00,06/09/202300:00:00,,null,null,null,1,null,null,null,null,28133988,null,null,null,1,28133988,null,null,null,null,null,null,null,null,Y,6,03/09/202300:00:00,Y,6,03/09/202300:00:00,Y,6,04/09/202300:00:00,23,03/09/202300:00:00,2023-2024,O,23,03/09/202300:00:00,null,null,null,null,null,null,null,null,12559.82,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-1-18-1804-10000183,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202513,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,,null,null,null,1,null,null,null,null,636962,null,null,null,1,636962,null,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,Y,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,null,null,null,null,null,null,284.36,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-12-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202483,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,,null,null,null,1,null,null,null,null,24245764,null,null,null,1,24245764,null,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,Y,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,null,null,null,null,null,null,10824,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-12-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202484,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,,null,null,null,1,null,null,null,null,62372,null,null,null,1,62372,null,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,Y,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,null,null,null,null,null,null,27.84,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-21-18-1803-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,24114000200274,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,,null,null,null,1,null,null,null,null,777596,null,null,null,1,777596,null,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,Y,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,null,null,null,null,null,null,347.14,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-9-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202485,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,22/09/202300:00:00,,null,null,null,1,null,null,null,null,29145060,null,null,null,1,29145060,null,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,Y,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,null,null,null,null,null,null,13011.19,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-16-18-1804-10000185,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202637,30/09/202300:00:00,2,16/09/2023 00:00:00,30/09/2023 00:00:00,06/10/202300:00:00,,null,null,null,1,null,null,null,null,5741523,null,null,null,1,5741523,null,null,null,null,null,null,null,null,Y,6,04/10/202300:00:00,Y,6,04/10/202300:00:00,Y,6,09/10/202300:00:00,130,03/10/202300:00:00,2023-2024,O,130,03/10/202300:00:00,null,null,null,null,null,null,null,null,2563.18,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
PipeInfra,18-1-2-18-1804-10000182,R,null,null,null,R,null,null,1,PC/PC,2023-2024,37114000202512,15/09/202300:00:00,1,01/09/2023 00:00:00,15/09/2023 00:00:00,19/09/202300:00:00,,null,null,null,1,null,null,null,null,4740491,null,null,null,1,4740491,null,null,null,null,null,null,null,null,Y,6,18/09/202300:00:00,Y,6,18/09/202300:00:00,Y,6,20/09/202300:00:00,130,18/09/202300:00:00,2023-2024,O,130,18/09/202300:00:00,null,null,null,null,null,null,null,null,2116.29,2,62,01/04/202300:00:00,TDS,null,null,null,null,null,null,null,null
