COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,PDF_TYPE,FILE_NAME,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,PDF_SIGNED,SIGNED_BY,SIGNED_DT,SIGNED_ENT_BY,PDF_CONTENT,SF_GEN_DT,EMAIL_SENT,EMAIL_SENT_BY,EMAIL_SENT_DT
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,2,IT0002/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,3,IT0003/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-3-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,3,IT0003/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-3-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,3,IT0003/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-3-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,4,IT0004/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-4-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,4,IT0004/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-4-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,4,IT0004/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-4-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,5,IT0005/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-5-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,5,IT0005/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-5-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,5,IT0005/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-5-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,6,IT0006/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-6-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,6,IT0006/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-6-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,6,IT0006/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-6-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,7,IT0007/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-7-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,7,IT0007/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-7-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,7,IT0007/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-7-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,8,IT0008/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-8-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,8,IT0008/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-8-O.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,8,IT0008/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-8-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,9,IT0009/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-9-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,9,IT0009/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-9-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,9,IT0009/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-9-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,10,IT0010/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-10-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,10,IT0010/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-10-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,10,IT0010/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-10-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,11,IT0011/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-11-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,11,IT0011/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-11-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,11,IT0011/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-11-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,12,IT0012/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-12-D.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,12,IT0012/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-12-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,12,IT0012/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-12-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,13,IT0013/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-13-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,13,IT0013/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-13-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,13,IT0013/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-13-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,14,IT0014/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-14-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,14,IT0014/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-14-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,14,IT0014/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-14-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,15,IT0015/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-15-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,15,IT0015/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-15-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,15,IT0015/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-15-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,16,IT0016/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-16-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,16,IT0016/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-16-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,16,IT0016/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-16-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,17,IT0017/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-17-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,17,IT0017/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-17-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,17,IT0017/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-17-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,18,IT0018/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-18-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,18,IT0018/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-18-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,18,IT0018/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-18-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,19,IT0019/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-19-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,19,IT0019/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-19-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,19,IT0019/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-19-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,20,IT0020/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,20,IT0020/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,20,IT0020/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-20-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,21,IT0021/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,21,IT0021/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,21,IT0021/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-21-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,22,IT0022/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,22,IT0022/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,22,IT0022/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-22-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,23,IT0023/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,23,IT0023/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,23,IT0023/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-23-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,24,IT0024/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,24,IT0024/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,24,IT0024/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-24-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,25,IT0025/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,25,IT0025/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,25,IT0025/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-25-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,26,IT0026/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,26,IT0026/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,26,IT0026/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-26-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,27,IT0027/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,27,IT0027/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,27,IT0027/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-27-T.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,28,IT0028/23-24,D,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28-D.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,28,IT0028/23-24,O,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28-O.pdf,113,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,28,IT0028/23-24,T,INVOICE-13112023-VIGASLD-Vishaka_Glass_-_Mundra-I-28-T.pdf,201,13/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,29,IT0029/23-24,D,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-29-D.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,29,IT0029/23-24,O,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-29-O.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,29,IT0029/23-24,T,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-29-T.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,30,IT0030/23-24,D,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-30-D.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,30,IT0030/23-24,O,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-30-O.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,30,IT0030/23-24,T,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-30-T.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,31,IT0031/23-24,D,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-31-D.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,31,IT0031/23-24,O,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-31-O.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
VIGASLD,2023-2024,31,IT0031/23-24,T,INVOICE-15112023-VIGASLD-Vishaka_Glass_-_Mundra-I-31-T.pdf,113,15/11/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null
