COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,PLANT_SEQ,BU_SEQ,BASE,GCV,NCV,GAS_DT,FILL_STATION_CD,BAY_CD,SLOT_START_TIME,SLOT_END_TIME,GEN_DT,GEN_TIME,NOM_REV_NO,TRUCK_TRANS_CD,TRUCK_CD,LOAD_START_DT,LOAD_START_TIME,LOAD_END_DT,LOAD_END_TIME,NEXT_AVAIL_HRS,QTY_MMBTU,QTY_MT,GCV_MMBTU,ENT_BY,ENT_DT
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,08/02/2023 00:00:00,1,1,ETS-20,null,09/02/2023 00:00:00,00:00,1,ETS,20,08/02/2023 00:00:00,00:00,08/02/2023 00:00:00,00:00,24,583.749,11.23,51.98121,64,08/02/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,20/02/2023 00:00:00,1,1,ETS-20,null,21/02/2023 00:00:00,00:00,1,ETS,20,20/02/2023 00:00:00,00:00,20/02/2023 00:00:00,00:00,24,578.814,11.14,51.9582,88,20/02/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,05/03/2023 00:00:00,1,1,ETS-16,null,06/03/2023 00:00:00,00:00,1,ETS,16,05/03/2023 00:00:00,00:00,05/03/2023 00:00:00,00:00,24,573.159,11.03,51.96365,132,05/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,25/01/2023 00:00:00,1,1,ETS-16,null,26/01/2023 00:00:00,00:00,1,ETS,16,25/01/2023 00:00:00,00:00,25/01/2023 00:00:00,00:00,24,583.205,11.22,51.97906,88,25/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,27/01/2023 00:00:00,1,1,NCA-70,null,28/01/2023 00:00:00,00:00,1,NCA,70,27/01/2023 00:00:00,00:00,27/01/2023 00:00:00,00:00,24,880.744,16.95,51.96132,133,27/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,03/02/2023 00:00:00,1,1,NCA-70,null,04/02/2023 00:00:00,00:00,1,NCA,70,03/02/2023 00:00:00,00:00,03/02/2023 00:00:00,00:00,24,872.63,16.79,51.97319,166,03/02/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,04/02/2023 00:00:00,1,1,ETS-16,null,05/02/2023 00:00:00,00:00,1,ETS,16,04/02/2023 00:00:00,00:00,04/02/2023 00:00:00,00:00,24,587.976,11.31,51.98725,133,04/02/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,10/03/2023 00:00:00,1,1,NCA-70,null,11/03/2023 00:00:00,00:00,1,NCA,70,10/03/2023 00:00:00,00:00,10/03/2023 00:00:00,00:00,24,870.056,16.86,51.60476,87,10/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,11/03/2023 00:00:00,1,1,NCA-32,null,12/03/2023 00:00:00,00:00,1,NCA,32,11/03/2023 00:00:00,00:00,11/03/2023 00:00:00,00:00,24,804.865,15.57,51.69335,64,11/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,22/03/2023 00:00:00,1,1,ETS-20,null,23/03/2023 00:00:00,00:00,1,ETS,20,22/03/2023 00:00:00,00:00,22/03/2023 00:00:00,00:00,24,586.051,11.35,51.63447,60,22/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,24/03/2023 00:00:00,1,1,ETS-20,null,25/03/2023 00:00:00,00:00,1,ETS,20,24/03/2023 00:00:00,00:00,24/03/2023 00:00:00,00:00,24,583.992,11.31,51.635,83,24/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,25/03/2023 00:00:00,1,1,ETS-16,null,26/03/2023 00:00:00,00:00,1,ETS,16,25/03/2023 00:00:00,00:00,25/03/2023 00:00:00,00:00,24,579.198,11.23,51.57598,64,25/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,26/03/2023 00:00:00,1,1,ETS-20,null,27/03/2023 00:00:00,00:00,2,ETS,20,26/03/2023 00:00:00,00:00,26/03/2023 00:00:00,00:00,24,580.841,11.25,51.63029,66,26/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,07/01/2023 00:00:00,1,1,NCA-74,null,08/01/2023 00:00:00,00:00,2,NCA,74,07/01/2023 00:00:00,00:00,07/01/2023 00:00:00,00:00,24,842.9177,16.24,51.9038,52,07/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,13/01/2023 00:00:00,1,1,ETS-16,null,14/01/2023 00:00:00,00:00,1,ETS,16,13/01/2023 00:00:00,00:00,13/01/2023 00:00:00,00:00,24,578.29,11.14,51.91111,56,13/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,14/01/2023 00:00:00,1,1,NCA-74,null,15/01/2023 00:00:00,00:00,1,NCA,74,14/01/2023 00:00:00,00:00,14/01/2023 00:00:00,00:00,24,852.204,16.41,51.93201,56,14/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,23/02/2023 00:00:00,1,1,NCA-32,null,24/02/2023 00:00:00,00:00,1,NCA,32,23/02/2023 00:00:00,00:00,23/02/2023 00:00:00,00:00,24,844.511,16.25,51.96989,88,23/02/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,23/03/2023 00:00:00,1,1,ETS-16,null,24/03/2023 00:00:00,00:00,1,ETS,16,23/03/2023 00:00:00,00:00,23/03/2023 00:00:00,00:00,24,579.392,11.22,51.6392,60,23/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,02/04/2023 00:00:00,1,1,ETS-16,null,03/04/2023 00:00:00,00:00,1,ETS,16,02/04/2023 00:00:00,00:00,02/04/2023 00:00:00,00:00,24,581.77,11.29,51.52968,166,02/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,04/04/2023 00:00:00,1,1,ETS-20,null,05/04/2023 00:00:00,00:00,1,ETS,20,04/04/2023 00:00:00,00:00,04/04/2023 00:00:00,00:00,24,581.0713,11.27,51.55912,64,04/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,06/04/2023 00:00:00,1,1,ETS-16,null,07/04/2023 00:00:00,00:00,1,ETS,16,06/04/2023 00:00:00,00:00,06/04/2023 00:00:00,00:00,24,580.199,11.25,51.57326,132,06/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,02/01/2023 00:00:00,1,1,ETS-16,null,03/01/2023 00:00:00,00:00,1,ETS,16,02/01/2023 00:00:00,00:00,02/01/2023 00:00:00,00:00,24,576.497,11.14,51.75018,87,02/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,04/01/2023 00:00:00,1,1,ETS-16,null,05/01/2023 00:00:00,00:00,1,ETS,16,04/01/2023 00:00:00,00:00,04/01/2023 00:00:00,00:00,24,577.351,11.18,51.6414,83,04/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,21/01/2023 00:00:00,1,1,ETS-20,null,22/01/2023 00:00:00,00:00,1,ETS,20,21/01/2023 00:00:00,00:00,21/01/2023 00:00:00,00:00,24,585.643,11.28,51.91867,54,21/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,22/01/2023 00:00:00,1,1,ETS-16,null,23/01/2023 00:00:00,00:00,1,ETS,16,22/01/2023 00:00:00,00:00,22/01/2023 00:00:00,00:00,24,580.805,11.18,51.9504,54,22/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,24/01/2023 00:00:00,1,1,NCA-70,null,25/01/2023 00:00:00,00:00,2,NCA,70,24/01/2023 00:00:00,00:00,24/01/2023 00:00:00,00:00,24,876.4997,16.88,51.92534,52,24/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,24/01/2023 00:00:00,1,1,ETS-20,null,25/01/2023 00:00:00,00:00,2,ETS,20,24/01/2023 00:00:00,00:00,24/01/2023 00:00:00,00:00,24,584.128,11.24,51.9687,88,24/01/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,14/02/2023 00:00:00,1,1,ETS-20,null,15/02/2023 00:00:00,00:00,1,ETS,20,14/02/2023 00:00:00,00:00,14/02/2023 00:00:00,00:00,24,574.943,11.06,51.98404,66,14/02/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,06/03/2023 00:00:00,1,1,NCA-32,null,07/03/2023 00:00:00,00:00,1,NCA,32,06/03/2023 00:00:00,00:00,06/03/2023 00:00:00,00:00,24,846.256,16.27,52.01325,88,06/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,15/03/2023 00:00:00,1,1,ETS-20,null,16/03/2023 00:00:00,00:00,1,ETS,20,15/03/2023 00:00:00,00:00,15/03/2023 00:00:00,00:00,24,584.322,11.33,51.57298,87,15/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,17/03/2023 00:00:00,1,1,ETS-20,null,18/03/2023 00:00:00,00:00,1,ETS,20,17/03/2023 00:00:00,00:00,17/03/2023 00:00:00,00:00,24,580.567,11.25,51.60596,133,17/03/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,24/04/2023 00:00:00,1,1,ETS-20,null,25/04/2023 00:00:00,00:00,1,ETS,20,24/04/2023 00:00:00,00:00,24/04/2023 00:00:00,00:00,24,581.113,11.28,51.51711,133,24/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,27/04/2023 00:00:00,1,1,ETS-16,null,28/04/2023 00:00:00,00:00,1,ETS,16,27/04/2023 00:00:00,00:00,27/04/2023 00:00:00,00:00,24,586.196,11.38,51.51105,133,27/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,10/04/2023 00:00:00,1,1,ETS-16,null,11/04/2023 00:00:00,00:00,1,ETS,16,10/04/2023 00:00:00,00:00,10/04/2023 00:00:00,00:00,24,589.087,11.42,51.5838,56,10/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,11/04/2023 00:00:00,1,1,ETS-20,null,12/04/2023 00:00:00,00:00,1,ETS,20,11/04/2023 00:00:00,00:00,11/04/2023 00:00:00,00:00,24,584.91,11.34,51.57933,56,11/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,13/04/2023 00:00:00,1,1,CGFaLPL-102,null,14/04/2023 00:00:00,00:00,1,CGFaLPL,102,13/04/2023 00:00:00,00:00,13/04/2023 00:00:00,00:00,24,874.088,16.93,51.62954,64,13/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,14/04/2023 00:00:00,1,1,ETS-16,null,15/04/2023 00:00:00,00:00,1,ETS,16,14/04/2023 00:00:00,00:00,14/04/2023 00:00:00,00:00,24,585.979,11.35,51.62818,64,14/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,16/04/2023 00:00:00,1,1,ETS-20,null,17/04/2023 00:00:00,00:00,1,ETS,20,16/04/2023 00:00:00,00:00,16/04/2023 00:00:00,00:00,24,585.4182,11.34,51.62418,83,16/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,18/04/2023 00:00:00,1,1,CGFaLPL-102,null,19/04/2023 00:00:00,00:00,1,CGFaLPL,102,18/04/2023 00:00:00,00:00,18/04/2023 00:00:00,00:00,24,877.239,16.99,51.63268,66,18/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,19/04/2023 00:00:00,1,1,ETS-16,null,20/04/2023 00:00:00,00:00,1,ETS,16,19/04/2023 00:00:00,00:00,19/04/2023 00:00:00,00:00,24,587.478,11.38,51.62375,66,19/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,20/04/2023 00:00:00,1,1,ETS-20,null,21/04/2023 00:00:00,00:00,1,ETS,20,20/04/2023 00:00:00,00:00,20/04/2023 00:00:00,00:00,24,583.3,11.30,51.61946,60,20/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,08/04/2023 00:00:00,1,1,ETS-20,null,09/04/2023 00:00:00,00:00,1,ETS,20,08/04/2023 00:00:00,00:00,08/04/2023 00:00:00,00:00,24,575.651,11.16,51.58171,168,08/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,28/04/2023 00:00:00,1,1,ETS-20,null,29/04/2023 00:00:00,00:00,1,ETS,20,28/04/2023 00:00:00,00:00,28/04/2023 00:00:00,00:00,24,588.411,11.42,51.52465,56,28/04/2023 00:00:00
MINDA,S-1-0-4-0,54-1-0-4-0-4-1,null,null,null,S,1,null,GCV,9802.8,8831.35,30/04/2023 00:00:00,1,1,ETS-16,null,01/05/2023 00:00:00,00:00,1,ETS,16,30/04/2023 00:00:00,00:00,30/04/2023 00:00:00,00:00,24,581.278,11.28,51.53173,132,30/04/2023 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,25/02/2021 00:00:00,1,1,ETS-20,null,26/02/2021 00:00:00,00:00,1,ETS,20,25/02/2021 00:00:00,00:00,25/02/2021 00:00:00,00:00,24,584.354,11.25,51.94259,66,25/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,02/04/2021 00:00:00,1,1,ETS-20,null,03/04/2021 00:00:00,00:00,1,ETS,20,02/04/2021 00:00:00,00:00,02/04/2021 00:00:00,00:00,24,563.0874,10.83,51.9933,71,02/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,09/04/2021 00:00:00,1,1,ETS-16,null,10/04/2021 00:00:00,00:00,3,ETS,16,09/04/2021 00:00:00,00:00,09/04/2021 00:00:00,00:00,24,571.4067,10.99,51.993332,66,09/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,12/04/2021 00:00:00,1,1,ETS-20,null,13/04/2021 00:00:00,00:00,1,ETS,20,12/04/2021 00:00:00,00:00,12/04/2021 00:00:00,00:00,24,572.4041,11.00,52.03674,72,12/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,14/04/2021 00:00:00,1,1,ETS-16,null,15/04/2021 00:00:00,00:00,1,ETS,16,14/04/2021 00:00:00,00:00,14/04/2021 00:00:00,00:00,24,579.26,11.14,51.99819,88,14/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,22/04/2021 00:00:00,1,1,ETS-16,null,23/04/2021 00:00:00,00:00,1,ETS,16,22/04/2021 00:00:00,00:00,22/04/2021 00:00:00,00:00,24,575.798,11.04,52.15565,73,22/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,25/04/2021 00:00:00,1,1,ETS-16,null,26/04/2021 00:00:00,00:00,1,ETS,16,25/04/2021 00:00:00,00:00,25/04/2021 00:00:00,00:00,24,570.164,10.93,52.16505,55,25/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,26/04/2021 00:00:00,1,1,ETS-20,null,27/04/2021 00:00:00,00:00,1,ETS,20,26/04/2021 00:00:00,00:00,26/04/2021 00:00:00,00:00,24,567.289,10.87,52.18847,60,26/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,29/04/2021 00:00:00,1,1,ETS-20,null,30/04/2021 00:00:00,00:00,1,ETS,20,29/04/2021 00:00:00,00:00,29/04/2021 00:00:00,00:00,24,568.536,10.90,52.15926,77,29/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,28/02/2021 00:00:00,1,1,ETS-16,null,01/03/2021 00:00:00,00:00,1,ETS,16,28/02/2021 00:00:00,00:00,28/02/2021 00:00:00,00:00,24,582.92,11.22,51.95374,83,28/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,03/03/2021 00:00:00,1,1,ETS-16,null,04/03/2021 00:00:00,00:00,1,ETS,16,03/03/2021 00:00:00,00:00,03/03/2021 00:00:00,00:00,24,574.944,11.05,52.03117,87,03/03/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,06/04/2021 00:00:00,1,1,ETS-16,null,07/04/2021 00:00:00,00:00,1,ETS,16,06/04/2021 00:00:00,00:00,06/04/2021 00:00:00,00:00,24,567.77,10.92,51.993,72,06/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,15/04/2021 00:00:00,1,1,ETS-20,null,16/04/2021 00:00:00,00:00,1,ETS,20,15/04/2021 00:00:00,00:00,15/04/2021 00:00:00,00:00,24,585.3235,11.26,51.98255,72,15/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,19/04/2021 00:00:00,1,1,ETS-16,null,20/04/2021 00:00:00,00:00,1,ETS,16,19/04/2021 00:00:00,00:00,19/04/2021 00:00:00,00:00,24,570.158,10.93,52.16452,64,19/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,24/04/2021 00:00:00,1,1,ETS-20,null,25/04/2021 00:00:00,00:00,1,ETS,20,24/04/2021 00:00:00,00:00,24/04/2021 00:00:00,00:00,24,562.8952,10.79,52.16823,72,24/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,04/05/2021 00:00:00,1,1,ETS-20,null,05/05/2021 00:00:00,00:00,1,ETS,20,04/05/2021 00:00:00,00:00,04/05/2021 00:00:00,00:00,24,582.024,11.22,51.87383,55,04/05/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,13/02/2021 00:00:00,1,1,ETS-16,null,14/02/2021 00:00:00,00:00,1,ETS,16,13/02/2021 00:00:00,00:00,13/02/2021 00:00:00,00:00,24,575.475,11.03,52.17363,83,13/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,16/02/2021 00:00:00,1,1,ETS-16,null,17/02/2021 00:00:00,00:00,1,ETS,16,16/02/2021 00:00:00,00:00,16/02/2021 00:00:00,00:00,24,576.91,11.16,51.69447,64,16/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,22/02/2021 00:00:00,1,1,ETS-20,null,23/02/2021 00:00:00,00:00,1,ETS,20,22/02/2021 00:00:00,00:00,22/02/2021 00:00:00,00:00,24,575.7,11.14,51.67867,64,22/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,07/03/2021 00:00:00,1,1,ETS-20,null,08/03/2021 00:00:00,00:00,3,ETS,20,07/03/2021 00:00:00,00:00,07/03/2021 00:00:00,00:00,24,583.449,11.25,51.862,63,07/03/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,07/04/2021 00:00:00,1,1,ETS-20,null,08/04/2021 00:00:00,00:00,1,ETS,20,07/04/2021 00:00:00,00:00,07/04/2021 00:00:00,00:00,24,566.207,10.89,51.99333,60,07/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,10/04/2021 00:00:00,1,1,ETS-20,null,11/04/2021 00:00:00,00:00,1,ETS,20,10/04/2021 00:00:00,00:00,10/04/2021 00:00:00,00:00,24,566.727,10.90,51.99333,66,10/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,11/04/2021 00:00:00,1,1,ETS-16,null,12/04/2021 00:00:00,00:00,1,ETS,16,11/04/2021 00:00:00,00:00,11/04/2021 00:00:00,00:00,24,563.6479,10.84,51.99704,76,11/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,20/04/2021 00:00:00,1,1,ETS-20,null,21/04/2021 00:00:00,00:00,1,ETS,20,20/04/2021 00:00:00,00:00,20/04/2021 00:00:00,00:00,24,568.7,10.90,52.174850,87,20/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,09/02/2021 00:00:00,1,1,ETS-16,null,10/02/2021 00:00:00,00:00,4,ETS,16,09/02/2021 00:00:00,00:00,09/02/2021 00:00:00,00:00,24,593.05,11.37,52.159,68,09/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,18/02/2021 00:00:00,1,1,ETS-16,null,19/02/2021 00:00:00,00:00,1,ETS,16,18/02/2021 00:00:00,00:00,18/02/2021 00:00:00,00:00,24,584.549,11.30,51.73,72,18/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,27/02/2021 00:00:00,1,1,ETS-20,null,28/02/2021 00:00:00,00:00,1,ETS,20,27/02/2021 00:00:00,00:00,27/02/2021 00:00:00,00:00,24,578.202,11.17,51.76382,72,27/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,05/03/2021 00:00:00,1,1,ETS-16,null,06/03/2021 00:00:00,00:00,1,ETS,16,05/03/2021 00:00:00,00:00,05/03/2021 00:00:00,00:00,24,577.554,11.14,51.845,87,05/03/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,03/04/2021 00:00:00,1,1,ETS-16,null,04/04/2021 00:00:00,00:00,3,ETS,16,03/04/2021 00:00:00,00:00,03/04/2021 00:00:00,00:00,24,562.568,10.82,51.993,73,03/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,16/04/2021 00:00:00,1,1,ETS-16,null,17/04/2021 00:00:00,00:00,1,ETS,16,16/04/2021 00:00:00,00:00,16/04/2021 00:00:00,00:00,24,581.1,11.18,51.97672,72,16/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,18/04/2021 00:00:00,1,1,ETS-20,null,19/04/2021 00:00:00,00:00,1,ETS,20,18/04/2021 00:00:00,00:00,18/04/2021 00:00:00,00:00,24,573.821,11.02,52.07085,54,18/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,28/04/2021 00:00:00,1,1,ETS-16,null,29/04/2021 00:00:00,00:00,1,ETS,16,28/04/2021 00:00:00,00:00,28/04/2021 00:00:00,00:00,24,578.548,11.09,52.1684,113,28/04/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,01/05/2021 00:00:00,1,1,ETS-16,null,02/05/2021 00:00:00,00:00,1,ETS,16,01/05/2021 00:00:00,00:00,01/05/2021 00:00:00,00:00,24,572.23,10.96,52.21112,60,01/05/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,11/02/2021 00:00:00,1,1,ETS-16,null,12/02/2021 00:00:00,00:00,1,ETS,16,11/02/2021 00:00:00,00:00,11/02/2021 00:00:00,00:00,24,573.693,11.00,52.15391,79,11/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,20/02/2021 00:00:00,1,1,ETS-20,null,21/02/2021 00:00:00,00:00,1,ETS,20,20/02/2021 00:00:00,00:00,20/02/2021 00:00:00,00:00,24,592.166,11.44,51.76276,78,20/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,21/02/2021 00:00:00,1,1,ETS-16,null,22/02/2021 00:00:00,00:00,1,ETS,16,21/02/2021 00:00:00,00:00,21/02/2021 00:00:00,00:00,24,583.926,11.28,51.76653,78,21/02/2021 00:00:00
MINDA,S-1-0-1-0,54-1-0-1-0-1-1,null,null,null,S,1,null,GCV,9802.8,8831.35,24/02/2021 00:00:00,1,1,ETS-16,null,25/02/2021 00:00:00,00:00,1,ETS,16,24/02/2021 00:00:00,00:00,24/02/2021 00:00:00,00:00,24,532.495,10.26,51.90006,64,24/02/2021 00:00:00
