COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,INVOICE_TYPE,PDF_TYPE,FILE_NAME,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,PDF_SIGNED,SIGNED_BY,SIGNED_DT,SIGNED_ENT_BY,PDF_CONTENT,SF_GEN_DT
AMNS,2021-2022,228,L00228/21-22,LP,O,INVOICE-25022022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-228,49,25/02/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/02/2022 00:00:00,null,null,null
AMNS,2021-2022,228,L00228/21-22,LP,D,INVOICE-25022022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-228,49,25/02/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/02/2022 00:00:00,null,null,null
AMNS,2021-2022,228,L00228/21-22,LP,T,INVOICE-25022022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-228,49,25/02/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/02/2022 00:00:00,null,null,null
AMNS,2021-2022,236,L00236/21-22,LP,O,INVOICE-08032022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-236,49,08/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/03/2022 00:00:00,null,null,null
AMNS,2021-2022,236,L00236/21-22,LP,D,INVOICE-08032022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-236,49,08/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/03/2022 00:00:00,null,null,null
AMNS,2021-2022,236,L00236/21-22,LP,T,INVOICE-08032022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-236,49,08/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/03/2022 00:00:00,null,null,null
AMNS,2021-2022,237,L00237/21-22,LP,O,INVOICE-08032022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-237,49,08/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/03/2022 00:00:00,null,null,null
AMNS,2021-2022,237,L00237/21-22,LP,D,INVOICE-08032022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-237,49,08/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/03/2022 00:00:00,null,null,null
AMNS,2021-2022,237,L00237/21-22,LP,T,INVOICE-08032022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-237,49,08/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/03/2022 00:00:00,null,null,null
AMNS,2022-2023,11,L00011/22-23,LP,O,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-11,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,11,L00011/22-23,LP,D,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-11,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,11,L00011/22-23,LP,T,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-11,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,12,L00012/22-23,LP,O,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-12,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,12,L00012/22-23,LP,D,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-12,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,12,L00012/22-23,LP,T,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-12,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,13,L00013/22-23,LP,O,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-13,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,13,L00013/22-23,LP,D,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-13,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,13,L00013/22-23,LP,T,INVOICE-28042022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-13,49,28/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2022 00:00:00,null,null,null
AMNS,2022-2023,19,L00019/22-23,LP,D,INVOICE-10052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-19,49,10/05/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/05/2022 00:00:00,null,null,null
AMNS,2022-2023,19,L00019/22-23,LP,T,INVOICE-10052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-19,49,10/05/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/05/2022 00:00:00,null,null,null
AMNS,2022-2023,19,L00019/22-23,LP,O,INVOICE-10052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-19,49,10/05/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/05/2022 00:00:00,null,null,null
AMNS,2022-2023,32,L00032/22-23,LP,O,INVOICE-31052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-32,49,01/06/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,32,L00032/22-23,LP,D,INVOICE-31052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-32,49,01/06/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,32,L00032/22-23,LP,T,INVOICE-31052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-32,49,01/06/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2021-2022,26,I0026/21-22,LP,O,INVOICE-07012022-AMNS-AMNS-M-I-26,23,07/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/01/2022 00:00:00,null,null,null
AMNS,2021-2022,26,I0026/21-22,LP,D,INVOICE-07012022-AMNS-AMNS-M-I-26,23,07/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/01/2022 00:00:00,null,null,null
AMNS,2021-2022,26,I0026/21-22,LP,T,INVOICE-07012022-AMNS-AMNS-M-I-26,23,07/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/01/2022 00:00:00,null,null,null
AMNS,2021-2022,27,I0027/21-22,LP,O,INVOICE-13012022-AMNS-AMNS-M-I-27,23,13/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,13/01/2022 00:00:00,null,null,null
AMNS,2021-2022,27,I0027/21-22,LP,D,INVOICE-13012022-AMNS-AMNS-M-I-27,23,13/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,13/01/2022 00:00:00,null,null,null
AMNS,2021-2022,27,I0027/21-22,LP,T,INVOICE-13012022-AMNS-AMNS-M-I-27,23,13/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,13/01/2022 00:00:00,null,null,null
AMNS,2021-2022,28,I0028/21-22,LP,O,INVOICE-28012022-AMNS-AMNS-M-I-28,23,28/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/01/2022 00:00:00,null,null,null
AMNS,2021-2022,28,I0028/21-22,LP,D,INVOICE-28012022-AMNS-AMNS-M-I-28,23,28/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/01/2022 00:00:00,null,null,null
AMNS,2021-2022,28,I0028/21-22,LP,T,INVOICE-28012022-AMNS-AMNS-M-I-28,23,28/01/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/01/2022 00:00:00,null,null,null
AMNS,2022-2023,47,L00047/22-23,LP,O,INVOICE-30062022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-47,130,01/07/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,47,L00047/22-23,LP,D,INVOICE-30062022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-47,130,01/07/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,47,L00047/22-23,LP,T,INVOICE-30062022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-47,130,01/07/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,69,L00069/22-23,LP,O,INVOICE-31072022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-69,130,01/08/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,69,L00069/22-23,LP,D,INVOICE-31072022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-69,130,01/08/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,69,L00069/22-23,LP,T,INVOICE-31072022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-69,130,01/08/2022 00:00:00,null,null,null,null,null,null,null,null
AMNS,2022-2023,73,L00073/22-23,LP,D,INVOICE-08082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-73,130,08/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/08/2022 00:00:00,null,null,null
AMNS,2022-2023,73,L00073/22-23,LP,T,INVOICE-08082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-73,130,08/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/08/2022 00:00:00,null,null,null
AMNS,2022-2023,73,L00073/22-23,LP,O,INVOICE-08082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-73,49,08/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/08/2022 00:00:00,null,null,null
AMNS,2022-2023,74,L00074/22-23,LP,D,INVOICE-08082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-74,130,08/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/08/2022 00:00:00,null,null,null
AMNS,2022-2023,74,L00074/22-23,LP,T,INVOICE-08082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-74,130,08/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/08/2022 00:00:00,null,null,null
AMNS,2022-2023,74,L00074/22-23,LP,O,INVOICE-08082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-74,49,08/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,08/08/2022 00:00:00,null,null,null
AMNS,2022-2023,84,L00084/22-23,LP,O,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-84,23,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,84,L00084/22-23,LP,D,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-84,23,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,84,L00084/22-23,LP,T,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-84,23,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,85,L00085/22-23,LP,O,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-85,130,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,85,L00085/22-23,LP,D,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-85,130,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,85,L00085/22-23,LP,T,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-85,130,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,1,I0001/22-23,LP,O,INVOICE-11052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-I-1,23,11/05/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,11/05/2022 00:00:00,null,null,null
AMNS,2022-2023,1,I0001/22-23,LP,D,INVOICE-11052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-I-1,23,11/05/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,11/05/2022 00:00:00,null,null,null
AMNS,2022-2023,1,I0001/22-23,LP,T,INVOICE-11052022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-I-1,23,11/05/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,11/05/2022 00:00:00,null,null,null
AMNS,2022-2023,86,L00086/22-23,LP,O,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-86,130,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,86,L00086/22-23,LP,D,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-86,130,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,86,L00086/22-23,LP,T,INVOICE-22082022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-86,130,22/08/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/08/2022 00:00:00,null,null,null
AMNS,2022-2023,93,L00093/22-23,LP,O,INVOICE-01092022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-93,130,01/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,01/09/2022 00:00:00,null,null,null
AMNS,2022-2023,93,L00093/22-23,LP,D,INVOICE-01092022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-93,130,01/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,01/09/2022 00:00:00,null,null,null
AMNS,2022-2023,93,L00093/22-23,LP,T,INVOICE-01092022-AMNS-ARCELORMITTAL_NIPPON_STEEL_INDIA_LIMITED-M-93,130,01/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,01/09/2022 00:00:00,null,null,null
AMNS,2022-2023,118,L00118/22-23,LP,O,INVOICE-10102022-AMNS-AMNS-M-118,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,118,L00118/22-23,LP,D,INVOICE-10102022-AMNS-AMNS-M-118,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,118,L00118/22-23,LP,T,INVOICE-10102022-AMNS-AMNS-M-118,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,120,L00120/22-23,LP,O,INVOICE-10102022-AMNS-AMNS-M-120,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,120,L00120/22-23,LP,D,INVOICE-10102022-AMNS-AMNS-M-120,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,120,L00120/22-23,LP,T,INVOICE-10102022-AMNS-AMNS-M-120,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,121,L00121/22-23,LP,O,INVOICE-10102022-AMNS-AMNS-M-121,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,121,L00121/22-23,LP,D,INVOICE-10102022-AMNS-AMNS-M-121,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,121,L00121/22-23,LP,T,INVOICE-10102022-AMNS-AMNS-M-121,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,122,L00122/22-23,LP,O,INVOICE-10102022-AMNS-AMNS-M-122,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,122,L00122/22-23,LP,D,INVOICE-10102022-AMNS-AMNS-M-122,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,122,L00122/22-23,LP,T,INVOICE-10102022-AMNS-AMNS-M-122,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,123,L00123/22-23,LP,O,INVOICE-10102022-AMNS-AMNS-M-123,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,123,L00123/22-23,LP,D,INVOICE-10102022-AMNS-AMNS-M-123,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,123,L00123/22-23,LP,T,INVOICE-10102022-AMNS-AMNS-M-123,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,119,L00119/22-23,LP,O,INVOICE-10102022-AMNS-AMNS-M-119,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,119,L00119/22-23,LP,D,INVOICE-10102022-AMNS-AMNS-M-119,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,119,L00119/22-23,LP,T,INVOICE-10102022-AMNS-AMNS-M-119,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,124,L00124/22-23,LP,O,INVOICE-10102022-AMNS-AMNS-M-124,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,124,L00124/22-23,LP,D,INVOICE-10102022-AMNS-AMNS-M-124,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,124,L00124/22-23,LP,T,INVOICE-10102022-AMNS-AMNS-M-124,130,10/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,10/10/2022 00:00:00,null,null,null
AMNS,2022-2023,135,L00135/22-23,LP,T,INVOICE-18102022-AMNS-AMNS-M-135,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,135,L00135/22-23,LP,O,INVOICE-18102022-AMNS-AMNS-M-135,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,135,L00135/22-23,LP,D,INVOICE-18102022-AMNS-AMNS-M-135,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,136,L00136/22-23,LP,O,INVOICE-18102022-AMNS-AMNS-M-136,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,136,L00136/22-23,LP,T,INVOICE-18102022-AMNS-AMNS-M-136,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,136,L00136/22-23,LP,D,INVOICE-18102022-AMNS-AMNS-M-136,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,137,L00137/22-23,LP,O,INVOICE-18102022-AMNS-AMNS-M-137,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,137,L00137/22-23,LP,D,INVOICE-18102022-AMNS-AMNS-M-137,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,137,L00137/22-23,LP,T,INVOICE-18102022-AMNS-AMNS-M-137,153,18/10/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,18/10/2022 00:00:00,null,null,null
AMNS,2022-2023,147,L00147/22-23,LP,O,INVOICE-21112022-AMNS-AMNS-M-147,49,21/11/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/11/2022 00:00:00,null,null,null
AMNS,2022-2023,147,L00147/22-23,LP,D,INVOICE-21112022-AMNS-AMNS-M-147,49,21/11/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/11/2022 00:00:00,null,null,null
AMNS,2022-2023,147,L00147/22-23,LP,T,INVOICE-21112022-AMNS-AMNS-M-147,49,21/11/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/11/2022 00:00:00,null,null,null
AMNS,2022-2023,155,L00155/22-23,LP,O,INVOICE-30112022-AMNS-AMNS-M-155,49,01/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,01/12/2022 00:00:00,null,null,null
AMNS,2022-2023,155,L00155/22-23,LP,D,INVOICE-30112022-AMNS-AMNS-M-155,49,01/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,01/12/2022 00:00:00,null,null,null
AMNS,2022-2023,155,L00155/22-23,LP,T,INVOICE-30112022-AMNS-AMNS-M-155,49,01/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,01/12/2022 00:00:00,null,null,null
AMNS,2022-2023,156,L00156/22-23,LP,O,INVOICE-06122022-AMNS-AMNS-M-156,130,06/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/12/2022 00:00:00,null,null,null
AMNS,2022-2023,156,L00156/22-23,LP,T,INVOICE-06122022-AMNS-AMNS-M-156,130,06/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/12/2022 00:00:00,null,null,null
AMNS,2022-2023,156,L00156/22-23,LP,D,INVOICE-06122022-AMNS-AMNS-M-156,130,06/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/12/2022 00:00:00,null,null,null
AMNS,2022-2023,160,L00160/22-23,LP,O,INVOICE-22122022-AMNS-AMNS-M-160,153,22/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/12/2022 00:00:00,null,null,null
AMNS,2022-2023,160,L00160/22-23,LP,D,INVOICE-22122022-AMNS-AMNS-M-160,153,22/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/12/2022 00:00:00,null,null,null
AMNS,2022-2023,160,L00160/22-23,LP,T,INVOICE-22122022-AMNS-AMNS-M-160,153,22/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/12/2022 00:00:00,null,null,null
AMNS,2022-2023,157,L00157/22-23,LP,O,INVOICE-06122022-AMNS-AMNS-M-157,130,06/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/12/2022 00:00:00,null,null,null
AMNS,2022-2023,157,L00157/22-23,LP,T,INVOICE-06122022-AMNS-AMNS-M-157,130,06/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/12/2022 00:00:00,null,null,null
AMNS,2022-2023,157,L00157/22-23,LP,D,INVOICE-06122022-AMNS-AMNS-M-157,130,06/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/12/2022 00:00:00,null,null,null
AMNS,2022-2023,173,L00173/22-23,LP,O,INVOICE-22022023-AMNS-AMNS-M-173,130,22/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/02/2023 00:00:00,null,null,null
AMNS,2022-2023,173,L00173/22-23,LP,T,INVOICE-22022023-AMNS-AMNS-M-173,130,22/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/02/2023 00:00:00,null,null,null
AMNS,2022-2023,173,L00173/22-23,LP,D,INVOICE-22022023-AMNS-AMNS-M-173,130,22/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/02/2023 00:00:00,null,null,null
AMNS,2023-2024,43,L00043/23-24,LP,O,INVOICE-11082023-AMNS-AMNS-M-43,23,11/08/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,11/08/2023 00:00:00,null,null,null
AMNS,2023-2024,43,L00043/23-24,LP,D,INVOICE-11082023-AMNS-AMNS-M-43,23,11/08/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,11/08/2023 00:00:00,null,null,null
AMNS,2023-2024,43,L00043/23-24,LP,T,INVOICE-11082023-AMNS-AMNS-M-43,23,11/08/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,11/08/2023 00:00:00,null,null,null
AMNS,2023-2024,74,L00074/23-24,LP,O,INVOICE-13112023-AMNS-AMNS-M-74,113,13/11/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,13/11/2023 00:00:00,null,null,null
AMNS,2023-2024,74,L00074/23-24,LP,D,INVOICE-13112023-AMNS-AMNS-M-74,201,13/11/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,13/11/2023 00:00:00,null,null,null
AMNS,2023-2024,74,L00074/23-24,LP,T,INVOICE-13112023-AMNS-AMNS-M-74,201,13/11/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,13/11/2023 00:00:00,null,null,null
SGIPL,2021-2022,2,I0002/21-22,LP,O,INVOICE-02062021-SGIPL-Not_Applicable-I-2,null,null,null,null,Y,NAKUL ASHOK RAHEJA,03/06/2021 00:00:00,null,null,null
SGIPL,2021-2022,2,I0002/21-22,LP,D,INVOICE-02062021-SGIPL-Not_Applicable-I-2,null,null,null,null,Y,NAKUL ASHOK RAHEJA,03/06/2021 00:00:00,null,null,null
SGIPL,2021-2022,2,I0002/21-22,LP,T,INVOICE-02062021-SGIPL-Not_Applicable-I-2,null,null,null,null,Y,NAKUL ASHOK RAHEJA,03/06/2021 00:00:00,null,null,null
