COMPANY_CD,COUNTERPARTY_CD,FINANCIAL_YEAR,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,BU_CONTACT_PERSON_CD,PLANT_SEQ,CONTACT_PERSON_CD,INVOICE_SEQ,INVOICE_NO,INVOICE_DT,FREQ,PERIOD_START_DT,PERIOD_END_DT,DUE_DT,ALLOC_QTY,SALE_PRICE,SALE_PRICE_UNIT,SALE_AMT,EXCHG_RATE_CD,EXCHG_RATE_DT,EXCHG_RATE_VALUE,INVOICE_RAISED_IN,GROSS_AMT,TAX_AMT,TAX_STRUCT_CD,TAX_EFF_DT,INVOICE_AMT,NET_PAYABLE_AMT,INV_STATUS,REMARK_1,REMARK_2,CHECKED_FLAG,CHECKED_BY,CHECKED_DT,AUTHORIZED_FLAG,AUTHORIZED_BY,AUTHORIZED_DT,APPROVED_FLAG,APPROVED_BY,APPROVED_DT,ENT_BY,ENT_DT,EXCHG_RATE_TYPE,MODIFY_BY,MODIFY_DT,TCS_TDS,TCS_AMT,TCS_FACTOR,INVOICE_ID_SEQ,PAY_RECV_AMT,PAY_RECV_DT,PAY_INSERT_BY,PAY_INSERT_DT,PAY_UPDATE_BY,PAY_UPDATE_DT,PAY_REMARK,TDS_GROSS_PERCENT,TDS_GROSS_AMT,TDS_TAX_PERCENT,TDS_TAX_AMT,PDF_INV_DTL,PRINT_BY_ORI,PRINT_DT_ORI,PRINT_BY_TRI,PRINT_DT_TRI,PRINT_BY_DUP,PRINT_DT_DUP,TRANSPORTATION_CHARGE,TRANSPORTATION_AMOUNT,SAP_APPROVAL,SAP_APPROVED_BY,SAP_APPROVED_DT,TCS_STRUCT_CD,TCS_EFF_DT,TDS_STRUCT_CD,TDS_EFF_DT,MARKET_MARGIN,OTHER_CHARGES,MARKET_MARGIN_AMT,OTHER_CHARGES_AMT,CARGO_NO
SIGIL,L-15-1-0,2013-2014,15,0,1,0,L,1,null,0,1,3,60,null,05/03/2014 00:00:00,0,01/03/2014 00:00:00,03/03/2014 00:00:00,06/03/2014 00:00:00,40,18.95,2,758,SBI RATE SELL,03/03/2014 00:00:00,62.34,1,47253.72,945.07,8,null,48198.79,48198.79,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 30th January 2014 and Supply Notice executed on 30th January 2014between Hazira LNG Private Limited and S I Group India Limited,Y,22,05/03/2014 00:00:00,null,null,null,Y,14,05/03/2014 00:00:00,23,05/03/2014 00:00:00,D,null,null,NA,null,null,60,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GGCL,19,2012-2013,1,0,1,0,S,1,null,0,1,2,7,null,31/07/2012 00:00:00,0,24/07/2012 00:00:00,31/07/2012 00:00:00,06/08/2012 00:00:00,111645.4,15.4,2,1719339.16,SBI RATE BUY SELL,31/07/2012 00:00:00,55.42,1,95285776.25,14292866.44,7,null,109578642.69,109578642.69,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 11th May 2012 and Supply Notice executed on 24th July 2012 between Hazira LNG Private Limited and Gujarat Gas Company Limited,Y,22,01/08/2012 00:00:00,null,null,null,Y,14,01/08/2012 00:00:00,23,01/08/2012 00:00:00,D,null,null,NA,null,null,7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2014-2015,1,0,2,0,S,1,null,0,1,4,59,null,16/01/2015 00:00:00,0,07/01/2015 00:00:00,15/01/2015 00:00:00,20/01/2015 00:00:00,169075.67,11.26,2,1903792.04,SBI RATE BUY SELL,15/01/2015 00:00:00,61.77,1,117597234.57,17639585.18,7,null,135236819.75,135236819.75,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Gas Sales Agreement executed on 4th August 2012 and Supply Notice executed on 26th November 2014between Hazira LNG Private Limited and Torrent Power Limited,Y,22,16/01/2015 00:00:00,null,null,null,Y,26,16/01/2015 00:00:00,23,16/01/2015 00:00:00,D,null,null,NA,null,null,59,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2014-2015,1,0,2,0,S,1,null,0,1,4,61,null,31/01/2015 00:00:00,2,16/01/2015 00:00:00,31/01/2015 00:00:00,05/02/2015 00:00:00,394479.25,11.26,2,4441836.36,SBI RATE BUY SELL,30/01/2015 00:00:00,61.83,1,274638741.83,41195811.28,7,null,315834553.11,315834553.11,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Gas Sales Agreement executed on 4th August 2012 and Supply Notice executed on 26th November 2014 between Hazira LNG Private Limited and Torrent Power Limited,Y,22,02/02/2015 00:00:00,null,null,null,Y,14,02/02/2015 00:00:00,23,02/02/2015 00:00:00,D,null,null,NA,null,null,61,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2014-2015,1,0,2,0,S,1,null,0,1,4,66,null,16/02/2015 00:00:00,1,01/02/2015 00:00:00,15/02/2015 00:00:00,19/02/2015 00:00:00,385511.02,11.26,2,4340854.09,SBI RATE BUY SELL,13/02/2015 00:00:00,62.12,1,269653855.77,40448078.36,7,null,310101934.13,310101934.13,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Gas Sales Agreement executed on 4th August 2012 and Supply Notice executed on 26th November 2014between Hazira LNG Private Limited and Torrent Power Limited,Y,22,16/02/2015 00:00:00,null,null,null,Y,26,16/02/2015 00:00:00,23,16/02/2015 00:00:00,D,null,null,NA,null,null,66,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2014-2015,1,0,2,0,S,1,null,0,1,4,68,null,17/02/2015 00:00:00,0,16/02/2015 00:00:00,16/02/2015 00:00:00,20/02/2015 00:00:00,23434.06,11.26,2,263867.52,SBI RATE BUY SELL,16/02/2015 00:00:00,62.18,1,16407282.12,2461092.32,7,null,18868374.44,18868374.44,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Gas Sales Agreement executed on 4th August 2012 and Supply Notice executed on 26th November 2014between Hazira LNG Private Limited and Torrent Power Limited,Y,22,17/02/2015 00:00:00,null,null,null,Y,26,17/02/2015 00:00:00,23,17/02/2015 00:00:00,D,null,null,NA,null,null,68,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2012-2013,1,0,1,0,S,1,null,0,1,4,9,null,16/08/2012 00:00:00,0,07/08/2012 00:00:00,15/08/2012 00:00:00,20/08/2012 00:00:00,62657.16,12.57,2,787600.5,SBI RATE BUY SELL,14/08/2012 00:00:00,55.54,1,43743331.84,6561499.78,7,null,50304831.62,50304831.62,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 4th August 2012 and Supply Notice executed on 6th August 2012 between Hazira LNG Private Limited and Torrent Power Limited,Y,22,16/08/2012 00:00:00,null,null,null,Y,26,16/08/2012 00:00:00,23,16/08/2012 00:00:00,D,null,null,NA,null,null,9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2012-2013,1,0,1,0,S,1,null,0,1,4,11,null,31/08/2012 00:00:00,2,16/08/2012 00:00:00,31/08/2012 00:00:00,05/09/2012 00:00:00,150197.76,12.57,2,1887985.84,SBI RATE BUY SELL,31/08/2012 00:00:00,55.67,1,105104171.89,15765625.79,7,null,120869797.68,120869797.68,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 4th August 2012 and Supply Notice executed on 6th August 2012between Hazira LNG Private Limited and Torrent Power Limited,Y,22,01/09/2012 00:00:00,null,null,null,Y,26,01/09/2012 00:00:00,23,01/09/2012 00:00:00,D,null,null,NA,null,null,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2012-2013,1,0,1,0,S,1,null,0,1,4,14,null,17/09/2012 00:00:00,1,01/09/2012 00:00:00,15/09/2012 00:00:00,21/09/2012 00:00:00,40681.38,12.57,2,511364.95,SBI RATE BUY SELL,14/09/2012 00:00:00,54.68,1,27961435.28,4194215.29,7,null,32155650.57,32155650.57,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 4th August 2012 and Supply Notice executed on 6th August 2012between Hazira LNG Private Limited and Torrent Power Limited,Y,22,17/09/2012 00:00:00,null,null,null,Y,26,17/09/2012 00:00:00,23,17/09/2012 00:00:00,D,null,null,NA,null,null,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2012-2013,1,0,1,0,S,1,null,0,1,4,16,null,30/09/2012 00:00:00,2,16/09/2012 00:00:00,30/09/2012 00:00:00,05/10/2012 00:00:00,97198.52,12.57,2,1221785.4,SBI RATE BUY SELL,28/09/2012 00:00:00,52.72,1,64412526.1,9661878.91,7,null,74074405.01,74074405.01,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 4th August 2012 and Supply Notice executed on 6th August 2012 between Hazira LNG Private Limited and Torrent Power Limited,Y,22,01/10/2012 00:00:00,null,null,null,Y,14,01/10/2012 00:00:00,23,01/10/2012 00:00:00,D,null,null,NA,null,null,16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2012-2013,1,0,1,0,S,1,null,0,1,4,17,null,16/10/2012 00:00:00,1,01/10/2012 00:00:00,15/10/2012 00:00:00,19/10/2012 00:00:00,94406.74,12.57,2,1186692.72,SBI RATE BUY SELL,15/10/2012 00:00:00,53,1,62894714.26,9434207.14,7,null,72328921.4,72328921.4,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 4th August 2012 and Supply Notice executed on 6th August 2012 between Hazira LNG Private Limited and Torrent Power Limited,Y,22,16/10/2012 00:00:00,null,null,null,Y,26,16/10/2012 00:00:00,24,16/10/2012 00:00:00,D,null,null,NA,null,null,17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,20,2012-2013,1,0,1,0,S,1,null,0,1,4,18,null,31/10/2012 00:00:00,2,16/10/2012 00:00:00,31/10/2012 00:00:00,05/11/2012 00:00:00,99458.44,12.57,2,1250192.59,SBI RATE BUY SELL,31/10/2012 00:00:00,54.02,1,67535403.76,10130310.56,7,null,77665714.32,77665714.32,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 4th August 2012 and Supply Notice executed on 6th August 2012 between Hazira LNG Private Limited and Torrent Power Limited,Y,22,01/11/2012 00:00:00,null,null,null,Y,26,01/11/2012 00:00:00,23,01/11/2012 00:00:00,D,null,null,NA,null,null,18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
TPL,L-1-1-1,2023-2024,1,0,1,1,L,1,null,0,1,1,120,S0120/23-24,04/09/2023 00:00:00,0,01/09/2023 00:00:00,04/09/2023 00:00:00,11/09/2023 00:00:00,55818.8,13.63,2,760810.24,SBI FIRST RATE TT SELL,04/09/2023 00:00:00,83.13,1,63246155.58,9486923.34,18,null,72733078.92,72733078.92,null,Please pay the invoiced amount by wire transfer at our Bank Account : CitiBank N.A.  Mumbai - A/C No: 522614033  IFSC code: CITI0100000,null,Y,6,07/09/2023 00:00:00,null,null,null,Y,6,07/09/2023 00:00:00,113,07/09/2023 00:00:00,D,null,null,NA,null,null,120,72733078.92,08/09/2023 00:00:00,128,08/09/2023 00:00:00,null,null,Adjusted against advance recd from the party ,null,null,null,null,T,113,07/09/2023 00:00:00,113,07/09/2023 00:00:00,113,07/09/2023 00:00:00,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,5,0,S,1,null,0,1,2,47,null,16/01/2014 00:00:00,0,10/01/2014 00:00:00,15/01/2014 00:00:00,20/01/2014 00:00:00,1942.81,18.65,2,36233.41,SBI RATE BUY SELL,15/01/2014 00:00:00,61.62,1,2232702.51,44654.05,8,null,2277356.56,2277356.56,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 8th January 2014between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,16/01/2014 00:00:00,null,null,null,Y,26,16/01/2014 00:00:00,23,16/01/2014 00:00:00,D,null,null,NA,null,null,47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,5,0,S,1,null,0,1,2,50,null,31/01/2014 00:00:00,2,16/01/2014 00:00:00,31/01/2014 00:00:00,05/02/2014 00:00:00,5483.53,18.65,2,102267.83,SBI RATE BUY SELL,31/01/2014 00:00:00,62.37,1,6378444.84,127568.9,8,null,6506013.74,6506013.74,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 8th January 2014 between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,01/02/2014 00:00:00,null,null,null,Y,26,01/02/2014 00:00:00,23,01/02/2014 00:00:00,D,null,null,NA,null,null,50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,4,0,S,1,null,0,1,2,38,null,16/12/2013 00:00:00,0,09/12/2013 00:00:00,15/12/2013 00:00:00,19/12/2013 00:00:00,1841.37,18.15,2,33420.87,SBI RATE BUY SELL,13/12/2013 00:00:00,62.07,1,2074433.12,41488.66,8,null,2115921.78,2115921.78,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 5th December 2013between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,16/12/2013 00:00:00,null,null,null,Y,26,16/12/2013 00:00:00,23,16/12/2013 00:00:00,D,null,null,NA,null,null,38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,4,0,S,1,null,0,1,2,42,null,31/12/2013 00:00:00,2,16/12/2013 00:00:00,31/12/2013 00:00:00,06/01/2014 00:00:00,12677.95,18.15,2,230104.79,SBI RATE BUY SELL,31/12/2013 00:00:00,61.84,1,14229680.37,284593.61,8,null,14514273.98,14514273.98,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 5th December 2013between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,02/01/2014 00:00:00,null,null,null,Y,26,02/01/2014 00:00:00,23,02/01/2014 00:00:00,D,null,null,NA,null,null,42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,6,0,S,1,null,0,1,2,53,null,17/02/2014 00:00:00,1,01/02/2014 00:00:00,15/02/2014 00:00:00,21/02/2014 00:00:00,9696.54,18.95,2,183749.43,SBI RATE BUY SELL,14/02/2014 00:00:00,62.32,1,11451264.66,229025.29,8,null,11680289.95,11680289.95,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 31st January 2014between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,17/02/2014 00:00:00,null,null,null,Y,26,17/02/2014 00:00:00,24,17/02/2014 00:00:00,D,null,null,NA,null,null,53,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,6,0,S,1,null,0,1,2,57,null,28/02/2014 00:00:00,0,16/02/2014 00:00:00,28/02/2014 00:00:00,05/03/2014 00:00:00,2401.17,18.95,2,45502.17,SBI RATE BUY SELL,28/02/2014 00:00:00,62.1,1,2825684.85,56513.7,8,null,2882198.55,2882198.55,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 31st January 2014between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,01/03/2014 00:00:00,null,null,null,Y,14,01/03/2014 00:00:00,23,01/03/2014 00:00:00,D,null,null,NA,null,null,57,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,2,0,S,1,null,0,1,2,8,null,17/06/2013 00:00:00,1,01/06/2013 00:00:00,15/06/2013 00:00:00,20/06/2013 00:00:00,39081.54,14.9,2,582314.95,SBI RATE BUY SELL,14/06/2013 00:00:00,57.67,1,33582102.94,671642.06,8,null,34253745,34253745,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 30th May 2013between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,17/06/2013 00:00:00,null,null,null,Y,14,17/06/2013 00:00:00,23,17/06/2013 00:00:00,D,null,null,NA,null,null,8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2014-2015,1,1,7,0,S,1,null,0,1,1,6,null,16/06/2014 00:00:00,1,01/06/2014 00:00:00,15/06/2014 00:00:00,19/06/2014 00:00:00,52507.89,14.9,2,782367.56,SBI RATE BUY SELL,13/06/2014 00:00:00,59.31,1,46402220.04,928044.4,8,null,47330264.44,47330264.44,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 30th May 2014between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,16/06/2014 00:00:00,null,null,null,Y,26,16/06/2014 00:00:00,23,16/06/2014 00:00:00,D,null,null,NA,null,null,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,1,1,S,1,null,0,1,2,6,null,31/05/2013 00:00:00,0,19/05/2013 00:00:00,31/05/2013 00:00:00,05/06/2013 00:00:00,53098.5,15.1,2,801787.35,SBI RATE BUY SELL,31/05/2013 00:00:00,56.445,1,45256886.97,905137.74,8,null,46162024.71,46162024.71,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 16th May 2013between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,01/06/2013 00:00:00,null,null,null,Y,26,01/06/2013 00:00:00,23,01/06/2013 00:00:00,D,null,null,NA,null,null,6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
WMSL,21,2013-2014,1,0,3,0,S,1,null,0,1,1,36,null,30/11/2013 00:00:00,2,16/11/2013 00:00:00,30/11/2013 00:00:00,05/12/2013 00:00:00,5777.47,16.81,2,97119.27,SBI RATE BUY SELL,29/11/2013 00:00:00,62.32,1,6052472.95,121049.46,8,null,6173522.41,6173522.41,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 31st May 2011 and Supply Notice executed on 31st October 2013between Hazira LNG Private Limited and Welspun Maxsteel Ltd,Y,22,02/12/2013 00:00:00,null,null,null,Y,26,02/12/2013 00:00:00,23,02/12/2013 00:00:00,D,null,null,NA,null,null,36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNGL,22,2013-2014,1,0,1,0,S,1,null,0,1,1,11,null,16/07/2013 00:00:00,1,01/07/2013 00:00:00,15/07/2013 00:00:00,19/07/2013 00:00:00,19512.68,14.8,2,288787.66,SBI RATE BUY SELL,15/07/2013 00:00:00,59.92,1,17304156.83,346083.14,8,null,17650239.97,17650239.97,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 20th June 2013 and Supply Notice executed on 26th June 2013between Hazira LNG Private Limited and Maharashtra Natural Gas Limited,Y,22,16/07/2013 00:00:00,null,null,null,Y,14,16/07/2013 00:00:00,23,16/07/2013 00:00:00,D,null,null,NA,null,null,11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNGL,22,2013-2014,1,0,1,0,S,1,null,0,1,1,14,null,31/07/2013 00:00:00,2,16/07/2013 00:00:00,31/07/2013 00:00:00,05/08/2013 00:00:00,21011.87,14.8,2,310975.68,SBI RATE BUY SELL,31/07/2013 00:00:00,61.02,1,18975735.75,379514.71,8,null,19355250.46,19355250.46,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,Subject to the terms and conditions of the Framework Sales Agreement executed on 20th June 2013 and Supply Notice executed on 26th June 2013 between Hazira LNG Private Limited and Maharashtra Natural Gas Limited,Y,22,01/08/2013 00:00:00,null,null,null,Y,26,01/08/2013 00:00:00,23,01/08/2013 00:00:00,D,null,null,NA,null,null,14,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNGL,22,2018-2019,1,0,4,1,S,1,null,0,1,2,10,0010/18-19,15/03/2019 00:00:00,1,01/03/2019 00:00:00,15/03/2019 00:00:00,20/03/2019 00:00:00,30180.72,8,2,241445.76,SBI RATE BUY SELL,15/03/2019 00:00:00,69.305,1,16733398.4,334667.97,8,null,17068066.37,17068066.37,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,null,Y,36,16/03/2019 00:00:00,null,null,null,Y,18,16/03/2019 00:00:00,23,16/03/2019 00:00:00,D,null,null,NA,null,null,10,17068066,20/03/2019 00:00:00,28,20/03/2019 00:00:00,null,null,RTGS,null,null,null,null,T,23,16/03/2019 00:00:00,23,16/03/2019 00:00:00,23,16/03/2019 00:00:00,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNGL,22,2018-2019,1,0,4,1,S,1,null,0,1,2,11,0011/18-19,31/03/2019 00:00:00,2,16/03/2019 00:00:00,31/03/2019 00:00:00,05/04/2019 00:00:00,31821.65,8,2,254573.2,SBI RATE BUY SELL,29/03/2019 00:00:00,69.205,1,17617738.31,352354.77,8,null,17970093.08,17970093.08,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-505333-1,null,Y,27,02/04/2019 00:00:00,null,null,null,Y,36,02/04/2019 00:00:00,23,01/04/2019 00:00:00,D,null,null,NA,null,null,11,17970093,05/04/2019 00:00:00,28,05/04/2019 00:00:00,null,null,RTGS,null,null,null,null,T,23,02/04/2019 00:00:00,23,02/04/2019 00:00:00,23,02/04/2019 00:00:00,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNGL,22,2019-2020,1,0,5,0,S,1,null,0,1,2,1,0001/19-20,15/04/2019 00:00:00,1,01/04/2019 00:00:00,15/04/2019 00:00:00,24/04/2019 00:00:00,34140.15,5.75,2,196305.86,SBI RATE BUY SELL,15/04/2019 00:00:00,69.425,1,13628534.5,272570.69,8,null,13901105.19,13901105.19,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-525465-5,null,Y,27,16/04/2019 00:00:00,null,null,null,Y,10,16/04/2019 00:00:00,23,16/04/2019 00:00:00,D,null,null,NA,null,null,1,13901105,24/04/2019 00:00:00,28,23/04/2019 00:00:00,null,null,RTGS,null,null,null,null,T,23,16/04/2019 00:00:00,23,18/04/2019 00:00:00,23,16/04/2019 00:00:00,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MNGL,22,2019-2020,1,0,5,0,S,1,null,0,1,2,7,0007/19-20,30/04/2019 00:00:00,2,16/04/2019 00:00:00,30/04/2019 00:00:00,06/05/2019 00:00:00,67477.98,5.75,0,387998.39,SBI RATE BUY SELL,30/04/2019 00:00:00,69.625,1,27014387.56,540287.75,8,null,27554675.31,27554675.31,null,Please pay the invoiced amount by wire transfer at our Bank Account : Standard Chartered Bank (Ahmedabad Branch) - A/C No: 233-0-525465-5,null,Y,27,01/05/2019 00:00:00,null,null,null,Y,15,01/05/2019 00:00:00,23,01/05/2019 00:00:00,D,null,null,NA,null,null,7,27554675,06/05/2019 00:00:00,28,07/05/2019 00:00:00,null,null,RTGS Received money form 27554704.50,null,null,null,null,T,23,01/05/2019 00:00:00,23,01/05/2019 00:00:00,23,01/05/2019 00:00:00,null,null,null,null,null,null,null,null,null,null,null,null,null,null
