COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,LOG_SEQ_NO,LOG_BY,LOG_DT,CONT_NAME,CONT_REF_NO,TRADE_REF_NO,SIGNING_DT,SIGNING_TIME,START_DT,END_DT,AGMT_BASE,AGMT_TYPE,TCQ,DCQ,VARIABLE_DCQ,QUANTITY_UNIT,RATE,RATE_UNIT,VARIABLE_RATE,POST_MARGIN,TRANSPORTATION_CHARGE,BUYER_NOM_FLAG,BUYER_MONTH_NOM,BUYER_WEEK_NOM,BUYER_DAILY_NOM,SELLER_NOM_FLAG,SELLER_MONTH_NOM,SELLER_WEEK_NOM,SELLER_DAILY_NOM,DAY_DEF_FLAG,DAY_START_TIME,DAY_END_TIME,MDCQ_FLAG,MDCQ_PERCENTAGE,FCC_FLAG,FCC_BY,FCC_DATE,REMARK,RENEWAL_DT,ENT_DT,ENT_BY,MODIFY_DT,MODIFY_BY,CONT_STATUS,IS_ALLOCATED,DDA_DT,DDA_TIME,BUYER_FORNGT_NOM,SELLER_FORNGT_NOM,TXN_CHARGE,BUYER_NOM_CUTOFF,TXN_UNIT,TCQ_SIGN,TCQ_REQUEST_FLAG,TCQ_REQUEST_CLOSE,TCQ_REQUEST_QTY,PRICE_REQUEST_FLAG,PRICE_APPROVE_FLAG,CHANGE_DATE_REQ,MEASUREMENT,MEASUREMENT_CLAUSE,MEAS_STANDARD,MEAS_TEMPERATURE,PRESSURE_MIN_BAR,PRESSURE_MAX_BAR,OFF_SPEC_GAS,OFF_SPEC_GAS_CLAUSE,SPEC_GAS_ENERGY_BASE,SPEC_GAS_MIN_ENERGY,SPEC_GAS_MAX_ENERGY,LIABILITY,LIABILITY_CLAUSE,BILLING_FLAG,BILLING_CLAUSE,TERMINATE_FLAG,TERMINATE_CLAUSE,TERMINATE_PLANED,TERMINATE_FORCE,SF_GEN_DT,CLOSE_EFF_DT,CLOSURE_REQUEST_FLAG,CLOSURE_ALLOC_QTY,CLOSURE_REMARK,ADV_ADJUST
AMNS,33,1,0,13,0,S,1,36,06/01/2021 18:40:50,null,null,null,28/12/2020 00:00:00,null,28/12/2020 00:00:00,06/01/2021 00:00:00,X,0,272000,200000,null,1,5.15,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,29/12/2020 00:00:00,null,null,06/01/2021 18:40:50,36,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,17,0,S,1,18,05/06/2021 11:14:41,null,null,null,03/06/2021 00:00:00,null,05/06/2021 00:00:00,30/06/2021 00:00:00,X,0,389000,21300,null,1,5.8,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,05/06/2021 11:14:41,18,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,17,0,S,2,18,05/06/2021 11:14:51,null,null,null,03/06/2021 00:00:00,null,05/06/2021 00:00:00,30/06/2021 00:00:00,X,0,389000,21300,null,1,5.8,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,05/06/2021 11:14:51,18,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,17,0,S,3,18,05/06/2021 11:16:32,null,null,null,03/06/2021 00:00:00,null,05/06/2021 00:00:00,30/06/2021 00:00:00,X,0,389000,21300,null,1,5.8,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,05/06/2021 11:16:32,18,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,9,0,S,4,37,18/06/2020 13:31:48,null,null,null,26/05/2020 00:00:00,null,27/05/2020 00:00:00,18/06/2020 00:00:00,X,0,784146,40000,null,1,3.2,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,27/05/2020 00:00:00,null,null,18/06/2020 13:31:48,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,9,0,S,5,37,19/06/2020 14:47:54,null,null,null,26/05/2020 00:00:00,null,27/05/2020 00:00:00,30/06/2020 00:00:00,X,0,784146,40000,null,1,3.2,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,27/05/2020 00:00:00,null,null,19/06/2020 14:47:54,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,9,0,S,6,6,29/06/2020 20:41:17,null,null,null,26/05/2020 00:00:00,null,27/05/2020 00:00:00,30/06/2020 00:00:00,X,0,784146,40000,null,1,3.2,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,27/05/2020 00:00:00,null,null,29/06/2020 20:41:17,6,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,9,0,S,2,37,28/05/2020 15:40:11,null,null,null,26/05/2020 00:00:00,null,27/05/2020 00:00:00,17/06/2020 00:00:00,X,0,784146,40000,null,1,3.2,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,27/05/2020 00:00:00,null,null,28/05/2020 15:40:11,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,9,0,S,3,6,28/05/2020 16:23:18,null,null,null,26/05/2020 00:00:00,null,27/05/2020 00:00:00,17/06/2020 00:00:00,X,0,784146,40000,null,1,3.2,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,27/05/2020 00:00:00,null,null,28/05/2020 16:23:18,6,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,9,0,S,1,37,27/05/2020 14:30:55,null,null,null,26/05/2020 00:00:00,null,27/05/2020 00:00:00,17/06/2020 00:00:00,X,0,784146,40000,null,1,3.2,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,27/05/2020 14:30:55,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,10,0,S,1,45,05/10/2020 17:18:48,null,null,null,02/10/2020 00:00:00,null,05/10/2020 00:00:00,31/10/2020 00:00:00,X,0,470472,null,null,1,5.5,2,null,15,null,Y,Y,Y,Y,Y,Y,Y,Y,Y,06:00,06:00,Y,110,Y,41,05/10/2020 00:00:00,null,null,05/10/2020 17:18:48,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,10,0,S,2,45,16/10/2020 12:48:48,null,null,null,02/10/2020 00:00:00,null,05/10/2020 00:00:00,31/10/2020 00:00:00,X,0,470472,null,null,1,5.55,2,null,15,null,Y,Y,Y,Y,Y,Y,Y,Y,Y,06:00,06:00,Y,110,Y,41,05/10/2020 00:00:00,null,null,16/10/2020 12:48:48,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,20,0,S,1,45,03/10/2021 09:45:41,null,null,null,01/10/2021 00:00:00,null,01/10/2021 00:00:00,31/03/2022 00:00:00,X,0,272300,30000,null,1,5.15,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,03/10/2021 09:45:41,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,20,0,S,2,45,03/10/2021 09:52:55,null,null,null,01/10/2021 00:00:00,null,01/10/2021 00:00:00,06/10/2021 00:00:00,X,0,272300,45383,null,1,5.15,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,03/10/2021 09:52:55,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,20,0,S,3,45,03/10/2021 16:17:17,null,null,null,01/10/2021 00:00:00,null,01/10/2021 00:00:00,06/10/2021 00:00:00,X,0,272300,45383,null,1,5.15,2,null,15,null,Y,N,Y,Y,Y,N,Y,Y,Y,06:00,06:00,Y,110,Y,41,03/10/2021 00:00:00,null,null,03/10/2021 16:17:17,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,21,0,S,1,45,03/10/2021 09:47:55,null,null,null,01/10/2021 00:00:00,null,01/10/2021 00:00:00,06/10/2021 00:00:00,X,0,5460000,45383,null,1,4.78,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,03/10/2021 09:47:55,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,21,0,S,2,45,03/10/2021 09:51:54,null,null,null,01/10/2021 00:00:00,null,01/10/2021 00:00:00,31/03/2022 00:00:00,X,0,5460000,30000,null,1,4.78,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,03/10/2021 09:51:54,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,21,0,S,3,45,03/10/2021 16:16:34,null,null,null,01/10/2021 00:00:00,null,01/10/2021 00:00:00,31/03/2022 00:00:00,X,0,5460000,30000,null,1,4.78,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,03/10/2021 00:00:00,null,null,03/10/2021 16:16:34,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,22,0,S,1,45,15/12/2021 11:48:09,null,null,null,14/12/2021 00:00:00,18:46,01/01/2022 00:00:00,20/01/2022 00:00:00,X,0,1556000,77800,null,1,8.45,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,N,null,null,null,null,null,null,15/12/2021 11:48:09,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,22,0,S,2,45,16/12/2021 17:57:18,null,null,null,14/12/2021 00:00:00,18:46,01/01/2022 00:00:00,20/01/2022 00:00:00,X,0,1556000,77800,null,1,8.45,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,N,null,null,null,null,null,null,16/12/2021 17:57:18,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,11,0,S,1,45,26/10/2020 14:13:53,null,null,null,21/10/2020 00:00:00,null,27/10/2020 00:00:00,31/10/2020 00:00:00,X,0,700000,175050,null,1,5.8,2,null,15,null,Y,Y,Y,Y,Y,Y,Y,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,26/10/2020 14:13:53,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,8,0,S,1,37,21/05/2020 16:30:19,null,null,null,29/04/2020 00:00:00,null,06/05/2020 00:00:00,31/05/2020 00:00:00,X,0,1100000,40000,null,1,3.65,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,21/05/2020 16:30:19,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,8,0,S,2,37,28/05/2020 13:03:53,null,null,null,29/04/2020 00:00:00,null,06/05/2020 00:00:00,27/05/2020 00:00:00,X,0,1100000,40000,null,1,3.65,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,22/05/2020 00:00:00,null,null,28/05/2020 13:03:53,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,8,0,S,3,37,28/05/2020 16:52:53,null,null,null,29/04/2020 00:00:00,null,06/05/2020 00:00:00,27/05/2020 00:00:00,X,0,1100000,40000,null,1,3.65,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,22/05/2020 00:00:00,null,null,28/05/2020 16:52:53,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,16,0,S,1,45,29/04/2021 14:40:10,null,null,null,11/03/2021 00:00:00,null,12/04/2021 00:00:00,30/04/2021 00:00:00,X,0,53350,23400,null,1,5.65,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,29/04/2021 14:40:10,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,16,0,S,2,45,29/04/2021 14:40:39,null,null,null,11/03/2021 00:00:00,null,12/04/2021 00:00:00,30/04/2021 00:00:00,X,0,53350,23400,null,1,5.65,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,29/04/2021 14:40:39,45,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,5,110,03/10/2022 11:58:03,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,1292000,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,01/10/2022 00:00:00,null,null,03/10/2022 11:58:03,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,4,110,01/10/2022 16:51:58,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,1292000,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,01/10/2022 16:51:58,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,3,110,30/09/2022 11:02:26,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,0,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,30/09/2022 11:02:26,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,6,154,02/11/2022 19:29:30,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,1292000,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,01/10/2022 00:00:00,null,null,02/11/2022 19:29:30,154,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,7,154,02/11/2022 21:31:40,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,1292000,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,01/10/2022 00:00:00,null,null,02/11/2022 21:31:40,154,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,1,110,22/09/2022 10:56:28,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,0,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,22/09/2022 10:56:28,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,2,110,22/09/2022 11:06:12,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,0,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,22/09/2022 11:06:12,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,10,110,16/11/2022 12:49:27,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,1292000,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,01/10/2022 00:00:00,null,null,16/11/2022 12:49:27,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,8,110,16/11/2022 12:26:34,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,1292000,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,01/10/2022 00:00:00,null,null,16/11/2022 12:26:34,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,24,0,S,9,110,16/11/2022 12:27:31,null,null,null,21/09/2022 00:00:00,19:00,01/10/2022 00:00:00,31/12/2022 00:00:00,X,0,1292000,0,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,01/10/2022 00:00:00,null,null,16/11/2022 12:27:31,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,25,0,S,1,48,02/01/2023 10:31:57,null,null,null,07/10/2022 00:00:00,14:00,08/10/2022 00:00:00,14/10/2022 00:00:00,X,0,630000,90000,null,1,30,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,100,null,null,null,Buyer's option,null,02/01/2023 10:31:57,48,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,30,2,S,1,48,14/09/2023 15:10:02,null,null,null,06/07/2023 00:00:00,00:00,22/08/2023 00:00:00,30/09/2023 00:00:00,X,0,180000,3000,null,1,11.1662,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,14/09/2023 15:10:02,48,null,null,Y,Y,06/07/2023 00:00:00,null,N,N,4,14:00,1,+,Y,N,8000,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,30,2,S,2,18,29/09/2023 14:18:35,null,null,null,06/07/2023 00:00:00,00:00,22/08/2023 00:00:00,30/09/2023 00:00:00,X,0,188000,3000,null,1,10.5182,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,15/09/2023 00:00:00,null,null,29/09/2023 14:18:35,18,null,null,Y,Y,06/07/2023 00:00:00,null,N,N,4,14:00,1,+,Y,Y,8000,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,29,5,S,1,170,19/12/2023 17:26:01,null,null,null,06/07/2023 00:00:00,00:00,06/07/2023 00:00:00,18/12/2023 00:00:00,X,0,3034547.84,20000,null,1,14.1083,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,41,15/12/2023 00:00:00,Reduction in volume due to change in Delivery point and Supply Source,null,19/12/2023 17:26:01,170,null,null,Y,Y,06/07/2023 00:00:00,00:00,N,N,4,14:00,1,+,Y,Y,2847.84,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,28,0,S,6,110,02/02/2023 11:34:18,null,null,null,27/01/2023 00:00:00,22:03,27/01/2023 00:00:00,30/04/2023 00:00:00,X,0,1000000,13000,null,1,14.5,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,90,28/01/2023 00:00:00,null,null,02/02/2023 11:34:18,110,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,28,0,S,1,37,28/01/2023 13:34:55,null,null,null,27/01/2023 00:00:00,22:03,27/01/2023 00:00:00,30/04/2023 00:00:00,X,0,1000000,13000,null,1,14.5,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,28/01/2023 13:34:55,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,28,0,S,2,37,28/01/2023 13:55:37,null,null,null,27/01/2023 00:00:00,22:03,27/01/2023 00:00:00,30/04/2023 00:00:00,X,0,1000000,13000,null,1,14.5,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,null,null,28/01/2023 13:55:37,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,28,0,S,3,37,28/01/2023 20:55:32,null,null,null,27/01/2023 00:00:00,22:03,27/01/2023 00:00:00,30/04/2023 00:00:00,X,0,1000000,13000,null,1,14.5,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,90,28/01/2023 00:00:00,null,null,28/01/2023 20:55:32,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,28,0,S,4,37,30/01/2023 12:40:05,null,null,null,27/01/2023 00:00:00,22:03,27/01/2023 00:00:00,30/04/2023 00:00:00,X,0,1000000,13000,null,1,14.5,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,90,28/01/2023 00:00:00,null,null,30/01/2023 12:40:05,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,28,0,S,5,37,30/01/2023 12:40:56,null,null,null,27/01/2023 00:00:00,22:03,27/01/2023 00:00:00,30/04/2023 00:00:00,X,0,1000000,13000,null,1,14.5,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,Y,90,28/01/2023 00:00:00,null,null,30/01/2023 12:40:56,37,null,null,Y,Y,null,null,null,null,4,null,1,null,null,null,null,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
AMNS,33,1,0,29,1,S,1,18,22/08/2023 15:07:07,null,null,null,06/07/2023 00:00:00,00:00,06/07/2023 00:00:00,31/12/2023 00:00:00,X,0,3270000,20000,null,1,11.4914,2,null,15,null,Y,N,N,Y,Y,N,N,Y,Y,06:00,06:00,Y,110,null,null,null,Reduction in volume due to change in Delivery point and Supply Source,null,22/08/2023 15:07:07,18,null,null,Y,Y,07/07/2023 00:00:00,null,N,N,4,14:00,1,-,Y,Y,30000,null,null,null,Y,null,ISO,7,45,86,N,null,0  ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N
