COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,PDF_TYPE,FILE_NAME,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,PDF_SIGNED,SIGNED_BY,SIGNED_DT,SIGNED_ENT_BY,PDF_CONTENT,SF_GEN_DT
RIL@O,2020-2021@C0005/20-21,528@L00528/20-21,L00528/20-21,C,CREDIT-INVOICE-04032021-RIL-Patalganga Manufacturing Division-C-528.pdf,49,17/03/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,19/03/2021 00:00:00,null,null,null
RIL@O,2017-2018@0003/17-18,137@null,null,C,CREDIT-INVOICE-15062017-RIL-Hazira Manufacturing Division-C-137.pdf,23,16/06/2017 00:00:00,null,null,null,null,null,null,null,null
MGL@S,2021-2022@D002/21-22,363@S0363/20-21,S0363/20-21,d,DEBIT-INVOICE-31032021-MGL-MGL-S-363.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
MGL@S,2021-2022@D002/21-22,363@S0363/20-21,S0363/20-21,1,DEBIT-INVOICE-31032021-MGL-MGL-S-363.pdf,48,07/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
MGL@S,2021-2022@D002/21-22,363@S0363/20-21,S0363/20-21,2,DEBIT-INVOICE-31032021-MGL-MGL-S-363.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
MGL@S,2021-2022@D002/21-22,363@S0363/20-21,S0363/20-21,1,DEBIT-INVOICE-31032021-MGL-MGL-S-363.pdf,48,07/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
MGL@S,2021-2022@D002/21-22,363@S0363/20-21,S0363/20-21,2,DEBIT-INVOICE-31032021-MGL-MGL-S-363.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
MGL@S,2021-2022@D002/21-22,363@S0363/20-21,S0363/20-21,d,DEBIT-INVOICE-31032021-MGL-MGL-S-363.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
MGL@S,2024-2025@DMH014/24-25,39@SMH0039/24-25,SMH0039/24-25,d,DEBIT-INVOICE-15072024-MGL-MGL3MVAT-S-39.pdf,46,16/07/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/07/2024 00:00:00,null,null,null
MGL@S,2024-2025@DMH014/24-25,39@SMH0039/24-25,SMH0039/24-25,1,DEBIT-INVOICE-15072024-MGL-MGL3MVAT-S-39.pdf,46,22/07/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/07/2024 00:00:00,null,null,null
MGL@S,2024-2025@DMH014/24-25,39@SMH0039/24-25,SMH0039/24-25,2,DEBIT-INVOICE-15072024-MGL-MGL3MVAT-S-39.pdf,46,16/07/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,22/07/2024 00:00:00,null,null,null
MGL@S,2024-2025@DMH015/24-25,43@SMH0043/24-25,SMH0043/24-25,d,DEBIT-INVOICE-31072024-MGL-MGL3MVAT-S-43.pdf,201,01/08/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,06/08/2024 00:00:00,null,null,null
MGL@S,2024-2025@DMH015/24-25,43@SMH0043/24-25,SMH0043/24-25,1,DEBIT-INVOICE-31072024-MGL-MGL3MVAT-S-43.pdf,46,06/08/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,06/08/2024 00:00:00,null,null,null
MGL@S,2024-2025@DMH015/24-25,43@SMH0043/24-25,SMH0043/24-25,2,DEBIT-INVOICE-31072024-MGL-MGL3MVAT-S-43.pdf,201,01/08/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,06/08/2024 00:00:00,null,null,null
GSPCL@Q,2018-2019@C006/18-19,472@00472/18-19,00472/18-19,C,CREDIT-INVOICE-25122018-GSPCL-GSPCL-C-472.pdf,23,26/12/2018 00:00:00,null,null,null,null,null,null,null,null
GSPCL@Q,2018-2019@C006/18-19,472@00472/18-19,00472/18-19,1,CREDIT-INVOICE-25122018-GSPCL-GSPCL-C-472.pdf,23,26/12/2018 00:00:00,null,null,null,null,null,null,null,null
GSPCL@S,2019-2020@D006/19-20,95@0095/19-20,0095/19-20,1,DEBIT-INVOICE-31012020-GSPCL-GSPCL-S-95.pdf,36,04/02/2020 00:00:00,null,null,Y,ASHWANI KUMAR DUDEJA,04/02/2020 00:00:00,null,null,null
GSPCL@S,2019-2020@D006/19-20,95@0095/19-20,0095/19-20,1,DEBIT-INVOICE-31012020-GSPCL-GSPCL-S-95.pdf,36,04/02/2020 00:00:00,null,null,Y,ASHWANI KUMAR DUDEJA,04/02/2020 00:00:00,null,null,null
Gail@Q,2023-2024@C0003/23-24,25@L00025/23-24,L00025/23-24,C,CREDIT-INVOICE-30062023-Gail-GAIL-Haz-C-25.pdf,113,01/07/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,06/07/2023 00:00:00,null,null,null
Gail@Q,2023-2024@C0003/23-24,25@L00025/23-24,L00025/23-24,1,CREDIT-INVOICE-30062023-Gail-GAIL-Haz-C-25.pdf,113,01/07/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,06/07/2023 00:00:00,null,null,null
Gail@Q,2023-2024@C0003/23-24,25@L00025/23-24,L00025/23-24,2,CREDIT-INVOICE-30062023-Gail-GAIL-Haz-C-25.pdf,113,01/07/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,06/07/2023 00:00:00,null,null,null
Gail@S,2019-2020@C002/19-20,24@0024/19-20,0024/19-20,C,CREDIT-INVOICE-22062019-Gail-GAIL-S-24.pdf,23,24/06/2019 00:00:00,null,null,null,null,null,null,null,null
Gail@S,2019-2020@C002/19-20,24@0024/19-20,0024/19-20,1,CREDIT-INVOICE-22062019-Gail-GAIL-S-24.pdf,23,24/06/2019 00:00:00,null,null,null,null,null,null,null,null
Gail@S,2019-2020@C002/19-20,24@0024/19-20,0024/19-20,C,CREDIT-INVOICE-22062019-Gail-GAIL-Haz-S-24.pdf,23,24/06/2019 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,05/03/2024 00:00:00,null,null,null
Gail@S,2019-2020@C002/19-20,24@0024/19-20,0024/19-20,1,CREDIT-INVOICE-22062019-Gail-GAIL-S-24.pdf,23,24/06/2019 00:00:00,null,null,null,null,null,null,null,null
Gail@S,2019-2020@C002/19-20,24@0024/19-20,0024/19-20,C,CREDIT-INVOICE-22062019-Gail-GAIL-S-24.pdf,23,24/06/2019 00:00:00,null,null,null,null,null,null,null,null
Gail@S,2019-2020@D007/19-20,96@0096/19-20,0096/19-20,1,DEBIT-INVOICE-31012020-Gail-GAIL-S-96.pdf,36,04/02/2020 00:00:00,null,null,Y,ASHWANI KUMAR DUDEJA,17/02/2020 00:00:00,null,null,null
Gail@S,2019-2020@D007/19-20,96@0096/19-20,0096/19-20,1,DEBIT-INVOICE-31012020-Gail-GAIL-S-96.pdf,36,04/02/2020 00:00:00,null,null,Y,ASHWANI KUMAR DUDEJA,17/02/2020 00:00:00,null,null,null
KRIBHCO@L,2023-2024@C007/23-24,8@S0008/23-24,S0008/23-24,C,CREDIT-INVOICE-15042023-KRIBHCO-KRIBHCO VAT15-L-8.pdf,130,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
KRIBHCO@L,2023-2024@C007/23-24,8@S0008/23-24,S0008/23-24,1,CREDIT-INVOICE-15042023-KRIBHCO-KRIBHCO VAT15-L-8.pdf,130,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
KRIBHCO@L,2023-2024@C007/23-24,8@S0008/23-24,S0008/23-24,2,CREDIT-INVOICE-15042023-KRIBHCO-KRIBHCO VAT15-L-8.pdf,130,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
KRIBHCO@L,2023-2024@C007/23-24,8@S0008/23-24,S0008/23-24,1,CREDIT-INVOICE-15042023-KRIBHCO-KRIBHCO VAT15-L-8.pdf,130,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
KRIBHCO@L,2023-2024@C007/23-24,8@S0008/23-24,S0008/23-24,2,CREDIT-INVOICE-15042023-KRIBHCO-KRIBHCO VAT15-L-8.pdf,130,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
KRIBHCO@L,2023-2024@C007/23-24,8@S0008/23-24,S0008/23-24,C,CREDIT-INVOICE-15042023-KRIBHCO-KRIBHCO VAT15-L-8.pdf,130,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
KRIBHCO@L,2019-2020@C003/19-20,121@0121/19-20,0121/19-20,1,CREDIT-INVOICE-15022020-KRIBHCO-Krishak Bharti Cooperative Limited-L-121.pdf,23,18/02/2020 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,16/10/2020 00:00:00,null,null,null
KRIBHCO@L,2019-2020@C003/19-20,121@0121/19-20,0121/19-20,C,CREDIT-INVOICE-15022020-KRIBHCO-Krishak Bharti Cooperative Limited-L-121.pdf,23,18/02/2020 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,16/10/2020 00:00:00,null,null,null
KRIBHCO@L,2019-2020@C003/19-20,121@0121/19-20,0121/19-20,1,CREDIT-INVOICE-15022020-KRIBHCO-Krishak Bharti Cooperative Limited-L-121.pdf,23,18/02/2020 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,16/10/2020 00:00:00,null,null,null
KRIBHCO@L,2019-2020@C003/19-20,121@0121/19-20,0121/19-20,C,CREDIT-INVOICE-15022020-KRIBHCO-Krishak Bharti Cooperative Limited-L-121.pdf,23,18/02/2020 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,16/10/2020 00:00:00,null,null,null
KRIBHCO@L,2021-2022@D009/21-22,368@S0368/20-21,S0368/20-21,d,DEBIT-INVOICE-31032021-KRIBHCO-Krishak Bharti Cooperative Limited-L-368.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
KRIBHCO@L,2021-2022@D009/21-22,368@S0368/20-21,S0368/20-21,2,DEBIT-INVOICE-31032021-KRIBHCO-Krishak Bharti Cooperative Limited-L-368.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
KRIBHCO@L,2021-2022@D009/21-22,368@S0368/20-21,S0368/20-21,1,DEBIT-INVOICE-31032021-KRIBHCO-Krishak Bharti Cooperative Limited-L-368.pdf,48,07/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
KRIBHCO@L,2021-2022@D009/21-22,368@S0368/20-21,S0368/20-21,1,DEBIT-INVOICE-31032021-KRIBHCO-Krishak Bharti Cooperative Limited-L-368.pdf,48,07/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
KRIBHCO@L,2021-2022@D009/21-22,368@S0368/20-21,S0368/20-21,2,DEBIT-INVOICE-31032021-KRIBHCO-Krishak Bharti Cooperative Limited-L-368.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
KRIBHCO@L,2021-2022@D009/21-22,368@S0368/20-21,S0368/20-21,d,DEBIT-INVOICE-31032021-KRIBHCO-Krishak Bharti Cooperative Limited-L-368.pdf,48,01/04/2021 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/04/2021 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH031/22-23,193@SMH0193/22-23,SMH0193/22-23,1,DEBIT-INVOICE-31032023-DFPCL-DFPCL Maharashtra-S-193.pdf,49,04/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,04/04/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH031/22-23,193@SMH0193/22-23,SMH0193/22-23,d,DEBIT-INVOICE-31032023-DFPCL-DFPCL Maharashtra-S-193.pdf,49,03/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,04/04/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH031/22-23,193@SMH0193/22-23,SMH0193/22-23,2,DEBIT-INVOICE-31032023-DFPCL-DFPCL Maharashtra-S-193.pdf,49,03/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,04/04/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH031/22-23,193@SMH0193/22-23,SMH0193/22-23,1,DEBIT-INVOICE-31032023-DFPCL-DFPCL Maharashtra-S-193.pdf,49,04/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,04/04/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH031/22-23,193@SMH0193/22-23,SMH0193/22-23,2,DEBIT-INVOICE-31032023-DFPCL-DFPCL Maharashtra-S-193.pdf,49,03/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,04/04/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH031/22-23,193@SMH0193/22-23,SMH0193/22-23,d,DEBIT-INVOICE-31032023-DFPCL-DFPCL Maharashtra-S-193.pdf,49,03/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,04/04/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH008/22-23,128@SMH0128/22-23,SMH0128/22-23,d,DEBIT-INVOICE-15122022-DFPCL-DFPCL Maharashtra-S-128.pdf,130,19/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,20/12/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH008/22-23,128@SMH0128/22-23,SMH0128/22-23,1,DEBIT-INVOICE-15122022-DFPCL-DFPCL Maharashtra-S-128.pdf,130,20/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,20/12/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH008/22-23,128@SMH0128/22-23,SMH0128/22-23,2,DEBIT-INVOICE-15122022-DFPCL-DFPCL Maharashtra-S-128.pdf,130,19/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,20/12/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH008/22-23,128@SMH0128/22-23,SMH0128/22-23,1,DEBIT-INVOICE-15122022-DFPCL-DFPCL Maharashtra-S-128.pdf,130,20/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,20/12/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH008/22-23,128@SMH0128/22-23,SMH0128/22-23,2,DEBIT-INVOICE-15122022-DFPCL-DFPCL Maharashtra-S-128.pdf,130,19/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,20/12/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH008/22-23,128@SMH0128/22-23,SMH0128/22-23,d,DEBIT-INVOICE-15122022-DFPCL-DFPCL Maharashtra-S-128.pdf,130,19/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,20/12/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH011/22-23,139@SMH0139/22-23,SMH0139/22-23,d,DEBIT-INVOICE-31122022-DFPCL-DFPCL Maharashtra-S-139.pdf,130,02/01/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,03/01/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH011/22-23,139@SMH0139/22-23,SMH0139/22-23,1,DEBIT-INVOICE-31122022-DFPCL-DFPCL Maharashtra-S-139.pdf,153,03/01/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,03/01/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH011/22-23,139@SMH0139/22-23,SMH0139/22-23,2,DEBIT-INVOICE-31122022-DFPCL-DFPCL Maharashtra-S-139.pdf,130,02/01/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,03/01/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH011/22-23,139@SMH0139/22-23,SMH0139/22-23,1,DEBIT-INVOICE-31122022-DFPCL-DFPCL Maharashtra-S-139.pdf,153,03/01/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,03/01/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH011/22-23,139@SMH0139/22-23,SMH0139/22-23,2,DEBIT-INVOICE-31122022-DFPCL-DFPCL Maharashtra-S-139.pdf,130,02/01/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,03/01/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH011/22-23,139@SMH0139/22-23,SMH0139/22-23,d,DEBIT-INVOICE-31122022-DFPCL-DFPCL Maharashtra-S-139.pdf,130,02/01/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,03/01/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH016/22-23,152@SMH0152/22-23,SMH0152/22-23,d,DEBIT-INVOICE-31012023-DFPCL-DFPCL Maharashtra-S-152.pdf,23,01/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,02/02/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH016/22-23,152@SMH0152/22-23,SMH0152/22-23,1,DEBIT-INVOICE-31012023-DFPCL-DFPCL Maharashtra-S-152.pdf,23,02/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,02/02/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH016/22-23,152@SMH0152/22-23,SMH0152/22-23,2,DEBIT-INVOICE-31012023-DFPCL-DFPCL Maharashtra-S-152.pdf,23,01/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,02/02/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH016/22-23,152@SMH0152/22-23,SMH0152/22-23,1,DEBIT-INVOICE-31012023-DFPCL-DFPCL Maharashtra-S-152.pdf,23,02/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,02/02/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH016/22-23,152@SMH0152/22-23,SMH0152/22-23,2,DEBIT-INVOICE-31012023-DFPCL-DFPCL Maharashtra-S-152.pdf,23,01/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,02/02/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH016/22-23,152@SMH0152/22-23,SMH0152/22-23,d,DEBIT-INVOICE-31012023-DFPCL-DFPCL Maharashtra-S-152.pdf,23,01/02/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,02/02/2023 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH001/22-23,49@SMH0049/22-23,SMH0049/22-23,d,DEBIT-INVOICE-31082022-DFPCL-DFPCL Maharashtra-S-49.pdf,23,02/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/09/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH001/22-23,49@SMH0049/22-23,SMH0049/22-23,1,DEBIT-INVOICE-31082022-DFPCL-DFPCL Maharashtra-S-49.pdf,6,07/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/09/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH001/22-23,49@SMH0049/22-23,SMH0049/22-23,2,DEBIT-INVOICE-31082022-DFPCL-DFPCL Maharashtra-S-49.pdf,23,02/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/09/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH001/22-23,49@SMH0049/22-23,SMH0049/22-23,1,DEBIT-INVOICE-31082022-DFPCL-DFPCL Maharashtra-S-49.pdf,6,07/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/09/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH001/22-23,49@SMH0049/22-23,SMH0049/22-23,2,DEBIT-INVOICE-31082022-DFPCL-DFPCL Maharashtra-S-49.pdf,23,02/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/09/2022 00:00:00,null,null,null
DFPCL@S,2022-2023@DMH001/22-23,49@SMH0049/22-23,SMH0049/22-23,d,DEBIT-INVOICE-31082022-DFPCL-DFPCL Maharashtra-S-49.pdf,23,02/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,07/09/2022 00:00:00,null,null,null
DFPCL@S,2023-2024@CMH001/23-24,3@SMH0003/23-24,SMH0003/23-24,C,CREDIT-INVOICE-15042023-DFPCL-DFPCL Maharashtra-S-3.pdf,153,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
DFPCL@S,2023-2024@CMH001/23-24,3@SMH0003/23-24,SMH0003/23-24,1,CREDIT-INVOICE-15042023-DFPCL-DFPCL Maharashtra-S-3.pdf,153,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
DFPCL@S,2023-2024@CMH001/23-24,3@SMH0003/23-24,SMH0003/23-24,2,CREDIT-INVOICE-15042023-DFPCL-DFPCL Maharashtra-S-3.pdf,153,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
DFPCL@S,2023-2024@CMH001/23-24,3@SMH0003/23-24,SMH0003/23-24,1,CREDIT-INVOICE-15042023-DFPCL-DFPCL Maharashtra-S-3.pdf,153,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
DFPCL@S,2023-2024@CMH001/23-24,3@SMH0003/23-24,SMH0003/23-24,2,CREDIT-INVOICE-15042023-DFPCL-DFPCL Maharashtra-S-3.pdf,153,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
DFPCL@S,2023-2024@CMH001/23-24,3@SMH0003/23-24,SMH0003/23-24,C,CREDIT-INVOICE-15042023-DFPCL-DFPCL Maharashtra-S-3.pdf,153,18/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,21/04/2023 00:00:00,null,null,null
IGL@X,2022-2023@C002/22-23,84@S0084/22-23,S0084/22-23,1,CREDIT-INVOICE-09092022-IGL-IGL-Delhi-K-84.pdf,23,12/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/11/2022 00:00:00,null,null,null
IGL@X,2022-2023@C002/22-23,84@S0084/22-23,S0084/22-23,2,CREDIT-INVOICE-09092022-IGL-IGL-Delhi-K-84.pdf,23,12/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,02/12/2022 00:00:00,null,null,null
IGL@X,2022-2023@C002/22-23,84@S0084/22-23,S0084/22-23,C,CREDIT-INVOICE-09092022-IGL-IGL-Delhi-K-84.pdf,23,12/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/11/2022 00:00:00,null,null,null
IGL@X,2022-2023@C003/22-23,85@S0085/22-23,S0085/22-23,1,CREDIT-INVOICE-09092022-IGL-IGL-Delhi-K-85.pdf,23,12/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/11/2022 00:00:00,null,null,null
IGL@X,2022-2023@C003/22-23,85@S0085/22-23,S0085/22-23,2,CREDIT-INVOICE-09092022-IGL-IGL-Delhi-K-85.pdf,23,12/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/11/2022 00:00:00,null,null,null
IGL@X,2022-2023@C003/22-23,85@S0085/22-23,S0085/22-23,C,CREDIT-INVOICE-09092022-IGL-IGL-Delhi-K-85.pdf,23,12/09/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,25/11/2022 00:00:00,null,null,null
HPCL@S,2024-2025@D034/24-25,253@S0253/24-25,S0253/24-25,d,DEBIT-INVOICE-15122024-HPCL-HPCL Gujarat-S-253.pdf,46,16/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,17/12/2024 00:00:00,null,null,null
HPCL@S,2024-2025@D034/24-25,253@S0253/24-25,S0253/24-25,1,DEBIT-INVOICE-15122024-HPCL-HPCL Gujarat-S-253.pdf,46,17/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,17/12/2024 00:00:00,null,null,null
HPCL@S,2024-2025@D034/24-25,253@S0253/24-25,S0253/24-25,2,DEBIT-INVOICE-15122024-HPCL-HPCL Gujarat-S-253.pdf,46,16/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,17/12/2024 00:00:00,null,null,null
HPCL@S,2024-2025@D032/24-25,242@S0242/24-25,S0242/24-25,d,DEBIT-INVOICE-30112024-HPCL-HPCL Gujarat-S-242.pdf,46,02/12/2024 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,03/12/2024 00:00:00,null,null,null
