COMPANY_CD,FINANCIAL_YEAR,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,BU_UNIT,BU_STATE_TIN,SVC_INVOICE_SEQ,SVC_INVOICE_NO,INVOICE_SEQ,INVOICE_NO,TRUCK_TRANS_CD,TRUCK_CD,MAPPING_ID,PERIOD_START_DT,PERIOD_END_DT,QTY_MMBTU,DISTANCE,ENT_BY,ENT_DT
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,58,TMS00058/22-23,T0705/22-23,T0705/22-23,null,null,null,null,null,842.10,null,36,16/12/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,58,TMS00058/22-23,T0709/22-23,T0709/22-23,null,null,null,null,null,836.14,null,36,16/12/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,58,TMS00058/22-23,T0714/22-23,T0714/22-23,null,null,null,null,null,837.79,null,36,16/12/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0720/22-23,T0720/22-23,null,null,null,null,null,842.68,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0725/22-23,T0725/22-23,null,null,null,null,null,890.03,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0732/22-23,T0732/22-23,null,null,null,null,null,837.05,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0735/22-23,T0735/22-23,null,null,null,null,null,836.34,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0740/22-23,T0740/22-23,null,null,null,null,null,888.64,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0748/22-23,T0748/22-23,null,null,null,null,null,834.69,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0754/22-23,T0754/22-23,null,null,null,null,null,839.21,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0759/22-23,T0759/22-23,null,null,null,null,null,835.05,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,61,TMS00061/22-23,T0763/22-23,T0763/22-23,null,null,null,null,null,833.60,null,6,02/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0770/22-23,T0770/22-23,null,null,null,null,null,828.43,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0775/22-23,T0775/22-23,null,null,null,null,null,828.73,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0785/22-23,T0785/22-23,null,null,null,null,null,889.39,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0789/22-23,T0789/22-23,null,null,null,null,null,833.81,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0796/22-23,T0796/22-23,null,null,null,null,null,835.36,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0797/22-23,T0797/22-23,null,null,null,null,null,835.94,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0808/22-23,T0808/22-23,null,null,null,null,null,836.84,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,65,TMS00065/22-23,T0814/22-23,T0814/22-23,null,null,null,null,null,833.51,null,6,16/01/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0817/22-23,T0817/22-23,null,null,null,null,null,830.11,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0826/22-23,T0826/22-23,null,null,null,null,null,834.23,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0836/22-23,T0836/22-23,null,null,null,null,null,832.18,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0843/22-23,T0843/22-23,null,null,null,null,null,837.94,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0845/22-23,T0845/22-23,null,null,null,null,null,834.96,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0854/22-23,T0854/22-23,null,null,null,null,null,871.83,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0857/22-23,T0857/22-23,null,null,null,null,null,860.76,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0862/22-23,T0862/22-23,null,null,null,null,null,833.81,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,69,TMS00069/22-23,T0864/22-23,T0864/22-23,null,null,null,null,null,731.90,null,6,01/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0876/22-23,T0876/22-23,null,null,null,null,null,842.07,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0880/22-23,T0880/22-23,null,null,null,null,null,833.98,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0882/22-23,T0882/22-23,null,null,null,null,null,727.10,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0894/22-23,T0894/22-23,null,null,null,null,null,837.87,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0903/22-23,T0903/22-23,null,null,null,null,null,839.21,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0918/22-23,T0918/22-23,null,null,null,null,null,839.73,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0923/22-23,T0923/22-23,null,null,null,null,null,838.16,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,73,TMS00073/22-23,T0934/22-23,T0934/22-23,null,null,null,null,null,830.73,null,6,16/02/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,76,TMS00076/22-23,T0971/22-23,T0971/22-23,null,null,null,null,null,832.67,null,6,01/03/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,76,TMS00076/22-23,T0981/22-23,T0981/22-23,null,null,null,null,null,840.89,null,6,01/03/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,79,TMS00079/22-23,T1048/22-23,T1048/22-23,null,null,null,null,null,834.06,null,153,16/03/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,79,TMS00079/22-23,T1052/22-23,T1052/22-23,null,null,null,null,null,833.48,null,153,16/03/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,79,TMS00079/22-23,T1066/22-23,T1066/22-23,null,null,null,null,null,837.20,null,153,16/03/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,79,TMS00079/22-23,T1076/22-23,T1076/22-23,null,null,null,null,null,826.10,null,153,16/03/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,84,TMS00084/22-23,T1083/22-23,T1083/22-23,null,null,null,null,null,818.06,null,6,03/04/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,84,TMS00084/22-23,T1100/22-23,T1100/22-23,null,null,null,null,null,842.43,null,6,03/04/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,84,TMS00084/22-23,T1104/22-23,T1104/22-23,null,null,null,null,null,829.04,null,6,03/04/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,84,TMS00084/22-23,T1111/22-23,T1111/22-23,null,null,null,null,null,830.89,null,6,03/04/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,84,TMS00084/22-23,T1131/22-23,T1131/22-23,null,null,null,null,null,831.80,null,6,03/04/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,84,TMS00084/22-23,T1139/22-23,T1139/22-23,null,null,null,null,null,832.88,null,6,03/04/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,84,TMS00084/22-23,T1148/22-23,T1148/22-23,null,null,null,null,null,827.02,null,6,03/04/2023 00:00:00
SGIPL,2023-2024,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,2,TMS00002/23-24,T0001/23-24,T0001/23-24,null,null,null,null,null,831.50,null,6,17/04/2023 00:00:00
SGIPL,2023-2024,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,2,TMS00002/23-24,T0016/23-24,T0016/23-24,null,null,null,null,null,828.75,null,6,17/04/2023 00:00:00
SGIPL,2023-2024,SGIPL-1-0-5-5-0,1,0,5,0,B,1,null,2,TMS00002/23-24,T0025/23-24,T0025/23-24,null,null,null,null,null,834.60,null,6,17/04/2023 00:00:00
SGIPL,2023-2024,SGIPL-1-0-3-6-0,1,0,6,0,B,1,null,6,TMS00006/23-24,T0237/23-24,T0237/23-24,null,null,null,null,null,878.26,null,6,27/06/2023 00:00:00
SGIPL,2023-2024,SGIPL-1-0-3-6-0,1,0,6,0,B,1,null,6,TMS00006/23-24,T0238/23-24,T0238/23-24,null,null,null,null,null,890.50,null,6,27/06/2023 00:00:00
SGIPL,2023-2024,SGIPL-1-0-3-6-0,1,0,6,0,B,1,null,6,TMS00006/23-24,T0243/23-24,T0243/23-24,null,null,null,null,null,824.09,null,6,27/06/2023 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-2-1,1,0,2,1,B,1,null,4,TMS00004/22-23,T0001/22-23,T0001/22-23,null,null,null,null,null,822.54,null,36,18/04/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-2-1,1,0,2,1,B,1,null,4,TMS00004/22-23,T0004/22-23,T0004/22-23,null,null,null,null,null,831.50,null,36,18/04/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-4-0,1,0,4,0,B,1,null,21,TMS00021/22-23,T0239/22-23,T0239/22-23,null,null,null,null,null,838.12,null,6,01/07/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-4-0,1,0,4,0,B,1,null,21,TMS00021/22-23,T0246/22-23,T0246/22-23,null,null,null,null,null,844.86,null,6,01/07/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-4-0,1,0,4,0,B,1,null,21,TMS00021/22-23,T0252/22-23,T0252/22-23,null,null,null,null,null,833.59,null,6,01/07/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-4-0,1,0,4,0,B,1,null,21,TMS00021/22-23,T0261/22-23,T0261/22-23,null,null,null,null,null,844.56,null,6,01/07/2022 00:00:00
SGIPL,2022-2023,SGIPL-1-0-5-4-0,1,0,4,0,B,1,null,21,TMS00021/22-23,T0266/22-23,T0266/22-23,null,null,null,null,null,831.50,null,6,01/07/2022 00:00:00
SGIPL,2024-2025,SGIPL-1-0-3-7-0,1,0,7,0,B,1,null,15,TMS00015/24-25,T0771/24-25,T0771/24-25,null,null,null,null,null,845.91,null,6,01/10/2024 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,57,TMS00057/22-23,T0711/22-23,T0711/22-23,null,null,null,null,null,838.83,null,36,16/12/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,60,TMS00060/22-23,T0724/22-23,T0724/22-23,null,null,null,null,null,836.49,null,6,02/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,60,TMS00060/22-23,T0729/22-23,T0729/22-23,null,null,null,null,null,838.54,null,6,02/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,60,TMS00060/22-23,T0738/22-23,T0738/22-23,null,null,null,null,null,838.00,null,6,02/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,60,TMS00060/22-23,T0762/22-23,T0762/22-23,null,null,null,null,null,835.06,null,6,02/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,64,TMS00064/22-23,T0768/22-23,T0768/22-23,null,null,null,null,null,824.34,null,6,16/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,64,TMS00064/22-23,T0781/22-23,T0781/22-23,null,null,null,null,null,832.68,null,6,16/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,64,TMS00064/22-23,T0790/22-23,T0790/22-23,null,null,null,null,null,844.71,null,6,16/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,64,TMS00064/22-23,T0800/22-23,T0800/22-23,null,null,null,null,null,828.12,null,6,16/01/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,68,TMS00068/22-23,T0818/22-23,T0818/22-23,null,null,null,null,null,828.86,null,6,01/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,68,TMS00068/22-23,T0834/22-23,T0834/22-23,null,null,null,null,null,834.26,null,6,01/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,68,TMS00068/22-23,T0839/22-23,T0839/22-23,null,null,null,null,null,836.98,null,6,01/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,68,TMS00068/22-23,T0851/22-23,T0851/22-23,null,null,null,null,null,837.97,null,6,01/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,68,TMS00068/22-23,T0860/22-23,T0860/22-23,null,null,null,null,null,837.24,null,6,01/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,72,TMS00072/22-23,T0868/22-23,T0868/22-23,null,null,null,null,null,838.49,null,6,16/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,72,TMS00072/22-23,T0885/22-23,T0885/22-23,null,null,null,null,null,838.73,null,6,16/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,72,TMS00072/22-23,T0913/22-23,T0913/22-23,null,null,null,null,null,836.87,null,6,16/02/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,75,TMS00075/22-23,T0938/22-23,T0938/22-23,null,null,null,null,null,840.23,null,6,01/03/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,75,TMS00075/22-23,T0972/22-23,T0972/22-23,null,null,null,null,null,830.06,null,6,01/03/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,75,TMS00075/22-23,T0987/22-23,T0987/22-23,null,null,null,null,null,835.10,null,6,01/03/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,78,TMS00078/22-23,T1023/22-23,T1023/22-23,null,null,null,null,null,839.63,null,153,16/03/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,78,TMS00078/22-23,T1041/22-23,T1041/22-23,null,null,null,null,null,843.37,null,153,16/03/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,78,TMS00078/22-23,T1059/22-23,T1059/22-23,null,null,null,null,null,830.10,null,153,16/03/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,82,TMS00082/22-23,T1084/22-23,T1084/22-23,null,null,null,null,null,822.20,null,6,03/04/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,82,TMS00082/22-23,T1106/22-23,T1106/22-23,null,null,null,null,null,830.54,null,6,03/04/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,82,TMS00082/22-23,T1123/22-23,T1123/22-23,null,null,null,null,null,831.67,null,6,03/04/2023 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-6-0,1,0,6,0,B,1,null,82,TMS00082/22-23,T1132/22-23,T1132/22-23,null,null,null,null,null,829.74,null,6,03/04/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-8-1,1,0,8,1,B,1,null,5,TMS00005/23-24,T0194/23-24,T0194/23-24,null,null,null,null,null,848.05,null,49,12/06/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-9-0,1,0,9,0,B,1,null,7,TMS00007/23-24,T0235/23-24,T0235/23-24,null,null,null,null,null,823.72,null,6,01/07/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-9-0,1,0,9,0,B,1,null,7,TMS00007/23-24,T0259/23-24,T0259/23-24,null,null,null,null,null,824.71,null,6,01/07/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-9-0,1,0,9,0,B,1,null,7,TMS00007/23-24,T0273/23-24,T0273/23-24,null,null,null,null,null,826.03,null,6,01/07/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-9-0,1,0,9,0,B,1,null,8,TMS00008/23-24,T0292/23-24,T0292/23-24,null,null,null,null,null,707.90,null,6,07/07/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,25,TMS00025/23-24,T1485/23-24,T1485/23-24,null,null,null,null,null,828.00,null,6,16/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,25,TMS00025/23-24,T1500/23-24,T1500/23-24,null,null,null,null,null,852.91,null,6,16/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,25,TMS00025/23-24,T1522/23-24,T1522/23-24,null,null,null,null,null,840.47,null,6,16/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,25,TMS00025/23-24,T1546/23-24,T1546/23-24,null,null,null,null,null,838.89,null,6,16/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,25,TMS00025/23-24,T1575/23-24,T1575/23-24,null,null,null,null,null,831.82,null,6,16/02/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,27,TMS00027/23-24,T1634/23-24,T1634/23-24,null,null,null,null,null,863.75,null,6,01/03/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,27,TMS00027/23-24,T1656/23-24,T1656/23-24,null,null,null,null,null,863.33,null,6,01/03/2024 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-12-0,1,0,12,0,B,1,null,27,TMS00027/23-24,T1597/23-24,T1597/23-24,null,null,null,null,null,844.09,null,6,01/03/2024 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,1,TMS00001/21-22,T0299/21-22,T0299/21-22,null,null,null,null,null,845.40,null,113,18/10/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,2,TMS00002/21-22,T0352/21-22,T0352/21-22,null,null,null,null,null,819.67,null,23,01/11/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,3,TMS00003/21-22,T0387/21-22,T0387/21-22,null,null,null,null,null,838.36,null,113,01/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,3,TMS00003/21-22,T0396/21-22,T0396/21-22,null,null,null,null,null,867.41,null,113,01/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,3,TMS00003/21-22,T0403/21-22,T0403/21-22,null,null,null,null,null,843.49,null,113,01/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,3,TMS00003/21-22,T0411/21-22,T0411/21-22,null,null,null,null,null,868.43,null,113,01/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,4,TMS00004/21-22,T0419/21-22,T0419/21-22,null,null,null,null,null,862.16,null,23,17/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,4,TMS00004/21-22,T0440/21-22,T0440/21-22,null,null,null,null,null,832.25,null,23,17/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,5,TMS00005/21-22,T0446/21-22,T0446/21-22,null,null,null,null,null,834.63,null,113,31/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,5,TMS00005/21-22,T0463/21-22,T0463/21-22,null,null,null,null,null,838.25,null,113,31/12/2021 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,6,TMS00006/21-22,T0483/21-22,T0483/21-22,null,null,null,null,null,834.90,null,36,17/01/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,6,TMS00006/21-22,T0492/21-22,T0492/21-22,null,null,null,null,null,830.82,null,36,17/01/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,7,TMS00007/21-22,T0520/21-22,T0520/21-22,null,null,null,null,null,830.42,null,36,31/01/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,8,TMS00008/21-22,T0532/21-22,T0532/21-22,null,null,null,null,null,833.82,null,36,16/02/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,8,TMS00008/21-22,T0541/21-22,T0541/21-22,null,null,null,null,null,836.45,null,36,16/02/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,8,TMS00008/21-22,T0550/21-22,T0550/21-22,null,null,null,null,null,848.46,null,36,16/02/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,9,TMS00009/21-22,T0563/21-22,T0563/21-22,null,null,null,null,null,842.29,null,36,02/03/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-1-0,1,0,1,0,B,1,null,9,TMS00009/21-22,T0573/21-22,T0573/21-22,null,null,null,null,null,851.15,null,36,02/03/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-2-0,1,0,2,0,B,1,null,13,TMS00013/21-22,T0616/21-22,T0616/21-22,null,null,null,null,null,840.54,null,36,16/03/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-2-0,1,0,2,0,B,1,null,13,TMS00013/21-22,T0628/21-22,T0628/21-22,null,null,null,null,null,838.18,null,36,16/03/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-2-0,1,0,2,0,B,1,null,15,TMS00015/21-22,T0675/21-22,T0675/21-22,null,null,null,null,null,835.47,null,36,01/04/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-2-0,1,0,2,0,B,1,null,15,TMS00015/21-22,T0685/21-22,T0685/21-22,null,null,null,null,null,839.23,null,36,01/04/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-2-0,1,0,2,0,B,1,null,15,TMS00015/21-22,T0691/21-22,T0691/21-22,null,null,null,null,null,844.02,null,36,01/04/2022 00:00:00
JKPAPER,2021-2022,JKPAPER-1-0-1-2-0,1,0,2,0,B,1,null,15,TMS00015/21-22,T0702/21-22,T0702/21-22,null,null,null,null,null,845.49,null,36,01/04/2022 00:00:00
JKPAPER,2022-2023,JKPAPER-1-0-1-7-0,1,0,7,0,B,1,null,83,TMS00083/22-23,T1152/22-23,T1152/22-23,null,null,null,null,null,832.18,null,6,03/04/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-7-0,1,0,7,0,B,1,null,1,TMS00001/23-24,T0012/23-24,T0012/23-24,null,null,null,null,null,826.14,null,6,17/04/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-7-0,1,0,7,0,B,1,null,1,TMS00001/23-24,T0029/23-24,T0029/23-24,null,null,null,null,null,821.20,null,6,17/04/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-7-0,1,0,7,0,B,1,null,1,TMS00001/23-24,T0043/23-24,T0043/23-24,null,null,null,null,null,830.69,null,6,17/04/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-7-0,1,0,7,0,B,1,null,4,TMS00004/23-24,T0054/23-24,T0054/23-24,null,null,null,null,null,822.96,null,6,02/05/2023 00:00:00
JKPAPER,2023-2024,JKPAPER-1-0-1-7-0,1,0,7,0,B,1,null,4,TMS00004/23-24,T0063/23-24,T0063/23-24,null,null,null,null,null,831.26,null,6,02/05/2023 00:00:00
