COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,PDF_TYPE,FILE_NAME,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,PDF_SIGNED,SIGNED_BY,SIGNED_DT,SIGNED_ENT_BY,PDF_CONTENT,SF_GEN_DT,EMAIL_SENT,EMAIL_SENT_BY,EMAIL_SENT_DT
2,24,CT005/21-22,2021-2022,O,CREDIT-INVOICE-30032022-JKPAPER-JKPAPER-SONGADH-S-720-C.pdf,60,30/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,05/04/2022 00:00:00,null,null,null,Y,null,05/04/2022 00:00:00
2,24,CT005/21-22,2021-2022,D,CREDIT-INVOICE-30032022-JKPAPER-JKPAPER-SONGADH-S-720-1.pdf,60,30/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,05/04/2022 00:00:00,null,null,null,Y,null,05/04/2022 00:00:00
2,24,CT005/21-22,2021-2022,T,CREDIT-INVOICE-30032022-JKPAPER-JKPAPER-SONGADH-S-720-2.pdf,60,30/03/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,05/04/2022 00:00:00,null,null,null,Y,null,05/04/2022 00:00:00
2,24,CT001/22-23,2022-2023,O,CREDIT-INVOICE-10042022-JKPAPER-JKPAPER-SONGADH-S-19-C.pdf,66,10/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT001/22-23,2022-2023,D,CREDIT-INVOICE-10042022-JKPAPER-JKPAPER-SONGADH-S-19-1.pdf,66,10/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT001/22-23,2022-2023,T,CREDIT-INVOICE-10042022-JKPAPER-JKPAPER-SONGADH-S-19-2.pdf,66,10/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT003/22-23,2022-2023,O,CREDIT-INVOICE-15042022-JKPAPER-JKPAPER-SONGADH-S-32-C.pdf,60,15/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT003/22-23,2022-2023,D,CREDIT-INVOICE-15042022-JKPAPER-JKPAPER-SONGADH-S-32-1.pdf,60,15/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT003/22-23,2022-2023,T,CREDIT-INVOICE-15042022-JKPAPER-JKPAPER-SONGADH-S-32-2.pdf,60,15/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,DT003/22-23,2022-2023,O,DEBIT-INVOICE-20112022-JKPAPER-JKPAPER-SONGADH-S-641-d.pdf,132,20/11/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,05/12/2022 00:00:00,null,null,null,Y,null,05/12/2022 00:00:00
2,24,DT003/22-23,2022-2023,D,DEBIT-INVOICE-20112022-JKPAPER-JKPAPER-SONGADH-S-641-1.pdf,113,05/12/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,05/12/2022 00:00:00,null,null,null,Y,null,05/12/2022 00:00:00
2,24,DT003/22-23,2022-2023,T,DEBIT-INVOICE-20112022-JKPAPER-JKPAPER-SONGADH-S-641-2.pdf,132,20/11/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,05/12/2022 00:00:00,null,null,null,Y,null,05/12/2022 00:00:00
2,24,CT003/23-24,2023-2024,O,CREDIT-INVOICE-17042023-JKPAPER-JKPAPER-SONGADH-S-54-C.pdf,83,17/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2023 00:00:00,null,null,null,Y,null,28/04/2023 00:00:00
2,24,CT003/23-24,2023-2024,D,CREDIT-INVOICE-17042023-JKPAPER-JKPAPER-SONGADH-S-54-1.pdf,83,17/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2023 00:00:00,null,null,null,Y,null,28/04/2023 00:00:00
2,24,CT003/23-24,2023-2024,T,CREDIT-INVOICE-17042023-JKPAPER-JKPAPER-SONGADH-S-54-2.pdf,83,17/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2023 00:00:00,null,null,null,Y,null,28/04/2023 00:00:00
2,24,CT002/22-23,2022-2023,O,CREDIT-INVOICE-12042022-VIRGO-VIRGO-KHEDA-S-24-C.pdf,87,12/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT002/22-23,2022-2023,D,CREDIT-INVOICE-12042022-VIRGO-VIRGO-KHEDA-S-24-1.pdf,87,12/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT002/22-23,2022-2023,T,CREDIT-INVOICE-12042022-VIRGO-VIRGO-KHEDA-S-24-2.pdf,87,12/04/2022 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,27/04/2022 00:00:00,null,null,null,Y,null,27/04/2022 00:00:00
2,24,CT004/23-24,2023-2024,D,CREDIT-INVOICE-17042023-VIRGO-VIRGO-KHEDA-S-55-1.pdf,83,17/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2023 00:00:00,null,null,null,Y,null,28/04/2023 00:00:00
2,24,CT004/23-24,2023-2024,O,CREDIT-INVOICE-17042023-VIRGO-VIRGO-KHEDA-S-55-C.pdf,83,17/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2023 00:00:00,null,null,null,Y,null,28/04/2023 00:00:00
2,24,CT004/23-24,2023-2024,T,CREDIT-INVOICE-17042023-VIRGO-VIRGO-KHEDA-S-55-2.pdf,83,17/04/2023 00:00:00,null,null,Y,NAKUL ASHOK RAHEJA,28/04/2023 00:00:00,null,null,null,Y,null,28/04/2023 00:00:00
