COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,SEC_INT_REF,INV_COMPONENT,AMOUNT,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,TAX_AMT,TAX_STRUCT_CD,TDS_STRUCT_CD,TDS_TAX_AMT,BU_UNIT,PLANT_SEQ,GROSS_AMT
2020-2021,L00446/20-21,446,2020-2021,A013/20-21,SGST,5360985,null,22/12/2020 13:04:36,18,null,10721970,CGST 9%@ SGST 9%,TDS 1.5%,893497.56,1,1,59566504
2020-2021,L00482/20-21,482,2020-2021,A014/20-21,GROSS,39115175,null,16/01/2021 11:35:13,18,null,7040732,CGST 9%@ SGST 9%,TDS 1.5%,586727.625,1,1,39115175
2020-2021,L00482/20-21,482,2020-2021,A014/20-21,CGST,3520366,null,16/01/2021 11:35:13,18,null,7040732,CGST 9%@ SGST 9%,TDS 1.5%,586727.625,1,1,39115175
2020-2021,L00482/20-21,482,2020-2021,A014/20-21,SGST,3520366,null,16/01/2021 11:35:13,18,null,7040732,CGST 9%@ SGST 9%,TDS 1.5%,586727.625,1,1,39115175
2019-2020,00668/19-20,668,2019-2020,A011/2019-20,GROSS,27325092,null,24/01/2020 17:00:56,18,null,4918516,CGST 9%@ SGST 9%,TDS 2.0%,546501.84,1,1,27325092
2019-2020,00668/19-20,668,2019-2020,A011/2019-20,CGST,2459258,null,24/01/2020 17:00:56,18,null,4918516,CGST 9%@ SGST 9%,TDS 2.0%,546501.84,1,1,27325092
2019-2020,00668/19-20,668,2019-2020,A011/2019-20,SGST,2459258,null,24/01/2020 17:00:56,18,null,4918516,CGST 9%@ SGST 9%,TDS 2.0%,546501.84,1,1,27325092
2020-2021,L00500/20-21,500,2020-2021,A014/20-21,GROSS,30900063,null,16/02/2021 13:38:16,18,null,5562012,CGST 9%@ SGST 9%,TDS 1.5%,463500.945,1,1,30900063
2020-2021,L00500/20-21,500,2020-2021,A014/20-21,CGST,2781006,null,16/02/2021 13:38:16,18,null,5562012,CGST 9%@ SGST 9%,TDS 1.5%,463500.945,1,1,30900063
2020-2021,L00500/20-21,500,2020-2021,A014/20-21,SGST,2781006,null,16/02/2021 13:38:16,18,null,5562012,CGST 9%@ SGST 9%,TDS 1.5%,463500.945,1,1,30900063
2020-2021,L00501/20-21,501,2020-2021,A014/20-21,GROSS,9686981,null,26/02/2021 18:37:21,18,null,1743656,CGST 9%@ SGST 9%,TDS 1.5%,145304.715,1,1,9686981
2020-2021,L00501/20-21,501,2020-2021,A014/20-21,CGST,871828,null,26/02/2021 18:37:21,18,null,1743656,CGST 9%@ SGST 9%,TDS 1.5%,145304.715,1,1,9686981
2020-2021,L00501/20-21,501,2020-2021,A014/20-21,SGST,871828,null,26/02/2021 18:37:21,18,null,1743656,CGST 9%@ SGST 9%,TDS 1.5%,145304.715,1,1,9686981
2019-2020,00843/19-20,843,2019-2020,A015/2019-20,GROSS,68547225,null,01/04/2020 12:28:37,18,null,12338500,CGST 9%@ SGST 9%,TDS 2.0%,1370944.5,1,1,68547225
2019-2020,00843/19-20,843,2019-2020,A015/2019-20,CGST,6169250,null,01/04/2020 12:28:37,18,null,12338500,CGST 9%@ SGST 9%,TDS 2.0%,1370944.5,1,1,68547225
2019-2020,00843/19-20,843,2019-2020,A015/2019-20,SGST,6169250,null,01/04/2020 12:28:37,18,null,12338500,CGST 9%@ SGST 9%,TDS 2.0%,1370944.5,1,1,68547225
2020-2021,L00094/20-21,94,2020-2021,A003/20-21,GROSS,29257432,null,01/06/2020 12:26:00,18,null,5266338,CGST 9%@ SGST 9%,TDS 2.0%,585148.64,1,1,29257432
2020-2021,L00094/20-21,94,2020-2021,A003/20-21,CGST,2633169,null,01/06/2020 12:26:00,18,null,5266338,CGST 9%@ SGST 9%,TDS 2.0%,585148.64,1,1,29257432
2020-2021,L00094/20-21,94,2020-2021,A003/20-21,SGST,2633169,null,01/06/2020 12:26:00,18,null,5266338,CGST 9%@ SGST 9%,TDS 2.0%,585148.64,1,1,29257432
2020-2021,L00445/20-21,445,2020-2021,A013/20-21,GROSS,69538731,null,16/12/2020 15:20:04,18,null,12516972,CGST 9%@ SGST 9%,TDS 1.5%,1043080.965,1,1,69538731
2020-2021,L00445/20-21,445,2020-2021,A013/20-21,CGST,6258486,null,16/12/2020 15:20:04,18,null,12516972,CGST 9%@ SGST 9%,TDS 1.5%,1043080.965,1,1,69538731
2020-2021,L00445/20-21,445,2020-2021,A013/20-21,SGST,6258486,null,16/12/2020 15:20:04,18,null,12516972,CGST 9%@ SGST 9%,TDS 1.5%,1043080.965,1,1,69538731
2020-2021,L00162/20-21,162,2020-2021,A004/20-21,GROSS,96370068,null,01/07/2020 15:58:57,18,null,17346612,CGST 9%@ SGST 9%,TDS 1.5%,1445551.02,1,1,96370068
2020-2021,L00162/20-21,162,2020-2021,A004/20-21,CGST,8673306,null,01/07/2020 15:58:57,18,null,17346612,CGST 9%@ SGST 9%,TDS 1.5%,1445551.02,1,1,96370068
2020-2021,L00162/20-21,162,2020-2021,A004/20-21,SGST,8673306,null,01/07/2020 15:58:57,18,null,17346612,CGST 9%@ SGST 9%,TDS 1.5%,1445551.02,1,1,96370068
2020-2021,L00264/20-21,264,2020-2021,A007/20-21,GROSS,68125872,null,01/09/2020 12:02:04,18,null,12262656,CGST 9%@ SGST 9%,TDS 1.5%,1021888.08,1,1,68125872
2020-2021,L00264/20-21,264,2020-2021,A007/20-21,CGST,6131328,null,01/09/2020 12:02:04,18,null,12262656,CGST 9%@ SGST 9%,TDS 1.5%,1021888.08,1,1,68125872
2020-2021,L00264/20-21,264,2020-2021,A007/20-21,SGST,6131328,null,01/09/2020 12:02:04,18,null,12262656,CGST 9%@ SGST 9%,TDS 1.5%,1021888.08,1,1,68125872
2020-2021,L00354/20-21,354,2020-2021,A010/20-21,GROSS,59063490,null,16/10/2020 12:08:06,18,null,10631428,CGST 9%@ SGST 9%,TDS 1.5%,885952.35,1,1,59063490
2020-2021,L00354/20-21,354,2020-2021,A010/20-21,CGST,5315714,null,16/10/2020 12:08:06,18,null,10631428,CGST 9%@ SGST 9%,TDS 1.5%,885952.35,1,1,59063490
2020-2021,L00354/20-21,354,2020-2021,A010/20-21,SGST,5315714,null,16/10/2020 12:08:06,18,null,10631428,CGST 9%@ SGST 9%,TDS 1.5%,885952.35,1,1,59063490
2020-2021,L00335/20-21,335,2020-2021,A009/20-21,GROSS,74369320,null,09/10/2020 16:39:06,18,null,13386478,CGST 9%@ SGST 9%,TDS 1.5%,1115539.8,1,1,74369320
2020-2021,L00335/20-21,335,2020-2021,A009/20-21,CGST,6693239,null,09/10/2020 16:39:06,18,null,13386478,CGST 9%@ SGST 9%,TDS 1.5%,1115539.8,1,1,74369320
2020-2021,L00335/20-21,335,2020-2021,A009/20-21,SGST,6693239,null,09/10/2020 16:39:06,18,null,13386478,CGST 9%@ SGST 9%,TDS 1.5%,1115539.8,1,1,74369320
2020-2021,L00295/20-21,295,2020-2021,A008/20-21,GROSS,60428989,null,23/09/2020 12:44:38,18,null,10877218,CGST 9%@ SGST 9%,TDS 1.5%,906434.835,1,1,60428989
2020-2021,L00295/20-21,295,2020-2021,A008/20-21,CGST,5438609,null,23/09/2020 12:44:38,18,null,10877218,CGST 9%@ SGST 9%,TDS 1.5%,906434.835,1,1,60428989
2020-2021,L00295/20-21,295,2020-2021,A008/20-21,SGST,5438609,null,23/09/2020 12:44:38,18,null,10877218,CGST 9%@ SGST 9%,TDS 1.5%,906434.835,1,1,60428989
2020-2021,L00224/20-21,224,2020-2021,A005/20-21,GROSS,108876991,null,01/08/2020 16:15:04,18,null,19597858,CGST 9%@ SGST 9%,TDS 1.5%,1633154.865,1,1,108876991
2020-2021,L00224/20-21,224,2020-2021,A005/20-21,CGST,9798929,null,01/08/2020 16:15:04,18,null,19597858,CGST 9%@ SGST 9%,TDS 1.5%,1633154.865,1,1,108876991
2020-2021,L00224/20-21,224,2020-2021,A005/20-21,SGST,9798929,null,01/08/2020 16:15:04,18,null,19597858,CGST 9%@ SGST 9%,TDS 1.5%,1633154.865,1,1,108876991
2019-2020,00752/19-20,752,2019-2020,A014/2019-20,GROSS,50770852,null,02/03/2020 12:04:22,18,null,9138754,CGST 9%@ SGST 9%,TDS 2.0%,1015417.04,1,1,50770852
2019-2020,00752/19-20,752,2019-2020,A014/2019-20,CGST,4569377,null,02/03/2020 12:04:22,18,null,9138754,CGST 9%@ SGST 9%,TDS 2.0%,1015417.04,1,1,50770852
2019-2020,00752/19-20,752,2019-2020,A014/2019-20,SGST,4569377,null,02/03/2020 12:04:22,18,null,9138754,CGST 9%@ SGST 9%,TDS 2.0%,1015417.04,1,1,50770852
2020-2021,L00243/20-21,243,2020-2021,A006/20-21,GROSS,111520846,null,17/08/2020 11:48:41,18,null,20073752,CGST 9%@ SGST 9%,TDS 1.5%,1672812.69,1,1,111520846
2020-2021,L00243/20-21,243,2020-2021,A006/20-21,CGST,10036876,null,17/08/2020 11:48:41,18,null,20073752,CGST 9%@ SGST 9%,TDS 1.5%,1672812.69,1,1,111520846
2020-2021,L00243/20-21,243,2020-2021,A006/20-21,SGST,10036876,null,17/08/2020 11:48:41,18,null,20073752,CGST 9%@ SGST 9%,TDS 1.5%,1672812.69,1,1,111520846
2020-2021,A013/20-21,13,2020-2021,A015/2019-20,GROSS,29442880,null,16/04/2020 10:53:27,18,null,25322034,CGST 9%@ SGST 9%,TDS 2.0%,2813559.32,1,1,140677966
2020-2021,A013/20-21,13,2020-2021,A015/2019-20,CGST,2649859,null,16/04/2020 10:53:27,18,null,25322034,CGST 9%@ SGST 9%,TDS 2.0%,2813559.32,1,1,140677966
2020-2021,A013/20-21,13,2020-2021,A015/2019-20,SGST,2649859,null,16/04/2020 10:53:27,18,null,25322034,CGST 9%@ SGST 9%,TDS 2.0%,2813559.32,1,1,140677966
2020-2021,L00433/20-21,433,2020-2021,A012/20-21,GROSS,109737130,null,01/12/2020 15:32:06,18,null,19752684,CGST 9%@ SGST 9%,TDS 1.5%,1646056.95,1,1,109737130
2020-2021,L00433/20-21,433,2020-2021,A012/20-21,CGST,9876342,null,01/12/2020 15:32:06,18,null,19752684,CGST 9%@ SGST 9%,TDS 1.5%,1646056.95,1,1,109737130
2020-2021,L00433/20-21,433,2020-2021,A012/20-21,SGST,9876342,null,01/12/2020 15:32:06,18,null,19752684,CGST 9%@ SGST 9%,TDS 1.5%,1646056.95,1,1,109737130
2020-2021,L00275/20-21,275,2020-2021,A007/20-21,GROSS,26909125,null,07/09/2020 13:50:50,18,null,4843642,CGST 9%@ SGST 9%,TDS 1.5%,403636.875,1,1,26909125
2020-2021,L00275/20-21,275,2020-2021,A007/20-21,CGST,2421821,null,07/09/2020 13:50:50,18,null,4843642,CGST 9%@ SGST 9%,TDS 1.5%,403636.875,1,1,26909125
2020-2021,L00275/20-21,275,2020-2021,A007/20-21,SGST,2421821,null,07/09/2020 13:50:50,18,null,4843642,CGST 9%@ SGST 9%,TDS 1.5%,403636.875,1,1,26909125
2020-2021,L00490/20-21,490,2020-2021,A014/20-21,GROSS,107168781,null,01/02/2021 16:38:35,18,null,19290380,CGST 9%@ SGST 9%,TDS 1.5%,1607531.715,1,1,107168781
2020-2021,L00490/20-21,490,2020-2021,A014/20-21,CGST,9645190,null,01/02/2021 16:38:35,18,null,19290380,CGST 9%@ SGST 9%,TDS 1.5%,1607531.715,1,1,107168781
2020-2021,L00490/20-21,490,2020-2021,A014/20-21,SGST,9645190,null,01/02/2021 16:38:35,18,null,19290380,CGST 9%@ SGST 9%,TDS 1.5%,1607531.715,1,1,107168781
2020-2021,L00140/20-21,140,2020-2021,A003/20-21,GROSS,3648022,null,17/06/2020 18:34:26,18,null,656644,CGST 9%@ SGST 9%,TDS 2.0%,72960.44,1,1,3648022
2020-2021,L00140/20-21,140,2020-2021,A003/20-21,CGST,328322,null,17/06/2020 18:34:26,18,null,656644,CGST 9%@ SGST 9%,TDS 2.0%,72960.44,1,1,3648022
2020-2021,L00140/20-21,140,2020-2021,A003/20-21,SGST,328322,null,17/06/2020 18:34:26,18,null,656644,CGST 9%@ SGST 9%,TDS 2.0%,72960.44,1,1,3648022
2019-2020,00709/19-20,709,2019-2020,A012/2019-20,GROSS,85644547,null,11/02/2020 16:46:31,18,null,15416018,CGST 9%@ SGST 9%,TDS 2.0%,1712890.94,1,1,85644547
2019-2020,00709/19-20,709,2019-2020,A012/2019-20,CGST,7708009,null,11/02/2020 16:46:31,18,null,15416018,CGST 9%@ SGST 9%,TDS 2.0%,1712890.94,1,1,85644547
2019-2020,00709/19-20,709,2019-2020,A012/2019-20,SGST,7708009,null,11/02/2020 16:46:31,18,null,15416018,CGST 9%@ SGST 9%,TDS 2.0%,1712890.94,1,1,85644547
