COMPANY_CD,INVOICE_SEQ,INVOICE_TYPE,FINANCIAL_YEAR,PDF_TYPE,FILE_NAME,ENT_BY,ENT_DT,MODIFY_BY,MODIFY_DT,PDF_SIGNED,SIGNED_BY,SIGNED_DT,PDF_CONTENT,SF_GEN_DT,SIGNED_ENT_BY,SUPPLIER_CD
2,RCL0017/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-17-1-D.pdf,null,07/06/2019,null,null,null,null,null,null,null,null,2
2,RCL0017/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-17-1-O.pdf,null,07/06/2019,null,null,null,null,null,null,null,null,2
2,RCP0017/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-17-2-D.pdf,null,05/09/2019,null,null,null,null,null,null,null,null,1
2,RCP0017/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-17-2-O.pdf,null,05/09/2019,null,null,null,null,null,null,null,null,1
2,RCL0017/24-25,COSTR,2024-2025,O,INVOICE-X-2024-2025-17-1-O.pdf,null,18/02/2025,null,null,null,null,null,null,null,null,2
2,RCP0018/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-18-2-D.pdf,null,08/01/2018,null,null,null,null,null,null,null,null,1
2,RCP0018/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-18-2-O.pdf,null,08/01/2018,null,null,null,null,null,null,null,null,1
2,RCL0018/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-18-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0018/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-18-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0018/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-18-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0018/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-18-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0018/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-18-2-D.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0018/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-18-2-O.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0018/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-18-2-D.pdf,null,05/09/2019,null,null,null,null,null,null,null,null,1
2,RCP0018/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-18-2-O.pdf,null,05/09/2019,null,null,null,null,null,null,null,null,1
2,RCL0018/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-18-1-D.pdf,null,07/06/2019,null,null,null,null,null,null,null,null,2
2,RCL0018/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-18-1-O.pdf,null,07/06/2019,null,null,null,null,null,null,null,null,2
2,RCP0018/25-26,COSTR,2025-2026,D,INVOICE-X-2025-2026-18-2-D.pdf,null,18/09/2025,null,null,null,null,null,null,null,null,1
2,RCP0018/25-26,COSTR,2025-2026,O,INVOICE-X-2025-2026-18-2-O.pdf,null,18/09/2025,null,null,null,null,null,null,null,null,1
2,00186/18-19,SFA,2018-2019,D,INVOICE-Z-2018-2019-186-1-D.pdf,null,25/07/2018,null,null,null,null,null,null,null,null,2
2,00186/18-19,SFA,2018-2019,O,INVOICE-Z-2018-2019-186-1-O.pdf,null,25/07/2018,null,null,null,null,null,null,null,null,2
2,00186/18-19,SFA,2018-2019,T,INVOICE-Z-2018-2019-186-1-T.pdf,null,25/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0019/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-19-2-D.pdf,null,08/01/2018,null,null,null,null,null,null,null,null,1
2,RCP0019/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-19-2-O.pdf,null,08/01/2018,null,null,null,null,null,null,null,null,1
2,RCL0019/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-19-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0019/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-19-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0019/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-19-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0019/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-19-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0019/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-19-2-D.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCP0019/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-19-2-O.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCP0019/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-19-2-D.pdf,null,05/12/2019,null,null,null,null,null,null,null,null,1
2,RCP0019/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-19-2-O.pdf,null,05/12/2019,null,null,null,null,null,null,null,null,1
2,RCL0019/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-19-1-D.pdf,null,02/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0019/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-19-1-O.pdf,null,02/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0019/24-25,COSTR,2024-2025,O,INVOICE-X-2024-2025-19-2-O.pdf,null,12/02/2025,null,null,null,null,null,null,null,null,1
2,RCP0019/25-26,COSTR,2025-2026,D,INVOICE-X-2025-2026-19-2-D.pdf,null,18/09/2025,null,null,null,null,null,null,null,null,1
2,RCP0019/25-26,COSTR,2025-2026,O,INVOICE-X-2025-2026-19-2-O.pdf,null,18/09/2025,null,null,null,null,null,null,null,null,1
2,RCP0020/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-20-2-D.pdf,null,01/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0020/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-20-2-O.pdf,null,01/03/2018,null,null,null,null,null,null,null,null,1
2,RCL0020/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-20-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0020/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-20-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0020/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-20-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0020/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-20-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0020/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-20-2-D.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0020/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-20-2-O.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCL0020/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-20-1-D.pdf,null,02/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0020/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-20-1-O.pdf,null,02/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0020/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-20-2-D.pdf,null,10/10/2019,null,null,null,null,null,null,null,null,1
2,RCP0020/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-20-2-O.pdf,null,10/10/2019,null,null,null,null,null,null,null,null,1
2,RCP0021/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-21-2-D.pdf,null,09/02/2018,null,null,null,null,null,null,null,null,1
2,RCP0021/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-21-2-O.pdf,null,09/02/2018,null,null,null,null,null,null,null,null,1
2,RCL0021/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-21-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0021/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-21-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0021/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-21-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0021/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-21-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0021/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-21-2-D.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0021/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-21-2-O.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0021/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-21-2-D.pdf,null,10/10/2019,null,null,null,null,null,null,null,null,1
2,RCP0021/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-21-2-O.pdf,null,10/10/2019,null,null,null,null,null,null,null,null,1
2,RCL0021/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-21-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0021/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-21-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0021/24-25,COSTR,2024-2025,O,INVOICE-X-2024-2025-21-2-O.pdf,null,11/02/2025,null,null,null,null,null,null,null,null,1
2,00217/19-20,SFA,2019-2020,D,INVOICE-Z-2019-2020-217-1-D.pdf,null,26/06/2019,null,null,null,null,null,null,null,null,2
2,00217/19-20,SFA,2019-2020,O,INVOICE-Z-2019-2020-217-1-O.pdf,null,26/06/2019,null,null,null,null,null,null,null,null,2
2,00217/19-20,SFA,2019-2020,T,INVOICE-Z-2019-2020-217-1-T.pdf,null,26/06/2019,null,null,null,null,null,null,null,null,2
2,RCL0022/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-22-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0022/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-22-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCP0022/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-22-2-D.pdf,null,01/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0022/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-22-2-O.pdf,null,01/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0022/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-22-2-D.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0022/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-22-2-O.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCL0022/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-22-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0022/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-22-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0022/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-22-2-D.pdf,null,10/10/2019,null,null,null,null,null,null,null,null,1
2,RCP0022/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-22-2-O.pdf,null,10/10/2019,null,null,null,null,null,null,null,null,1
2,RCL0022/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-22-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0022/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-22-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0023/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-23-2-D.pdf,null,01/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0023/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-23-2-O.pdf,null,01/03/2018,null,null,null,null,null,null,null,null,1
2,RCL0023/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-23-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0023/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-23-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCP0023/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-23-2-D.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0023/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-23-2-O.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCL0023/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-23-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0023/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-23-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0023/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-23-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0023/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-23-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0023/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-23-2-D.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCP0023/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-23-2-O.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCP0024/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-24-2-D.pdf,null,28/02/2018,null,null,null,null,null,null,null,null,1
2,RCP0024/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-24-2-O.pdf,null,28/02/2018,null,null,null,null,null,null,null,null,1
2,RCL0024/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-24-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0024/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-24-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0024/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-24-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0024/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-24-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0024/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-24-2-D.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0024/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-24-2-O.pdf,null,22/11/2018,null,null,null,null,null,null,null,null,1
2,RCP0024/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-24-2-D.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCP0024/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-24-2-O.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCL0024/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-24-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0024/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-24-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0024/24-25,COSTR,2024-2025,O,INVOICE-X-2024-2025-24-2-O.pdf,null,12/02/2025,null,null,null,null,null,null,null,null,1
2,00244/18-19,SFA,2018-2019,D,INVOICE-Z-2018-2019-244-1-D.pdf,null,22/08/2018,null,null,null,null,null,null,null,null,2
2,00244/18-19,SFA,2018-2019,O,INVOICE-Z-2018-2019-244-1-O.pdf,null,22/08/2018,null,null,null,null,null,null,null,null,2
2,00244/18-19,SFA,2018-2019,T,INVOICE-Z-2018-2019-244-1-T.pdf,null,22/08/2018,null,null,null,null,null,null,null,null,2
2,00247/18-19,SFA,2018-2019,D,INVOICE-Z-2018-2019-247-1-D.pdf,null,30/08/2018,null,null,null,null,null,null,null,null,2
2,00247/18-19,SFA,2018-2019,O,INVOICE-Z-2018-2019-247-1-O.pdf,null,30/08/2018,null,null,null,null,null,null,null,null,2
2,00247/18-19,SFA,2018-2019,T,INVOICE-Z-2018-2019-247-1-T.pdf,null,30/08/2018,null,null,null,null,null,null,null,null,2
2,RCL0025/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-25-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0025/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-25-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCP0025/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-25-2-D.pdf,null,07/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0025/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-25-2-O.pdf,null,07/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0025/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-25-2-D.pdf,null,02/01/2019,null,null,null,null,null,null,null,null,1
2,RCP0025/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-25-2-O.pdf,null,02/01/2019,null,null,null,null,null,null,null,null,1
2,RCL0025/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-25-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0025/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-25-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0025/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-25-2-D.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCP0025/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-25-2-O.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCL0025/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-25-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0025/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-25-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,00250/17-18,SFA,2017-2018,D,INVOICE-Z-2017-2018-441-1-D.pdf,null,02/11/2017,null,null,null,null,null,null,null,null,2
2,00250/17-18,SFA,2017-2018,O,INVOICE-Z-2017-2018-441-1-O.pdf,null,02/11/2017,null,null,null,null,null,null,null,null,2
2,00250/17-18,SFA,2017-2018,T,INVOICE-Z-2017-2018-441-1-T.pdf,null,02/11/2017,null,null,null,null,null,null,null,null,2
2,00251/17-18,SFA,2017-2018,D,INVOICE-Z-2017-2018-442-1-D.pdf,null,02/11/2017,null,null,null,null,null,null,null,null,2
2,00251/17-18,SFA,2017-2018,O,INVOICE-Z-2017-2018-442-1-O.pdf,null,01/12/2017,null,null,null,null,null,null,null,null,2
2,00251/17-18,SFA,2017-2018,T,INVOICE-Z-2017-2018-442-1-T.pdf,null,02/11/2017,null,null,null,null,null,null,null,null,2
2,00252/17-18,SFA,2017-2018,D,INVOICE-Z-2017-2018-443-1-D.pdf,null,07/11/2017,null,null,null,null,null,null,null,null,2
2,00252/17-18,SFA,2017-2018,O,INVOICE-Z-2017-2018-443-1-O.pdf,null,07/11/2017,null,null,null,null,null,null,null,null,2
2,00253/17-18,SFA,2017-2018,D,INVOICE-Z-2017-2018-444-1-D.pdf,null,07/11/2017,null,null,null,null,null,null,null,null,2
2,00253/17-18,SFA,2017-2018,O,INVOICE-Z-2017-2018-444-1-O.pdf,null,07/11/2017,null,null,null,null,null,null,null,null,2
2,00254/17-18,SFA,2017-2018,D,INVOICE-Z-2017-2018-445-1-D.pdf,null,07/11/2017,null,null,null,null,null,null,null,null,2
2,00254/17-18,SFA,2017-2018,O,INVOICE-Z-2017-2018-445-1-O.pdf,null,07/11/2017,null,null,null,null,null,null,null,null,2
2,00256/17-18,SFA,2017-2018,D,INVOICE-Z-2017-2018-447-1-D.pdf,null,04/12/2017,null,null,null,null,null,null,null,null,2
2,00256/17-18,SFA,2017-2018,O,INVOICE-Z-2017-2018-447-1-O.pdf,null,09/01/2018,null,null,null,null,null,null,null,null,2
2,00256/17-18,SFA,2017-2018,T,INVOICE-Z-2017-2018-447-1-T.pdf,null,13/11/2017,null,null,null,null,null,null,null,null,2
2,RCL0026/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-26-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0026/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-26-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCP0026/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-26-2-D.pdf,null,07/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0026/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-26-2-O.pdf,null,07/03/2018,null,null,null,null,null,null,null,null,1
2,RCP0026/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-26-2-D.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCP0026/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-26-2-O.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCL0026/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-26-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0026/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-26-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0026/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-26-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0026/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-26-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0026/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-26-2-D.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCP0026/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-26-2-O.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCL0027/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-27-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0027/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-27-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCP0027/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-27-2-D.pdf,null,10/04/2018,null,null,null,null,null,null,null,null,1
2,RCP0027/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-27-2-O.pdf,null,10/04/2018,null,null,null,null,null,null,null,null,1
2,RCP0027/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-27-2-D.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCP0027/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-27-2-O.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCL0027/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-27-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0027/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-27-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCP0027/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-27-2-D.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCP0027/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-27-2-O.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCL0027/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-27-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0027/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-27-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0028/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-28-2-D.pdf,null,19/04/2018,null,null,null,null,null,null,null,null,1
2,RCP0028/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-28-2-O.pdf,null,10/04/2018,null,null,null,null,null,null,null,null,1
2,RCL0028/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-28-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0028/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-28-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCP0028/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-28-2-D.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCP0028/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-28-2-O.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCL0028/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-28-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0028/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-28-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0028/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-28-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0028/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-28-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCP0028/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-28-2-D.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCP0028/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-28-2-O.pdf,null,08/01/2020,null,null,null,null,null,null,null,null,1
2,RCL0029/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-29-1-D.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCL0029/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-29-1-O.pdf,null,04/09/2017,null,null,null,null,null,null,null,null,2
2,RCP0029/2017-18,COSTR,2017-2018,D,INVOICE-X-2017-2018-29-2-D.pdf,null,19/04/2018,null,null,null,null,null,null,null,null,1
2,RCP0029/2017-18,COSTR,2017-2018,O,INVOICE-X-2017-2018-29-2-O.pdf,null,19/04/2018,null,null,null,null,null,null,null,null,1
2,RCP0029/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-29-2-D.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCP0029/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-29-2-O.pdf,null,10/01/2019,null,null,null,null,null,null,null,null,1
2,RCL0029/2018-19,COSTR,2018-2019,D,INVOICE-X-2018-2019-29-1-D.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0029/2018-19,COSTR,2018-2019,O,INVOICE-X-2018-2019-29-1-O.pdf,null,02/07/2018,null,null,null,null,null,null,null,null,2
2,RCL0029/2019-20,COSTR,2019-2020,D,INVOICE-X-2019-2020-29-1-D.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
2,RCL0029/2019-20,COSTR,2019-2020,O,INVOICE-X-2019-2020-29-1-O.pdf,null,15/07/2019,null,null,null,null,null,null,null,null,2
