

 ,SBI TT BUYING , 17/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 17/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 17/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 20/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 20/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 20/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 21/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 21/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 21/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 22/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 22/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 22/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 23/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 23/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 23/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 27/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 27/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 27/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 28/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 28/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 28/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 29/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 29/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 29/09/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 06/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 06/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 06/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 07/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 07/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 07/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 13/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 13/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 13/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 14/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 14/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 14/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 20/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 20/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 20/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 21/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 21/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 21/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 27/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 27/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 27/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 28/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 28/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 28/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,CUSTOMS RATE , 24/10/2008 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 21/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 21/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 21/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 25/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 26/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 27/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 28/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 29/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 25/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 25/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 26/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 26/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 27/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 27/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 28/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 28/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 29/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 29/04/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 03/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 03/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 03/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 04/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 04/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 04/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 08/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 08/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 08/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 09/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 09/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 09/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 10/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 10/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 10/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 11/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 11/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 11/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 12/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 12/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 12/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 15/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 15/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 15/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 16/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 16/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 16/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 18/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 18/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 18/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,CUSTOMS RATE , 01/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,CUSTOMS RATE , 01/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,CUSTOMS RATE , 02/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,CUSTOMS RATE , 03/10/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 17/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 18/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 18/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 18/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 19/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 19/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 19/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 22/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 22/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 22/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 23/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 23/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 23/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 25/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 25/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 25/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 26/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 26/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 26/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 29/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 29/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 29/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 30/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 30/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 31/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 31/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 31/03/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 04/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 05/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 06/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 07/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 10/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 11/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 12/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 13/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 17/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 18/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 19/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 20/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 24/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 25/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 27/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 28/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 31/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 04/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 04/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 05/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 05/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 06/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 06/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 07/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 07/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 10/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 10/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 11/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 11/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 12/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 12/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 13/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 13/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 17/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 17/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 18/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 18/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 19/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 19/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 20/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 20/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 24/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 24/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 25/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 25/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 27/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 27/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 28/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 28/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 31/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 31/01/2011 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 19/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 22/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 23/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 24/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 25/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 26/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 29/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 30/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 19/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 19/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 22/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 22/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 23/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 23/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 24/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 24/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 25/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 25/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 26/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 26/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 29/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 29/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 30/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 30/11/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 01/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 02/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 03/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 06/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 07/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 08/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 09/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 10/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 13/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 14/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 15/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 16/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 20/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 21/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 22/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 23/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 24/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 28/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 29/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 30/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUYING , 31/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 01/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 01/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 02/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 02/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 03/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 03/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 06/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 06/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 07/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 07/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 08/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 08/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 09/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 09/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 10/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 10/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 13/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 13/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 14/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 14/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 15/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT BUY SELL , 15/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
 ,SBI TT SELLING , 16/12/2010 00:00:00, 	(06-FEB-2025 11:27:26)	 (Not Inserted)
