

<<ROLLBACK_START>>,<<FMS_CUSTOM_TAX_STRUCT_DTL>>, 	(26-FEB-2025 10:19:10)
 
COMPANY_CD,TAX_STRUCT_CD,TIMESTAMP
2,09/07/2004 00:00:00, 	(26-FEB-2025 10:19:10)
2,01/03/2007 00:00:00, 	(26-FEB-2025 10:19:10)
2,02/02/2018 00:00:00, 	(26-FEB-2025 10:19:10)
1,27/02/2020 00:00:00, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
1,02/02/2022 00:00:00, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
1,01/07/2024 00:00:00, 	(26-FEB-2025 10:19:10)	 (Not Deleted)

TOTAL DATA DELETED : ,3, 	(26-FEB-2025 10:19:10)
 
<<ROLLBACK_END>>,<<FMS_CUSTOM_TAX_STRUCT_DTL()>>, 	(26-FEB-2025 10:19:10)
 

<<ROLLBACK_START>>,<<FMS_HOLIDAY_DTL()>>,, 	(26-FEB-2025 10:19:10)
 
HOLIDAY_DATE,HOLIDAY_NAME,STATE_TIN,TIMESTAMP

TOTAL DATA DELETED : ,0,, 	(26-FEB-2025 10:19:10)
 
<<ROLLBACK_END>>,<<FMS_HOLIDAY_DTL()>>,, 	(26-FEB-2025 10:19:10)
 

<<ROLLBACK_START>>,<<FMS_PRODUCT_MST()>>, 	(26-FEB-2025 10:19:10)
 
CD,TIMESTAMP
1, 	(26-FEB-2025 10:19:10)
2, 	(26-FEB-2025 10:19:10)
201, 	(26-FEB-2025 10:19:10)
202, 	(26-FEB-2025 10:19:10)
203, 	(26-FEB-2025 10:19:10)
301, 	(26-FEB-2025 10:19:10)
302, 	(26-FEB-2025 10:19:10)
303, 	(26-FEB-2025 10:19:10)
304, 	(26-FEB-2025 10:19:10)
305, 	(26-FEB-2025 10:19:10)
306, 	(26-FEB-2025 10:19:10)
307, 	(26-FEB-2025 10:19:10)
308, 	(26-FEB-2025 10:19:10)
309, 	(26-FEB-2025 10:19:10)
3, 	(26-FEB-2025 10:19:10)
310, 	(26-FEB-2025 10:19:10)
311, 	(26-FEB-2025 10:19:10)

TOTAL DATA DELETED : ,17, 	(26-FEB-2025 10:19:10)
 
<<ROLLBACK_END>>,<<FMS_PRODUCT_MST()>>, 	(26-FEB-2025 10:19:10)
 

<<ROLLBACK_START>>,<<FMS_SAC_MST()>>, 	(26-FEB-2025 10:19:10)
 
SAC_CD,TIMESTAMP
996511, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
996521, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
996601, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
996791, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
996812, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
997212, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
997331, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998212, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998311, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998313, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998315, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998331, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998349, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998397, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998399, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998431, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998434, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998439, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998519, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998599, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998719, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998725, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998729, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
998739, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
999119, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
999293, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
999319, 	(26-FEB-2025 10:19:10)	 (Not Deleted)
999799, 	(26-FEB-2025 10:19:10)	 (Not Deleted)

TOTAL DATA DELETED : ,0, 	(26-FEB-2025 10:19:10)
 
<<ROLLBACK_END>>,<<FMS_SAC_MST()>>, 	(26-FEB-2025 10:19:10)
 

<<ROLLBACK_START>>,<<FMS_CUSTOM_TAX_STRUCT_DTL>>, 	(26-FEB-2025 10:19:40)
 
COMPANY_CD,TAX_STRUCT_CD,TIMESTAMP
2,09/07/2004 00:00:00, 	(26-FEB-2025 10:19:40)
2,01/03/2007 00:00:00, 	(26-FEB-2025 10:19:40)
2,02/02/2018 00:00:00, 	(26-FEB-2025 10:19:40)
1,27/02/2020 00:00:00, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
1,02/02/2022 00:00:00, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
1,01/07/2024 00:00:00, 	(26-FEB-2025 10:19:40)	 (Not Deleted)

TOTAL DATA DELETED : ,3, 	(26-FEB-2025 10:19:40)
 
<<ROLLBACK_END>>,<<FMS_CUSTOM_TAX_STRUCT_DTL()>>, 	(26-FEB-2025 10:19:40)
 

<<ROLLBACK_START>>,<<FMS_HOLIDAY_DTL()>>,, 	(26-FEB-2025 10:19:40)
 
HOLIDAY_DATE,HOLIDAY_NAME,STATE_TIN,TIMESTAMP

TOTAL DATA DELETED : ,0,, 	(26-FEB-2025 10:19:40)
 
<<ROLLBACK_END>>,<<FMS_HOLIDAY_DTL()>>,, 	(26-FEB-2025 10:19:40)
 

<<ROLLBACK_START>>,<<FMS_PRODUCT_MST()>>, 	(26-FEB-2025 10:19:40)
 
CD,TIMESTAMP
1, 	(26-FEB-2025 10:19:40)
2, 	(26-FEB-2025 10:19:40)
201, 	(26-FEB-2025 10:19:40)
202, 	(26-FEB-2025 10:19:40)
203, 	(26-FEB-2025 10:19:40)
301, 	(26-FEB-2025 10:19:40)
302, 	(26-FEB-2025 10:19:40)
303, 	(26-FEB-2025 10:19:40)
304, 	(26-FEB-2025 10:19:40)
305, 	(26-FEB-2025 10:19:40)
306, 	(26-FEB-2025 10:19:40)
307, 	(26-FEB-2025 10:19:40)
308, 	(26-FEB-2025 10:19:40)
309, 	(26-FEB-2025 10:19:40)
3, 	(26-FEB-2025 10:19:40)
310, 	(26-FEB-2025 10:19:40)
311, 	(26-FEB-2025 10:19:40)

TOTAL DATA DELETED : ,17, 	(26-FEB-2025 10:19:40)
 
<<ROLLBACK_END>>,<<FMS_PRODUCT_MST()>>, 	(26-FEB-2025 10:19:40)
 

<<ROLLBACK_START>>,<<FMS_SAC_MST()>>, 	(26-FEB-2025 10:19:40)
 
SAC_CD,TIMESTAMP
996511, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
996521, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
996601, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
996791, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
996812, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
997212, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
997331, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998212, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998311, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998313, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998315, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998331, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998349, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998397, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998399, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998431, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998434, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998439, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998519, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998599, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998719, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998725, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998729, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
998739, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
999119, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
999293, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
999319, 	(26-FEB-2025 10:19:40)	 (Not Deleted)
999799, 	(26-FEB-2025 10:19:40)	 (Not Deleted)

TOTAL DATA DELETED : ,0, 	(26-FEB-2025 10:19:40)
 
<<ROLLBACK_END>>,<<FMS_SAC_MST()>>, 	(26-FEB-2025 10:19:40)
 

<<ROLLBACK_START>>,<<FMS_HOLIDAY_DTL()>>,, 	(26-FEB-2025 10:19:49)
 
HOLIDAY_DATE,HOLIDAY_NAME,STATE_TIN,TIMESTAMP

TOTAL DATA DELETED : ,0,, 	(26-FEB-2025 10:19:49)
 
<<ROLLBACK_END>>,<<FMS_HOLIDAY_DTL()>>,, 	(26-FEB-2025 10:19:49)
 
