

<<ROLLBACK_START>>,<<FMS_SAC_MST()>>, 	(07-APR-2025 10:42:01)
 
SAC_CD,TIMESTAMP
1, 	(07-APR-2025 10:42:01)	 (Not Deleted)
2, 	(07-APR-2025 10:42:01)	 (Not Deleted)
3, 	(07-APR-2025 10:42:01)	 (Not Deleted)
4, 	(07-APR-2025 10:42:01)	 (Not Deleted)
5, 	(07-APR-2025 10:42:01)	 (Not Deleted)
6, 	(07-APR-2025 10:42:01)	 (Not Deleted)
7, 	(07-APR-2025 10:42:01)	 (Not Deleted)
8, 	(07-APR-2025 10:42:01)	 (Not Deleted)
9, 	(07-APR-2025 10:42:01)	 (Not Deleted)
10, 	(07-APR-2025 10:42:01)	 (Not Deleted)
11, 	(07-APR-2025 10:42:01)	 (Not Deleted)
12, 	(07-APR-2025 10:42:01)	 (Not Deleted)
13, 	(07-APR-2025 10:42:01)	 (Not Deleted)
14, 	(07-APR-2025 10:42:01)	 (Not Deleted)
15, 	(07-APR-2025 10:42:01)	 (Not Deleted)
16, 	(07-APR-2025 10:42:01)	 (Not Deleted)
17, 	(07-APR-2025 10:42:01)	 (Not Deleted)
18, 	(07-APR-2025 10:42:01)	 (Not Deleted)
19, 	(07-APR-2025 10:42:01)	 (Not Deleted)
20, 	(07-APR-2025 10:42:01)	 (Not Deleted)
21, 	(07-APR-2025 10:42:01)	 (Not Deleted)
22, 	(07-APR-2025 10:42:01)	 (Not Deleted)
23, 	(07-APR-2025 10:42:01)	 (Not Deleted)
24, 	(07-APR-2025 10:42:01)	 (Not Deleted)
25, 	(07-APR-2025 10:42:01)	 (Not Deleted)
26, 	(07-APR-2025 10:42:01)	 (Not Deleted)
27, 	(07-APR-2025 10:42:01)	 (Not Deleted)
28, 	(07-APR-2025 10:42:01)	 (Not Deleted)

TOTAL DATA DELETED : ,0, 	(07-APR-2025 10:42:01)
 
<<ROLLBACK_END>>,<<FMS_SAC_MST()>>, 	(07-APR-2025 10:42:01)
 
