

<<ROLLBACK_START>>,<<FMS_ENTITY_REQ_DTL>>,,, 	(21-FEB-2025 10:05:12)
2,4,C,3,08/03/2007 00:00:00,3,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,3,08/03/2007 00:00:00,3,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,3,01/06/2023 00:00:00,3,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,3,01/06/2023 00:00:00,3,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,6,08/03/2007 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,6,28/05/2024 00:00:00,P8,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,7,08/03/2007 00:00:00,0,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,7,08/03/2010 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,8,08/03/2007 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,4,C,19,08/03/2007 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,57,C,1,30/08/2022 00:00:00,1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,57,C,1,30/08/2022 00:00:00,1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,57,C,2,30/08/2022 00:00:00,1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,57,C,2,30/08/2022 00:00:00,1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,58,C,1,01/10/2022 00:00:00,P2,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,58,C,1,01/10/2022 00:00:00,P2,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,58,C,3,06/09/2022 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,58,C,3,06/09/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,58,C,4,06/09/2022 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,58,C,4,06/09/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,63,C,2,01/01/2023 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,63,C,2,01/01/2023 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,64,C,1,25/11/2022 00:00:00,1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,64,C,1,25/11/2022 00:00:00,1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,65,C,2,08/12/2022 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,65,C,2,08/12/2022 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,1,01/06/2024 00:00:00,1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,1,01/06/2024 00:00:00,1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,2,01/06/2024 00:00:00,2,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,2,01/06/2024 00:00:00,2,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,5,01/06/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,5,01/06/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,5,01/06/2024 00:00:00,P2,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,66,C,5,01/06/2024 00:00:00,P2,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,117,C,6,15/07/2022 00:00:00,R,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,130,C,3,01/07/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,130,C,3,01/07/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,130,C,4,01/07/2024 00:00:00,P1,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,130,C,4,01/07/2024 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,151,C,1,01/07/2023 00:00:00,P1,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,151,C,1,01/10/2024 00:00:00,P2,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,1,28/07/2017 00:00:00,B,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,1,01/06/2023 00:00:00,P7,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,1,01/06/2023 00:00:00,P7,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,2,28/07/2017 00:00:00,9,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,2,28/07/2017 00:00:00,9,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,2,28/07/2017 00:00:00,P2,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,2,01/05/2023 00:00:00,P6,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,2,01/05/2023 00:00:00,P6,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,4,28/07/2017 00:00:00,4,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,4,28/07/2017 00:00:00,4,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,6,28/07/2017 00:00:00,6,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,6,28/07/2017 00:00:00,6,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,6,28/07/2017 00:00:00,7,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,6,28/07/2017 00:00:00,7,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,12,01/06/2023 00:00:00,P7,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,12,01/06/2023 00:00:00,P7,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,12,01/07/2023 00:00:00,P9,DLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)
2,154,C,12,01/07/2023 00:00:00,P9,RLNG, 	(21-FEB-2025 10:05:14)	 (Not Deleted)

TOTAL DATA DELETED : ,0,,,,,, 	(21-FEB-2025 10:05:14)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_PLANT_DTL()>>,,,,,, 	(21-FEB-2025 10:05:14)
 

<<ROLLBACK_START>>,<<FMS_COUNTERPARTY_PLANT_TAX()>>,,,, 	(21-FEB-2025 10:05:14)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,PLANT_SEQ_NO,STAT_CD,TIMESTAMP
2,1,C,16,1001, 	(21-FEB-2025 10:05:14)
2,1,C,12,1001, 	(21-FEB-2025 10:05:14)
2,1,C,4,1001, 	(21-FEB-2025 10:05:14)
2,1,C,17,1004, 	(21-FEB-2025 10:05:14)
2,1,C,10,1001, 	(21-FEB-2025 10:05:14)
2,1,C,6,1001, 	(21-FEB-2025 10:05:14)
2,1,C,14,1003, 	(21-FEB-2025 10:05:14)
2,1,C,3,1003, 	(21-FEB-2025 10:05:14)
2,1,C,8,1004, 	(21-FEB-2025 10:05:14)
2,1,C,2,1004, 	(21-FEB-2025 10:05:14)
2,1,C,6,1005, 	(21-FEB-2025 10:05:14)
2,1,C,5,1001, 	(21-FEB-2025 10:05:14)
2,1,C,8,1003, 	(21-FEB-2025 10:05:14)
2,1,C,7,1003, 	(21-FEB-2025 10:05:14)
2,1,C,16,1004, 	(21-FEB-2025 10:05:14)
2,1,C,3,1004, 	(21-FEB-2025 10:05:14)
2,1,C,3,1005, 	(21-FEB-2025 10:05:14)
2,1,C,17,1001, 	(21-FEB-2025 10:05:14)
2,1,C,1,1001, 	(21-FEB-2025 10:05:14)
2,1,C,2,1003, 	(21-FEB-2025 10:05:14)
2,1,C,2,1005, 	(21-FEB-2025 10:05:14)
2,1,C,8,1001, 	(21-FEB-2025 10:05:14)
2,1,C,2,1001, 	(21-FEB-2025 10:05:14)
2,1,C,9,1003, 	(21-FEB-2025 10:05:14)
2,1,C,9,1001, 	(21-FEB-2025 10:05:14)
2,1,C,3,1001, 	(21-FEB-2025 10:05:14)
2,1,C,5,1003, 	(21-FEB-2025 10:05:14)
2,1,C,15,1001, 	(21-FEB-2025 10:05:14)
2,1,C,13,1001, 	(21-FEB-2025 10:05:15)
2,1,C,11,1001, 	(21-FEB-2025 10:05:15)
2,1,C,4,1003, 	(21-FEB-2025 10:05:15)
2,1,C,15,1004, 	(21-FEB-2025 10:05:15)
2,1,C,6,1004, 	(21-FEB-2025 10:05:15)
2,1,C,14,1001, 	(21-FEB-2025 10:05:15)
2,1,C,7,1001, 	(21-FEB-2025 10:05:15)
2,1,C,13,1003, 	(21-FEB-2025 10:05:15)
2,1,C,1,1003, 	(21-FEB-2025 10:05:15)
2,2,C,1,1004, 	(21-FEB-2025 10:05:15)
2,2,C,1,1001, 	(21-FEB-2025 10:05:15)
2,3,C,3,1004, 	(21-FEB-2025 10:05:15)
2,3,C,1,1004, 	(21-FEB-2025 10:05:15)
2,3,C,1,1006, 	(21-FEB-2025 10:05:15)
2,3,C,2,1004, 	(21-FEB-2025 10:05:15)
2,3,C,2,1005, 	(21-FEB-2025 10:05:15)
2,3,C,3,1005, 	(21-FEB-2025 10:05:15)
2,3,C,1,1001, 	(21-FEB-2025 10:05:15)
2,3,C,3,1001, 	(21-FEB-2025 10:05:15)
2,3,C,2,1001, 	(21-FEB-2025 10:05:15)
2,3,C,1,1003, 	(21-FEB-2025 10:05:15)
2,3,C,1,1005, 	(21-FEB-2025 10:05:15)
2,4,C,6,1001, 	(21-FEB-2025 10:05:15)
2,4,C,1,1001, 	(21-FEB-2025 10:05:15)
2,4,C,1,1003, 	(21-FEB-2025 10:05:15)
2,4,C,2,1006, 	(21-FEB-2025 10:05:15)
2,4,C,8,1004, 	(21-FEB-2025 10:05:15)
2,4,C,1,1005, 	(21-FEB-2025 10:05:15)
2,4,C,3,1005, 	(21-FEB-2025 10:05:15)
2,4,C,5,1001, 	(21-FEB-2025 10:05:15)
2,4,C,4,1001, 	(21-FEB-2025 10:05:15)
2,4,C,6,1003, 	(21-FEB-2025 10:05:15)
2,4,C,2,1001, 	(21-FEB-2025 10:05:15)
2,4,C,6,1005, 	(21-FEB-2025 10:05:15)
2,4,C,4,1005, 	(21-FEB-2025 10:05:15)
2,4,C,4,1004, 	(21-FEB-2025 10:05:15)
2,4,C,2,1004, 	(21-FEB-2025 10:05:15)
2,4,C,7,1001, 	(21-FEB-2025 10:05:15)
2,4,C,5,1006, 	(21-FEB-2025 10:05:15)
2,4,C,7,1004, 	(21-FEB-2025 10:05:15)
2,4,C,1,1004, 	(21-FEB-2025 10:05:15)
2,4,C,8,1001, 	(21-FEB-2025 10:05:15)
2,4,C,3,1001, 	(21-FEB-2025 10:05:15)
2,4,C,4,1006, 	(21-FEB-2025 10:05:15)
2,4,C,6,1006, 	(21-FEB-2025 10:05:15)
2,217,C,1,1004, 	(21-FEB-2025 10:05:15)
2,217,C,1,1005, 	(21-FEB-2025 10:05:15)
2,5,C,4,1004, 	(21-FEB-2025 10:05:15)
2,5,C,3,1001, 	(21-FEB-2025 10:05:15)
2,5,C,6,1001, 	(21-FEB-2025 10:05:15)
2,5,C,4,1001, 	(21-FEB-2025 10:05:15)
2,5,C,3,1004, 	(21-FEB-2025 10:05:15)
2,5,C,5,1001, 	(21-FEB-2025 10:05:15)
2,5,C,6,1006, 	(21-FEB-2025 10:05:15)
2,5,C,4,1006, 	(21-FEB-2025 10:05:15)
2,5,C,6,1004, 	(21-FEB-2025 10:05:15)
2,5,C,5,1004, 	(21-FEB-2025 10:05:15)
2,5,C,2,1004, 	(21-FEB-2025 10:05:15)
2,5,C,2,1005, 	(21-FEB-2025 10:05:15)
2,5,C,5,1006, 	(21-FEB-2025 10:05:15)
2,5,C,2,1001, 	(21-FEB-2025 10:05:15)
2,5,C,3,1006, 	(21-FEB-2025 10:05:15)
2,5,C,2,1006, 	(21-FEB-2025 10:05:15)
2,6,C,1,1005, 	(21-FEB-2025 10:05:15)
2,6,C,1,1001, 	(21-FEB-2025 10:05:15)
2,6,C,1,1003, 	(21-FEB-2025 10:05:15)
2,7,C,1,1005, 	(21-FEB-2025 10:05:15)
2,7,C,1,1001, 	(21-FEB-2025 10:05:15)
2,7,C,1,1004, 	(21-FEB-2025 10:05:15)
2,7,C,1,1003, 	(21-FEB-2025 10:05:15)
2,8,C,1,1001, 	(21-FEB-2025 10:05:15)
2,8,C,1,1004, 	(21-FEB-2025 10:05:15)
2,8,C,1,1005, 	(21-FEB-2025 10:05:15)
2,8,C,1,1003, 	(21-FEB-2025 10:05:15)
2,249,C,1,1004, 	(21-FEB-2025 10:05:15)
2,9,C,1,1004, 	(21-FEB-2025 10:05:15)
2,225,C,1,1004, 	(21-FEB-2025 10:05:15)
2,11,C,1,1003, 	(21-FEB-2025 10:05:15)
2,11,C,1,1006, 	(21-FEB-2025 10:05:15)
2,11,C,1,1004, 	(21-FEB-2025 10:05:15)
2,11,C,1,1005, 	(21-FEB-2025 10:05:15)
2,11,C,1,1001, 	(21-FEB-2025 10:05:15)
2,12,C,1,1005, 	(21-FEB-2025 10:05:15)
2,12,C,1,1004, 	(21-FEB-2025 10:05:15)
2,12,C,1,1001, 	(21-FEB-2025 10:05:15)
2,13,C,2,1004, 	(21-FEB-2025 10:05:15)
2,13,C,4,1001, 	(21-FEB-2025 10:05:15)
2,13,C,3,1004, 	(21-FEB-2025 10:05:15)
2,13,C,1,1005, 	(21-FEB-2025 10:05:15)
2,13,C,5,1001, 	(21-FEB-2025 10:05:15)
2,13,C,6,1001, 	(21-FEB-2025 10:05:15)
2,13,C,2,1001, 	(21-FEB-2025 10:05:15)
2,13,C,4,1006, 	(21-FEB-2025 10:05:15)
2,13,C,2,1006, 	(21-FEB-2025 10:05:15)
2,13,C,6,1004, 	(21-FEB-2025 10:05:15)
2,13,C,1,1004, 	(21-FEB-2025 10:05:15)
2,13,C,3,1001, 	(21-FEB-2025 10:05:15)
2,13,C,5,1004, 	(21-FEB-2025 10:05:15)
2,13,C,5,1006, 	(21-FEB-2025 10:05:15)
2,13,C,4,1004, 	(21-FEB-2025 10:05:15)
2,13,C,3,1005, 	(21-FEB-2025 10:05:15)
2,13,C,2,1005, 	(21-FEB-2025 10:05:15)
2,13,C,1,1001, 	(21-FEB-2025 10:05:15)
2,14,C,3,1005, 	(21-FEB-2025 10:05:15)
2,14,C,1,1004, 	(21-FEB-2025 10:05:15)
2,14,C,1,1005, 	(21-FEB-2025 10:05:15)
2,14,C,4,1003, 	(21-FEB-2025 10:05:15)
2,14,C,3,1004, 	(21-FEB-2025 10:05:15)
2,14,C,4,1005, 	(21-FEB-2025 10:05:15)
2,14,C,3,1001, 	(21-FEB-2025 10:05:15)
2,14,C,3,1006, 	(21-FEB-2025 10:05:15)
2,14,C,4,1004, 	(21-FEB-2025 10:05:15)
2,14,C,1,1006, 	(21-FEB-2025 10:05:15)
2,14,C,4,1006, 	(21-FEB-2025 10:05:15)
2,14,C,1,1001, 	(21-FEB-2025 10:05:15)
2,14,C,2,1004, 	(21-FEB-2025 10:05:15)
2,14,C,2,1005, 	(21-FEB-2025 10:05:15)
2,14,C,4,1001, 	(21-FEB-2025 10:05:15)
2,14,C,2,1001, 	(21-FEB-2025 10:05:15)
2,15,C,3,1005, 	(21-FEB-2025 10:05:15)
2,15,C,4,1001, 	(21-FEB-2025 10:05:15)
2,15,C,2,1001, 	(21-FEB-2025 10:05:15)
2,15,C,1,1001, 	(21-FEB-2025 10:05:15)
2,15,C,1,1003, 	(21-FEB-2025 10:05:15)
2,15,C,1,1006, 	(21-FEB-2025 10:05:15)
2,15,C,2,1005, 	(21-FEB-2025 10:05:15)
2,15,C,3,1001, 	(21-FEB-2025 10:05:15)
2,15,C,4,1006, 	(21-FEB-2025 10:05:15)
2,15,C,1,1005, 	(21-FEB-2025 10:05:15)
2,15,C,4,1003, 	(21-FEB-2025 10:05:15)
2,15,C,5,1006, 	(21-FEB-2025 10:05:15)
2,15,C,1,1004, 	(21-FEB-2025 10:05:15)
2,15,C,4,1005, 	(21-FEB-2025 10:05:15)
2,15,C,5,1001, 	(21-FEB-2025 10:05:15)
2,15,C,4,1004, 	(21-FEB-2025 10:05:15)
2,15,C,2,1003, 	(21-FEB-2025 10:05:15)
2,15,C,5,1004, 	(21-FEB-2025 10:05:15)
2,15,C,2,1004, 	(21-FEB-2025 10:05:15)
2,18,C,1,1005, 	(21-FEB-2025 10:05:15)
2,18,C,1,1003, 	(21-FEB-2025 10:05:15)
2,18,C,2,1005, 	(21-FEB-2025 10:05:15)
2,18,C,1,1001, 	(21-FEB-2025 10:05:15)
2,18,C,2,1001, 	(21-FEB-2025 10:05:15)
2,18,C,2,1006, 	(21-FEB-2025 10:05:15)
2,228,C,1,1005, 	(21-FEB-2025 10:05:15)
2,228,C,1,1001, 	(21-FEB-2025 10:05:15)
2,228,C,1,1004, 	(21-FEB-2025 10:05:15)
2,228,C,2,1005, 	(21-FEB-2025 10:05:15)
2,228,C,2,1001, 	(21-FEB-2025 10:05:15)
2,228,C,2,1004, 	(21-FEB-2025 10:05:15)
2,160,C,1,1005, 	(21-FEB-2025 10:05:15)
2,160,C,1,1004, 	(21-FEB-2025 10:05:15)
2,160,C,2,1001, 	(21-FEB-2025 10:05:15)
2,160,C,1,1001, 	(21-FEB-2025 10:05:15)
2,19,C,2,1004, 	(21-FEB-2025 10:05:15)
2,19,C,2,1005, 	(21-FEB-2025 10:05:15)
2,19,C,2,1006, 	(21-FEB-2025 10:05:15)
2,19,C,2,1001, 	(21-FEB-2025 10:05:15)
2,19,C,2,1003, 	(21-FEB-2025 10:05:15)
2,20,C,4,1001, 	(21-FEB-2025 10:05:15)
2,20,C,1,1001, 	(21-FEB-2025 10:05:15)
2,20,C,4,1004, 	(21-FEB-2025 10:05:15)
2,20,C,1,1005, 	(21-FEB-2025 10:05:15)
2,20,C,1,1007, 	(21-FEB-2025 10:05:15)
2,20,C,4,1005, 	(21-FEB-2025 10:05:15)
2,20,C,2,1007, 	(21-FEB-2025 10:05:15)
2,20,C,2,1005, 	(21-FEB-2025 10:05:15)
2,20,C,2,1001, 	(21-FEB-2025 10:05:15)
2,20,C,2,1003, 	(21-FEB-2025 10:05:15)
2,20,C,1,1003, 	(21-FEB-2025 10:05:15)
2,20,T,1,1001, 	(21-FEB-2025 10:05:15)
2,20,T,2,1001, 	(21-FEB-2025 10:05:15)
2,21,C,1,1003, 	(21-FEB-2025 10:05:15)
2,21,C,3,1006, 	(21-FEB-2025 10:05:15)
2,21,C,1,1004, 	(21-FEB-2025 10:05:15)
2,21,C,5,1001, 	(21-FEB-2025 10:05:15)
2,21,C,5,1005, 	(21-FEB-2025 10:05:15)
2,21,C,1,1005, 	(21-FEB-2025 10:05:15)
2,21,C,3,1001, 	(21-FEB-2025 10:05:15)
2,21,C,3,1005, 	(21-FEB-2025 10:05:15)
2,21,C,1,1001, 	(21-FEB-2025 10:05:15)
2,21,C,5,1003, 	(21-FEB-2025 10:05:15)
2,21,C,3,1003, 	(21-FEB-2025 10:05:15)
2,21,C,5,1006, 	(21-FEB-2025 10:05:15)
2,22,C,1,1001, 	(21-FEB-2025 10:05:15)
2,22,C,3,1005, 	(21-FEB-2025 10:05:15)
2,22,C,1,1005, 	(21-FEB-2025 10:05:15)
2,22,C,3,1006, 	(21-FEB-2025 10:05:15)
2,22,C,2,1005, 	(21-FEB-2025 10:05:15)
2,22,C,2,1001, 	(21-FEB-2025 10:05:15)
2,22,C,3,1004, 	(21-FEB-2025 10:05:15)
2,22,C,3,1001, 	(21-FEB-2025 10:05:15)
2,23,C,3,1001, 	(21-FEB-2025 10:05:15)
2,23,C,4,1005, 	(21-FEB-2025 10:05:15)
2,23,C,1,1004, 	(21-FEB-2025 10:05:15)
2,23,C,2,1001, 	(21-FEB-2025 10:05:15)
2,23,C,4,1003, 	(21-FEB-2025 10:05:15)
2,23,C,4,1004, 	(21-FEB-2025 10:05:15)
2,23,C,2,1004, 	(21-FEB-2025 10:05:15)
2,23,C,1,1005, 	(21-FEB-2025 10:05:15)
2,23,C,4,1001, 	(21-FEB-2025 10:05:15)
2,23,C,3,1004, 	(21-FEB-2025 10:05:15)
2,23,C,3,1005, 	(21-FEB-2025 10:05:15)
2,23,C,1,1001, 	(21-FEB-2025 10:05:15)
2,23,C,2,1005, 	(21-FEB-2025 10:05:15)
2,23,C,2,1003, 	(21-FEB-2025 10:05:15)
2,23,C,1,1003, 	(21-FEB-2025 10:05:15)
2,24,C,1,1001, 	(21-FEB-2025 10:05:15)
2,24,C,1,1003, 	(21-FEB-2025 10:05:15)
2,25,C,1,1001, 	(21-FEB-2025 10:05:15)
2,25,C,1,1005, 	(21-FEB-2025 10:05:15)
2,25,C,1,1003, 	(21-FEB-2025 10:05:15)
2,26,C,1,1001, 	(21-FEB-2025 10:05:15)
2,26,C,2,1003, 	(21-FEB-2025 10:05:15)
2,26,C,1,1003, 	(21-FEB-2025 10:05:15)
2,26,C,3,1004, 	(21-FEB-2025 10:05:15)
2,26,C,2,1004, 	(21-FEB-2025 10:05:15)
2,26,C,1,1004, 	(21-FEB-2025 10:05:15)
2,26,C,2,1001, 	(21-FEB-2025 10:05:15)
2,26,C,3,1001, 	(21-FEB-2025 10:05:15)
2,26,C,3,1006, 	(21-FEB-2025 10:05:15)
2,27,C,3,1001, 	(21-FEB-2025 10:05:15)
2,27,C,1,1001, 	(21-FEB-2025 10:05:15)
2,27,C,1,1004, 	(21-FEB-2025 10:05:15)
2,27,C,3,1005, 	(21-FEB-2025 10:05:15)
2,27,C,2,1001, 	(21-FEB-2025 10:05:15)
2,27,C,2,1004, 	(21-FEB-2025 10:05:15)
2,27,C,1,1003, 	(21-FEB-2025 10:05:15)
2,27,C,3,1003, 	(21-FEB-2025 10:05:15)
2,27,C,2,1003, 	(21-FEB-2025 10:05:15)
2,28,C,1,1005, 	(21-FEB-2025 10:05:15)
2,28,C,1,1001, 	(21-FEB-2025 10:05:15)
2,28,C,1,1003, 	(21-FEB-2025 10:05:15)
2,29,C,5,1001, 	(21-FEB-2025 10:05:15)
2,29,C,3,1001, 	(21-FEB-2025 10:05:15)
2,29,C,6,1004, 	(21-FEB-2025 10:05:15)
2,29,C,2,1004, 	(21-FEB-2025 10:05:15)
2,29,C,1,1004, 	(21-FEB-2025 10:05:15)
2,29,C,10,1005, 	(21-FEB-2025 10:05:15)
2,29,C,1,1001, 	(21-FEB-2025 10:05:15)
2,29,C,9,1004, 	(21-FEB-2025 10:05:15)
2,29,C,4,1004, 	(21-FEB-2025 10:05:15)
2,29,C,10,1001, 	(21-FEB-2025 10:05:15)
2,29,C,8,1001, 	(21-FEB-2025 10:05:15)
2,29,C,7,1001, 	(21-FEB-2025 10:05:15)
2,29,C,11,1005, 	(21-FEB-2025 10:05:15)
2,29,C,9,1001, 	(21-FEB-2025 10:05:15)
2,29,C,10,1003, 	(21-FEB-2025 10:05:15)
2,29,C,8,1004, 	(21-FEB-2025 10:05:15)
2,29,C,2,1001, 	(21-FEB-2025 10:05:15)
2,29,C,11,1003, 	(21-FEB-2025 10:05:15)
2,29,C,3,1004, 	(21-FEB-2025 10:05:15)
2,29,C,11,1001, 	(21-FEB-2025 10:05:15)
2,29,C,6,1001, 	(21-FEB-2025 10:05:15)
2,29,C,4,1001, 	(21-FEB-2025 10:05:15)
2,29,C,5,1005, 	(21-FEB-2025 10:05:15)
2,30,C,1,1004, 	(21-FEB-2025 10:05:15)
2,30,C,3,1005, 	(21-FEB-2025 10:05:15)
2,30,C,1,1001, 	(21-FEB-2025 10:05:15)
2,30,C,1,1003, 	(21-FEB-2025 10:05:15)
2,30,C,3,1006, 	(21-FEB-2025 10:05:15)
2,30,C,2,1001, 	(21-FEB-2025 10:05:15)
2,30,C,2,1004, 	(21-FEB-2025 10:05:15)
2,30,C,3,1001, 	(21-FEB-2025 10:05:15)
2,30,C,3,1004, 	(21-FEB-2025 10:05:15)
2,30,C,2,1006, 	(21-FEB-2025 10:05:15)
2,31,C,1,1001, 	(21-FEB-2025 10:05:15)
2,31,C,1,1003, 	(21-FEB-2025 10:05:15)
2,32,C,1,1004, 	(21-FEB-2025 10:05:15)
2,32,C,2,1001, 	(21-FEB-2025 10:05:15)
2,32,C,2,1004, 	(21-FEB-2025 10:05:15)
2,32,C,1,1001, 	(21-FEB-2025 10:05:15)
2,32,C,2,1003, 	(21-FEB-2025 10:05:15)
2,32,C,1,1003, 	(21-FEB-2025 10:05:15)
2,197,C,1,1004, 	(21-FEB-2025 10:05:15)
2,197,C,1,1003, 	(21-FEB-2025 10:05:15)
2,197,C,1,1006, 	(21-FEB-2025 10:05:15)
2,197,C,1,1005, 	(21-FEB-2025 10:05:15)
2,197,C,1,1001, 	(21-FEB-2025 10:05:15)
2,254,C,1,1001, 	(21-FEB-2025 10:05:15)
2,254,C,1,1006, 	(21-FEB-2025 10:05:15)
2,254,C,1,1004, 	(21-FEB-2025 10:05:15)
2,254,C,1,1005, 	(21-FEB-2025 10:05:15)
2,254,C,1,1003, 	(21-FEB-2025 10:05:15)
2,207,C,1,1001, 	(21-FEB-2025 10:05:15)
2,207,C,1,1003, 	(21-FEB-2025 10:05:15)
2,207,C,1,1006, 	(21-FEB-2025 10:05:15)
2,187,C,1,1004, 	(21-FEB-2025 10:05:15)
2,187,C,1,1001, 	(21-FEB-2025 10:05:15)
2,187,C,1,1005, 	(21-FEB-2025 10:05:15)
2,187,C,1,1003, 	(21-FEB-2025 10:05:15)
2,187,C,1,1006, 	(21-FEB-2025 10:05:15)
2,33,C,1,1003, 	(21-FEB-2025 10:05:15)
2,33,C,2,1006, 	(21-FEB-2025 10:05:15)
2,33,C,1,1006, 	(21-FEB-2025 10:05:15)
2,33,C,2,1004, 	(21-FEB-2025 10:05:15)
2,33,C,2,1001, 	(21-FEB-2025 10:05:15)
2,33,C,1,1004, 	(21-FEB-2025 10:05:15)
2,33,C,1,1001, 	(21-FEB-2025 10:05:15)
2,33,C,2,1003, 	(21-FEB-2025 10:05:15)
2,34,C,1,1001, 	(21-FEB-2025 10:05:15)
2,34,C,2,1005, 	(21-FEB-2025 10:05:15)
2,34,C,2,1001, 	(21-FEB-2025 10:05:15)
2,34,C,2,1006, 	(21-FEB-2025 10:05:15)
2,34,C,2,1004, 	(21-FEB-2025 10:05:15)
2,34,C,1,1006, 	(21-FEB-2025 10:05:15)
2,34,C,1,1003, 	(21-FEB-2025 10:05:15)
2,238,C,1,1006, 	(21-FEB-2025 10:05:15)
2,238,C,1,1003, 	(21-FEB-2025 10:05:15)
2,238,C,1,1005, 	(21-FEB-2025 10:05:15)
2,238,C,1,1001, 	(21-FEB-2025 10:05:15)
2,35,C,1,1005, 	(21-FEB-2025 10:05:15)
2,35,C,1,1004, 	(21-FEB-2025 10:05:15)
2,35,C,1,1001, 	(21-FEB-2025 10:05:15)
2,35,C,1,1003, 	(21-FEB-2025 10:05:15)
