

<<ROLLBACK_START>>,<<DLNG>>, 	(28-MAY-2025 11:36:05)
 

TOTAL DATA DELETED :, 0, 	(28-MAY-2025 11:36:05)
 
<<ROLLBACK_END>>,<<DLNG>>, 	(28-MAY-2025 11:36:05)
 

<<ROLLBACK_START>>,<<DLNG>>, 	(28-MAY-2025 11:36:33)
 

TOTAL DATA DELETED :, 0, 	(28-MAY-2025 11:36:34)
 
<<ROLLBACK_END>>,<<DLNG>>, 	(28-MAY-2025 11:36:34)
 

<<ROLLBACK_START>>,<<PURCHASE>>, 	(28-MAY-2025 11:36:48)
 

TOTAL DATA DELETED :, 0, 	(28-MAY-2025 11:36:49)
 
<<ROLLBACK_END>>,<<PURCHASE>>, 	(28-MAY-2025 11:36:49)
 

<<ROLLBACK_START>>,<<PURCHASE>>, 	(28-MAY-2025 11:36:59)
 

TOTAL DATA DELETED :, 0, 	(28-MAY-2025 11:36:59)
 
<<ROLLBACK_END>>,<<PURCHASE>>, 	(28-MAY-2025 11:36:59)
 
