

<<ROLLBACK_START>>,<<FMS_ENTITY_ADDR_MST()>>,,,, 	(01-APR-2025 17:39:08)
2,52,C,7,01/06/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,54,C,1,14/07/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,54,C,2,28/04/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,55,C,1,16/08/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,56,C,1,24/08/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,57,C,1,26/08/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,57,C,2,01/09/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,58,C,1,06/09/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,58,C,2,06/09/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,58,C,2,01/10/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,59,C,1,13/09/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,60,C,1,01/09/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,60,C,1,01/01/2025 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,61,C,1,01/05/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,61,T,1,25/10/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,61,T,2,25/11/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,63,C,1,25/11/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,64,C,1,25/11/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,64,C,1,01/05/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,64,C,2,01/05/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,64,T,2,01/10/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,65,C,1,08/12/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,66,C,1,01/05/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,66,C,2,01/05/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,67,C,1,29/03/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,81,C,1,01/03/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,81,T,1,01/03/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,86,C,1,20/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,92,C,1,01/03/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,104,C,1,01/02/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,104,C,1,26/02/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,1,04/01/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,1,06/01/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,2,01/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,2,08/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,3,20/12/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,4,29/02/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,5,26/07/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,105,C,6,26/07/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,106,C,1,14/06/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,106,C,2,14/06/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,107,C,1,27/01/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,109,C,1,16/06/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,110,T,1,30/07/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,116,T,1,15/11/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,117,C,1,13/07/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,117,C,2,28/02/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,118,C,1,05/04/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,119,C,1,23/02/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,121,C,1,19/01/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,122,C,1,01/06/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,122,C,2,28/02/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,123,C,1,20/12/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,124,C,1,01/12/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,124,C,2,01/12/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,130,C,1,27/06/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,144,C,1,15/04/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,147,C,1,20/12/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,150,C,1,26/10/2020 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,151,C,1,01/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,151,C,2,01/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,152,T,1,15/11/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,1,28/07/2017 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,1,01/05/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,1,16/05/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,2,28/07/2017 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,3,28/07/2017 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,3,16/10/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,4,01/03/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,4,01/05/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,5,01/03/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,6,01/05/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,7,01/06/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,8,01/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,9,01/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,10,15/02/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,10,01/05/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,C,11,01/04/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,T,1,01/09/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,T,2,01/09/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,T,3,01/09/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,154,T,4,01/01/2025 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,158,C,1,28/02/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,158,C,2,01/03/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,160,C,1,14/11/2016 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,160,C,2,14/11/2016 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,162,C,1,01/12/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,167,C,1,21/04/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,174,C,1,08/03/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,176,C,1,10/02/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,181,C,1,01/01/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,181,T,1,21/11/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,183,C,1,01/10/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,184,C,1,01/10/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,185,C,1,16/03/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,187,C,1,01/01/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,188,C,1,14/03/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,190,C,1,09/02/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,190,C,2,10/02/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,192,C,1,16/06/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,193,C,1,17/02/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,196,C,1,02/03/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,197,C,1,25/06/2020 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,198,C,1,21/07/2020 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,198,C,2,24/09/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,201,C,1,25/01/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,202,C,1,10/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,202,C,2,18/07/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,204,C,1,20/12/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,206,C,1,01/12/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,207,C,1,15/10/2020 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,208,C,1,17/10/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,210,C,1,01/08/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,220,C,1,23/06/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,222,C,1,07/05/2020 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,223,C,1,24/03/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,227,C,1,21/11/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,231,C,1,12/05/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,233,C,1,18/02/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,234,C,1,02/08/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,235,C,1,31/01/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,238,C,1,04/11/2020 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,254,C,1,19/11/2020 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,255,C,1,27/06/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,256,T,1,15/11/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,257,C,1,18/02/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,263,C,1,25/08/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,268,T,1,15/11/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,269,C,1,06/08/2014 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,272,C,1,25/06/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,273,C,1,03/09/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,276,C,1,12/02/2022 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,277,C,1,24/04/2023 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,279,C,1,17/02/2021 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)
2,281,C,1,01/10/2024 00:00:00, 	(01-APR-2025 17:39:50)	 (Not Deleted)

TOTAL DATA DELETED : ,80,,,, 	(01-APR-2025 17:39:50)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_PLANT_DTL()>>,,,, 	(01-APR-2025 17:39:50)
 

<<ROLLBACK_START>>,<<FMS_COUNTERPARTY_BU_DTL()>>,,,, 	(01-APR-2025 17:39:50)
 
COMPANY_CD,COUNTERPARTY_CD,PLANT_ABBR,ENTITY,SEQ_NO,EFF_DT,TIMESTAMP
2,264,SSAPL,S,1,1, 	(01-APR-2025 17:39:50)
2,126,SGS,S,1,1, 	(01-APR-2025 17:39:50)
2,232,JBB,V,1,1, 	(01-APR-2025 17:39:50)
2,265,SLPL,H,1,1, 	(01-APR-2025 17:39:50)

TOTAL DATA DELETED : ,4,,,, 	(01-APR-2025 17:39:50)
 

<<ROLLBACK_END>>,<<FMS_COUNTERPARTY_BU_DTL()>>,,,, 	(01-APR-2025 17:39:50)
 
