

<<ROLLBACK_START>>,<<FMS_LIMIT_MST>>,, 	(02-APR-2025 10:02:39)
 
COUNTERPARTY_CD, BANK_CD, LIMIT_ID, GX, TIMESTAMP
34,0,1,K, 	(02-APR-2025 10:02:39)
5,0,1,K, 	(02-APR-2025 10:02:39)
32,0,1,K, 	(02-APR-2025 10:02:39)
6,0,1,K, 	(02-APR-2025 10:02:39)
2,0,1,K, 	(02-APR-2025 10:02:39)
242,0,1,K, 	(02-APR-2025 10:02:39)
30,0,1,K, 	(02-APR-2025 10:02:39)
249,0,1,K, 	(02-APR-2025 10:02:39)
123,0,1,K, 	(02-APR-2025 10:02:39)
254,0,1,K, 	(02-APR-2025 10:02:39)
1,0,1,K, 	(02-APR-2025 10:02:39)
33,0,1,K, 	(02-APR-2025 10:02:39)
9,0,1,K, 	(02-APR-2025 10:02:39)
21,0,1,K, 	(02-APR-2025 10:02:39)
25,0,1,K, 	(02-APR-2025 10:02:39)
3,0,1,K, 	(02-APR-2025 10:02:39)
150,0,1,K, 	(02-APR-2025 10:02:39)
31,0,1,K, 	(02-APR-2025 10:02:39)
28,0,1,K, 	(02-APR-2025 10:02:39)
0,1005,3,K, 	(02-APR-2025 10:02:39)
225,0,1,K, 	(02-APR-2025 10:02:39)
0,1019,10,K, 	(02-APR-2025 10:02:39)
20,0,1,K, 	(02-APR-2025 10:02:39)
8,0,1,K, 	(02-APR-2025 10:02:39)
154,0,1,K, 	(02-APR-2025 10:02:39)
197,0,1,K, 	(02-APR-2025 10:02:39)
187,0,1,K, 	(02-APR-2025 10:02:39)
26,0,1,K, 	(02-APR-2025 10:02:39)
270,0,1,K, 	(02-APR-2025 10:02:39)
13,0,1,K, 	(02-APR-2025 10:02:39)
36,0,1,K, 	(02-APR-2025 10:02:39)
22,0,1,K, 	(02-APR-2025 10:02:39)
10,0,1,K, 	(02-APR-2025 10:02:39)
24,0,1,K, 	(02-APR-2025 10:02:39)
0,1006,1,K, 	(02-APR-2025 10:02:39)
0,1004,2,K, 	(02-APR-2025 10:02:39)
0,1007,4,K, 	(02-APR-2025 10:02:39)
0,1008,5,K, 	(02-APR-2025 10:02:39)
0,1009,6,K, 	(02-APR-2025 10:02:39)
0,1010,7,K, 	(02-APR-2025 10:02:39)
0,1011,8,K, 	(02-APR-2025 10:02:39)
0,1012,9,K, 	(02-APR-2025 10:02:39)
23,0,1,K, 	(02-APR-2025 10:02:39)
109,0,1,K, 	(02-APR-2025 10:02:39)
41,0,1,K, 	(02-APR-2025 10:02:39)
39,0,1,K, 	(02-APR-2025 10:02:39)
257,0,1,K, 	(02-APR-2025 10:02:39)
263,0,1,K, 	(02-APR-2025 10:02:39)
160,0,1,K, 	(02-APR-2025 10:02:39)
273,0,1,K, 	(02-APR-2025 10:02:39)
233,0,1,K, 	(02-APR-2025 10:02:39)
38,0,1,K, 	(02-APR-2025 10:02:39)
279,0,1,K, 	(02-APR-2025 10:02:39)
16,0,1,K, 	(02-APR-2025 10:02:39)
19,0,1,K, 	(02-APR-2025 10:02:39)
50,0,1,K, 	(02-APR-2025 10:02:39)
0,1015,11,K, 	(02-APR-2025 10:02:39)
0,1016,18,K, 	(02-APR-2025 10:02:39)
0,1017,19,K, 	(02-APR-2025 10:02:39)
269,0,1,K, 	(02-APR-2025 10:02:39)
11,0,1,K, 	(02-APR-2025 10:02:39)
15,0,1,K, 	(02-APR-2025 10:02:39)
256,0,1,K, 	(02-APR-2025 10:02:39)
14,0,1,K, 	(02-APR-2025 10:02:39)
18,0,1,K, 	(02-APR-2025 10:02:39)
116,0,1,K, 	(02-APR-2025 10:02:39)
152,0,1,K, 	(02-APR-2025 10:02:39)
17,0,1,K, 	(02-APR-2025 10:02:39)
43,0,1,K, 	(02-APR-2025 10:02:39)
280,0,1,K, 	(02-APR-2025 10:02:39)
207,0,1,K, 	(02-APR-2025 10:02:39)
7,0,1,K, 	(02-APR-2025 10:02:39)
218,0,1,K, 	(02-APR-2025 10:02:39)
37,0,1,K, 	(02-APR-2025 10:02:39)
238,0,1,K, 	(02-APR-2025 10:02:39)
12,0,1,K, 	(02-APR-2025 10:02:39)
196,0,1,K, 	(02-APR-2025 10:02:39)
201,0,1,K, 	(02-APR-2025 10:02:39)
48,0,1,K, 	(02-APR-2025 10:02:39)
206,0,1,K, 	(02-APR-2025 10:02:39)
223,0,1,K, 	(02-APR-2025 10:02:39)
52,0,1,K, 	(02-APR-2025 10:02:39)
224,0,1,K, 	(02-APR-2025 10:02:39)
54,0,1,K, 	(02-APR-2025 10:02:39)
45,0,1,K, 	(02-APR-2025 10:02:39)
231,0,1,K, 	(02-APR-2025 10:02:39)
117,0,1,K, 	(02-APR-2025 10:02:39)
42,0,1,K, 	(02-APR-2025 10:02:39)
0,1013,12,K, 	(02-APR-2025 10:02:39)
0,1014,13,K, 	(02-APR-2025 10:02:39)
0,1021,14,K, 	(02-APR-2025 10:02:39)
0,1018,15,K, 	(02-APR-2025 10:02:39)
0,1020,16,K, 	(02-APR-2025 10:02:39)
104,0,1,K, 	(02-APR-2025 10:02:39)
27,0,1,K, 	(02-APR-2025 10:02:39)
35,0,1,K, 	(02-APR-2025 10:02:39)
193,0,1,K, 	(02-APR-2025 10:02:39)
47,0,1,K, 	(02-APR-2025 10:02:39)
46,0,1,K, 	(02-APR-2025 10:02:39)
272,0,1,K, 	(02-APR-2025 10:02:39)
105,0,1,K, 	(02-APR-2025 10:02:39)
0,1003,20,K, 	(02-APR-2025 10:02:39)
234,0,1,K, 	(02-APR-2025 10:02:39)
192,0,1,K, 	(02-APR-2025 10:02:39)
40,0,1,K, 	(02-APR-2025 10:02:39)
198,0,1,K, 	(02-APR-2025 10:02:39)
217,0,1,K, 	(02-APR-2025 10:02:39)
220,0,1,K, 	(02-APR-2025 10:02:39)
222,0,1,K, 	(02-APR-2025 10:02:39)
140,0,1,K, 	(02-APR-2025 10:02:39)
53,0,1,K, 	(02-APR-2025 10:02:39)
255,0,1,K, 	(02-APR-2025 10:02:39)
276,0,1,K, 	(02-APR-2025 10:02:39)
1,0,2,K, 	(02-APR-2025 10:02:39)
0,1022,17,K, 	(02-APR-2025 10:02:39)
66,0,1,K, 	(02-APR-2025 10:02:39)
67,0,1,K, 	(02-APR-2025 10:02:39)
