

<<ROLLBACK_START>>,<<FMS_SAC_MST()>>, 	(09-APR-2025 19:47:08)
 
SAC_CD,TIMESTAMP
1, 	(09-APR-2025 19:47:08)	 (Not Deleted)
2, 	(09-APR-2025 19:47:08)	 (Not Deleted)
3, 	(09-APR-2025 19:47:08)	 (Not Deleted)
4, 	(09-APR-2025 19:47:08)	 (Not Deleted)
5, 	(09-APR-2025 19:47:08)	 (Not Deleted)
6, 	(09-APR-2025 19:47:08)	 (Not Deleted)
7, 	(09-APR-2025 19:47:08)	 (Not Deleted)
8, 	(09-APR-2025 19:47:08)	 (Not Deleted)
9, 	(09-APR-2025 19:47:08)	 (Not Deleted)
10, 	(09-APR-2025 19:47:08)	 (Not Deleted)
11, 	(09-APR-2025 19:47:08)	 (Not Deleted)
12, 	(09-APR-2025 19:47:08)	 (Not Deleted)
13, 	(09-APR-2025 19:47:08)	 (Not Deleted)
14, 	(09-APR-2025 19:47:08)	 (Not Deleted)
15, 	(09-APR-2025 19:47:08)	 (Not Deleted)
16, 	(09-APR-2025 19:47:08)	 (Not Deleted)
17, 	(09-APR-2025 19:47:08)	 (Not Deleted)
18, 	(09-APR-2025 19:47:08)	 (Not Deleted)
19, 	(09-APR-2025 19:47:08)	 (Not Deleted)
20, 	(09-APR-2025 19:47:08)	 (Not Deleted)
21, 	(09-APR-2025 19:47:08)	 (Not Deleted)
22, 	(09-APR-2025 19:47:08)	 (Not Deleted)
23, 	(09-APR-2025 19:47:08)	 (Not Deleted)
24, 	(09-APR-2025 19:47:08)	 (Not Deleted)
25, 	(09-APR-2025 19:47:08)	 (Not Deleted)
26, 	(09-APR-2025 19:47:08)	 (Not Deleted)
27, 	(09-APR-2025 19:47:08)	 (Not Deleted)
28, 	(09-APR-2025 19:47:08)	 (Not Deleted)

TOTAL DATA DELETED : ,0, 	(09-APR-2025 19:47:08)
 
<<ROLLBACK_END>>,<<FMS_SAC_MST()>>, 	(09-APR-2025 19:47:08)
 
