

<<ROLLBACK_START>>,<<FMS_TRADER_CONT_MST>>,,,,,,, 	(02-MAY-2025 11:12:23)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP

TOTAL DATA DELETED :, 0,,,,,,, 	(02-MAY-2025 11:12:23)
 
<<ROLLBACK_END>>,<<FMS_TRADER_CN_MST()>>,,,,,,, 	(02-MAY-2025 11:12:23)
 

<<ROLLBACK_START>>,<<FMS_BUY_CARGO_ALLOC_BOE>>,,,,,,, 	(02-MAY-2025 11:12:23)
 
,TIMESTAMP

TOTAL DATA DELETED :, 0,,,,,,, 	(02-MAY-2025 11:12:23)
 
<<ROLLBACK_END>>,<<FMS_BUY_CARGO_ALLOC_BOE()>>,,,,,,, 	(02-MAY-2025 11:12:23)
 

<<ROLLBACK_START>>,<<FMS_BUY_CARGO_ALLOC_BL>>,,,,,,, 	(02-MAY-2025 11:12:23)
 
,TIMESTAMP

TOTAL DATA DELETED :, 0,,,,,,, 	(02-MAY-2025 11:12:24)
 
<<ROLLBACK_END>>,<<FMS_BUY_CARGO_ALLOC_BL()>>,,,,,,, 	(02-MAY-2025 11:12:24)
 
