

<<ROLLBACK_START>>,<<PURCHASE>>, 	(18-JUL-2025 16:11:25)
 

TOTAL DATA DELETED :, 0, 	(18-JUL-2025 16:11:25)
 
<<ROLLBACK_END>>,<<PURCHASE>>, 	(18-JUL-2025 16:11:25)
 

<<ROLLBACK_START>>,<<PURCHASE>>, 	(18-JUL-2025 16:11:51)
 

TOTAL DATA DELETED :, 0, 	(18-JUL-2025 16:11:51)
 
<<ROLLBACK_END>>,<<PURCHASE>>, 	(18-JUL-2025 16:11:51)
 

<<ROLLBACK_START>>,<<SALES>>, 	(18-JUL-2025 16:11:51)
 

TOTAL DATA DELETED :, 0, 	(18-JUL-2025 16:11:51)
 
<<ROLLBACK_END>>,<<SALES>>, 	(18-JUL-2025 16:11:51)
 
