

<<ROLLBACK_START>>,<<FMS_METER_MST()>>,,,, 	(18-FEB-2025 10:48:02)
 
COMPANY_CD,COUNTERPARTY_CD,PLANT_SEQ,METER_TYPE,METER_SEQ,TIMESTAMP
1,3,1,R,1, 	(18-FEB-2025 10:48:03)	 (Not Deleted)
1,4,1,R,1, 	(18-FEB-2025 10:48:03)	 (Not Deleted)
1,4,2,R,1, 	(18-FEB-2025 10:48:03)	 (Not Deleted)
1,4,3,R,1, 	(18-FEB-2025 10:48:03)	 (Not Deleted)
1,5,1,R,1, 	(18-FEB-2025 10:48:03)	 (Not Deleted)
1,6,1,R,1, 	(18-FEB-2025 10:48:03)	 (Not Deleted)
2,168,0,R,0, 	(18-FEB-2025 10:48:03)	 (Not Deleted)

TOTAL DATA DELETED : ,0,,,, 	(18-FEB-2025 10:48:03)
 

<<ROLLBACK_END>>,<<FMS_METER_MST()>>,,,, 	(18-FEB-2025 10:48:03)
 
