

<<ROLLBACK_START>>,<<FMS_ENTITY_CONTACT_MST()>>,,,,,, 	(10-MAR-2025 17:47:15)
 
COMPANY_CD,COUNTERPARTY_CD,ENTITY,SEQ_NO,EFF_DT,ADDR_FLAG,TYPE,TIMESTAMP
2,33,C,10,01/02/2023 00:00:00,P1,DLNG, 	(10-MAR-2025 17:47:16)	 (Not Deleted)
2,33,C,10,01/02/2023 00:00:00,P1,RLNG, 	(10-MAR-2025 17:47:16)	 (Not Deleted)

TOTAL DATA DELETED : ,0,,,,,, 	(10-MAR-2025 17:47:16)
 

<<ROLLBACK_END>>,<<FMS_ENTITY_CONTACT_MST()>>,,,,,, 	(10-MAR-2025 17:47:16)
 
