

<<ROLLBACK_START>>,<<FMS_BANK_MST()>>,,, 	(26-FEB-2025 10:10:52)
 
BANK_CD,BANK_NAME,BANK_ABBR,EFF_DATE,TIMESTAMP
1001,Standard Chartered Bank,SCB , 01/02/2020 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1002,STANDARD CHARTERED BANK,null , 01/01/2010 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1003,Mizuho Bank, Ltd,Mizuho , 01/06/2023 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1004,RBL Bank Ltd,RBL , 26/02/2024 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1005,ICICI Bank Ltd,ICICI , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1006,HDFC Bank Ltd,HDFC , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1007,Axis Bank Ltd,Axis , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1008,Bank of Baroda,BoB , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1009,Indian Bank,IB , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1010,Standard Chartered Bank ,SCB , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1011,IDBI Bank Ltd,IDBI , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1012,State Bank of India,SBI , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1013,Federal Bank Ltd,FBL , 24/03/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1014,The Hongkong & Shanghai Banking Corporation Ltd,HSBC , 14/06/2022 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1015,Citibank N.A. ? India Branches,Citi India , 19/07/2022 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1016,Kotak Mahindra Bank Limited,KMB , 03/06/2022 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1017,Yes Bank Ltd,YBL , 04/01/2023 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1018,Union Bank of India,UBI , 10/01/2023 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1019,Punjab National Bank,PNB , 13/05/2021 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1020,Credit Agricole Corporate and Investment Bank (India),CACIB , 18/05/2022 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1021,Sumitomo Mitsui Banking Corporation,SMBC-Delhi , 22/09/2022 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1022,Deutsche Bank AG ,DB India , 22/09/2022 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)
1023,INDUSIND BANK LIMITED,INDUSIND , 08/12/2022 00:00:00, 	(26-FEB-2025 10:10:53)	 (Not Deleted)

TOTAL DATA DELETED : ,0,,, 	(26-FEB-2025 10:10:53)
 
<<ROLLBACK_END>>,<<FMS_BANK_MST()>>,,, 	(26-FEB-2025 10:10:53)
 
