

<<START>>,<<FMS_BUY_DAILY_BUYER_NOM>>,,,,,, 	(08-APR-2025 13:01:06)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:23)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(08-APR-2025 13:01:23)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:23)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:24)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:24)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825030, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825030, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825030, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:24)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:24)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825034, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825063, 1,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,154, 0, 0,825139, 0,D, 	(08-APR-2025 13:01:24)
2,154, 0, 0,825139, 0,D, 	(08-APR-2025 13:01:24)
2,154, 0, 0,825139, 0,D, 	(08-APR-2025 13:01:24)
2,154, 0, 0,825139, 0,D, 	(08-APR-2025 13:01:24)
2,154, 0, 0,825139, 0,D, 	(08-APR-2025 13:01:24)
2,154, 0, 0,825139, 0,D, 	(08-APR-2025 13:01:24)
2,154, 0, 0,825139, 0,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825034, 4,D, 	(08-APR-2025 13:01:24)
2,20, 0, 0,825111, 1,T, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825085, 1,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825063, 1,I, 	(08-APR-2025 13:01:24)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,, , ,, ,, 	(08-APR-2025 13:01:24)	 (Not Inserted)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 13:01:24)
