

<<START>>,<<FMS_TRADER_CARGO_MST>> 	(31-MAY-2025 15:59:08)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,CARGO_REF_NO,TIMESTAMP
2, 15, , , , , 0, ,1,22019, 	(31-MAY-2025 15:59:08)	 (Not Inserted)
2, 20, , , , , 0, ,1,22022, 	(31-MAY-2025 15:59:08)	 (Not Inserted)
2, 20, , , , , 0, ,1,22028, 	(31-MAY-2025 15:59:08)	 (Not Inserted)
2, 154, , , , , 0, ,1,22029, 	(31-MAY-2025 15:59:08)	 (Not Inserted)
2, 154, , , , , 0, ,1,22030, 	(31-MAY-2025 15:59:08)	 (Not Inserted)
2, 270, M, 1, 0, N, 710001, 0,1,5002, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710002, 0,1,6003, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710003, 0,1,6012, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710004, 0,1,7004, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710005, 0,1,7007, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710006, 0,1,7012, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710007, 0,1,7019, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710008, 0,1,7020, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710009, 0,1,7022, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710010, 0,1,7023, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710011, 0,1,7024, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710012, 0,1,8001, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710013, 0,1,8007, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710014, 0,1,8013, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710015, 0,1,8014, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710016, 0,1,8015, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710017, 0,1,8017, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710018, 0,1,8019, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710019, 0,1,8021, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710020, 0,1,8025, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710021, 0,1,8026, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710022, 0,1,8028, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710023, 0,1,9003, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710024, 0,1,9004, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710025, 0,1,9005, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710026, 0,1,9007, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710027, 0,1,9017, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710028, 0,1,10002, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710029, 0,1,10004, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 710030, 0,1,10005, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711001, 0,1,10009, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711001, 0,2,10010, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711001, 0,3,10011, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711001, 0,4,10012, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711001, 0,5,10013, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711001, 0,6,10014, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711002, 0,1,11002, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 711003, 0,1,11006, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 712001, 0,1,11008, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 712001, 0,2,11009, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 712001, 0,3,11010, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 713001, 0,1,11011, 	(31-MAY-2025 15:59:08)
2, 270, M, 1, 0, N, 713001, 0,2,11012, 	(31-MAY-2025 15:59:09)
2, 270, M, 1, 0, N, 713001, 0,3,11013, 	(31-MAY-2025 15:59:09)
2, 270, M, 1, 0, N, 713001, 0,4,11014, 	(31-MAY-2025 15:59:09)
2, 270, M, 1, 0, N, 713001, 0,5,11015, 	(31-MAY-2025 15:59:09)
2, 270, M, 1, 0, N, 713001, 0,6,11016, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710031, 0,1,5001, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710032, 0,1,5003, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710033, 0,1,6001, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710034, 0,1,6002, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710035, 0,1,6004, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710036, 0,1,6005, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710037, 0,1,6006, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710038, 0,1,6007, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710039, 0,1,6008, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710040, 0,1,6009, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710041, 0,1,6010, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710042, 0,1,6011, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710043, 0,1,6013, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710044, 0,1,6014, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710045, 0,1,7001, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710046, 0,1,7002, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710047, 0,1,7003, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710048, 0,1,7005, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710049, 0,1,7006, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710050, 0,1,7008, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710051, 0,1,7009, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710052, 0,1,7010, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710053, 0,1,7011, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710054, 0,1,7013, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710055, 0,1,7014, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710056, 0,1,7015, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710057, 0,1,7016, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710058, 0,1,7017, 	(31-MAY-2025 15:59:09)
2, 116, M, 1, 0, N, 710059, 0,1,7018, 	(31-MAY-2025 15:59:09)
