

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(28-MAY-2025 16:43:27)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF,TIMESTAMP
2, 15,  M , ,  0 , N, 722001, 0,22008, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22011, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22016, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22017, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22018, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 710001, 0,5002, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710002, 0,6003, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710003, 0,6012, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710004, 0,7004, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710005, 0,7007, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710006, 0,7012, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710007, 0,7019, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710008, 0,7020, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710009, 0,7022, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710010, 0,7023, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710011, 0,7024, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710012, 0,8001, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710013, 0,8007, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710014, 0,8013, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710015, 0,8014, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710016, 0,8015, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710017, 0,8017, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710018, 0,8019, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710019, 0,8021, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710020, 0,8025, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710021, 0,8026, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710022, 0,8028, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710023, 0,9003, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710024, 0,9004, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710025, 0,9005, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710026, 0,9007, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710027, 0,9017, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710028, 0,10002, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710029, 0,10004, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 710030, 0,10005, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 711001, 0,10009, 	(28-MAY-2025 16:43:27)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 711002, 0,11002, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 711003, 0,11006, 	(28-MAY-2025 16:43:27)
2, 270,  M , 1,  0 , N, 712001, 0,11008, 	(28-MAY-2025 16:43:27)
2, 270,  M , ,  0 , N, 712002, 0,11008, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 712002, 0,11008, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 713001, 0,11009, 	(28-MAY-2025 16:43:27)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(28-MAY-2025 16:43:27)	 (Not Inserted)
2, 116,  M , 1,  0 , N, 710031, 0,5001, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710032, 0,5003, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710033, 0,6001, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710034, 0,6002, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710035, 0,6004, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710036, 0,6005, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710037, 0,6006, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710038, 0,6007, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710039, 0,6008, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710040, 0,6009, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710041, 0,6010, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710042, 0,6011, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710043, 0,6013, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710044, 0,6014, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710045, 0,7001, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710046, 0,7002, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710047, 0,7003, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710048, 0,7005, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710049, 0,7006, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710050, 0,7008, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710051, 0,7009, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710052, 0,7010, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710053, 0,7011, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710054, 0,7013, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710055, 0,7014, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710056, 0,7015, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710057, 0,7016, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710058, 0,7017, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710059, 0,7018, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710060, 0,7021, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710061, 0,7025, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710062, 0,7026, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710063, 0,7027, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710064, 0,7028, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710065, 0,7029, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710066, 0,8002, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710067, 0,8003, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710068, 0,8004, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710069, 0,8005, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710070, 0,8006, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710071, 0,8008, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710072, 0,8009, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710073, 0,8010, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710074, 0,8011, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710075, 0,8012, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710076, 0,8016, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710077, 0,8018, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710078, 0,8020, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710079, 0,8022, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710080, 0,8023, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710081, 0,8024, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 710082, 0,8027, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 721001, 0,21014, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 721002, 0,21016, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 721003, 0,21017, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 721004, 0,21018, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 721005, 0,21023, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 722001, 0,22002, 	(28-MAY-2025 16:43:27)
2, 116,  M , 1,  0 , N, 722002, 0,22013, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710083, 0,8029, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710084, 0,8030, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710085, 0,9001, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710086, 0,9002, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710087, 0,9006, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710088, 0,9008, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710089, 0,9009, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710090, 0,9010, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710091, 0,9015, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710092, 0,9019, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710093, 0,9020, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710094, 0,9022, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710095, 0,10001, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710096, 0,10003, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710097, 0,10006, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710098, 0,10007, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 710099, 0,10008, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 711004, 0,10011, 	(28-MAY-2025 16:43:27)
2, 256,  M , 1,  0 , N, 711005, 0,10012, 	(28-MAY-2025 16:43:27)
