

<<START>>,<<FMS_TRADER_CARGO_MST>> 	(06-JUN-2025 15:56:43)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,CARGO_REF_NO,TIMESTAMP
2, 15, , , , , 0, ,1,22019, 	(06-JUN-2025 15:56:43)	 (Not Inserted)
2, 20, , , , , 0, ,1,22022, 	(06-JUN-2025 15:56:43)	 (Not Inserted)
2, 20, , , , , 0, ,1,22028, 	(06-JUN-2025 15:56:43)	 (Not Inserted)
2, 154, , , , , 0, ,1,22029, 	(06-JUN-2025 15:56:43)	 (Not Inserted)
2, 154, , , , , 0, ,1,22030, 	(06-JUN-2025 15:56:43)	 (Not Inserted)
2, 270, M, 1, 0, N, 710001, 0,1,5002, 	(06-JUN-2025 15:56:43)
2, 270, M, 1, 0, N, 710002, 0,1,6003, 	(06-JUN-2025 15:56:43)
2, 270, M, 1, 0, N, 710003, 0,1,6012, 	(06-JUN-2025 15:56:43)
2, 270, M, 1, 0, N, 710004, 0,1,7004, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710005, 0,1,7007, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710006, 0,1,7012, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710007, 0,1,7019, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710008, 0,1,7020, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710009, 0,1,7022, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710010, 0,1,7023, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710011, 0,1,7024, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710012, 0,1,8001, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710013, 0,1,8007, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710014, 0,1,8013, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710015, 0,1,8014, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710016, 0,1,8015, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710017, 0,1,8017, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710018, 0,1,8019, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710019, 0,1,8021, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710020, 0,1,8025, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710021, 0,1,8026, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710022, 0,1,8028, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710023, 0,1,9003, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710024, 0,1,9004, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710025, 0,1,9005, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710026, 0,1,9007, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710027, 0,1,9017, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710028, 0,1,10002, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710029, 0,1,10004, 	(06-JUN-2025 15:56:44)
2, 270, M, 1, 0, N, 710030, 0,1,10005, 	(06-JUN-2025 15:56:44)
