

<<START>>,<<FMS_SECURITY_DEAL_MAP>>,,,, 	(26-MAY-2025 11:56:03)
 
COMPANY_CD,CD,SEQ_NO,MAP_SEQ_NO,SEQ_REV_NO,GX,TIMESTAMP
2, 116, M, 1, 0, N, 710080, 0,1,8023, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710081, 0,1,8024, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 710082, 0,1,8027, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 721001, 0,1,21054, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 721002, 0,1,21056, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 721003, 0,1,21057, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 721004, 0,1,21058, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 721005, 0,1,21063, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 722001, 0,1,22013, 	(26-MAY-2025 11:56:17)
2, 116, M, 1, 0, N, 722002, 0,1,22024, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710083, 0,1,8029, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710084, 0,1,8030, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710085, 0,1,9001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710086, 0,1,9002, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710087, 0,1,9006, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710088, 0,1,9008, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710089, 0,1,9009, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710090, 0,1,9010, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710091, 0,1,9015, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710092, 0,1,9019, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710093, 0,1,9020, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710094, 0,1,9022, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710095, 0,1,10001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710096, 0,1,10003, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710097, 0,1,10006, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710098, 0,1,10007, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 710099, 0,1,10008, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 711004, 0,1,10016, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 711005, 0,1,10017, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 711006, 0,1,11001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 711007, 0,1,11003, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 711008, 0,1,11004, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 711009, 0,1,11005, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 711010, 0,1,11007, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714001, 0,1,14001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714002, 0,1,14002, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714003, 0,1,14003, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714004, 0,1,14004, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714005, 0,1,14005, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714006, 0,1,14006, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714007, 0,1,14007, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 714008, 0,1,14008, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 715001, 0,1,14009, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 715001, 0,2,14010, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 715001, 0,3,14011, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 715001, 0,4,14012, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 715001, 0,5,14013, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 715001, 0,6,14014, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 715002, 0,1,15001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 716001, 0,1,16001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 717001, 0,1,17001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719001, 0,1,19001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719002, 0,1,19002, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719003, 0,1,19003, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719004, 0,1,19004, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719005, 0,1,19005, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719006, 0,1,19006, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719007, 0,1,19007, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719008, 0,1,19008, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719009, 0,1,19009, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719010, 0,1,19010, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719011, 0,1,19011, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719012, 0,1,19012, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719013, 0,1,19013, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719014, 0,1,19014, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 719015, 0,1,19015, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720001, 0,1,19016, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720002, 0,1,19017, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720003, 0,1,19018, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720004, 0,1,19020, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720005, 0,1,19019, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720006, 0,1,19021, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720007, 0,1,19022, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720008, 0,1,19023, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720009, 0,1,19024, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720010, 0,1,19025, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720011, 0,1,19026, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720012, 0,1,19027, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720012, 0,2,19028, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720013, 0,1,19029, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720013, 0,2,19030, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720014, 0,1,19031, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720015, 0,1,19032, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720016, 0,1,20001, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720017, 0,1,20002, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720018, 0,1,20003, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720019, 0,1,20005, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720020, 0,1,20007, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720021, 0,1,20010, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720022, 0,1,20011, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720023, 0,1,20012, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720024, 0,1,20013, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720024, 0,2,20014, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720024, 0,3,20015, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720024, 0,4,20016, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720025, 0,1,20017, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720026, 0,1,20018, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720027, 0,1,20019, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720028, 0,1,20020, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720029, 0,1,20021, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 720030, 0,1,20022, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721006, 0,1,20025, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721006, 0,2,20026, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721006, 0,3,20027, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721007, 0,1,21002, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721008, 0,1,21003, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721009, 0,1,21004, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721010, 0,1,21008, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721010, 0,2,21009, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721011, 0,1,21047, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721011, 0,2,21048, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721011, 0,3,21049, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721012, 0,1,21050, 	(26-MAY-2025 11:56:17)
2, 256, M, 1, 0, N, 721013, 0,1,21053, 	(26-MAY-2025 11:56:17)
2, 256, , , , , 721013, ,1,7030, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 256, , , , , 721013, ,1,7031, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 256, , , , , 721013, ,1,8031, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 256, , , , , 721013, ,1,10015, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 268, , , , , 721013, ,1,20004, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 268, , , , , 721013, ,1,20009, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 268, , , , , 721013, ,1,20023, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 268, , , , , 721013, ,1,20024, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 268, , , , , 721013, ,1,21005, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 268, , , , , 721013, ,2,21006, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 152, M, 1, 0, N, 721014, 0,1,21001, 	(26-MAY-2025 11:56:17)
2, 152, M, 1, 0, N, 721015, 0,1,21055, 	(26-MAY-2025 11:56:17)
2, 1, , , , , 721015, ,1,21007, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 1, , , , , 721015, ,1,21052, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 1, , , , , 721015, ,1,21064, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 1, , , , , 721015, ,1,21065, 	(26-MAY-2025 11:56:17)	 (Not Inserted)
2, 110, M, 1, 0, N, 723001, 0,1,23007, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723002, 0,1,23010, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723003, 0,1,23011, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723004, 0,1,23015, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723005, 0,1,23024, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723006, 0,1,23025, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723007, 0,1,23028, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723008, 0,2,23035, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723008, 0,1,23034, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 723009, 0,1,23040, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 724001, 0,1,24002, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 724001, 0,2,24003, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 724001, 0,3,24004, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 724002, 0,1,24006, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 724003, 0,1,24010, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 724004, 0,1,24011, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 724005, 0,1,24015, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 725001, 0,1,25001, 	(26-MAY-2025 11:56:17)
2, 110, M, 1, 0, N, 725002, 0,1,25003, 	(26-MAY-2025 11:56:17)

TOTAL DATA IN EXCEL : 250 	(26-MAY-2025 11:56:17)
 

TOTAL DATA INSERTED : 231 	(26-MAY-2025 11:56:17)
 

TOTAL SKIPPED DATA 19 	(26-MAY-2025 11:56:17)
 
<<END>><<FMS_TRADER_CARGO_MST>> 	(26-MAY-2025 11:56:17)
 

<<START>>,<<FMS_TRADER_BILLING_DTL1>>, 	(26-MAY-2025 11:56:17)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE, 	(26-MAY-2025 11:56:17)
 

TOTAL DATA IN EXCEL : ,0, 	(26-MAY-2025 11:56:18)
 

TOTAL DATA INSERTED : ,201, 	(26-MAY-2025 11:56:18)
 

TOTAL SKIPPED DATA ,0, 	(26-MAY-2025 11:56:18)
 
<<END>>,<<FMS_TRADER_BILLING_DTL1>>, 	(26-MAY-2025 11:56:18)
 
