

<<START>>,<<FMS_TRADER_CONT_BU>>,,,,,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825018, 2,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825018, 2,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825018, 2,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,51, 0, 0,825069, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825069, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825045, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825045, 1,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825071, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825071, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825096, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825077, 1,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825077, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825022, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825022, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825020, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825020, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825025, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825025, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825026, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825026, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825026, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825026, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825028, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825028, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825028, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825028, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,43, 0, 0,825046, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825046, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825047, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825047, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825029, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825029, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825051, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825051, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825032, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825054, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825054, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825097, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825034, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825035, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825056, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825100, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 2,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 2,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 3,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 3,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 4,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 4,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 5,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 5,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 6,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 6,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 7,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 7,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 8,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 8,, 	(01-APR-2025 15:02:36)
2,186, 0, 0,825121, 1,, 	(01-APR-2025 15:02:36)
2,186, 0, 0,825121, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 6,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 6,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825122, 0,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825122, 1,, 	(01-APR-2025 15:02:36)
2,61, 0, 0,825116, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825085, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825091, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825091, 1,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825074, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825093, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825024, 2,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825024, 3,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825042, 2,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825042, 3,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825042, 4,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825075, 2,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825075, 2,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825048, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825048, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825049, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825049, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825050, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825050, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825030, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825025, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825025, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,51, 0, 0,825065, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825065, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,51, 0, 0,825065, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825065, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,14, 0, 0,825092, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825092, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825036, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825036, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825037, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825037, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825058, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825058, 2,, 	(01-APR-2025 15:02:36)
2,64, 0, 0,825124, 1,, 	(01-APR-2025 15:02:36)
2,64, 0, 0,825124, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825037, 2,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825037, 2,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825058, 3,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825058, 3,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825087, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825088, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825089, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825086, 1,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825088, 1,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825090, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825066, 0,, 	(01-APR-2025 15:02:36)
2,124, 0, 0,825113, 0,, 	(01-APR-2025 15:02:36)
2,124, 0, 0,825113, 1,, 	(01-APR-2025 15:02:36)
2,124, 0, 0,825113, 2,, 	(01-APR-2025 15:02:36)
2,61, 0, 0,825115, 0,, 	(01-APR-2025 15:02:36)
2,61, 0, 0,825115, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825063, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825063, 0,, 	(01-APR-2025 15:02:36)
2,20, , ,, ,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,20, , ,, ,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,20, , ,, ,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,20, , ,, ,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,211, , ,, ,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,211, 0, 0,825119, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825095, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825077, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825077, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825030, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825052, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825031, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825053, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825098, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825099, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825072, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825072, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825018, 2,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825018, 2,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,186, 0, 0,825121, 0,, 	(01-APR-2025 15:02:36)
2,186, 0, 0,825121, 0,, 	(01-APR-2025 15:02:36)
2,159, 0, 0,825120, 0,, 	(01-APR-2025 15:02:36)
2,159, 0, 0,825120, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 9,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 9,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825103, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825080, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825080, 1,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825122, 3,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825122, 4,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825122, 5,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825027, 2,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 2,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 3,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 3,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 4,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825027, 4,, 	(01-APR-2025 15:02:36)
2,124, 0, 0,825114, 0,, 	(01-APR-2025 15:02:36)
2,124, 0, 0,825114, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825102, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825020, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825020, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,14, 0, 0,825083, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825084, 0,, 	(01-APR-2025 15:02:36)
2,14, 0, 0,825086, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825024, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,15, 0, 0,825064, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825024, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825016, 3,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825016, 3,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,43, 0, 0,825043, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825043, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825044, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825044, 1,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825070, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825070, 1,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825070, 2,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825094, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825052, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825031, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825053, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825032, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825033, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825033, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825055, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825055, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825025, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825025, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,154, 0, 0,825100, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825100, 2,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825100, 3,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825102, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825102, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825102, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825038, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825038, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825059, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825059, 1,, 	(01-APR-2025 15:02:36)
2,64, 0, 0,825124, 2,, 	(01-APR-2025 15:02:36)
2,64, 0, 0,825124, 2,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825122, 2,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825104, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825081, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825081, 1,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825123, 0,, 	(01-APR-2025 15:02:36)
2,81, 0, 0,825125, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825105, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 11,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 11,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 11,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 12,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 12,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 12,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 13,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 13,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 13,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 8,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 8,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 8,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 10,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 10,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 10,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 12,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 12,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 12,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 13,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 13,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 13,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825108, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825110, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825111, 0,, 	(01-APR-2025 15:02:36)
2,61, 0, 0,825118, 2,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825111, 2,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825111, 2,, 	(01-APR-2025 15:02:36)
2,166, 0, 0,825123, 1,, 	(01-APR-2025 15:02:36)
2,124, 0, 0,825114, 2,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825106, 2,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 11,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 11,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 11,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 20,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 20,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 21,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 21,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 21,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825039, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825060, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825040, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825061, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825041, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825062, 0,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825062, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825061, 1,, 	(01-APR-2025 15:02:36)
2,43, 0, 0,825060, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825039, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825040, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825041, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825109, 0,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825028, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825028, 0,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,61, 0, 0,825117, 0,, 	(01-APR-2025 15:02:36)
2,61, 0, 0,825117, 1,, 	(01-APR-2025 15:02:36)
2,181, 0, 0,825126, 0,, 	(01-APR-2025 15:02:36)
2,181, 0, 0,825126, 1,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825073, 0,, 	(01-APR-2025 15:02:36)
2,51, 0, 0,825073, 1,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825106, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825106, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 10,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 10,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 10,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 14,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 14,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 14,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 15,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 15,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 16,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 16,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 16,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 17,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 17,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 17,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 18,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 18,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 18,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 19,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 19,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825025, 19,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 7,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 7,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 7,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 9,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 9,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825026, 9,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825107, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825110, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825111, 1,, 	(01-APR-2025 15:02:36)
2,1, 0, 0,825028, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,1, 0, 0,825028, 1,, 	(01-APR-2025 15:02:36)	 (Not Inserted)
2,61, 0, 0,825118, 0,, 	(01-APR-2025 15:02:36)
2,61, 0, 0,825118, 1,, 	(01-APR-2025 15:02:36)
2,61, 0, 0,825117, 2,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825082, 0,, 	(01-APR-2025 15:02:36)
2,20, 0, 0,825082, 0,, 	(01-APR-2025 15:02:36)
2,154, 0, 0,825112, 0,, 	(01-APR-2025 15:02:36)

TOTAL DATA IN EXCEL : 368,,,,,,, 	(01-APR-2025 15:02:36)
 

TOTAL DATA INSERTED : 308,,,,,,, 	(01-APR-2025 15:02:36)
 

TOTAL SKIPPED DATA 60,,,,,,, 	(01-APR-2025 15:02:36)
 
<<END>><<FMS_BUY_DAILY_BUYER_NOM>> 	(01-APR-2025 15:02:36)
 

<<START>>,<<FMS_TRADER_CONT_PLANT>>,,,,,,, 	(01-APR-2025 15:02:51)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PLANT_SEQ_NO,CONTRACT_TYPE,TIMESTAMP
2,null, 0, 0,,0,1,, 	(01-APR-2025 15:02:51)	 (Not Inserted)
2,null, 0, 0,,0,1,, 	(01-APR-2025 15:02:51)	 (Not Inserted)
