

<<START>>,<<FMS_TRUCK_DRIVER_TRANS_LINK>>,,, 	(30-MAY-2025 16:13:09)
 
ENT_PROFILE,DRIVER_CD,EFF_DT,TRUCK_TRANS_CD,LINK_SEQ,TIMESTAMP,
2,159,22/12/2020 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,41,24/12/2020 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,160,30/12/2020 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,67,09/01/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)
2,,11/01/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)	 (Not Inserted)
2,,12/01/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)	 (Not Inserted)
2,208,13/01/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,41,15/01/2021 00:00:00,2,2, 	(30-MAY-2025 16:13:09)
2,41,20/01/2021 00:00:00,2,3, 	(30-MAY-2025 16:13:09)
2,69,28/01/2021 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,43,29/01/2021 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,110,29/01/2021 00:00:00,6,1, 	(30-MAY-2025 16:13:09)
2,209,02/02/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,210,08/02/2021 00:00:00,8,1, 	(30-MAY-2025 16:13:09)
2,70,09/02/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,209,12/02/2021 00:00:00,4,2, 	(30-MAY-2025 16:13:09)
2,44,12/02/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,111,18/02/2021 00:00:00,8,1, 	(30-MAY-2025 16:13:09)
2,111,19/02/2021 00:00:00,8,2, 	(30-MAY-2025 16:13:09)
2,112,01/03/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)
2,113,01/03/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)
2,71,01/03/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,70,02/03/2021 00:00:00,4,2, 	(30-MAY-2025 16:13:09)
2,209,04/03/2021 00:00:00,4,3, 	(30-MAY-2025 16:13:09)
2,159,05/03/2021 00:00:00,2,2, 	(30-MAY-2025 16:13:09)
2,209,16/03/2021 00:00:00,4,4, 	(30-MAY-2025 16:13:09)
2,44,22/03/2021 00:00:00,4,2, 	(30-MAY-2025 16:13:09)
2,,22/03/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)	 (Not Inserted)
2,72,27/03/2021 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,67,30/03/2021 00:00:00,1,2, 	(30-MAY-2025 16:13:09)
2,73,31/03/2021 00:00:00,7,1, 	(30-MAY-2025 16:13:09)
2,162,01/04/2021 00:00:00,6,1, 	(30-MAY-2025 16:13:09)
2,,02/04/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)	 (Not Inserted)
2,44,02/04/2021 00:00:00,4,3, 	(30-MAY-2025 16:13:09)
2,67,05/04/2021 00:00:00,1,3, 	(30-MAY-2025 16:13:09)
2,74,05/04/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,45,08/04/2021 00:00:00,6,1, 	(30-MAY-2025 16:13:09)
2,212,09/04/2021 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,74,10/04/2021 00:00:00,4,2, 	(30-MAY-2025 16:13:09)
2,44,10/04/2021 00:00:00,4,4, 	(30-MAY-2025 16:13:09)
2,,13/04/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)	 (Not Inserted)
2,44,16/04/2021 00:00:00,4,5, 	(30-MAY-2025 16:13:09)
2,75,20/04/2021 00:00:00,11,1, 	(30-MAY-2025 16:13:09)
2,76,21/04/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,77,23/04/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,213,24/04/2021 00:00:00,2,1, 	(30-MAY-2025 16:13:09)
2,78,26/04/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,114,30/04/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)
2,67,03/05/2021 00:00:00,1,4, 	(30-MAY-2025 16:13:09)
2,114,11/05/2021 00:00:00,1,2, 	(30-MAY-2025 16:13:09)
2,,11/05/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)	 (Not Inserted)
2,77,12/05/2021 00:00:00,4,2, 	(30-MAY-2025 16:13:09)
2,115,12/05/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,,13/05/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)	 (Not Inserted)
2,78,14/05/2021 00:00:00,4,2, 	(30-MAY-2025 16:13:09)
2,78,19/05/2021 00:00:00,4,3, 	(30-MAY-2025 16:13:09)
2,77,19/05/2021 00:00:00,4,3, 	(30-MAY-2025 16:13:09)
2,78,22/05/2021 00:00:00,4,4, 	(30-MAY-2025 16:13:09)
2,78,24/05/2021 00:00:00,4,5, 	(30-MAY-2025 16:13:09)
2,77,24/05/2021 00:00:00,4,4, 	(30-MAY-2025 16:13:09)
2,76,25/05/2021 00:00:00,4,2, 	(30-MAY-2025 16:13:09)
2,47,27/05/2021 00:00:00,1,1, 	(30-MAY-2025 16:13:09)
2,48,27/05/2021 00:00:00,4,1, 	(30-MAY-2025 16:13:09)
2,76,31/05/2021 00:00:00,4,3, 	(30-MAY-2025 16:13:09)
2,76,03/06/2021 00:00:00,4,4, 	(30-MAY-2025 16:13:09)
