

<<START>>,<<FMS_GTA_SG_INV_MST>>,, 	(01-SEP-2025 14:11:50)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANS_BU_UNIT, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_TYPE, INVOICE_SEQ, INV_NO ,TIMESTAMP,
2,29,1,0,318,0,R,3,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,497,37114000203649, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,2,16/03/2023 00:00:00,31/03/2023 00:00:00,TC,139,37114000203869, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,498,37114000203999, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,499,37114000204148, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,500,37114000204362, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,501,37114000204579, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,502,37114000204803, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,IC,503,37114000204804, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,504,37114000205032, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,505,37114000205245, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,506,37114000205458, 	(01-SEP-2025 14:11:56)
2,29,1,0,318,0,R,3,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,IC,507,37114000205459, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,508,IN23-24/485/0008, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,509,IN23-24/485/0010, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,510,IN23-24/485/0013, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,511,IN23-24/485/0021, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,512,IN23-24/485/0023, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,1,01/12/2023 00:00:00,15/12/2023 00:00:00,TC,513,IN23-24/485/0024, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,514,IN23-24/485/0025, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,1,01/01/2024 00:00:00,15/01/2024 00:00:00,TC,515,IN23-24/485/0026, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,516,IN23-24/485/0027, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,517,IN23-24/485/0030, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,518,IN23-24/485/0033, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,519,IN23-24/485/0036, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,520,IN23-24/485/0039, 	(01-SEP-2025 14:11:56)
2,45,1,0,376,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,521,IN23-24/645/0003, 	(01-SEP-2025 14:11:56)
2,45,1,0,378,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,522,IN23-24/485/0028, 	(01-SEP-2025 14:11:56)
2,45,1,0,378,0,C,1,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,IC,523,IN23-24/485/0029, 	(01-SEP-2025 14:11:56)
2,45,1,0,378,0,C,1,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,524,IN23-24/485/0031, 	(01-SEP-2025 14:11:56)
2,45,1,0,378,0,C,1,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,IC,525,IN23-24/485/0032, 	(01-SEP-2025 14:11:56)
2,45,1,0,378,0,C,1,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,526,IN23-24/485/0034, 	(01-SEP-2025 14:11:56)
2,45,1,0,378,0,C,1,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,IC,527,IN23-24/485/0035, 	(01-SEP-2025 14:11:56)
2,45,1,0,377,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,528,IN23-24/485/0037, 	(01-SEP-2025 14:11:56)
2,45,1,0,377,0,C,1,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,IC,529,IN23-24/485/0038, 	(01-SEP-2025 14:11:56)
2,45,1,0,377,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,TC,530,IN23-24/485/0040, 	(01-SEP-2025 14:11:56)
2,45,1,0,377,0,C,1,1,2,16/03/2024 00:00:00,31/03/2024 00:00:00,IC,531,IN23-24/485/0041, 	(01-SEP-2025 14:11:56)
2,45,,,,,,,,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,133,IN25-26/485/0002, 	(01-SEP-2025 14:11:56)	 (Not Inserted)
2,45,1,0,374,0,C,1,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,TC,337,IN24-25/485/0007, 	(01-SEP-2025 14:11:56)
2,45,1,0,374,0,C,1,1,2,16/11/2024 00:00:00,30/11/2024 00:00:00,IC,338,IN24-25/485/0008, 	(01-SEP-2025 14:11:56)
2,45,1,0,374,0,C,1,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,339,IN24-25/485/0009, 	(01-SEP-2025 14:11:56)
2,45,1,0,374,0,C,1,1,1,01/12/2024 00:00:00,15/12/2024 00:00:00,IC,340,IN24-25/485/0010, 	(01-SEP-2025 14:11:56)
2,45,1,0,374,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,TC,341,IN24-25/485/0011, 	(01-SEP-2025 14:11:56)
2,45,1,0,374,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,IC,342,IN24-25/485/0012, 	(01-SEP-2025 14:11:56)
2,45,1,0,395,0,C,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,TC,140,IN22-23/485/0046, 	(01-SEP-2025 14:11:56)
2,45,1,0,395,0,C,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,IC,141,IN22-23/485/0047, 	(01-SEP-2025 14:11:56)
2,45,1,0,381,0,C,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,532,IN23-24/485/0011, 	(01-SEP-2025 14:11:56)
2,45,1,0,381,0,C,1,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,IC,533,IN23-24/485/0012, 	(01-SEP-2025 14:11:56)
2,45,,,,,,,,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,133,IN25-26/485/0001, 	(01-SEP-2025 14:11:56)	 (Not Inserted)
2,45,1,0,397,0,C,1,1,1,01/02/2023 00:00:00,15/02/2023 00:00:00,TC,142,IN22-23/485/0052, 	(01-SEP-2025 14:11:56)
2,45,1,0,397,0,C,1,1,2,16/02/2023 00:00:00,28/02/2023 00:00:00,TC,143,IN22-23/485/0053, 	(01-SEP-2025 14:11:56)
2,45,1,0,397,0,C,1,1,2,16/02/2023 00:00:00,28/02/2023 00:00:00,IC,144,IN22-23/485/0054, 	(01-SEP-2025 14:11:56)
2,45,1,0,396,0,C,1,1,1,01/03/2023 00:00:00,15/03/2023 00:00:00,TC,145,IN22-23/485/0055, 	(01-SEP-2025 14:11:56)
2,45,1,0,396,0,C,1,1,2,16/03/2023 00:00:00,31/03/2023 00:00:00,TC,146,IN22-23/485/0056, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,534,IN23-24/485/0001, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,535,IN23-24/485/0002, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,IC,536,IN23-24/485/0003, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,537,IN23-24/485/0004, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,538,IN23-24/485/0005, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,539,IN23-24/485/0006, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,540,IN23-24/485/0009, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,541,IN23-24/645/0001, 	(01-SEP-2025 14:11:56)
2,45,1,0,394,0,R,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,542,IN23-24/645/0002, 	(01-SEP-2025 14:11:56)
2,45,1,0,391,0,R,1,3,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,133,IN25-26/645/0002, 	(01-SEP-2025 14:11:56)
2,45,1,0,392,0,R,1,3,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,134,IN25-26/645/0001, 	(01-SEP-2025 14:11:56)
2,53,1,0,554,0,R,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,TC,147,23114000200100, 	(01-SEP-2025 14:11:56)
2,53,1,0,554,0,R,1,1,1,01/01/2023 00:00:00,15/01/2023 00:00:00,TC,148,23114000200104, 	(01-SEP-2025 14:11:56)
2,53,1,0,554,0,R,1,1,1,01/02/2023 00:00:00,15/02/2023 00:00:00,TC,149,23114000200112, 	(01-SEP-2025 14:11:56)
2,53,1,0,554,0,R,1,1,1,01/03/2023 00:00:00,15/03/2023 00:00:00,TC,150,23114000200121, 	(01-SEP-2025 14:11:56)
2,53,1,0,554,0,R,1,1,2,16/03/2023 00:00:00,31/03/2023 00:00:00,TC,151,23114000200128, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,543,RJ-IN/23-24/0009, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,544,RJ-IN/23-24/0038, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,545,RJ-IN/23-24/0056, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,546,RJ-IN/23-24/0091, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,547,RJ-IN/23-24/0119, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,548,RJ-IN/23-24/0149, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,549,RJ0100500109, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,550,RJ0100500130, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,551,RJ0110500015, 	(01-SEP-2025 14:11:56)
2,168,1,0,555,0,R,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,552,RJ0110500016, 	(01-SEP-2025 14:11:56)

TOTAL DATA IN EXCEL : ,1185,,,,,, 	(01-SEP-2025 14:11:56)
 

TOTAL DATA INSERTED : ,1179,,,,,, 	(01-SEP-2025 14:11:56)
 

TOTAL SKIPPED DATA ,6,,,,,, 	(01-SEP-2025 14:11:56)
 
<<END>>,<<FMS_GTA_PG_INV_MST>>,,,,,, 	(01-SEP-2025 14:11:56)
 

<<START>>,<<FMS_GTA_PG_INV_TAX_DTL>>, 	(01-SEP-2025 14:11:56)
 
COMPANY_CD,BU_STATE_TIN,INVOICE_SEQ,FINANCIAL_YEAR,TAX_STRUCT_CD,TAX_CODE, 	(01-SEP-2025 14:11:56)
 
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,44 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,44 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2025-2026,44 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,23 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2022-2023,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2022-2023,23 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,23 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,88 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,88 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,23 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,88 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,44 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2025-2026,219 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,IC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2024-2025,219 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,113 ,  	(01-SEP-2025 14:11:56)
2,C,TC,2023-2024,130 ,  	(01-SEP-2025 14:11:56)
