

<<START>>,<<FMS_GTA_SG_INV_MST>>,, 	(01-SEP-2025 14:11:50)
 
COMPANY_CD, COUNTERPARTY_CD, AGMT_NO, AGMT_REV, CONT_NO, CONT_REV, CONTRACT_TYPE, TRANS_BU_UNIT, BU_UNIT, FREQ, PERIOD_START_DT, PERIOD_END_DT, INVOICE_TYPE, INVOICE_SEQ, INV_NO ,TIMESTAMP,
2,4,1,0,256,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,235,UPG2A23109000135, 	(01-SEP-2025 14:11:52)
2,4,1,0,256,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,IC,236,UPG2A23109000344, 	(01-SEP-2025 14:11:52)
2,4,1,0,256,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,237,UPG2A23109001086, 	(01-SEP-2025 14:11:52)
2,4,1,0,256,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,IC,238,UPG2A23109001156, 	(01-SEP-2025 14:11:52)
2,4,1,0,255,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,239,UPG2A23109000237, 	(01-SEP-2025 14:11:52)
2,4,1,0,255,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,240,UPG2A23109000930, 	(01-SEP-2025 14:11:52)
2,4,1,0,255,0,C,1,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,241,UPG2A23109001924, 	(01-SEP-2025 14:11:52)
2,4,1,0,255,0,C,1,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,242,UPG2A23109002460, 	(01-SEP-2025 14:11:52)
2,4,1,0,255,0,C,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,243,UPG2A23109003121, 	(01-SEP-2025 14:11:52)
2,4,1,0,255,0,C,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,244,UPG2A23109003525, 	(01-SEP-2025 14:11:52)
2,4,1,0,255,0,C,1,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,245,UPG2A23109004636, 	(01-SEP-2025 14:11:52)
2,4,1,0,285,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,246,UPG2A23109000255, 	(01-SEP-2025 14:11:52)
2,4,1,0,285,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,247,UPG2A23109000987, 	(01-SEP-2025 14:11:52)
2,4,1,0,285,0,C,1,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,248,UPG2A23109001629, 	(01-SEP-2025 14:11:52)
2,4,1,0,285,0,C,1,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,249,UPG2A23109002351, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,TC,95,UPG2A22109004661, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,1,01/01/2023 00:00:00,15/01/2023 00:00:00,IC,96,UPG2A22109005177, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,2,16/01/2023 00:00:00,31/01/2023 00:00:00,TC,97,UPG2A22109006043, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,2,16/02/2023 00:00:00,28/02/2023 00:00:00,TC,98,UPG2A22109006588, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,1,01/03/2023 00:00:00,15/03/2023 00:00:00,TC,99,UPG2A22109006791, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,2,16/03/2023 00:00:00,31/03/2023 00:00:00,TC,100,UPG2A22109007141, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,250,UPG2A23109000206, 	(01-SEP-2025 14:11:52)
2,4,1,0,263,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,251,UPG2A23109001180, 	(01-SEP-2025 14:11:52)
2,4,1,0,286,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,252,UPG2A23109000393, 	(01-SEP-2025 14:11:52)
2,4,1,0,286,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,IC,253,UPG2A23109000394, 	(01-SEP-2025 14:11:52)
2,4,1,0,286,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,254,UPG2A23109001001, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,255,UPG2A23109000897, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,256,UPG2A23109001779, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,257,UPG2A23109002486, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,258,UPG2A23109006388, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,259,UPG2A23109006970, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,260,UPG2A23109007626, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,IC,261,UPG2A23109007868, 	(01-SEP-2025 14:11:52)
2,4,1,0,234,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,262,UPG2A23109008223, 	(01-SEP-2025 14:11:52)
2,4,1,0,237,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,263,UPG2A23109000885, 	(01-SEP-2025 14:11:52)
2,4,1,0,237,0,C,1,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,264,UPG2A23109001718, 	(01-SEP-2025 14:11:52)
2,4,1,0,237,0,C,1,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,265,UPG2A23109002432, 	(01-SEP-2025 14:11:52)
2,4,1,0,237,0,C,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,266,UPG2A23109003046, 	(01-SEP-2025 14:11:52)
2,4,1,0,237,0,C,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,267,UPG2A23109003421, 	(01-SEP-2025 14:11:52)
2,4,1,0,289,0,C,1,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,268,UPG2A23109001861, 	(01-SEP-2025 14:11:52)
2,4,1,0,289,0,C,1,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,269,UPG2A23109002590, 	(01-SEP-2025 14:11:52)
2,4,1,0,250,0,C,1,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,270,UPG2A23109002761, 	(01-SEP-2025 14:11:52)
2,4,1,0,250,0,C,1,1,1,01/06/2023 00:00:00,15/06/2023 00:00:00,TC,271,UPG2A23109003051, 	(01-SEP-2025 14:11:52)
2,4,1,0,250,0,C,1,1,2,16/06/2023 00:00:00,30/06/2023 00:00:00,TC,272,UPG2A23109003437, 	(01-SEP-2025 14:11:52)
2,4,1,0,250,0,C,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,273,UPG2A23109005554, 	(01-SEP-2025 14:11:52)
2,4,1,0,253,0,R,2,1,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,274,UPG2A23109001938, 	(01-SEP-2025 14:11:52)
2,4,1,0,253,0,R,2,1,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,275,UPG2A23109002445, 	(01-SEP-2025 14:11:52)
2,4,1,0,251,0,C,1,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,276,UPG2A23109005555, 	(01-SEP-2025 14:11:52)
2,4,1,0,249,0,C,1,1,1,01/08/2023 00:00:00,15/08/2023 00:00:00,TC,277,UPG2A23109006389, 	(01-SEP-2025 14:11:52)
2,4,1,0,249,0,C,1,1,2,16/08/2023 00:00:00,31/08/2023 00:00:00,TC,278,UPG2A23109006971, 	(01-SEP-2025 14:11:52)
2,4,1,0,249,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,279,UPG2A23109007627, 	(01-SEP-2025 14:11:52)
2,4,1,0,249,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,IC,280,UPG2A23109007869, 	(01-SEP-2025 14:11:52)
2,4,1,0,249,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,281,UPG2A23109008224, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,TC,101,MPG2A22106001864, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,1,01/01/2023 00:00:00,15/01/2023 00:00:00,TC,102,MPG2A22106002143, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,2,16/01/2023 00:00:00,31/01/2023 00:00:00,TC,103,MPG2A22106002497, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,1,01/02/2023 00:00:00,15/02/2023 00:00:00,TC,104,MPG2A22106002598, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,1,01/03/2023 00:00:00,15/03/2023 00:00:00,TC,105,MPG2A22106002853, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,2,16/03/2023 00:00:00,31/03/2023 00:00:00,TC,106,MPG2A22106002995, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,1,01/04/2023 00:00:00,15/04/2023 00:00:00,TC,282,UPG2A23109000095, 	(01-SEP-2025 14:11:52)
2,4,1,0,262,0,C,1,1,2,16/04/2023 00:00:00,30/04/2023 00:00:00,TC,283,UPG2A23109000907, 	(01-SEP-2025 14:11:52)
2,4,1,0,246,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,284,UPG2A23109007743, 	(01-SEP-2025 14:11:52)
2,4,1,0,246,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,285,UPG2A23109008320, 	(01-SEP-2025 14:11:52)
2,4,1,0,247,0,C,1,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,286,UPG2A23109007746, 	(01-SEP-2025 14:11:52)
2,4,1,0,247,0,C,1,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,287,UPG2A23109008322, 	(01-SEP-2025 14:11:52)
2,4,1,0,244,0,C,2,2,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,288,UPG2A23109009041, 	(01-SEP-2025 14:11:52)
2,4,1,0,245,0,C,2,2,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,289,UPG2A23109009043, 	(01-SEP-2025 14:11:52)
2,4,1,0,235,0,C,2,2,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,290,UPG2A23109009206, 	(01-SEP-2025 14:11:52)
2,4,1,0,235,0,C,2,2,1,01/10/2023 00:00:00,15/10/2023 00:00:00,IC,291,UPG2A23109009230, 	(01-SEP-2025 14:11:52)
2,4,1,0,235,0,C,2,2,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,292,UPG2A23109009860, 	(01-SEP-2025 14:11:52)
2,4,1,0,235,0,C,2,2,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,293,UPG2A23109010923, 	(01-SEP-2025 14:11:52)
2,4,1,0,235,0,C,2,2,2,16/11/2023 00:00:00,30/11/2023 00:00:00,TC,294,UPG2A23109011324, 	(01-SEP-2025 14:11:52)
2,4,1,0,235,0,C,2,2,2,16/12/2023 00:00:00,31/12/2023 00:00:00,TC,295,UPG2A23109012626, 	(01-SEP-2025 14:11:52)
2,4,1,0,236,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,296,UPG2A23109009859, 	(01-SEP-2025 14:11:52)
2,4,1,0,242,0,C,2,2,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,297,UPG2A23109009198, 	(01-SEP-2025 14:11:52)
2,4,1,0,287,0,C,2,2,2,16/12/2022 00:00:00,31/12/2022 00:00:00,IC,107,MHG2A22105001286, 	(01-SEP-2025 14:11:52)
2,4,1,0,287,0,C,2,2,1,01/01/2023 00:00:00,15/01/2023 00:00:00,TC,108,MHG2A22105001437, 	(01-SEP-2025 14:11:52)
2,4,1,0,287,0,C,2,2,1,01/02/2023 00:00:00,15/02/2023 00:00:00,TC,109,MHG2A22105001684, 	(01-SEP-2025 14:11:52)
2,4,1,0,287,0,C,2,2,1,01/03/2023 00:00:00,15/03/2023 00:00:00,TC,110,MHG2A22105001858, 	(01-SEP-2025 14:11:52)
2,4,1,0,287,0,C,2,2,2,16/03/2023 00:00:00,31/03/2023 00:00:00,TC,111,MHG2A22105001926, 	(01-SEP-2025 14:11:52)
2,4,1,0,287,0,C,2,2,1,01/05/2023 00:00:00,15/05/2023 00:00:00,TC,298,UPG2A23109002050, 	(01-SEP-2025 14:11:52)
2,4,1,0,287,0,C,2,2,2,16/05/2023 00:00:00,31/05/2023 00:00:00,TC,299,UPG2A23109002578, 	(01-SEP-2025 14:11:52)
2,4,1,0,240,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,300,UPG2A23109009740, 	(01-SEP-2025 14:11:52)
2,4,1,0,240,0,C,1,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,301,UPG2A23109009993, 	(01-SEP-2025 14:11:52)
2,4,1,0,230,0,C,2,2,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,180,UPG2A24109016147, 	(01-SEP-2025 14:11:52)
2,4,1,0,229,0,C,2,2,1,01/12/2024 00:00:00,15/12/2024 00:00:00,TC,181,UPG2A24109016144, 	(01-SEP-2025 14:11:52)
2,4,1,0,229,0,C,2,2,1,01/12/2024 00:00:00,15/12/2024 00:00:00,IC,182,UPG2A24109016485, 	(01-SEP-2025 14:11:52)
2,4,1,0,226,0,C,1,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,TC,183,UPG2A24109017280, 	(01-SEP-2025 14:11:52)
2,4,1,0,224,0,C,1,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,184,UPG2A24109019191, 	(01-SEP-2025 14:11:52)
2,4,1,0,224,0,C,1,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,185,UPG2A24109020181, 	(01-SEP-2025 14:11:52)
2,4,1,0,224,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,186,UPG2A24109021587, 	(01-SEP-2025 14:11:52)
2,4,1,0,224,0,C,1,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,187,UPG2A24109023295, 	(01-SEP-2025 14:11:52)
2,4,1,0,224,0,C,1,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,TC,188,UPG2A24109024141, 	(01-SEP-2025 14:11:52)
2,4,1,0,224,0,C,1,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,189,UPG2A24109025961, 	(01-SEP-2025 14:11:52)
2,4,1,0,225,0,C,1,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,190,UPG2A24109021634, 	(01-SEP-2025 14:11:52)
2,4,1,0,298,0,C,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,TC,112,UPG2A22109004617, 	(01-SEP-2025 14:11:52)
2,4,1,0,222,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,TC,59,UPG2A25109008143, 	(01-SEP-2025 14:11:52)
2,4,1,0,222,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,TC,60,UPG2A25109008145, 	(01-SEP-2025 14:11:52)
2,4,1,0,222,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,IC,61,UPG2A25109008451, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,TC,62,UPG2A25109008057, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,TC,63,UPG2A25109008144, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,TC,64,UPG2A25109008146, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,IC,65,UPG2A25109008452, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,IC,66,UPG2A25109008453, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,IC,67,UPG2A25109008536, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,2,16/06/2025 00:00:00,30/06/2025 00:00:00,IC,68,UPG2A25109008537, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,IC,69,UPG2A25109009550, 	(01-SEP-2025 14:11:52)
2,4,1,0,223,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,IC,70,UPG2A25109009689, 	(01-SEP-2025 14:11:52)
2,4,1,0,221,0,C,1,1,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,71,UPG2A25109009493, 	(01-SEP-2025 14:11:52)
2,4,1,0,219,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,72,UPG2A25109009361, 	(01-SEP-2025 14:11:52)
2,4,1,0,219,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,73,UPG2A25109009363, 	(01-SEP-2025 14:11:52)
2,4,1,0,219,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,74,UPG2A25109009366, 	(01-SEP-2025 14:11:52)
2,4,1,0,219,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,IC,75,UPG2A25109009690, 	(01-SEP-2025 14:11:52)
2,4,1,0,219,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,IC,76,UPG2A25109009691, 	(01-SEP-2025 14:11:52)
2,4,,,,,,,,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,77,UPG2A25109009178, 	(01-SEP-2025 14:11:52)	 (Not Inserted)
2,4,,,,,,,,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,77,UPG2A25109009179, 	(01-SEP-2025 14:11:52)	 (Not Inserted)
2,4,,,,,,,,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,77,UPG2A25109009180, 	(01-SEP-2025 14:11:52)	 (Not Inserted)
2,4,1,0,220,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,77,UPG2A25109009149, 	(01-SEP-2025 14:11:52)
2,4,1,0,220,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,78,UPG2A25109009151, 	(01-SEP-2025 14:11:52)
2,4,1,0,220,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,79,UPG2A25109009152, 	(01-SEP-2025 14:11:52)
2,4,1,0,220,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,80,UPG2A25109009154, 	(01-SEP-2025 14:11:52)
2,4,1,0,220,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,81,UPG2A25109009155, 	(01-SEP-2025 14:11:52)
2,4,1,0,220,0,C,2,2,1,01/07/2025 00:00:00,15/07/2025 00:00:00,TC,82,UPG2A25109009156, 	(01-SEP-2025 14:11:52)
2,4,1,0,281,0,C,1,1,2,16/12/2022 00:00:00,31/12/2022 00:00:00,TC,113,MHG2A22105001271, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,2,16/04/2025 00:00:00,30/04/2025 00:00:00,PC,83,371131200655, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,1,01/07/2024 00:00:00,15/07/2024 00:00:00,PC,191,371131201061, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,1,01/06/2025 00:00:00,15/06/2025 00:00:00,PC,84,371131201539, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,1,01/09/2024 00:00:00,15/09/2024 00:00:00,PC,192,371131202035, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,2,16/12/2024 00:00:00,31/12/2024 00:00:00,PC,193,371131203743, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,PC,194,371131204022, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,PC,195,371131204299, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,PC,196,371131204518, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,PC,197,371131205162, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,PC,198,371131205483, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,PC,302,37114000203277, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,PC,303,37114000203540, 	(01-SEP-2025 14:11:52)
2,29,1,0,360,0,K,3,1,2,16/11/2023 00:00:00,30/11/2023 00:00:00,PC,304,37114000203799, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/07/2023 00:00:00,15/07/2023 00:00:00,TC,305,37114000201713, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,2,16/07/2023 00:00:00,31/07/2023 00:00:00,TC,306,37114000201905, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/09/2023 00:00:00,15/09/2023 00:00:00,TC,307,37114000202513, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,2,16/09/2023 00:00:00,30/09/2023 00:00:00,TC,308,37114000202705, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/01/2023 00:00:00,15/01/2023 00:00:00,TC,114,37114000202801, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,TC,309,37114000202941, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/10/2023 00:00:00,15/10/2023 00:00:00,IC,310,37114000202942, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,2,16/10/2023 00:00:00,31/10/2023 00:00:00,TC,311,37114000203235, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,TC,312,37114000203492, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/11/2023 00:00:00,15/11/2023 00:00:00,IC,313,37114000203493, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,2,16/01/2024 00:00:00,31/01/2024 00:00:00,TC,314,37114000204654, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/02/2024 00:00:00,15/02/2024 00:00:00,TC,315,37114000204886, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,2,16/02/2024 00:00:00,29/02/2024 00:00:00,TC,316,37114000205113, 	(01-SEP-2025 14:11:52)
2,29,1,0,342,0,R,3,1,1,01/03/2024 00:00:00,15/03/2024 00:00:00,TC,317,37114000205321, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,199,371131203788, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,IC,200,371131203789, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,201,371131204075, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,IC,202,371131204076, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,203,371131204530, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,IC,204,371131204531, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,205,371131204632, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,,206,371131204633, 	(01-SEP-2025 14:11:52)	 (Not Inserted)
2,29,1,0,307,0,C,3,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,TC,206,371131204912, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,IC,207,371131204913, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,208,371131205215, 	(01-SEP-2025 14:11:52)
2,29,1,0,307,0,C,3,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,IC,209,371131205216, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,TC,210,271131200788, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,1,01/01/2025 00:00:00,15/01/2025 00:00:00,IC,211,271131200789, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,TC,212,271131200836, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,2,16/01/2025 00:00:00,31/01/2025 00:00:00,IC,213,271131200837, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,TC,214,271131200881, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,1,01/02/2025 00:00:00,15/02/2025 00:00:00,,215,271131200882, 	(01-SEP-2025 14:11:52)	 (Not Inserted)
2,29,1,0,306,0,C,2,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,TC,215,271131200946, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,2,16/02/2025 00:00:00,28/02/2025 00:00:00,,216,271131200947, 	(01-SEP-2025 14:11:52)	 (Not Inserted)
2,29,1,0,306,0,C,2,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,TC,216,271131200993, 	(01-SEP-2025 14:11:52)
2,29,1,0,306,0,C,2,1,1,01/03/2025 00:00:00,15/03/2025 00:00:00,,217,271131200994, 	(01-SEP-2025 14:11:52)	 (Not Inserted)
2,29,1,0,306,0,C,2,1,2,16/03/2025 00:00:00,31/03/2025 00:00:00,TC,217,271131201082, 	(01-SEP-2025 14:11:52)
