

<<START>>,<<FMS_TRADER_CONT_BU>>,,,,,, 	(01-APR-2025 15:45:17)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,CONTRACT_TYPE,TIMESTAMP
2,1, 0, 0,825026, 9,, 	(01-APR-2025 15:45:18)	 (Not Inserted)
2,1, 0, 0,825026, 9,, 	(01-APR-2025 15:45:18)	 (Not Inserted)
2,1, 0, 0,825026, 9,, 	(01-APR-2025 15:45:18)	 (Not Inserted)
2,154, 0, 0,825107, 0,, 	(01-APR-2025 15:45:18)
2,154, 0, 0,825110, 0,, 	(01-APR-2025 15:45:18)
2,154, 0, 0,825111, 1,, 	(01-APR-2025 15:45:18)	 (Not Inserted)
2,1, 0, 0,825028, 1,, 	(01-APR-2025 15:45:18)	 (Not Inserted)
2,1, 0, 0,825028, 1,, 	(01-APR-2025 15:45:18)	 (Not Inserted)
2,61, 0, 0,825118, 0,, 	(01-APR-2025 15:45:18)
2,61, 0, 0,825118, 1,, 	(01-APR-2025 15:45:18)
2,61, 0, 0,825117, 2,, 	(01-APR-2025 15:45:18)
2,20, 0, 0,825082, 0,, 	(01-APR-2025 15:45:18)
2,20, 0, 0,825082, 0,, 	(01-APR-2025 15:45:18)
2,154, 0, 0,825112, 0,, 	(01-APR-2025 15:45:18)

TOTAL DATA IN EXCEL : 368,,,,,,, 	(01-APR-2025 15:45:18)
 

TOTAL DATA INSERTED : 266,,,,,,, 	(01-APR-2025 15:45:18)
 

TOTAL SKIPPED DATA 102,,,,,,, 	(01-APR-2025 15:45:18)
 
<<END>><<FMS_BUY_DAILY_BUYER_NOM>> 	(01-APR-2025 15:45:18)
 
