

<<START>>,<<FMS_FFLOW_INV_MST>>,, 	(05-SEP-2025 17:12:03)
 
COMPANY_CD,FINANCIAL_YEAR,BU_STATE_TIN,INVOICE_SEQ,INVOICE_TYPE,TIMESTAMP,
2,2016-2017,24,1,DR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2016-2017,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2017-2018,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2017-2018,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2019-2020,24,1,DR, 	(05-SEP-2025 17:12:03)
2,2018-2019,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2019-2020,24,2,DR, 	(05-SEP-2025 17:12:03)
2,2025-2026,24,1,OR, 	(05-SEP-2025 17:12:03)
2,2025-2026,24,2,OR, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,1,SI, 	(05-SEP-2025 17:12:03)
2,2019-2020,24,3,CR, 	(05-SEP-2025 17:12:03)
2,2019-2020,24,4,DR, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,2,DR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2019-2020,24,5,CR, 	(05-SEP-2025 17:12:03)
2,2023-2024,27,1,OR, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,1,LP, 	(05-SEP-2025 17:12:03)
2,2019-2020,24,6,CR, 	(05-SEP-2025 17:12:03)
2,2019-2020,24,7,DR, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,2,DI, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,3,DI, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,4,DI, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,5,DI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,1,DI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,2,DI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,3,SI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,4,DI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,5,DI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,6,SI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,7,SI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,8,DI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,9,DI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,10,SI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,2,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,3,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,4,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,5,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,6,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,7,SI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,8,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,9,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,10,DI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,11,SI, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,12,ST, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,1,SI, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,2,SI, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,3,ST, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,4,ST, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,5,SI, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,6,SI, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,7,SI, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,8,ST, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,9,SI, 	(05-SEP-2025 17:12:03)
2,2024-2025,24,10,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,2,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,3,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,4,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,5,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,6,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,11,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,12,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,13,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,7,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,8,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,9,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,10,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,14,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,15,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,16,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,17,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,18,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,19,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,20,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,21,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,22,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,23,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,24,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,25,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,11,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,12,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,13,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,26,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,27,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,28,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,29,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,30,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,31,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,32,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,33,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,34,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,35,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,14,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,36,LP, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,13,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,15,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,16,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,37,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,38,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,17,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,39,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,40,LP, 	(05-SEP-2025 17:12:03)
2,2023-2024,24,14,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,18,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,19,LP, 	(05-SEP-2025 17:12:03)
2,2025-2026,24,3,LP, 	(05-SEP-2025 17:12:03)
2,2025-2026,24,4,LP, 	(05-SEP-2025 17:12:03)
2,2025-2026,24,5,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,6,SI, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,7,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,8,SI, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,9,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,10,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,11,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,12,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,13,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,14,SI, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,15,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,16,ST, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,17,SI, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,41,LP, 	(05-SEP-2025 17:12:03)
2,2022-2023,24,42,LP, 	(05-SEP-2025 17:12:03)
2,2016-2017,24,1,CR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2019-2020,24,8,DR, 	(05-SEP-2025 17:12:03)	 (Not Inserted)
2,2021-2022,24,20,CR, 	(05-SEP-2025 17:12:03)
2,2019-2020,24,8,DR, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,21,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,22,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,23,LP, 	(05-SEP-2025 17:12:03)
2,2019-2020,24,9,DR, 	(05-SEP-2025 17:12:03)
2,2019-2020,24,10,DR, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,18,DR, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,24,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,25,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,26,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,27,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,28,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,29,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,30,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,31,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,32,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,19,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,33,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,20,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,21,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,22,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,34,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,35,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,36,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,23,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,37,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,38,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,39,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,40,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,41,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,42,LP, 	(05-SEP-2025 17:12:03)
2,2021-2022,24,43,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,24,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,25,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,26,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,27,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,28,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,29,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,30,LP, 	(05-SEP-2025 17:12:03)
2,2020-2021,24,31,LP, 	(05-SEP-2025 17:12:03)
