

<<START>>,<<FMS_SUPPLY_PURCHASE_MAP_DTL>>,, 	(30-APR-2025 10:43:08)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PUR_CONT_NO,TIMESTAMP,
RIL,1,S,2,1,40,0,725089, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,15,0,725205, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,21,0,725080, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,1,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,9,0,725075, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,11,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,23,0,725082, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,26,0,725086, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,18,0,725078, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,22,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,21,1,725082, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,19,0,725207, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,1,0,725202, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,12,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,13,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,14,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,20,0,725080, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,6,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,9,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,24,1,725085, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,16,0,725206, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,24,0,725085, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,3,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,1,0,725069, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,9,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,23,0,725083, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,1,39,0,725089, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,15,0,725077, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,15,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,16,0,725078, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,18,0,725079, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,24,0,725209, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,21,0,725082, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,22,0,725080, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,2,0,725071, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,3,0,725072, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,1,0,725070, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,5,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,6,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,7,0,725204, 	(30-APR-2025 10:43:08)
RIL,1,S,3,0,2,0,825022, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,27,0,725087, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,28,0,725210, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,30,0,725211, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,17,0,725206, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,22,1,725083, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,21,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,22,0,725083, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,5,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,13,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,31,0,725208, 	(30-APR-2025 10:43:08)
RIL,1,S,2,1,41,1,725089, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,1,42,0,725090, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,15,0,725079, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,21,0,725207, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,8,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,10,0,725076, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,14,0,, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,3,0,3,0,825061, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,3,0,1,0,725126, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,25,1,725084, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,27,1,725087, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,1,41,0,725089, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,1,43,0,725089, 	(30-APR-2025 10:43:08)	 (Not Inserted)
RIL,1,S,2,0,15,0,725206, 	(30-APR-2025 10:43:08)
RIL,1,S,2,0,20,0,725206, 	(30-APR-2025 10:43:08)
