

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(26-MAY-2025 10:57:56)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-MAY-2025 10:57:56)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-MAY-2025 10:57:56)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-MAY-2025 10:57:56)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA IN EXCEL : ,0, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA INSERTED : ,5, 	(26-MAY-2025 10:57:56)
 

TOTAL SKIPPED DATA ,0, 	(26-MAY-2025 10:57:56)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(26-MAY-2025 10:57:56)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA IN EXCEL : ,0, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA INSERTED : ,5, 	(26-MAY-2025 10:57:56)
 

TOTAL SKIPPED DATA ,0, 	(26-MAY-2025 10:57:56)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(26-MAY-2025 10:57:56)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA IN EXCEL : ,0, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA INSERTED : ,5, 	(26-MAY-2025 10:57:56)
 

TOTAL SKIPPED DATA ,0, 	(26-MAY-2025 10:57:56)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(26-MAY-2025 10:57:56)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA IN EXCEL : ,0, 	(26-MAY-2025 10:57:56)
 

TOTAL DATA INSERTED : ,5, 	(26-MAY-2025 10:57:56)
 

TOTAL SKIPPED DATA ,0, 	(26-MAY-2025 10:57:56)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(26-MAY-2025 10:57:56)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(26-MAY-2025 10:57:56)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF,TIMESTAMP
2, 15,  M , ,  0 , N, 722001, 0,22008, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22011, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 20,  M , ,  0 , N, 722001, 0,22016, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22017, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 154,  M , ,  0 , N, 722001, 0,22018, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 710001, 0,5002, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710002, 0,6003, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710003, 0,6012, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710004, 0,7004, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710005, 0,7007, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710006, 0,7012, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710007, 0,7019, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710008, 0,7020, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710009, 0,7022, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710010, 0,7023, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710011, 0,7024, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710012, 0,8001, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710013, 0,8007, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710014, 0,8013, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710015, 0,8014, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710016, 0,8015, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710017, 0,8017, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710018, 0,8019, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710019, 0,8021, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710020, 0,8025, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710021, 0,8026, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710022, 0,8028, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710023, 0,9003, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710024, 0,9004, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710025, 0,9005, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710026, 0,9007, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710027, 0,9017, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710028, 0,10002, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710029, 0,10004, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 710030, 0,10005, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 711001, 0,10009, 	(26-MAY-2025 10:57:56)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , ,  0 , N, 711002, 0,10009, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 711002, 0,11002, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 711003, 0,11006, 	(26-MAY-2025 10:57:56)
2, 270,  M , 1,  0 , N, 712001, 0,11008, 	(26-MAY-2025 10:57:56)
2, 270,  M , ,  0 , N, 712002, 0,11008, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , ,  0 , N, 712002, 0,11008, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
2, 270,  M , 1,  0 , N, 713001, 0,11009, 	(26-MAY-2025 10:57:56)
2, 270,  M , ,  0 , N, 713002, 0,11009, 	(26-MAY-2025 10:57:56)	 (Not Inserted)
