

<<START>>,<<FMS_BUY_DAILY_SELLER_NOM>>,,,,,, 	(06-JUN-2025 11:51:17)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,61, 0, 0,824023, 2,I, 	(06-JUN-2025 11:51:22)
2,181, 0, 0,824026, 1,I, 	(06-JUN-2025 11:51:22)
2,181, 0, 0,824026, 1,I, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,61, 0, 0,824023, 2,I, 	(06-JUN-2025 11:51:22)
2,61, 0, 0,824023, 2,I, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,181, 0, 0,824026, 1,I, 	(06-JUN-2025 11:51:22)
2,181, 0, 0,824026, 1,I, 	(06-JUN-2025 11:51:22)
2,61, 0, 0,824023, 2,I, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825002, 2,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,61, 0, 0,824023, 2,I, 	(06-JUN-2025 11:51:22)
2,181, 0, 0,824026, 1,I, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,825003, 0,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,154, 0, 0,824015, 2,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,20, 0, 0,825001, 0,T, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824007, 13,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,824005, 21,D, 	(06-JUN-2025 11:51:22)
2,1, 0, 0,823053, 4,D, 	(06-JUN-2025 11:51:22)
