

<<START>>,<<FMS_BUY_CARGO_ALLOC>>,,,, 	(10-APR-2025 09:37:23)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
2,20, M, 1 ,0, N, 725002 ,0, 1, 0, 	(10-APR-2025 09:37:23)

<<START>>,<<FMS_BUY_CARGO_ALLOC>>,,,, 	(10-APR-2025 09:37:42)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,CARGO_NO,ALLOC_REV,TIMESTAMP
2,20, M, 1 ,0, N, 725002 ,0, 1, 0, 	(10-APR-2025 09:37:42)
