

<<START>>,<<FMS_TRADER_CONT_BU>>,,,,,, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823041, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823042, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823043, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823044, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823045, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823046, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823047, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823048, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823049, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823050, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823051, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823052, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823016, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823017, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823018, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823019, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823020, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823021, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823022, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823023, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823024, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823025, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823026, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823027, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823028, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823029, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823030, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823031, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823032, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823033, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823034, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823035, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823036, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823037, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823038, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823039, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823040, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823041, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823042, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823043, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823044, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823045, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823046, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823047, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823048, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823049, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823050, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823051, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823052, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823016, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823017, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823018, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823019, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823020, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823021, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823022, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823023, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823024, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823025, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823026, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823027, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823028, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823029, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823030, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823031, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823032, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823033, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823034, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823035, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823036, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823037, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823038, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823039, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823040, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823041, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823042, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823043, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823044, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823045, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823046, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823047, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823048, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823049, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823050, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823051, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823052, 3,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 21,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 21,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 21,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824004, 21,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 21,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 21,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824004, 20,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 20,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 19,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 19,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 15,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 15,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 10,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 10,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 9,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 9,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 8,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 8,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 6,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 6,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824004, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824005, 4,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824006, 13,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 13,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824006, 13,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824006, 13,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824007, 13,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824006, 12,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 12,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 12,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 12,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 12,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 12,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 11,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 11,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 11,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 11,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 11,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 11,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 10,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 10,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 10,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 10,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 10,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 10,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 9,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 9,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 9,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 9,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 9,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 9,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 8,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 8,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 8,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 8,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 8,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 8,D, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,1, 0, 0,824006, 7,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 7,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824006, 6,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,824007, 6,D, 	(19-MAY-2025 11:59:05)
2,1, 0, 0,823053, 4,D, 	(19-MAY-2025 11:59:05)
2,43, 0, 0,822001, 3,I, 	(19-MAY-2025 11:59:05)
2,43, 0, 0,822001, 3,I, 	(19-MAY-2025 11:59:05)
2,43, 0, 0,822002, 4,I, 	(19-MAY-2025 11:59:05)
2,0, , ,, ,, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,0, , ,, ,, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,0, , ,, ,, 	(19-MAY-2025 11:59:05)	 (Not Inserted)
2,0, , ,, ,, 	(19-MAY-2025 11:59:05)	 (Not Inserted)

TOTAL DATA IN EXCEL : 180,,,,,,, 	(19-MAY-2025 11:59:05)
 

TOTAL DATA INSERTED : 163,,,,,,, 	(19-MAY-2025 11:59:05)
 

TOTAL SKIPPED DATA 17,,,,,,, 	(19-MAY-2025 11:59:05)
 
<<END>><<FMS_TRADER_CONT_SPLIT_PLANT>> 	(19-MAY-2025 11:59:05)
 

<<START>>,<<FMS_TRADER_CONT_PLANT>>,,,,,,, 	(19-MAY-2025 11:59:44)
 
COMNPANY_CD,CD,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,PLANT_SEQ_NO,CONTRACT_TYPE,TIMESTAMP
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823001,2,1,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823001,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823001,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823002,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823002,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823003,1,1,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823003,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823004,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823004,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823005,1,1,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823005,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823006,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823006,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823007,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823007,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823008,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823008,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823009,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823009,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823010,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823010,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823011,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823012,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823013,2,1,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823013,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823013,0,1,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823014,2,1,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823014,1,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823014,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823015,1,1,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823015,0,1,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,824001,1,2,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,824001,0,2,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,824002,1,2,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,824002,0,2,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,824003,1,2,I, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,824003,0,2,I, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
2,1, 0, 0,823016,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823017,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823018,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823019,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823020,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823021,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823022,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823023,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823024,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823025,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823026,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823027,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823028,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823029,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823030,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823031,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823032,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823033,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823034,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823035,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823036,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823037,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823038,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823039,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823040,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823041,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823042,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823043,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823044,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823045,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823046,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823047,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823048,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823049,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823050,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823051,4,1,D, 	(19-MAY-2025 11:59:44)
2,1, 0, 0,823052,4,1,D, 	(19-MAY-2025 11:59:44)
2,null, , ,,,1,, 	(19-MAY-2025 11:59:44)	 (Not Inserted)
