

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(20-FEB-2026 11:29:35)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(20-FEB-2026 11:29:35)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(20-FEB-2026 11:29:35)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(20-FEB-2026 11:29:35)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA IN EXCEL : ,0, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA INSERTED : ,5, 	(20-FEB-2026 11:29:35)
 

TOTAL SKIPPED DATA ,0, 	(20-FEB-2026 11:29:35)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(20-FEB-2026 11:29:35)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA IN EXCEL : ,0, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA INSERTED : ,5, 	(20-FEB-2026 11:29:35)
 

TOTAL SKIPPED DATA ,0, 	(20-FEB-2026 11:29:35)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(20-FEB-2026 11:29:35)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA IN EXCEL : ,0, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA INSERTED : ,5, 	(20-FEB-2026 11:29:35)
 

TOTAL SKIPPED DATA ,0, 	(20-FEB-2026 11:29:35)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(20-FEB-2026 11:29:35)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA IN EXCEL : ,0, 	(20-FEB-2026 11:29:35)
 

TOTAL DATA INSERTED : ,5, 	(20-FEB-2026 11:29:35)
 

TOTAL SKIPPED DATA ,0, 	(20-FEB-2026 11:29:35)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(20-FEB-2026 11:29:35)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(20-FEB-2026 11:29:40)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF(Mandate Conform no),TIMESTAMP
2, 15:HPCL,  M , ,  0 , N, 722001, 0,22008, 	(20-FEB-2026 11:29:40)	 (Not Inserted)
2, 20:AMNS,  M , ,  0 , N, 722001, 0,22011, 	(20-FEB-2026 11:29:40)	 (Not Inserted)
2, 20:AMNS,  M , ,  0 , N, 722001, 0,22016, 	(20-FEB-2026 11:29:40)	 (Not Inserted)
2, 154:SEMTIPL,  M , ,  0 , N, 722001, 0,22017, 	(20-FEB-2026 11:29:40)	 (Not Inserted)
2, 154:SEMTIPL,  M , ,  0 , N, 722001, 0,22018, 	(20-FEB-2026 11:29:40)	 (Not Inserted)
2, 270:TGPL,  M , 1,  0 , N, 710001, 0,5002, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710002, 0,6003, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710003, 0,6012, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710004, 0,7004, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710005, 0,7007, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710006, 0,7012, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710007, 0,7019, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710008, 0,7020, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710009, 0,7022, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710010, 0,7023, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710011, 0,7024, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710012, 0,8001, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710013, 0,8007, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710014, 0,8013, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710015, 0,8014, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710016, 0,8015, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710017, 0,8017, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710018, 0,8019, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710019, 0,8021, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710020, 0,8025, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710021, 0,8026, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710022, 0,8028, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710023, 0,9003, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710024, 0,9004, 	(20-FEB-2026 11:29:40)
2, 270:TGPL,  M , 1,  0 , N, 710025, 0,9005, 	(20-FEB-2026 11:29:40)
