

<<START>>,<<FMS_TRUCK_TRANSPORTER_MST>>,, 	(12-JUN-2025 12:16:13)
 
ENT_PROFILE,TRUCK_TRANS_CD,EFF_DT,TIMESTAMP,
2,1,01/12/2020 00:00:00, 	(12-JUN-2025 12:16:13)
2,2,01/12/2020 00:00:00, 	(12-JUN-2025 12:16:13)
2,3,01/01/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,4,01/01/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,5,01/01/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,6,01/01/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,7,01/01/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,8,01/02/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,9,01/02/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,10,15/02/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,11,19/04/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,12,31/08/2021 00:00:00, 	(12-JUN-2025 12:16:13)
2,13,12/05/2022 00:00:00, 	(12-JUN-2025 12:16:13)
2,14,17/11/2022 00:00:00, 	(12-JUN-2025 12:16:13)
2,15,01/02/2023 00:00:00, 	(12-JUN-2025 12:16:13)
2,16,10/03/2023 00:00:00, 	(12-JUN-2025 12:16:13)
2,17,13/03/2023 00:00:00, 	(12-JUN-2025 12:16:13)

TOTAL DATA IN EXCEL : ,17,, 	(12-JUN-2025 12:16:13)
 

TOTAL DATA INSERTED : ,17,, 	(12-JUN-2025 12:16:13)
 

TOTAL SKIPPED DATA ,0,, 	(12-JUN-2025 12:16:13)
 
<<END>>,<<FMS_TRUCK_TRANSPORTER_MST>>,, 	(12-JUN-2025 12:16:13)
 

<<START>>,<<FMS_AGMT_SVC_MST>>,, 	(12-JUN-2025 12:16:41)
 
COMPANY_CD,COUNTERPARTY_CD,AGMT_TYPE,AGMT_NO,AGMT_REV,AGMT_NAME,AGMT_REF_NO,MMCQ_PERCENTAGE,TIMESTAMP,
2,234,T,1,0,SEIPL-JKPAPER-T1-REV0,JKPAPER-FL1-FLREV0,105, 	(12-JUN-2025 12:16:41)
2,21,T,1,0,SEIPL-SGIPL-T1-REV0,SGIPL-FL1-FLREV0,105, 	(12-JUN-2025 12:16:41)
2,276,T,1,0,SEIPL-VIRGO-T1-REV0,VIRGO-FL1-FLREV0,110, 	(12-JUN-2025 12:16:41)

TOTAL DATA IN EXCEL : ,3,, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA INSERTED : ,3,, 	(12-JUN-2025 12:16:41)
 

TOTAL SKIPPED DATA ,0,, 	(12-JUN-2025 12:16:41)
 
<<END>>,<<FMS_AGMT_SVC_MST>>,, 	(12-JUN-2025 12:16:41)
 

<<START>>,<<FMS_AGMT_SVC_PLANT>>, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA IN EXCEL : ,0, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA INSERTED : ,0, 	(12-JUN-2025 12:16:41)
 

TOTAL SKIPPED DATA ,5, 	(12-JUN-2025 12:16:41)
 
<<END>>,<<FMS_AGMT_SVC_PLANT>>, 	(12-JUN-2025 12:16:41)
 

<<START>>,<<FMS_AGMT_SVC_BU>>, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA IN EXCEL : ,0, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA INSERTED : ,0, 	(12-JUN-2025 12:16:41)
 

TOTAL SKIPPED DATA ,9, 	(12-JUN-2025 12:16:41)
 
<<END>>,<<FMS_AGMT_SVC_BU>>, 	(12-JUN-2025 12:16:41)
 

<<START>>,<<FMS_SVC_CONT_MST>>,, 	(12-JUN-2025 12:16:41)
 
COMPANY_CD,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NAME,CONT_REF_NO,TIMESTAMP,
2,21,B,1,0,SGIPL-FL1-FLREV0-SN2-SNREV0,SGIPL-1-0-5-2-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN1-SNREV0,VIRGO-1-0-1-1-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN3-SNREV0,SGIPL-1-0-5-3-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN2-SNREV0,VIRGO-1-0-1-2-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN1-SNREV1,VIRGO-1-0-1-1-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN2-SNREV1,VIRGO-1-0-1-2-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN3-SNREV1,SGIPL-1-0-5-3-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN4-SNREV1,SGIPL-1-0-5-4-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN4-SNREV0,VIRGO-1-0-1-4-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN4-SNREV1,JKPAPER-1-0-1-4-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN3-SNREV0,VIRGO-1-0-1-3-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN6-SNREV0,JKPAPER-1-0-1-6-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN6-SNREV0,VIRGO-1-0-1-6-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN8-SNREV0,JKPAPER-1-0-1-8-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN8-SNREV1,JKPAPER-1-0-1-8-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN9-SNREV0,JKPAPER-1-0-1-9-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN12-SNREV0,VIRGO-1-0-1-12-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN11-SNREV1,VIRGO-1-0-1-11-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN10-SNREV1,VIRGO-1-0-1-10-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN13-SNREV0,VIRGO-1-0-1-13-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN12-SNREV0,JKPAPER-1-0-1-12-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN1-SNREV0,JKPAPER-1-0-1-1-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN2-SNREV0,JKPAPER-1-0-1-2-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN5-SNREV0,SGIPL-1-0-3-5-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN5-SNREV0,SGIPL-1-0-5-5-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN3-SNREV1,VIRGO-1-0-1-3-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN7-SNREV0,JKPAPER-1-0-1-7-0, 	(12-JUN-2025 12:16:41)
