2,234,B,1,0,JKPAPER-FL1-FLREV0-SN5-SNREV1,JKPAPER-1-0-1-5-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN6-SNREV1,JKPAPER-1-0-1-6-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN4-SNREV1,VIRGO-1-0-1-4-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN5-SNREV1,VIRGO-1-0-1-5-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN10-SNREV0,JKPAPER-1-0-1-10-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN3-SNREV0,JKPAPER-1-0-1-3-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN6-SNREV1,VIRGO-1-0-1-6-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN7-SNREV1,JKPAPER-1-0-1-7-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN5-SNREV1,SGIPL-1-0-3-5-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN5-SNREV1,SGIPL-1-0-5-5-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN6-SNREV0,SGIPL-1-0-3-6-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN11-SNREV0,VIRGO-1-0-1-11-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN4-SNREV0,JKPAPER-1-0-1-4-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN2-SNREV1,JKPAPER-1-0-1-2-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN1-SNREV1,JKPAPER-1-0-1-1-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN3-SNREV1,JKPAPER-1-0-1-3-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN2-SNREV1,SGIPL-1-0-5-2-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN4-SNREV0,SGIPL-1-0-5-4-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN5-SNREV0,JKPAPER-1-0-1-5-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN5-SNREV0,VIRGO-1-0-1-5-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN9-SNREV1,JKPAPER-1-0-1-9-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN6-SNREV1,SGIPL-1-0-3-6-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN10-SNREV1,JKPAPER-1-0-1-10-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN10-SNREV0,VIRGO-1-0-1-10-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN11-SNREV0,JKPAPER-1-0-1-11-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN12-SNREV1,VIRGO-1-0-1-12-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN11-SNREV1,JKPAPER-1-0-1-11-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN14-SNREV0,VIRGO-1-0-1-14-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN15-SNREV0,VIRGO-1-0-1-15-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,SGIPL-FL1-FLREV0-SN7-SNREV0,SGIPL-1-0-3-7-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN15-SNREV1,VIRGO-1-0-1-15-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN14-SNREV1,VIRGO-1-0-1-14-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN15-SNREV2,VIRGO-1-0-1-15-2, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN17-SNREV0,VIRGO-1-0-1-17-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN18-SNREV0,VIRGO-1-0-1-18-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,JKPAPER-FL1-FLREV0-SN12-SNREV1,JKPAPER-1-0-1-12-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,VIRGO-FL1-FLREV0-SN15-SNREV3,VIRGO-1-0-1-15-3, 	(12-JUN-2025 12:16:41)

TOTAL DATA IN EXCEL : ,64,, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA INSERTED : ,64,, 	(12-JUN-2025 12:16:41)
 

TOTAL SKIPPED DATA ,0,, 	(12-JUN-2025 12:16:41)
 
<<END>>,<<FMS_SVC_CONT_MST>>,, 	(12-JUN-2025 12:16:41)
 

<<START>>,<<FMS_SVC_CONT_BU>>, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA IN EXCEL : ,0, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA INSERTED : ,64, 	(12-JUN-2025 12:16:41)
 

TOTAL SKIPPED DATA ,0, 	(12-JUN-2025 12:16:41)
 
<<END>>,<<FMS_SVC_CONT_BU>>, 	(12-JUN-2025 12:16:41)
 

<<START>>,<<FMS_SVC_CONT_MAP>>,, 	(12-JUN-2025 12:16:41)
 
COMPANY_CD,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,SELL_CONT_MAP,TIMESTAMP,
2,21,B,1,0,220001,0,F-1-0-240054-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220002,0,F-1-0-210019-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220003,0,F-1-0-220031-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220004,0,F-1-0-240054-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220002,1,F-1-0-210019-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220004,1,F-1-0-220025-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220003,1,F-1-0-220031-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220005,1,F-1-0-220030-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220006,0,F-1-0-220030-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220007,1,F-1-0-220030-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220008,0,F-1-0-220031-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220009,0,F-1-0-230029-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230001,0,F-1-0-230029-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230002,0,F-1-0-230027-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230002,1,F-1-0-240027-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230003,0,F-1-0-240028-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230004,0,F-1-0-240038-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230005,1,F-1-0-240037-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230006,1,F-1-0-220038-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,240001,0,F-1-0-240002-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,240002,0,F-1-0-240038-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,210001,0,F-1-0-210019-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220010,0,F-1-0-240054-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220011,0,F-1-0-220029-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220012,0,F-1-0-220029-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220008,1,F-1-0-220031-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230007,0,F-1-0-230030-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230008,1,F-1-0-220029-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220009,1,F-1-0-230029-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,220006,1,F-1-0-220030-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230009,1,F-1-0-220029-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230010,0,F-1-0-230026-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220013,0,F-1-0-220031-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230001,1,F-1-0-230029-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230007,1,F-1-0-230030-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220011,1,F-1-0-220029-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220012,1,F-1-0-220029-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,230011,0,F-1-0-230029-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230005,0,F-1-0-240037-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220007,0,F-1-0-220030-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220010,1,F-1-0-220025-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,210001,1,F-1-0-210019-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,220013,1,F-1-0-220031-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220001,1,F-1-0-220025-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,220005,0,F-1-0-220030-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230008,0,F-1-0-220029-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230009,0,F-1-0-220029-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230003,1,F-1-0-230028-1, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,230011,1,F-1-0-230029-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,230010,1,F-1-0-220038-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230006,0,F-1-0-230026-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,240003,0,F-1-0-240037-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,230004,1,F-1-0-240038-1, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,240003,1,F-1-0-240037-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,240004,0,F-1-0-240021-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,240005,0,F-1-0-240013-0, 	(12-JUN-2025 12:16:41)
2,21,B,1,0,240006,0,F-1-0-230030-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,240005,1,F-1-0-240020-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,240004,1,F-1-0-220037-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,240005,2,F-1-0-230031-2, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,250001,0,F-1-0-240007-0, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,250002,0,F-1-0-240008-0, 	(12-JUN-2025 12:16:41)
2,234,B,1,0,240002,1,F-1-0-240038-1, 	(12-JUN-2025 12:16:41)
2,276,B,1,0,240005,3,F-1-0-230031-3, 	(12-JUN-2025 12:16:41)

TOTAL DATA IN EXCEL : ,64,, 	(12-JUN-2025 12:16:41)
 

TOTAL DATA INSERTED : ,64,, 	(12-JUN-2025 12:16:41)
 

TOTAL SKIPPED DATA ,0,, 	(12-JUN-2025 12:16:41)
 
<<END>>,<<FMS_SVC_CONT_MAP>>,, 	(12-JUN-2025 12:16:41)
 
