

<<START>>,<<FMS_TRADER_AGMT_MST>>,,,, 	(31-AUG-2025 11:07:03)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(31-AUG-2025 11:07:03)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(31-AUG-2025 11:07:03)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(31-AUG-2025 11:07:03)
 
COMPANY_CD,COUNTERPARTY_CD,, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA IN EXCEL : ,0, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA INSERTED : ,5, 	(31-AUG-2025 11:07:03)
 

TOTAL SKIPPED DATA ,0, 	(31-AUG-2025 11:07:03)
 
<<END>>,<<FMS_TRADER_AGMT_MST>>, 	(31-AUG-2025 11:07:03)
 

<<START>>,<<FMS_TRADER_AGMT_PLANT>>, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA IN EXCEL : ,0, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA INSERTED : ,5, 	(31-AUG-2025 11:07:03)
 

TOTAL SKIPPED DATA ,0, 	(31-AUG-2025 11:07:03)
 
<<END>>,<<FMS_TRADER_AGMT_PLANT>>, 	(31-AUG-2025 11:07:03)
 

<<START>>,<<FMS_TRADER_AGMT_BU>>, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA IN EXCEL : ,0, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA INSERTED : ,5, 	(31-AUG-2025 11:07:03)
 

TOTAL SKIPPED DATA ,0, 	(31-AUG-2025 11:07:03)
 
<<END>>,<<FMS_TRADER_AGMT_BU>>, 	(31-AUG-2025 11:07:03)
 

<<START>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA IN EXCEL : ,0, 	(31-AUG-2025 11:07:03)
 

TOTAL DATA INSERTED : ,5, 	(31-AUG-2025 11:07:03)
 

TOTAL SKIPPED DATA ,0, 	(31-AUG-2025 11:07:03)
 
<<END>>,<<FMS_TRADER_AGMT_BILLING_DTL>>, 	(31-AUG-2025 11:07:03)
 

<<START>>,<<FMS_TRADER_CN_MST>>,,,,, 	(31-AUG-2025 11:07:03)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_REF(Mandate Conform no),TIMESTAMP
2, 15:HPCL,  M , ,  0 , N, 722001, 0,22008, 	(31-AUG-2025 11:07:03)	 (Not Inserted)
2, 20:AMNS,  M , ,  0 , N, 722001, 0,22011, 	(31-AUG-2025 11:07:03)	 (Not Inserted)
2, 20:AMNS,  M , ,  0 , N, 722001, 0,22016, 	(31-AUG-2025 11:07:03)	 (Not Inserted)
2, 154:SEMTPL,  M , ,  0 , N, 722001, 0,22017, 	(31-AUG-2025 11:07:03)	 (Not Inserted)
2, 154:SEMTPL,  M , ,  0 , N, 722001, 0,22018, 	(31-AUG-2025 11:07:03)	 (Not Inserted)
2, 270:TGPL,  M , 1,  0 , N, 710001, 0,5002, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710002, 0,6003, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710003, 0,6012, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710004, 0,7004, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710005, 0,7007, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710006, 0,7012, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710007, 0,7019, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710008, 0,7020, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710009, 0,7022, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710010, 0,7023, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710011, 0,7024, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710012, 0,8001, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710013, 0,8007, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710014, 0,8013, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710015, 0,8014, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710016, 0,8015, 	(31-AUG-2025 11:07:03)
2, 270:TGPL,  M , 1,  0 , N, 710017, 0,8017, 	(31-AUG-2025 11:07:03)
