

<<START>>,<<FMS_LTCORA_AGMT_MST>>,, 	(24-JUL-2025 15:57:30)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,TIMESTAMP,
2,1,C,A,1,0, 	(24-JUL-2025 15:57:30)
2,1,C,A,2,0, 	(24-JUL-2025 15:57:30)
2,1,C,A,3,0, 	(24-JUL-2025 15:57:30)
2,1 , C,A,4,0, 	(24-JUL-2025 15:57:30)	 (Not Inserted)
2,3,C,A,1,0, 	(24-JUL-2025 15:57:30)
2,3,C,A,2,0, 	(24-JUL-2025 15:57:30)
2,3,C,A,3,0, 	(24-JUL-2025 15:57:30)
2,3,C,A,4,0, 	(24-JUL-2025 15:57:30)
2,3,C,A,5,0, 	(24-JUL-2025 15:57:30)
2,3,C,A,5,1, 	(24-JUL-2025 15:57:30)
2,3,C,A,6,0, 	(24-JUL-2025 15:57:30)
2,3 , C,A,7,0, 	(24-JUL-2025 15:57:30)	 (Not Inserted)
2,3 , C,A,8,0, 	(24-JUL-2025 15:57:30)	 (Not Inserted)
2,4,C,A,1,0, 	(24-JUL-2025 15:57:30)
2,4,C,A,2,0, 	(24-JUL-2025 15:57:30)
2,4,C,A,3,0, 	(24-JUL-2025 15:57:30)
2,4,C,A,4,0, 	(24-JUL-2025 15:57:30)
2,4,C,A,5,0, 	(24-JUL-2025 15:57:30)
2,4,C,A,6,0, 	(24-JUL-2025 15:57:30)
2,4,C,A,7,0, 	(24-JUL-2025 15:57:30)
2,4,C,A,8,0, 	(24-JUL-2025 15:57:30)
2,11,C,A,1,0, 	(24-JUL-2025 15:57:30)
2,15,C,A,1,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,1,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,2,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,3,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,4,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,5,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,6,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,7,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,8,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,9,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,10,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,11,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,12,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,13,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,14,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,15,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,16,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,17,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,18,0, 	(24-JUL-2025 15:57:30)
2,20,C,A,19,0, 	(24-JUL-2025 15:57:30)
2,154,C,A,1,0, 	(24-JUL-2025 15:57:30)

TOTAL DATA IN EXCEL : ,43,,,,,, 	(24-JUL-2025 15:57:30)
 

TOTAL DATA INSERTED : ,40,,,,,, 	(24-JUL-2025 15:57:30)
 

TOTAL SKIPPED DATA ,3,,,,,, 	(24-JUL-2025 15:57:30)
 
<<END>>,<<FMS_LTCORA_AGMT_MST>>,,,,,, 	(24-JUL-2025 15:57:30)
 

<<START>>,<<FMS_LTCORA_AGMT_BU>>, 	(24-JUL-2025 15:57:30)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO 	(24-JUL-2025 15:57:30)
 

TOTAL DATA IN EXCEL : ,0, 	(24-JUL-2025 15:57:30)
 

TOTAL DATA INSERTED : ,1, 	(24-JUL-2025 15:57:30)
 

TOTAL SKIPPED DATA ,39, 	(24-JUL-2025 15:57:30)
 
<<END>>,<<FMS_LTCORA_AGMT_BU>>, 	(24-JUL-2025 15:57:30)
 

<<START>>,<<FMS_LTCORA_AGMT_TRANSPTR>>,, 	(24-JUL-2025 15:57:30)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,PLANT_SEQ_NO,TIMESTAMP,
2,1,C,A,1,0,45,1, 	(24-JUL-2025 15:57:30)
2,1,C,A,1,0,45,2, 	(24-JUL-2025 15:57:30)
2,1,C,A,1,0,45,3, 	(24-JUL-2025 15:57:30)
2,1,C,A,1,0,45,4, 	(24-JUL-2025 15:57:30)
2,1,C,A,2,0,45,1, 	(24-JUL-2025 15:57:30)
2,1,C,A,2,0,45,2, 	(24-JUL-2025 15:57:30)
2,1,C,A,2,0,45,3, 	(24-JUL-2025 15:57:30)
2,1,C,A,2,0,45,4, 	(24-JUL-2025 15:57:30)
2,1,C,A,3,0,45,1, 	(24-JUL-2025 15:57:30)
2,1,C,A,3,0,45,2, 	(24-JUL-2025 15:57:30)
2,1,C,A,3,0,45,3, 	(24-JUL-2025 15:57:30)
2,1,C,A,3,0,45,4, 	(24-JUL-2025 15:57:30)
2,1,C,A,3,0,45,1, 	(24-JUL-2025 15:57:30)	 (Not Inserted)
2,1,C,A,3,0,45,2, 	(24-JUL-2025 15:57:30)	 (Not Inserted)
2,1,C,A,3,0,45,3, 	(24-JUL-2025 15:57:30)	 (Not Inserted)
2,1,C,A,3,0,45,4, 	(24-JUL-2025 15:57:30)	 (Not Inserted)
2,3,C,A,4,0,45,1, 	(24-JUL-2025 15:57:30)
2,3,C,A,4,0,45,2, 	(24-JUL-2025 15:57:30)
2,3,C,A,4,0,45,3, 	(24-JUL-2025 15:57:30)
2,3,C,A,4,0,45,4, 	(24-JUL-2025 15:57:30)
2,3,C,A,5,1,45,1, 	(24-JUL-2025 15:57:30)
2,3,C,A,5,1,45,2, 	(24-JUL-2025 15:57:30)
2,3,C,A,5,1,45,3, 	(24-JUL-2025 15:57:30)
2,3,C,A,5,1,45,4, 	(24-JUL-2025 15:57:30)
2,3,C,A,2,0,45,1, 	(24-JUL-2025 15:57:30)
2,3,C,A,2,0,45,2, 	(24-JUL-2025 15:57:30)
2,3,C,A,2,0,45,3, 	(24-JUL-2025 15:57:30)
2,3,C,A,2,0,45,4, 	(24-JUL-2025 15:57:30)
2,3,C,A,1,0,45,1, 	(24-JUL-2025 15:57:30)
2,3,C,A,1,0,45,2, 	(24-JUL-2025 15:57:30)
2,3,C,A,1,0,45,3, 	(24-JUL-2025 15:57:31)
2,3,C,A,1,0,45,4, 	(24-JUL-2025 15:57:31)
2,3,C,A,3,0,45,1, 	(24-JUL-2025 15:57:31)
2,3,C,A,3,0,45,2, 	(24-JUL-2025 15:57:31)
2,3,C,A,3,0,45,3, 	(24-JUL-2025 15:57:31)
2,3,C,A,3,0,45,4, 	(24-JUL-2025 15:57:31)
2,3,C,A,5,0,45,1, 	(24-JUL-2025 15:57:31)
2,3,C,A,5,0,45,2, 	(24-JUL-2025 15:57:31)
2,3,C,A,5,0,45,3, 	(24-JUL-2025 15:57:31)
2,3,C,A,5,0,45,4, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,0,45,1, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,0,45,2, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,0,45,3, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,0,45,4, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,0,45,1, 	(24-JUL-2025 15:57:31)	 (Not Inserted)
2,3,C,A,6,0,45,2, 	(24-JUL-2025 15:57:31)	 (Not Inserted)
2,3,C,A,6,0,45,3, 	(24-JUL-2025 15:57:31)	 (Not Inserted)
2,3,C,A,6,0,45,4, 	(24-JUL-2025 15:57:31)	 (Not Inserted)
2,3,C,A,6,1,45,1, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,1,45,2, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,1,45,3, 	(24-JUL-2025 15:57:31)
2,3,C,A,6,1,45,4, 	(24-JUL-2025 15:57:31)
2,4,C,A,2,0,45,1, 	(24-JUL-2025 15:57:31)
2,4,C,A,2,0,45,2, 	(24-JUL-2025 15:57:31)
2,4,C,A,2,0,45,3, 	(24-JUL-2025 15:57:31)
2,4,C,A,2,0,45,4, 	(24-JUL-2025 15:57:31)
2,4,C,A,6,0,45,1, 	(24-JUL-2025 15:57:31)
2,4,C,A,6,0,45,2, 	(24-JUL-2025 15:57:31)
