

<<START>>,<<FMS_SHIP_MST>>,, 	(26-FEB-2025 12:06:16)
114 , LNG ADAMAWA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , MAERSK ARWA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL KHARAITIYAT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , MESAIMEER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL ORAIQ , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL KHUWAIR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , LNG SOLARIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , LNG KHATTIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , TRINITY GLORY , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GDF SUEZ CAPE ANN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , IBERICA KNUTSEN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , METHANE LYDON VOLNEY , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , METHANE RITA ANDREA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , CATALUNYA SPIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , TEMBEK , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , MAERSK MAGELLAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GEMMATA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GALEOMMA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GALLINA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , LNG RIVER NIGER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , NIZWA LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , MUSCAT LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , CASTILLO DE VILLALBA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , MAERSK QATAR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , SERI BALQIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , EXCALLIBUR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , SERI ANGKASA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GRANDIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , IBRA LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GOLAR FROST , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , CLEAN POWER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , ZEKREET , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , MILAHA RAS LAFFAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , ONAIZA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL AAMRIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL DAAYEN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL THUMAMA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , FRAIHA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , LNG RIVERS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GDF SUEZ POINT FORTIN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL SHAMAL , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , AL SHEEHANIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , LNG AKWA IBOM , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , MADRID SPIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , CLEAN OCEAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , SEISHU MARU , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , VALENCIA KNUTSEN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , GOLAR SPIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)
114 , LNG KANO , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:16)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,112,, 	(26-FEB-2025 12:06:16)
 

TOTAL DATA INSERTED : ,0,, 	(26-FEB-2025 12:06:16)
 

TOTAL SKIPPED DATA ,112,, 	(26-FEB-2025 12:06:16)
 
<<END>>,<<FMS_SHIP_MST>>,, 	(26-FEB-2025 12:06:16)
 

<<START>>,<<FMS_SHIP_MST>>,, 	(26-FEB-2025 12:06:43)
 
CD,SHIP_NAME,EFF_DT,TIMESTAMP
2 , MARIB SPIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
3 , GRACILIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
4 , GRAND ELENA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
5 , SOHAR LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
6 , BERGE ARZEW , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
7 , SERI ALAM , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
8 , LNG TENEGA AMPET , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
9 , SERI BEGAWAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
10 , SALALAH LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
11 , SERI BIJASKSANA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
12 , BRITISH RUBY , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
13 , GOLAR MAZO , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
14 , GRAND MEREYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
15 , HYUNDAI AQUAPIA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
16 , AL SAHLA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
17 , AL NUAMAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
18 , LNG PIONEER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
19 , AL WAJBAH , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
20 , AL BIDDA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
21 , CADIZ KNUTSEN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
22 , SERI BALHAF , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
23 , MURWAB , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
24 , OYO , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
25 , AL KARAANA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
26 , AL SADD , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
27 , AL KHATTIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
28 , TRINITY ARROW , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
29 , BW GDF SUEZ PARIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
30 , AL REKAYYAT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
31 , UMMAL AMAD , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
32 , LNG ENUGU , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
33 , NEO ENERGY , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
34 , EJNAN  , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
35 , GRANOSA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
36 , AL THAKHIRA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
37 , LNG BAYELSA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
38 , LNG CROSS RIVER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
39 , LNG MARAN GAS ASCLEPIUS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
40 , GRAND ANIVA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
41 , BRITISH MERCHANT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
42 , GASELYS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
43 , GALEA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
44 , LNG FINIMA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
45 , EXCEL , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
46 , DUMMY VESSEL , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
47 , MITHANE SHIRLEY ELISABETH , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
48 , MAESK METHANE , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
49 , AL HAMLA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
50 , AL GATTARA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
51 , FUWAIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
52 , AL AREESH , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
53 , AL UTOURIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
54 , LNG SOKOTO , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
55 , MAERSK MARIB , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
56 , AL GHARIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
57 , AL KHOR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
58 , AL ZUBARAH , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
59 , AL SAFLIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
60 , AL BAHIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
61 , ENERGY NAVIGATOR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
62 , ARCTIC LADY , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
63 , AL HUWAILA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
64 , DUHAIL , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
65 , LNG ADAMAWA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
66 , MAERSK ARWA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
67 , AL KHARAITIYAT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
68 , MESAIMEER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
69 , AL ORAIQ , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
70 , AL KHUWAIR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
71 , LNG SOLARIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
72 , LNG KHATTIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
73 , TRINITY GLORY , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
74 , GDF SUEZ CAPE ANN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
75 , IBERICA KNUTSEN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
76 , METHANE LYDON VOLNEY , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
77 , METHANE RITA ANDREA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
78 , CATALUNYA SPIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
79 , TEMBEK , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
80 , MAERSK MAGELLAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
81 , GEMMATA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
82 , GALEOMMA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
83 , GALLINA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
84 , LNG RIVER NIGER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
85 , NIZWA LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
86 , MUSCAT LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
87 , CASTILLO DE VILLALBA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
88 , MAERSK QATAR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
89 , SERI BALQIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
90 , EXCALLIBUR , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
91 , SERI ANGKASA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
92 , GRANDIS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
93 , IBRA LNG , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
94 , GOLAR FROST , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
95 , CLEAN POWER , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
96 , ZEKREET , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
97 , MILAHA RAS LAFFAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
98 , ONAIZA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
99 , AL AAMRIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
100 , AL DAAYEN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
101 , AL THUMAMA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
102 , FRAIHA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
103 , LNG RIVERS , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
104 , GDF SUEZ POINT FORTIN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
105 , AL SHAMAL , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
106 , AL SHEEHANIYA , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
107 , LNG AKWA IBOM , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
108 , MADRID SPIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
109 , CLEAN OCEAN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
110 , SEISHU MARU , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
111 , VALENCIA KNUTSEN , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
112 , GOLAR SPIRIT , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)
113 , LNG KANO , 01/01/2007 00:00:00, 	(26-FEB-2025 12:06:43)

TOTAL DATA IN EXCEL : ,112,, 	(26-FEB-2025 12:06:43)
 

TOTAL DATA INSERTED : ,112,, 	(26-FEB-2025 12:06:43)
 

TOTAL SKIPPED DATA ,0,, 	(26-FEB-2025 12:06:43)
 
<<END>>,<<FMS_SHIP_MST>>,, 	(26-FEB-2025 12:06:43)
 
