

<<START>>,<<FMS_FORWARD_PRICE_DTL>>,, 	(28-APR-2025 13:25:45)
 
REPORT_DT,CURVE_DT,CURVE_NM, 	(28-APR-2025 13:25:45)
 
29/12/2022 00:00:00,01/09/2025 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/10/2025 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/11/2025 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/12/2025 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/11/2022 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)
29/12/2022 00:00:00,01/12/2022 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)
29/12/2022 00:00:00,01/01/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)
29/12/2022 00:00:00,01/09/2022 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)
29/12/2022 00:00:00,01/10/2022 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)
29/12/2022 00:00:00,01/11/2022 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)
29/12/2022 00:00:00,01/12/2022 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/01/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/04/2025 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/05/2025 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/06/2025 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/02/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/03/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/04/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/05/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/06/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/07/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/08/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/09/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/10/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/11/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/12/2023 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/01/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/02/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/03/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/04/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/05/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/06/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/07/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/08/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/09/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/10/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
29/12/2022 00:00:00,01/11/2024 00:00:00,29/12/2022 00:00:00, 	(28-APR-2025 13:25:45)	 (Not Inserted)
