

<<START>>,<<FMS_TRADER_CONT_BU>>,,,,,, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825013, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825014, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825015, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825016, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825017, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825019, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825023, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825024, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825025, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825026, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825027, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825028, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825029, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825030, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825034, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825035, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825036, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825037, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825001, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825002, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825003, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825004, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825005, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825006, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825007, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825008, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825009, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825010, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825011, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825012, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825013, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825014, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825015, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825016, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825017, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825018, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825019, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825020, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825021, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825022, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825023, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825024, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825025, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825026, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825027, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825028, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825029, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825030, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825031, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825032, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825033, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825034, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825035, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825036, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825037, 4,D, 	(08-APR-2025 12:56:18)
2,159, 0, 0,825156, 1,D, 	(08-APR-2025 12:56:18)
2,159, 0, 0,825156, 1,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,20, 0, 0,825109, 0,T, 	(08-APR-2025 12:56:18)
2,20, 0, 0,825110, 0,T, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825061, 2,I, 	(08-APR-2025 12:56:18)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 12:56:18)
2,43, 0, 0,825083, 2,I, 	(08-APR-2025 12:56:18)
2,51, 0, 0,825095, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,51, 0, 0,825100, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825071, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,51, 0, 0,825102, 1,I, 	(08-APR-2025 12:56:18)
2,154, 0, 0,825131, 0,D, 	(08-APR-2025 12:56:18)
2,20, 0, 0,825108, 1,T, 	(08-APR-2025 12:56:18)
2,20, 0, 0,825108, 1,T, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825042, 1,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825042, 1,I, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825046, 1,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825046, 1,I, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825049, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825051, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825072, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825073, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825054, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825077, 1,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825057, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825080, 1,I, 	(08-APR-2025 12:56:18)
2,154, 0, 0,825132, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825059, 0,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825060, 0,I, 	(08-APR-2025 12:56:18)
2,43, 0, 0,825082, 0,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 12:56:18)
2,186, 0, 0,825157, 1,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,61, 0, 0,825152, 0,I, 	(08-APR-2025 12:56:18)
2,14, 0, 0,825116, 0,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,14, 0, 0,825122, 1,I, 	(08-APR-2025 12:56:18)
2,20, 0, 0,825105, 0,T, 	(08-APR-2025 12:56:18)
2,154, 0, 0,825124, 0,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825067, 3,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825068, 4,I, 	(08-APR-2025 12:56:18)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 12:56:18)
2,20, 0, 0,825106, 2,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825074, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825075, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825076, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,51, 0, 0,825096, 0,D, 	(08-APR-2025 12:56:18)
2,51, 0, 0,825096, 0,D, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,51, 0, 0,825096, 0,D, 	(08-APR-2025 12:56:18)
2,51, 0, 0,825096, 0,D, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,14, 0, 0,825123, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825062, 2,I, 	(08-APR-2025 12:56:18)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 12:56:18)
2,43, 0, 0,825084, 3,I, 	(08-APR-2025 12:56:18)
2,14, 0, 0,825118, 0,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,14, 0, 0,825120, 0,I, 	(08-APR-2025 12:56:18)
2,14, 0, 0,825117, 1,I, 	(08-APR-2025 12:56:18)
2,14, 0, 0,825119, 1,I, 	(08-APR-2025 12:56:18)
2,14, 0, 0,825121, 0,I, 	(08-APR-2025 12:56:18)
2,51, 0, 0,825097, 0,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,124, 0, 0,825149, 2,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,61, 0, 0,825151, 1,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825089, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825090, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825091, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825092, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825093, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825089, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825090, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825091, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825092, 0,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825093, 0,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,211, 0, 0,825155, 1,I, 	(08-APR-2025 12:56:18)
2,154, 0, 0,825130, 0,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825055, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825079, 1,I, 	(08-APR-2025 12:56:18)
2,154, 0, 0,825133, 0,D, 	(08-APR-2025 12:56:18)
2,154, 0, 0,825134, 0,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,51, 0, 0,825103, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825038, 2,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,154, 0, 0,825138, 0,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,20, 0, 0,825111, 1,T, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,166, 0, 0,825158, 5,T, 	(08-APR-2025 12:56:18)
2,166, 0, 0,825159, 5,T, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825050, 1,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825050, 1,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825050, 1,I, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825048, 4,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,14, 0, 0,825114, 0,I, 	(08-APR-2025 12:56:18)
2,14, 0, 0,825115, 0,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,15, 0, 0,825094, 0,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825069, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825070, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,51, 0, 0,825101, 2,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825078, 1,I, 	(08-APR-2025 12:56:18)
2,1, 0, 0,825056, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,1, 0, 0,825058, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,43, 0, 0,825081, 1,I, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,154, 0, 0,825135, 3,D, 	(08-APR-2025 12:56:18)
2,0, , ,, ,, 	(08-APR-2025 12:56:18)	 (Not Inserted)
2,154, 0, 0,825137, 1,D, 	(08-APR-2025 12:56:18)
2,154, 0, 0,825137, 1,D, 	(08-APR-2025 12:56:18)
