

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:33:35)
 
CD,ABBR,EFF_DT,TIMESTAMP
168 , GSIGLIM,18/05/2023 00:00:00, 	(28-FEB-2025 11:33:36)	 (Not Inserted)
120 , KSHITIJ,26/05/2023 00:00:00, 	(28-FEB-2025 11:33:36)
122 , GAILGAS,01/06/2023 00:00:00, 	(28-FEB-2025 11:33:36)
182 , SUDSOME,12/06/2023 00:00:00, 	(28-FEB-2025 11:33:36)
174 , KUTCHCL,20/06/2023 00:00:00, 	(28-FEB-2025 11:33:36)
251 , PIINDUS ,30/06/2023 00:00:00, 	(28-FEB-2025 11:33:36)
278 , SEMTEXP,01/04/2023 00:00:00, 	(28-FEB-2025 11:33:36)
108 , GRINDUS,05/07/2023 00:00:00, 	(28-FEB-2025 11:33:36)
161 , ATCATMO,16/08/2023 00:00:00, 	(28-FEB-2025 11:33:36)
 , POSCO MAHA,29/08/2023 00:00:00, 	(28-FEB-2025 11:33:36)	 (Not Inserted)
181 , SANENER,21/09/2023 00:00:00, 	(28-FEB-2025 11:33:36)
183 , SUMGLAS,27/09/2023 00:00:00, 	(28-FEB-2025 11:33:36)
184 , SVTPLIN,28/09/2023 00:00:00, 	(28-FEB-2025 11:33:36)
112 , SPSSETL1,02/10/2023 00:00:00, 	(28-FEB-2025 11:33:36)
170 , INPOWGL,04/10/2023 00:00:00, 	(28-FEB-2025 11:33:36)
179 , PRPWCRP,05/10/2023 00:00:00, 	(28-FEB-2025 11:33:36)
113 , SIETCO,11/10/2023 00:00:00, 	(28-FEB-2025 11:33:36)
171 , INVPTRO,24/10/2023 00:00:00, 	(28-FEB-2025 11:33:36)
172 , JINDAST,15/12/2023 00:00:00, 	(28-FEB-2025 11:33:36)
123 , AVGL,20/12/2023 00:00:00, 	(28-FEB-2025 11:33:36)
 , MIZGURB,04/01/2024 00:00:00, 	(28-FEB-2025 11:33:36)	 (Not Inserted)
121 , NGPL,19/01/2024 00:00:00, 	(28-FEB-2025 11:33:36)
115 , SILS,21/02/2024 00:00:00, 	(28-FEB-2025 11:33:36)
114 , STASCO,14/02/2024 00:00:00, 	(28-FEB-2025 11:33:36)
119 , ROCKIND,23/02/2024 00:00:00, 	(28-FEB-2025 11:33:36)
177 , NIRMARM,11/03/2024 00:00:00, 	(28-FEB-2025 11:33:36)
175 , MEDCIGA,03/04/2024 00:00:00, 	(28-FEB-2025 11:33:36)
118 , LANCOKO,05/04/2024 00:00:00, 	(28-FEB-2025 11:33:36)
130 , CRMNDEL,01/07/2024 00:00:00, 	(28-FEB-2025 11:33:36)
132 , VERBINL,23/07/2024 00:00:00, 	(28-FEB-2025 11:33:36)
215 , EASTPDC,06/08/2024 00:00:00, 	(28-FEB-2025 11:33:36)
205 , CELLOCP,07/10/2024 00:00:00, 	(28-FEB-2025 11:33:36)
271 , TRIVRPL,07/10/2024 00:00:00, 	(28-FEB-2025 11:33:36)
281 , SEIPLDY,01/10/2024 00:00:00, 	(28-FEB-2025 11:33:36)
237 , LLOYMEN,13/01/2025 00:00:00, 	(28-FEB-2025 11:33:36)
134 , GSINLIM,13/01/2025 00:00:00, 	(28-FEB-2025 11:33:36)
 , JMB,01/04/2005 00:00:00, 	(28-FEB-2025 11:33:36)	 (Not Inserted)
 , BOXCO,11/08/2014 00:00:00, 	(28-FEB-2025 11:33:36)	 (Not Inserted)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 11:33:36)
265 , SLPL,21/01/2016 00:00:00, 	(28-FEB-2025 11:33:36)	 (Not Inserted)
232 , JBB,01/04/2007 00:00:00, 	(28-FEB-2025 11:33:36)
126 , SGSINDIA,01/04/2007 00:00:00, 	(28-FEB-2025 11:33:36)
232 , JBB,25/01/2008 00:00:00, 	(28-FEB-2025 11:33:36)
264 , SSAPL,01/04/2013 00:00:00, 	(28-FEB-2025 11:33:36)

TOTAL DATA IN EXCEL :,358,, 	(28-FEB-2025 11:33:36)
 

TOTAL DATA INSERTED : ,283,, 	(28-FEB-2025 11:33:36)
 

TOTAL SKIPPED DATA ,75,, 	(28-FEB-2025 11:33:36)
 
<<END>>,<<FMS_COUNTERPARTY_MST>>,, 	(28-FEB-2025 11:33:36)
 
