

<<START>>,<<FMS_BUY_CARGO_NOM>>,,,, 	(03-MAY-2025 13:40:24)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,CARGO_NO,NOM_REV,CARGO_REF_NO,TIMESTAMP
2,20 , ,, ,  ,0 , ,0,22022, 	(03-MAY-2025 13:40:24)	 (Not Inserted)
2,20 , ,, ,  ,0 , ,0,22023, 	(03-MAY-2025 13:40:24)	 (Not Inserted)
2,270, M, 1 ,0 ,N, 725007 ,0 ,0,7019, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725008 ,0 ,0,7020, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725009 ,0 ,0,7022, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725013 ,0 ,0,8007, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725023 ,0 ,0,9003, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725024 ,0 ,0,9004, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725025 ,0 ,0,9005, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725026 ,0 ,0,9007, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725010 ,0 ,0,7023, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725014 ,0 ,0,8013, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725015 ,0 ,0,8014, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725016 ,0 ,0,8015, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725017 ,0 ,0,8017, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725032 ,0 ,0,11002, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725003 ,0 ,0,6012, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725002 ,0 ,0,6003, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725001 ,0 ,0,5002, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725028 ,0 ,0,10002, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725029 ,0 ,0,10004, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725030 ,0 ,0,10005, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725006 ,0 ,0,7012, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725012 ,0 ,0,8001, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725011 ,0 ,0,7024, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725035 ,0 ,0,11011, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725034 ,0 ,0,11008, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725035 ,0 ,0,11014, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725031 ,0 ,0,10011, 	(03-MAY-2025 13:40:24)
2,270 , ,, ,  ,725031 , ,0,9021, 	(03-MAY-2025 13:40:24)	 (Not Inserted)
2,270, M, 1 ,0 ,N, 725035 ,0 ,0,11013, 	(03-MAY-2025 13:40:24)
2,270 , ,, ,  ,725035 , ,0,9011, 	(03-MAY-2025 13:40:24)	 (Not Inserted)
2,270 , ,, ,  ,725035 , ,0,9014, 	(03-MAY-2025 13:40:24)	 (Not Inserted)
2,270 , ,, ,  ,725035 , ,0,9016, 	(03-MAY-2025 13:40:24)	 (Not Inserted)
2,270, M, 1 ,0 ,N, 725027 ,0 ,0,9017, 	(03-MAY-2025 13:40:24)
2,270, M, 1 ,0 ,N, 725018 ,0 ,0,8019, 	(03-MAY-2025 13:40:24)
