

<<START>>,<<FMS_COUNTERPARTY_MST>>,, 	(09-APR-2025 19:57:58)
 
CD,ABBR,EFF_DT,TIMESTAMP
245 , LTDMILG , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
246 , MILVITL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
88 , MINDLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
89 , MMPINDL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
247 , MOINLIM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
248 , MOSPLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
90 , NAGAFCL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
91 , NARMADA , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
166 , ESSAREX , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
92 , NEL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
250 , OWECORN , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
93 , PETNETLNG , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
94 , PRISM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
252 , QUCELTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
253 , RAMALIM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , RANDSIN , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
139 , SASANPO , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
95 , SENTOVI , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
96 , SHOLAGA , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
97 , SHREELI , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
258 , SIVPLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
259 , SIYARAM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
260 , SIYALIM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
261 , SOLIMIC , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
262 , SPARVIT , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
98 , SRAVANT , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
142 , SGIPLTD , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
266 , TAURLES , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
267 , TTRPKPR , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
99 , THERLIM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
100 , THGBGPL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
145 , THYESTP , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
101 , TORRAUI , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
274 , VARGRAN , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
275 , VENIRAM , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
102 , VITOLAPL , R , 14/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
103 , IOCL , R , 16/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
169 , INGASTD , R , 28/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
104 , TASTELI , R , 30/12/2022 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
105 , HMEL , R , 04/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
211 , DIL , R , 01/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
162 , BOROREN , R , 05/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
151 , KINGASP , R , 13/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
163 , CEUPGAS , R , 13/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
173 , KNPFCHL , R , 18/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
106 , RATNAGI , R , 19/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
180 , RAJRAIR , R , 19/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
107 , IDOINVA , R , 27/01/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , TRILEGL , R , 03/02/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
190 , AGPCGIN , R , 09/02/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
176 , NESTLIN , R , 10/02/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
110 , SITMEFZ , R , 08/03/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
188 , VISHPRI , R , 14/03/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , NEETMAN , R , 16/03/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
185 , SOMANYL , R , 16/03/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
202 , BHOGATD , R , 03/04/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
186 , VEDALTD , R , 13/04/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
277 , VIGASLD , R , 18/04/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
167 , GOLDPFG , R , 20/04/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
165 , EICLLTD , R , 27/04/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , CAIRENH  , R , 17/05/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
168 , GSIGLIM , R , 18/05/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
168 , GSIGLIM , R , 18/05/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
120 , KSHITIJ , R , 26/05/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
122 , GAILGAS , R , 01/06/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
182 , SUDSOME , R , 12/06/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
174 , KUTCHCL , R , 20/06/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
251 , PIINDUS  , R , 30/06/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
278 , SEMTEXP , R , 01/04/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
108 , GRINDUS , R , 05/07/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
161 , ATCATMO , R , 16/08/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , POSCO MAHA , R , 29/08/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
181 , SANENER , R , 21/09/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
183 , SUMGLAS , R , 27/09/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
184 , SVTPLIN , R , 28/09/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
112 , SPSSETL1 , R , 02/10/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
170 , INPOWGL , R , 04/10/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
179 , PRPWCRP , R , 05/10/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
113 , SIETCO , R , 11/10/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
171 , INVPTRO , R , 24/10/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
172 , JINDAST , R , 15/12/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
123 , AVGL , R , 20/12/2023 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , MIZGURB , R , 04/01/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
121 , NGPL , R , 19/01/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
115 , SILS , R , 21/02/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
114 , STASCO , R , 14/02/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
119 , ROCKIND , R , 23/02/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
177 , NIRMARM , R , 11/03/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
175 , MEDCIGA , R , 03/04/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
118 , LANCOKO , R , 05/04/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
130 , CRMNDEL , R , 01/07/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
132 , VERBINL , R , 23/07/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
215 , EASTPDC , R , 06/08/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
205 , CELLOCP , R , 07/10/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
271 , TRIVRPL , R , 07/10/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
281 , SEIPLDY , R , 01/10/2024 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
237 , LLOYMEN , R , 13/01/2025 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
134 , GSINLIM , R , 13/01/2025 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , JMB , R , 01/04/2006 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
 , BOXCO , R , 11/08/2014 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
265 , SLPL , R , 21/01/2016 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
265 , SLPL , R , 21/01/2016 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
232 , JBB , R , 01/04/2007 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
126 , SGSINDIA , R , 01/04/2007 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)
264 , SSAPL , R , 01/04/2013 00:00:00, 	(09-APR-2025 19:57:59)	 (Not Inserted)

TOTAL DATA IN EXCEL : ,318,,, 	(09-APR-2025 19:57:59)
 

TOTAL DATA INSERTED : ,0,,, 	(09-APR-2025 19:57:59)
 

TOTAL SKIPPED DATA ,318,,, 	(09-APR-2025 19:57:59)
 
<<END>>,<<FMS_COUNTERPARTY_ADDR_MST>>,,, 	(09-APR-2025 19:57:59)
 
