276 , VIRGO,12/02/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
196 , BLPL,02/03/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
223 , GIPSKARTON,24/03/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
270 , TGPL,27/04/2005 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
116 , SELNG,29/04/2005 00:00:00 	(25-FEB-2025 16:06:58)
256 , SITME,20/10/2008 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
291 , DT,01/04/2005 00:00:00 	(25-FEB-2025 16:06:58)
268 , ThirdParty,01/03/2012 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
292 , Gunvor ,10/02/2021 00:00:00 	(25-FEB-2025 16:06:58)
293 , RIL-D6,01/01/2021 00:00:00 	(25-FEB-2025 16:06:58)
294 , BP ,01/01/2021 00:00:00 	(25-FEB-2025 16:06:58)
295 , AMNS-T,01/01/2019 00:00:00 	(25-FEB-2025 16:06:58)
295 , AMNS-T,14/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
296 , RIL-CBM,25/03/2022 00:00:00 	(25-FEB-2025 16:06:58)
226 , HPPL,01/07/2017 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
297 , PIL-Haz,23/03/2018 00:00:00 	(25-FEB-2025 16:06:58)
297 , PIL-Haz,28/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
45 , GSPL,21/04/2006 00:00:00 	(25-FEB-2025 16:06:58)
298 , GAIL-Haz,08/03/2007 00:00:00 	(25-FEB-2025 16:06:58)
298 , GAIL-Haz,14/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
299 , PLLD,01/01/2020 00:00:00 	(25-FEB-2025 16:06:58)
299 , PLLD,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
300 , D6Gadimoga,01/03/2021 00:00:00 	(25-FEB-2025 16:06:58)
300 , D6Gadimoga,14/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
301 , PANKGA,01/01/2021 00:00:00 	(25-FEB-2025 16:06:58)
301 , PANKGA,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
302 , PMSKGA,01/01/2021 00:00:00 	(25-FEB-2025 16:06:58)
302 , PMSKGA,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
303 , PBHDGS,01/01/2021 00:00:00 	(25-FEB-2025 16:06:58)
303 , PBHDGS,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
304 , PURCHASE-T,01/10/2021 00:00:00 	(25-FEB-2025 16:06:58)
304 , PURCHASE-T,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
305 , PARK-ANK,01/02/2022 00:00:00 	(25-FEB-2025 16:06:58)
305 , PARK-ANK,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
306 , PHUCBM,31/03/2022 00:00:00 	(25-FEB-2025 16:06:58)
306 , PHUCBM,14/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
307 , PARK-MSK,19/04/2022 00:00:00 	(25-FEB-2025 16:06:58)
307 , PARK-MSK,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
308 , PARK-BHD,19/04/2022 00:00:00 	(25-FEB-2025 16:06:58)
308 , PARK-BHD,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
309 , PARKPHUCBM,19/04/2022 00:00:00 	(25-FEB-2025 16:06:58)
309 , PARKPHUCBM,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
46 , TGLPL,29/04/2022 00:00:00 	(25-FEB-2025 16:06:58)
47 , TGBPL,29/04/2022 00:00:00 	(25-FEB-2025 16:06:58)
48 , BGEPL,29/04/2022 00:00:00 	(25-FEB-2025 16:06:58)
231 , IMCL,12/05/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
310 , PMSKP,13/05/2022 00:00:00 	(25-FEB-2025 16:06:58)
310 , PMSKP,27/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
49 , VVF India,14/05/2022 00:00:00 	(25-FEB-2025 16:06:58)
50 , GNFC,24/05/2022 00:00:00 	(25-FEB-2025 16:06:58)
140 , MEGHHQX,02/06/2022 00:00:00 	(25-FEB-2025 16:06:58)
51 , ONGC,07/06/2022 00:00:00 	(25-FEB-2025 16:06:58)
52 , GLIL,07/06/2022 00:00:00 	(25-FEB-2025 16:06:58)
272 , UGEL,09/06/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
255 , SGI-AP,27/06/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
311 , IGX,29/06/2022 00:00:00 	(25-FEB-2025 16:06:58)
311 , IGX,30/06/2022 00:00:00 	(25-FEB-2025 16:06:58)
311 , IGX,14/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
311 , IGX,29/06/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
53 , RGPL,29/06/2022 00:00:00 	(25-FEB-2025 16:06:58)
224 , GTIPL,01/07/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
312 , GSPL-C,12/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
312 , GSPL-C,12/07/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
117 , PEPL,13/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
54 , GFCL,14/07/2022 00:00:00 	(25-FEB-2025 16:06:58)
313 , DERL,16/08/2022 00:00:00 	(25-FEB-2025 16:06:58)
55 , CPL,16/08/2022 00:00:00 	(25-FEB-2025 16:06:58)
56 , IRM,07/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
56 , IRM,24/08/2022 00:00:00 	(25-FEB-2025 16:06:58)
57 , PPL,26/08/2022 00:00:00 	(25-FEB-2025 16:06:58)
58 , YARALTD,06/09/2022 00:00:00 	(25-FEB-2025 16:06:58)
59 , INPEROX,13/09/2022 00:00:00 	(25-FEB-2025 16:06:58)
60 , RAFECHL,28/09/2022 00:00:00 	(25-FEB-2025 16:06:58)
124 , MGRPL,07/10/2022 00:00:00 	(25-FEB-2025 16:06:58)
124 , MGRPL,01/10/2022 00:00:00 	(25-FEB-2025 16:06:58)
208 , CNTENKA,17/10/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
61 , EFSPL,25/10/2022 00:00:00 	(25-FEB-2025 16:06:58)
62 , WELSMEL,16/11/2022 00:00:00 	(25-FEB-2025 16:06:58)
158 , HINDURV,17/11/2022 00:00:00 	(25-FEB-2025 16:06:58)
314 , DONOTUSE,21/11/2022 00:00:00 	(25-FEB-2025 16:06:58)
314 , DONOTUSE,21/11/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
314 , DONOTUSE,17/11/2022 00:00:00 	(25-FEB-2025 16:06:58)
314 , DONOTUSE,21/11/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
227 , HCGPUTE,18/11/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
63 , GOAGLSF,25/11/2022 00:00:00 	(25-FEB-2025 16:06:58)
64 , IGSPL,16/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
64 , IGSPL,25/11/2022 00:00:00 	(25-FEB-2025 16:06:58)
315 , ELAWPRC,02/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
65 , PEFORCV,08/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
316 , AARVKRO,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
189 , ACOVIED,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
191 , ANTIQAC,15/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
191 , ANTIQAC,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
141 , ASIANPL,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
194 , AVLCRMC,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
195 , AXWELLG,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
199 , BEGLASS,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
200 , BHRTFRG,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
66 , BHEL,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
203 , BICELLO,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
143 , CAPAROE,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
209 , CLVTPVL,12/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
210 , COMFIND,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
67 , DCMSHRI,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
138 , DEENOVK,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
212 , DHARLTD,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
213 , DURAVIT,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
214 , DURZGRA,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
216 , ERACLTD,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
219 , EURILTD,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
221 , FIORGPL,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
68 , GAMALTD,13/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
69 , GFLLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
70 , GMRLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
71 , GOCOPRL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
111 , GLDIDLI,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
72 , GJALCHEM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
73 , GUJASZR,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
74 , GUJAGAS,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
75 , JOHNTBK,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
76 , HARYCIT,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
77 , HCGKCEP,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
78 , HEGLPWN,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
79 , HEROMO,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
80 , HICOTED,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
81 , HOECLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
82 , HINZINC,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
144 , HINAGIL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
83 , HINSPEC,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
229 , HOLLFIE,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
84 , HNDMTRS,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
147 , HPOIGAS,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
230 , ICONGLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
148 , INDOLPL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
85 , GASJIND,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
236 , LEXGRAN,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
239 , LOCEPRI,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
240 , LORVTPL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
241 , LUMGLAP,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
86 , MANIKAR,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
87 , MARUTIS,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
243 , MAXGLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
244 , LLPMILL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
245 , LTDMILG,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
246 , MILVITL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
88 , MINDLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
89 , MMPINDL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
247 , MOINLIM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
248 , MOSPLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
90 , NAGAFCL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
91 , NARMADA,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
166 , ESSAREX,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
92 , NEL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
250 , OWECORN,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
93 , PETNETLNG,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
94 , PRISM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
252 , QUCELTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
253 , RAMALIM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
317 , RANDSIN,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
139 , SASANPO,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
95 , SENTOVI,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
96 , SHOLAGA,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
97 , SHREELI,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
258 , SIVPLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
259 , SIYARAM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
260 , SIYALIM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
261 , SOLIMIC,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
262 , SPARVIT,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
98 , SRAVANT,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
142 , SGIPLTD,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
266 , TAURLES,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
267 , TTRPKPR,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
99 , THERLIM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
100 , THGBGPL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
145 , THYESTP,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
101 , TORRAUI,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
274 , VARGRAN,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
275 , VENIRAM,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
102 , VITOLAPL,14/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
103 , IOCL,16/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
169 , INGASTD,28/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
104 , TASTELI,30/12/2022 00:00:00 	(25-FEB-2025 16:06:58)
105 , HMEL,04/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
211 , DIL,01/01/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
162 , BOROREN,05/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
151 , KINGASP,13/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
163 , CEUPGAS,13/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
173 , KNPFCHL,18/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
106 , RATNAGI,19/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
180 , RAJRAIR,19/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
107 , IDOINVA,27/01/2023 00:00:00 	(25-FEB-2025 16:06:58)
107 , IDOINVA,27/01/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
107 , IDOINVA,13/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
318 , TRILEGL,03/02/2023 00:00:00 	(25-FEB-2025 16:06:58)
190 , AGPCGIN,09/02/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
176 , NESTLIN,10/02/2023 00:00:00 	(25-FEB-2025 16:06:58)
110 , SITMEFZ,08/03/2023 00:00:00 	(25-FEB-2025 16:06:58)
188 , VISHPRI,14/03/2023 00:00:00 	(25-FEB-2025 16:06:58)
319 , NEETMAN,16/03/2023 00:00:00 	(25-FEB-2025 16:06:58)
320 , SOMANY,16/03/2023 00:00:00 	(25-FEB-2025 16:06:58)
202 , BHOGATD,03/04/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
186 , VEDALTD,13/04/2023 00:00:00 	(25-FEB-2025 16:06:58)
277 , VIGASLD,18/04/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
167 , GOLDPFG,20/04/2023 00:00:00 	(25-FEB-2025 16:06:58)
165 , EICLLTD,27/04/2023 00:00:00 	(25-FEB-2025 16:06:58)
321 , CAIRENH ,17/05/2023 00:00:00 	(25-FEB-2025 16:06:58)
168 , GSIGLIM,18/05/2023 00:00:00 	(25-FEB-2025 16:06:58)
168 , GSIGLIM,18/05/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
168 , GSIGLIM,18/05/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
120 , KSHITIJ,26/05/2023 00:00:00 	(25-FEB-2025 16:06:58)
122 , GAILGAS,01/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
182 , SUDSOME,12/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
174 , KUTCHCL,20/06/2023 00:00:00 	(25-FEB-2025 16:06:58)
251 , PIINDUS ,30/06/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
278 , SEMTEXP,01/04/2023 00:00:00 	(25-FEB-2025 16:06:58)	 (Not Inserted)
108 , GRINDUS,05/07/2023 00:00:00 	(25-FEB-2025 16:06:58)
