

<<START>>,<<FMS_SUPPLY_PURCHASE_MAP_DTL>>,, 	(04-JUL-2025 13:14:37)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,NEW_PUR_CONT_NO,OLD_PUR_CONT_NO,TIMESTAMP,
RIL,1,S,2,1,40,0,714001,14001, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,15,0,710032,10002, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,21,0,710109,10007, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,1,0,,8031, 	(04-JUL-2025 13:14:38)	 (Not Inserted)
RIL,1,S,2,0,9,0,710100,9020, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,11,0,710102,9023, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,23,0,711004,10016, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,26,0,711008,11004, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,18,0,710107,10003, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,22,0,,10015, 	(04-JUL-2025 13:14:38)	 (Not Inserted)
RIL,1,S,2,0,21,1,711004,10016, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,19,0,710034,10005, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,1,0,710025,9005, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,12,0,710104,9025, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,13,0,,9027, 	(04-JUL-2025 13:14:38)	 (Not Inserted)
RIL,1,S,2,0,14,0,710105,9026, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,20,0,710109,10007, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,6,0,710029,9016, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,9,0,,9027, 	(04-JUL-2025 13:14:38)	 (Not Inserted)
RIL,1,S,2,0,24,1,711007,11003, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,16,0,710033,10004, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,24,0,711007,11003, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,3,0,710027,9011, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,1,0,710091,9006, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,9,0,710098,9018, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,23,0,711005,10017, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,1,39,0,714001,14001, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,15,0,710106,10001, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,15,0,,10015, 	(04-JUL-2025 13:14:38)	 (Not Inserted)
RIL,1,S,2,0,16,0,710107,10003, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,18,0,710108,10006, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,24,0,711002,11002, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,21,0,711004,10016, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,22,0,710109,10007, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,2,0,710093,9009, 	(04-JUL-2025 13:14:38)
RIL,1,S,2,0,3,0,710094,9010, 	(04-JUL-2025 13:14:38)
