

<<START>>,<<FMS_LTCORA_AGMT_MST>>,, 	(09-JUN-2025 15:42:40)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,TIMESTAMP,
2,1,C,A,1,0, 	(09-JUN-2025 15:42:40)
2,1,C,A,2,0, 	(09-JUN-2025 15:42:40)
2,1 , C,A,3,0, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,3,C,A,1,0, 	(09-JUN-2025 15:42:40)
2,3,C,A,2,0, 	(09-JUN-2025 15:42:40)
2,3,C,A,3,0, 	(09-JUN-2025 15:42:40)
2,3,C,A,4,0, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,0, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,0, 	(09-JUN-2025 15:42:40)
2,3 , C,A,7,0, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,3 , C,A,8,0, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,4,C,A,1,0, 	(09-JUN-2025 15:42:40)
2,4,C,A,2,0, 	(09-JUN-2025 15:42:40)
2,4,C,A,3,0, 	(09-JUN-2025 15:42:40)
2,4,C,A,4,0, 	(09-JUN-2025 15:42:40)
2,4,C,A,5,0, 	(09-JUN-2025 15:42:40)
2,4,C,A,6,0, 	(09-JUN-2025 15:42:40)
2,4,C,A,7,0, 	(09-JUN-2025 15:42:40)
2,4,C,A,8,0, 	(09-JUN-2025 15:42:40)
2,11,C,A,1,0, 	(09-JUN-2025 15:42:40)
2,15,C,A,1,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,1,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,2,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,3,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,4,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,5,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,6,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,7,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,8,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,9,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,10,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,11,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,12,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,13,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,14,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,15,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,16,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,17,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,18,0, 	(09-JUN-2025 15:42:40)
2,20,C,A,19,0, 	(09-JUN-2025 15:42:40)
2,154,C,A,1,0, 	(09-JUN-2025 15:42:40)

TOTAL DATA IN EXCEL : ,42,,,,,, 	(09-JUN-2025 15:42:40)
 

TOTAL DATA INSERTED : ,39,,,,,, 	(09-JUN-2025 15:42:40)
 

TOTAL SKIPPED DATA ,3,,,,,, 	(09-JUN-2025 15:42:40)
 
<<END>>,<<FMS_LTCORA_AGMT_MST>>,,,,,, 	(09-JUN-2025 15:42:40)
 

<<START>>,<<FMS_LTCORA_AGMT_BU>>, 	(09-JUN-2025 15:42:40)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,PLANT_SEQ_NO 	(09-JUN-2025 15:42:40)
 

TOTAL DATA IN EXCEL : ,0, 	(09-JUN-2025 15:42:40)
 

TOTAL DATA INSERTED : ,0, 	(09-JUN-2025 15:42:40)
 

TOTAL SKIPPED DATA ,39, 	(09-JUN-2025 15:42:40)
 
<<END>>,<<FMS_LTCORA_AGMT_BU>>, 	(09-JUN-2025 15:42:40)
 

<<START>>,<<FMS_LTCORA_AGMT_TRANSPTR>>,, 	(09-JUN-2025 15:42:40)
 
COMPANY_CD,COUNTERPARTY_CD,BUY_SALE,AGMT_TYPE,AGMT_NO,AGMT_REV,TRANSPORTER_CD,PLANT_SEQ_NO,TIMESTAMP,
2,1,C,A,1,0,45,1, 	(09-JUN-2025 15:42:40)
2,1,C,A,1,0,45,2, 	(09-JUN-2025 15:42:40)
2,1,C,A,1,0,45,3, 	(09-JUN-2025 15:42:40)
2,1,C,A,1,0,45,4, 	(09-JUN-2025 15:42:40)
2,1,C,A,2,0,45,1, 	(09-JUN-2025 15:42:40)
2,1,C,A,2,0,45,2, 	(09-JUN-2025 15:42:40)
2,1,C,A,2,0,45,3, 	(09-JUN-2025 15:42:40)
2,1,C,A,2,0,45,4, 	(09-JUN-2025 15:42:40)
2,1,C,A,2,0,45,1, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,1,C,A,2,0,45,2, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,1,C,A,2,0,45,3, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,1,C,A,2,0,45,4, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,3,C,A,4,0,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,4,0,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,4,0,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,4,0,45,4, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,1,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,1,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,1,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,1,45,4, 	(09-JUN-2025 15:42:40)
2,3,C,A,2,0,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,2,0,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,2,0,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,2,0,45,4, 	(09-JUN-2025 15:42:40)
2,3,C,A,1,0,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,1,0,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,1,0,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,1,0,45,4, 	(09-JUN-2025 15:42:40)
2,3,C,A,3,0,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,3,0,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,3,0,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,3,0,45,4, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,0,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,0,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,0,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,5,0,45,4, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,0,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,0,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,0,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,0,45,4, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,0,45,1, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,3,C,A,6,0,45,2, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,3,C,A,6,0,45,3, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,3,C,A,6,0,45,4, 	(09-JUN-2025 15:42:40)	 (Not Inserted)
2,3,C,A,6,1,45,1, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,1,45,2, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,1,45,3, 	(09-JUN-2025 15:42:40)
2,3,C,A,6,1,45,4, 	(09-JUN-2025 15:42:40)
2,4,C,A,2,0,45,1, 	(09-JUN-2025 15:42:40)
2,4,C,A,2,0,45,2, 	(09-JUN-2025 15:42:40)
2,4,C,A,2,0,45,3, 	(09-JUN-2025 15:42:40)
2,4,C,A,2,0,45,4, 	(09-JUN-2025 15:42:40)
2,4,C,A,6,0,45,1, 	(09-JUN-2025 15:42:40)
2,4,C,A,6,0,45,2, 	(09-JUN-2025 15:42:40)
2,4,C,A,6,0,45,3, 	(09-JUN-2025 15:42:40)
2,4,C,A,6,0,45,4, 	(09-JUN-2025 15:42:40)
2,4,C,A,1,0,45,1, 	(09-JUN-2025 15:42:40)
