

<<START>>,<<FMS_TRADER_CN_MST>>,,,, 	(10-APR-2025 09:34:28)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,TIMESTAMP
2, 15,  M , 1,  0 , N, 725001, 0, 	(10-APR-2025 09:34:28)
2, 20,  M , 1,  0 , N, 725002, 0, 	(10-APR-2025 09:34:28)
2, 20,  M , 1,  0 , N, 725003, 0, 	(10-APR-2025 09:34:28)
2, 154,  M , 1,  0 , N, 725004, 0, 	(10-APR-2025 09:34:28)
2, 154,  M , 1,  0 , N, 725005, 0, 	(10-APR-2025 09:34:28)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
2, 270,  M , ,  0 , N, 725006, 0, 	(10-APR-2025 09:34:28)	 (Not Inserted)
