

<<START>>,<<FMS_PUR_SG_INV_MST>>,,,,,,,,,,,,,,,,,, 	(02-MAY-2025 12:46:31)
2,1, 0, 0,825057, 21,D,1,1, 207, ,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 208, ,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 45, ,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 46, ,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 47, ,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 48, ,16/11/2024 00:00:00, 30/11/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 209, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 210, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 211, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 212, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 213, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 214, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 215, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 216, ,01/12/2024 00:00:00, 15/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 217, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 218, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 219, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 220, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 221, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 222, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 223, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 224, ,16/12/2024 00:00:00, 31/12/2024 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 225, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 226, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 227, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 228, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 49, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 50, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 51, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 52, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 229, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 230, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 231, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 232, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 53, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 54, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 55, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 56, ,01/01/2025 00:00:00, 15/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 233, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 234, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 235, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 236, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 57, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 58, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 59, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 60, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 237, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 238, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 239, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,1,1, 240, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 61, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 62, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 63, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 64, ,16/01/2025 00:00:00, 31/01/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 169, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 170, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 171, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 172, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 65, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 66, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 67, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 68, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 173, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 174, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 175, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 176, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 69, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 70, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 71, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 72, ,01/02/2025 00:00:00, 15/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 177, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 178, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 179, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 180, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 73, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 74, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 75, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 76, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 181, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 182, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 183, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,2,1, 184, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 77, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 78, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 79, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825057, 21,D,3,1, 80, ,16/02/2025 00:00:00, 28/02/2025 00:00:00,2024-2025,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 1, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 2, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 3, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 4, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 5, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 6, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 7, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 8, ,16/06/2023 00:00:00, 30/06/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 9, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 10, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 11, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 12, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 13, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 14, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 15, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 16, ,01/07/2023 00:00:00, 15/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 17, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 18, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 19, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 20, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 21, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 22, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 23, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 24, ,16/07/2023 00:00:00, 31/07/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 25, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 26, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 27, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 28, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 29, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 30, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 31, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 32, ,01/08/2023 00:00:00, 15/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 33, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 34, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 35, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 36, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 37, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 38, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 39, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 40, ,16/08/2023 00:00:00, 31/08/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 41, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 42, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 43, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 44, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 45, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 46, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 47, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 48, ,01/09/2023 00:00:00, 15/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 49, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 50, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 51, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 52, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 53, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 54, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 55, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 56, ,16/09/2023 00:00:00, 30/09/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 57, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 58, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 59, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 60, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 61, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 62, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 63, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:36)
2,1, 0, 0,825058, 13,D,2,1, 64, ,01/10/2023 00:00:00, 15/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 1, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 2, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 3, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 4, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 65, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 66, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 67, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 68, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 5, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 6, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 7, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,1,1, 8, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 69, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 70, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 71, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825058, 13,D,2,1, 72, ,16/10/2023 00:00:00, 31/10/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825059, 13,D,2,1, 1, ,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825059, 13,D,2,1, 2, ,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825059, 13,D,2,1, 3, ,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825059, 13,D,2,1, 4, ,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825059, 13,D,2,1, 5, ,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
2,1, 0, 0,825059, 13,D,2,1, 6, ,01/11/2023 00:00:00, 15/11/2023 00:00:00,2023-2024,F, 	(02-MAY-2025 12:46:37)
