

<<START>>,<<FMS_TRADER_CARGO_MST>> 	(01-JUL-2025 10:15:43)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONT_TYPE,CONT_NO,CONT_REV,CARGO_NO,CARGO_REF_NO,TIMESTAMP
2, 15:HPCL, , , , , 0, ,1,22019, 	(01-JUL-2025 10:15:43)	 (Not Inserted)
2, 20:AMNS, , , , , 0, ,1,22022, 	(01-JUL-2025 10:15:43)	 (Not Inserted)
2, 20:AMNS, , , , , 0, ,1,22028, 	(01-JUL-2025 10:15:43)	 (Not Inserted)
2, 154:SEMTPL, , , , , 0, ,1,22029, 	(01-JUL-2025 10:15:43)	 (Not Inserted)
2, 154:SEMTPL, , , , , 0, ,1,22030, 	(01-JUL-2025 10:15:43)	 (Not Inserted)
2, 270:TGPL, M, 1, 0, N, 710001, 0,1,5002, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710002, 0,1,6003, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710003, 0,1,6012, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710004, 0,1,7004, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710005, 0,1,7007, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710006, 0,1,7012, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710007, 0,1,7019, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710008, 0,1,7020, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710009, 0,1,7022, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710010, 0,1,7023, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710011, 0,1,7024, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710012, 0,1,8001, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710013, 0,1,8007, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710014, 0,1,8013, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710015, 0,1,8014, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710016, 0,1,8015, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710017, 0,1,8017, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710018, 0,1,8019, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710019, 0,1,8021, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710020, 0,1,8025, 	(01-JUL-2025 10:15:43)
2, 270:TGPL, M, 1, 0, N, 710021, 0,1,8026, 	(01-JUL-2025 10:15:43)
