

<<START>>,<<FMS_CARGO_SVC_CONT_SVC_BU>>,,,, 	(09-JUL-2025 09:32:03)
 
COMPANY_CD,CD,CONT_NAME,CONTRACT_TYPE,PLANT_SEQ_NO,TIMESTAMP
2,232:SJBB, 325001, Y, 1, 	(09-JUL-2025 09:32:03)
2,126:SSGSINDIA, 325002, Y, 1, 	(09-JUL-2025 09:32:03)
2,264:SSSAPL, 325003, Y, 1, 	(09-JUL-2025 09:32:03)
2,null:HBOXCO, 325003, , 1, 	(09-JUL-2025 09:32:03)	 (Not Inserted)
2,282:HJMB, 125001, H, 1, 	(09-JUL-2025 09:32:03)
2,282:HJMB, 125001, H, 1, 	(09-JUL-2025 09:32:03)	 (Not Inserted)
2,265:HSLPL, 125002, H, 1, 	(09-JUL-2025 09:32:03)

TOTAL DATA IN EXCEL : 7 	(09-JUL-2025 09:32:03)
 

TOTAL DATA INSERTED : 5 	(09-JUL-2025 09:32:03)
 

TOTAL SKIPPED DATA 2 	(09-JUL-2025 09:32:03)
 
<<END>><<FMS_CARGO_SVC_CONT_SVC_BU>> 	(09-JUL-2025 09:32:03)
 

<<START>>,<<FMS_CARGO_SVC_CONT_BU>>,,,, 	(09-JUL-2025 09:32:03)
 
COMPANY_CD,CD,CONT_NO,CONTRACT_TYPE,PLANT_SEQ_NO,TIMESTAMP
2,232 ,325001 ,Y, 1, 	(09-JUL-2025 09:32:03)
2,126 ,325002 ,Y, 1, 	(09-JUL-2025 09:32:03)
2,264 ,325003 ,Y, 1, 	(09-JUL-2025 09:32:03)
2,null, 325003 , ,1, 	(09-JUL-2025 09:32:03)	 (Not Inserted)
2,282 ,125001 ,H, 1, 	(09-JUL-2025 09:32:03)
2,282, 125001 ,H ,1, 	(09-JUL-2025 09:32:03)	 (Not Inserted)
2,265 ,125002 ,H, 1, 	(09-JUL-2025 09:32:03)

TOTAL DATA IN EXCEL : 7 	(09-JUL-2025 09:32:03)
 

TOTAL DATA INSERTED : 5 	(09-JUL-2025 09:32:03)
 

TOTAL SKIPPED DATA 2 	(09-JUL-2025 09:32:03)
 
<<END>><<FMS_CARGO_SVC_CONT_BU>> 	(09-JUL-2025 09:32:03)
 

<<START>>,<<FMS_BUY_CARGO_NOM>>,,,, 	(09-JUL-2025 09:32:08)
 
COMPANY_CD,CD,AGMT_TYPE,AGMT_NO,AGMT_REV,CONTRACT_TYPE,CONT_NO,CONT_REV,CARGO_NO,NOM_REV,CARGO_REF_NO,TIMESTAMP
2,270-TGPL, M, 1 ,0 ,N, 710019 ,0 ,1,0,8021, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 710020 ,0 ,1,0,8025, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 710021 ,0 ,1,0,8026, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 710022 ,0 ,1,0,8028, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 710005 ,0 ,1,0,7007, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 710004 ,0 ,1,0,7004, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 711001 ,0 ,2,0,10010, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 712001 ,0 ,3,0,11010, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 711001 ,0 ,4,0,10012, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 711001 ,0 ,6,0,10014, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 712001 ,0 ,2,0,11009, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 713001 ,0 ,6,0,11016, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 713001 ,0 ,2,0,11012, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 711003 ,0 ,1,0,11006, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 711001 ,0 ,1,0,10009, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 711001 ,0 ,5,0,10013, 	(09-JUL-2025 09:32:08)
2,270-TGPL, M, 1 ,0 ,N, 713001 ,0 ,5,0,11015, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 721005 ,0 ,1,0,21063, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710077 ,0 ,1,0,8010, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710079 ,0 ,1,0,8012, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710061 ,0 ,1,0,7016, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710076 ,0 ,1,0,8009, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710038 ,0 ,1,0,6002, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710062 ,0 ,1,0,7017, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710063 ,0 ,1,0,7018, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710064 ,0 ,1,0,7021, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710073 ,0 ,1,0,8005, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710075 ,0 ,1,0,8008, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710078 ,0 ,1,0,8011, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710035 ,0 ,1,0,5001, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710080 ,0 ,1,0,8016, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710081 ,0 ,1,0,8018, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710049 ,0 ,1,0,7001, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710053 ,0 ,1,0,7006, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710044 ,0 ,1,0,6009, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710045 ,0 ,1,0,6010, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710046 ,0 ,1,0,6011, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710039 ,0 ,1,0,6004, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710040 ,0 ,1,0,6005, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710041 ,0 ,1,0,6006, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710036 ,0 ,1,0,5003, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710037 ,0 ,1,0,6001, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710070 ,0 ,1,0,8002, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710071 ,0 ,1,0,8003, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710072 ,0 ,1,0,8004, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710058 ,0 ,1,0,7013, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710056 ,0 ,1,0,7010, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710057 ,0 ,1,0,7011, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710059 ,0 ,1,0,7014, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710060 ,0 ,1,0,7015, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710065 ,0 ,1,0,7025, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710066 ,0 ,1,0,7026, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710067 ,0 ,1,0,7027, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710068 ,0 ,1,0,7028, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710069 ,0 ,1,0,7029, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710074 ,0 ,1,0,8006, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710082 ,0 ,1,0,8020, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710085 ,0 ,1,0,8024, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710083 ,0 ,1,0,8022, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710084 ,0 ,1,0,8023, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710086 ,0 ,1,0,8027, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710055 ,0 ,1,0,7009, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710050 ,0 ,1,0,7002, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710051 ,0 ,1,0,7003, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710054 ,0 ,1,0,7008, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710047 ,0 ,1,0,6013, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710052 ,0 ,1,0,7005, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710042 ,0 ,1,0,6007, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 710043 ,0 ,1,0,6008, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 721003 ,0 ,1,0,21057, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 722001 ,0 ,1,0,22013, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 722002 ,0 ,1,0,22024, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 721001 ,0 ,1,0,21054, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 721004 ,0 ,1,0,21058, 	(09-JUL-2025 09:32:08)
2,116-SELNG, M, 1 ,0 ,N, 721002 ,0 ,1,0,21056, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710110 ,0 ,1,0,10008, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710091 ,0 ,1,0,9006, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 711005 ,0 ,1,0,10017, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710095 ,0 ,1,0,9012, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710093 ,0 ,1,0,9009, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710092 ,0 ,1,0,9008, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710108 ,0 ,1,0,10006, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710109 ,0 ,1,0,10007, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710105 ,0 ,1,0,9026, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710106 ,0 ,1,0,10001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710107 ,0 ,1,0,10003, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714007 ,0 ,1,0,14007, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714005 ,0 ,1,0,14005, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710098 ,0 ,1,0,9018, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710099 ,0 ,1,0,9019, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710100 ,0 ,1,0,9020, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710101 ,0 ,1,0,9022, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710102 ,0 ,1,0,9023, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710094 ,0 ,1,0,9010, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710096 ,0 ,1,0,9013, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710097 ,0 ,1,0,9015, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710103 ,0 ,1,0,9024, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710104 ,0 ,1,0,9025, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710087 ,0 ,1,0,8029, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710088 ,0 ,1,0,8030, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710089 ,0 ,1,0,9001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 710090 ,0 ,1,0,9002, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 711010 ,0 ,1,0,11007, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 711004 ,0 ,1,0,10016, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 711006 ,0 ,1,0,11001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 711009 ,0 ,1,0,11005, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714002 ,0 ,1,0,14002, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714004 ,0 ,1,0,14004, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714006 ,0 ,1,0,14006, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 711008 ,0 ,1,0,11004, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714001 ,0 ,1,0,14001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714003 ,0 ,1,0,14003, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719006 ,0 ,1,0,19006, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 714008 ,0 ,1,0,14008, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 715002 ,0 ,1,0,15001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719004 ,0 ,1,0,19004, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719007 ,0 ,1,0,19007, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719009 ,0 ,1,0,19009, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 715001 ,0 ,1,0,14009, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 716001 ,0 ,1,0,16001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719001 ,0 ,1,0,19001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719003 ,0 ,1,0,19003, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 717001 ,0 ,1,0,17001, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719005 ,0 ,1,0,19005, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719002 ,0 ,1,0,19002, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719008 ,0 ,1,0,19008, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 711007 ,0 ,1,0,11003, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719010 ,0 ,1,0,19010, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719014 ,0 ,1,0,19014, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720018 ,0 ,1,0,20003, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720001 ,0 ,1,0,19016, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720017 ,0 ,1,0,20002, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720002 ,0 ,1,0,19017, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720019 ,0 ,1,0,20005, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720005 ,0 ,1,0,19019, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720023 ,0 ,1,0,20012, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720022 ,0 ,1,0,20011, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720004 ,0 ,1,0,19020, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720012 ,0 ,1,0,19027, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720012 ,0 ,2,0,19028, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720024 ,0 ,1,0,20013, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720029 ,0 ,1,0,20021, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720030 ,0 ,1,0,20022, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720024 ,0 ,4,0,20016, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 721009 ,0 ,1,0,21004, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 721011 ,0 ,1,0,21047, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719011 ,0 ,1,0,19011, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720021 ,0 ,1,0,20010, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720010 ,0 ,1,0,19025, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720025 ,0 ,1,0,20017, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720003 ,0 ,1,0,19018, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720009 ,0 ,1,0,19024, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720024 ,0 ,2,0,20014, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720026 ,0 ,1,0,20018, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720013 ,0 ,1,0,19029, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720013 ,0 ,2,0,19030, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 721007 ,0 ,1,0,21002, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 721008 ,0 ,1,0,21003, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 721010 ,0 ,2,0,21009, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719012 ,0 ,1,0,19012, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 720006 ,0 ,1,0,19021, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719013 ,0 ,1,0,19013, 	(09-JUL-2025 09:32:08)
2,256-SITME, M, 1 ,0 ,N, 719015 ,0 ,1,0,19015, 	(09-JUL-2025 09:32:08)
