

<<START>>,<<LOG_SUPPLY_CONT_MST>>,, 	(12-SEP-2025 15:27:03)
 
COUNTERPARTY_ABBR,COUNTERPARTY_CD,CONTRACT_TYPE,AGMT_NO,AGMT_REV,CONT_NO,CONT_REV,LOG_SEQ_NO,TIMESTAMP,
RIL,1,S,3,0,1,0,1, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,2,0,1, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,2,0,2, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,2,0,3, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,3,0,5, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,3,0,6, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,3,0,7, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,3,0,1, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,3,0,2, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,3,0,3, 	(12-SEP-2025 15:27:03)
RIL,1,S,3,0,3,0,4, 	(12-SEP-2025 15:27:03)
RIL,1,S,4,0,1,0,1, 	(12-SEP-2025 15:27:03)
RIL,1,S,4,0,1,0,2, 	(12-SEP-2025 15:27:03)
RIL,1,,,,,,1, 	(12-SEP-2025 15:27:03)	 (Not Inserted)
RIL,1,,,,,,1, 	(12-SEP-2025 15:27:03)	 (Not Inserted)
RIL,1,,,,,,2, 	(12-SEP-2025 15:27:03)	 (Not Inserted)
RIL,1,,,,,,3, 	(12-SEP-2025 15:27:03)	 (Not Inserted)
RIL,1,,,,,,1, 	(12-SEP-2025 15:27:03)	 (Not Inserted)
MGL,2,S,6,0,1,0,1, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,1,0,2, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,4,0,1, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,4,0,2, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,2,0,1, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,3,0,1, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,5,0,1, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,9,0,3, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,9,0,4, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,9,0,1, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,9,0,2, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,10,0,1, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,10,0,2, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,10,0,3, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,10,0,4, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,10,0,5, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,0,10,0,6, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,2,11,0,2, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,2,11,0,4, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,2,11,0,5, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,2,11,0,6, 	(12-SEP-2025 15:27:03)
MGL,2,S,6,2,11,0,3, 	(12-SEP-2025 15:27:03)
